last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price
24-06-2025 09:15,27.2,24.7,23.8,-151125,-1297.2,48300,38025,N,57300,N,26.28,25224.1,25251.3,24-06-2025 09:15,23.75,23.95,23.7,-65325,-180.5,53100,-2194950,N,310875,N,123.2,146.95,167.3,123.2,27.41,24-06-2025 09:15,-5.05,-6,-5.95,-17250,-111.6,54900,19800,N,235800,N,100,94.95,108.45,92.6,-2.15
24-06-2025 09:20,-1.4,-4.3,-2.1,457950,-996.8,51075,45000,N,71625,N,6.29,25251.4,25250,24-06-2025 09:20,-6.8,-5.85,-5.75,32325,-184.15,58275,-29625,Y,336150,YES,149.85,143.05,157,141.3,2.44,24-06-2025 09:20,0.1,-0.1,-0.05,77025,-108.1,67425,226950,YES,304725,Y,94,94.1,96.45,87.55,-3.52
24-06-2025 09:25,-30.6,-35.4,-30.5,427875,-1855,47625,-27525,YES,2925,Y,-1.86,25248.5,25217.9,24-06-2025 09:25,-19.15,-18.95,-18.85,-29400,-151.65,61275,-97425,YES,102525,N,142.75,123.6,143.65,123.3,-3.38,24-06-2025 09:25,14.15,14,14,-65475,-121.8,63675,38400,N,262725,N,94,108.15,109.4,93.35,2.28
24-06-2025 09:30,6,6,3.1,-16800,-1502.7,44550,43950,Y,21600,N,-1.8,25214.6,25220.6,24-06-2025 09:30,5.15,5.4,5.4,55275,-143.7,61125,129075,Y,145425,YES,124.2,129.35,130.7,119.65,-2.52,24-06-2025 09:30,-3.1,-3.25,-3.25,12675,-126.65,63225,44175,N,187350,N,108.75,105.65,114.9,103.75,1.71
24-06-2025 09:35,-43.7,-43,-43.2,6000,-1629.5,50850,-41325,YES,45975,YES,-8.7,25220.4,25176.7,24-06-2025 09:35,-19.35,-20.15,-20.2,45300,-139.7,65625,58875,N,111300,N,129.45,110.1,130.4,102.05,-6.04,24-06-2025 09:35,27.6,28.35,28.4,-75975,-169.3,61650,-160800,Y,-336450,YES,105.2,132.8,148.4,104.8,9.08
24-06-2025 09:40,18.4,18.4,17.6,-35700,-1601.7,48000,-14925,Y,-450,Y,-2.46,25176.6,25195,24-06-2025 09:40,3.6,3.5,3.4,6000,-133.25,65625,-122100,YES,171675,YES,109.4,113,122.05,106.75,-2.47,24-06-2025 09:40,-12.45,-13,-13.1,-2475,-150.55,61800,69600,YES,88050,Y,133.15,120.7,141.25,113,1.96
24-06-2025 09:45,-36,-39.2,-36,39450,-1678.6,55650,-35325,YES,3900,N,-7.65,25195,25159,24-06-2025 09:45,-11,-10.95,-10.9,-111150,-123.6,64275,-45675,Y,171750,N,112.55,101.55,114.55,93.95,-3.16,24-06-2025 09:45,25.3,25.4,25.55,-9300,-175.45,65700,-69150,Y,-128250,YES,120.75,146.05,164.9,118.3,5.38
24-06-2025 09:50,25.5,29.8,28,-50700,-1894,48900,86175,Y,31125,YES,-2.85,25158.8,25184.3,24-06-2025 09:50,11.05,11.95,12,-184200,-127.7,66375,139125,Y,-72900,Y,101.85,112.9,113.95,101.2,-1.7,24-06-2025 09:50,-19.55,-20.25,-20.2,-44025,-168.65,63225,-62025,N,102825,Y,145.65,126.1,148.95,124.8,1.44
24-06-2025 09:55,30.9,32.1,29.9,104550,-1750.9,42450,25950,N,-11925,Y,-0.39,25187,25217.9,24-06-2025 09:55,18.55,19.45,19.55,30750,-150.75,61050,104250,N,-324825,Y,114.25,132.8,141.15,111.4,0.18,24-06-2025 09:55,-12.1,-12.75,-12.85,-17400,-141.75,61350,105375,YES,222300,Y,124.7,112.6,128.4,104.6,-0.33
24-06-2025 10:00,19.9,13.8,19.3,48600,-1574.4,39600,-6675,YES,-3450,N,0.8,25217.4,25237.3,24-06-2025 10:00,9.25,8.9,8.9,-48975,-161.4,61950,-112500,YES,-83175,YES,132.6,141.85,149.35,129.05,1.57,24-06-2025 10:00,-6.35,-6.5,-6.5,-29325,-129.6,64350,81750,N,47625,N,112.5,106.15,115.7,103.65,-0.56
