last_traded_time,,ltp,bid_price,ask_price,bid_ask_pr_diff_1,bid_size1,ask_size1,volume_1,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_1,low_1,open_1,close_1,ltp,bid_price,ask_price,bid_ask_pr_diff_2,bid_size2,ask_size2,volume_2,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_2,low_2,open_2,close_2,ltp,bid_price,ask_price,bid_ask_pr_diff_3,bid_size3,ask_size3,volume_3,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_3,low_3,open_3,close_3,ltp,bid_price,ask_price,bid_ask_pr_diff_4,bid_size4,ask_size4,volume_4,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_4,low_4,open_4,close_4,final_signal,result,datetime,open,high,low,close
02-05-2025 11:30,FALSE,-61.1,-65.2,-67.8,2.6,228750,131850,318150,49125,Y,7575,N,24489.5,24408,24480.3,24419.2,-19.7,-21.85,-21.8,0.05,198075,261000,4104900,-92925,YES,-10050,Y,137.55,111.2,136.2,116.5,39.05,44.5,44.45,0.05,117525,124050,2770200,-60600,Y,-123900,YES,286.35,231.25,234.65,273.7,-113.2,-114.4,-116.4,2,223020,37200,60630,-24690,N,2520,N,55475.8,55330,55450,55336.8,BUY,not_triggered,02-05-2025 11:30,24387.25,24387.95,24319.75,24324.5
02-05-2025 11:35,FALSE,16.8,16.7,16.8,0.1,171675,104700,247725,51150,N,31350,YES,24447.6,24417.2,24424,24440.8,4.2,4.65,4.7,0.05,242025,282600,2556525,96150,Y,136200,YES,123.55,115.25,116,120.2,-10.95,-11.4,-11.2,0.2,126150,98400,1141575,-28350,YES,43650,Y,277.55,258.65,275.9,264.95,50.6,42.4,45,2.6,32910,21000,25710,4650,N,2280,N,55414.8,55331,55344,55394.6,no signal,im_loss,02-05-2025 11:35,24325.1,24351.3,24325.1,24346.15
02-05-2025 11:40,FALSE,-15.1,-8.9,-10.1,1.2,149250,129975,151425,37200,N,22575,N,24465,24420.2,24440.6,24425.5,-2.5,-1.7,-1.9,0.2,279750,305400,3319125,22725,N,-63075,Y,128.1,114.15,120.75,118.25,4.05,3.5,3.45,0.05,121050,113775,1414950,-12750,N,-7650,YES,276.5,239.8,264.55,268.6,-48,-38.2,-49.6,11.4,24900,40650,23100,-510,N,1830,N,55425,55329.6,55394.6,55346.6,no signal,exc_loss,02-05-2025 11:40,24346.2,24367.5,24332.15,24336.1
02-05-2025 11:45,FALSE,5.5,-0.8,1.8,2.6,106725,128925,92550,-6150,YES,76725,YES,24441.6,24416.3,24426.3,24431.8,1.5,1.3,1.35,0.05,263550,218625,1446300,82875,Y,62775,YES,124.7,116.65,118.7,120.2,2.05,2.95,3,0.05,118950,138225,784950,-17475,Y,4950,N,279.5,258.85,267.8,269.85,-16.2,-32,-21.2,10.8,34860,21960,19770,-9930,N,3780,N,55375.8,55302,55350,55333.8,no signal,exc_loss,02-05-2025 11:45,24336.05,24348.8,24328.55,24338.3
02-05-2025 11:50,FALSE,12.6,7,8,1,109875,92550,66450,4500,N,-18525,Y,24444.4,24415,24431.8,24444.4,5.3,4.15,4.15,1.42E-14,289425,283200,1588425,31650,N,-134700,Y,125,115.75,119.7,125,-12.1,-9.55,-9.75,0.2,122700,178425,703200,-29175,Y,21075,N,282.65,257.9,270,257.9,26.2,35.4,28.6,6.8,47730,27810,13080,5310,N,7260,N,55360,55291.4,55333.8,55360,BUY,exc_loss,02-05-2025 11:50,24337.95,24350,24326.35,24349.55
02-05-2025 11:55,FALSE,5,5.3,5,0.3,155850,163275,93975,64650,Y,9225,YES,24460,24437.4,24444.9,24449.9,0.35,0.9,0.95,0.05,319425,218325,2139825,16425,N,92475,YES,129.8,122.9,124.5,124.85,-6.05,-6.45,-6.55,0.1,110025,115275,738150,6150,YES,5925,N,264,245.45,259.95,253.9,28.4,22.4,28.4,6,26310,35640,15270,-8730,N,18030,N,55429.8,55360,55371.6,55400,SELL,win,02-05-2025 11:55,24350.5,24365,24348,24354.7
02-05-2025 12:00,TRUE,-24.3,-22,-25.1,3.1,157575,101550,48750,-4275,YES,15750,N,24450,24420.6,24446.3,24422,-8.55,-8.65,-8.65,0,279450,259875,1709775,-75675,YES,89775,N,125.25,115.2,124.45,115.9,17.55,18.7,18.45,0.25,132975,139650,691800,29250,YES,-30750,YES,273.85,254.05,254.5,272.05,-39.8,-29.2,-37.2,8,37110,23790,9180,-11430,N,1050,N,55400,55352.2,55400,55360.2,SELL,win,02-05-2025 12:00,24354.6,24355.8,24330.6,24334.55
02-05-2025 12:05,FALSE,-15.7,-20,-18.2,1.8,193650,101850,294300,-3300,N,13575,N,24427.9,24386.4,24420.1,24404.4,-6.5,-7.05,-7.35,0.3,240075,241050,2936400,-41700,Y,39150,N,117,104,115.65,109.15,9.95,11.55,11.7,0.15,106275,102900,1133550,-19350,Y,-45375,YES,296.15,269.6,274.15,284.1,-48.8,-39,-39.8,0.8,33060,38250,16590,3510,N,9240,N,55366,55280,55357.8,55309,no signal,win,02-05-2025 12:05,24334.05,24334.05,24299.8,24316.9
02-05-2025 12:10,FALSE,-3.9,0,-2.7,2.7,132375,77700,79950,-7200,YES,8850,N,24413.3,24383.4,24404.4,24400.5,-2.7,-1.6,-1.65,0.05,272550,315150,1591275,38475,Y,40575,N,111.35,103.75,109.05,106.35,1.7,2.15,1.95,0.2,121725,120675,644400,-10275,N,1725,Y,295.75,278.45,285.45,287.15,-10,-13,-13.2,0.2,34740,28110,13740,-3270,N,18690,N,55325.4,55280,55313.2,55303.2,no signal,win,02-05-2025 12:10,24317.4,24324.55,24306.35,24315
02-05-2025 12:15,FALSE,-22,-20.2,-22.5,2.3,121200,113925,202875,43800,Y,-10050,Y,24401.7,24360,24400,24378,-6.85,-6.45,-6.55,0.1,298275,286425,2787525,-16725,YES,-5625,Y,107,95.55,106.15,99.3,14.7,15.9,15.6,0.3,109125,116850,964200,-375,N,-16500,YES,312.65,285.4,286.75,301.45,-33.4,-28.8,-35.6,6.8,54210,32490,25740,-1710,N,1890,N,55315.6,55238,55303.2,55269.8,no signal,win,02-05-2025 12:15,24314.05,24314.15,24281.4,24294.15
02-05-2025 12:20,FALSE,11.9,13.1,12,1.1,88725,62475,44100,13800,N,21600,YES,24390,24370,24378,24389.9,4.8,4.65,4.65,0,279150,365400,1303725,63675,Y,37800,YES,104.85,99.15,99.15,103.95,-8.2,-6.85,-7.05,0.2,97350,93675,403200,-10875,Y,16725,Y,305,291.35,301.75,293.55,30,24.8,16.8,8,24810,24810,6930,-120,N,2640,N,55317.8,55269.8,55269.8,55299.8,no signal,reverse,02-05-2025 12:20,24294.1,24303.9,24290.4,24303
02-05-2025 12:25,FALSE,-67.9,-67.9,-66,1.9,118125,188400,321150,-79500,YES,25125,N,24387.9,24314.2,24387.9,24320,-16,-16.15,-16.2,0.05,324375,269100,2822400,-165300,YES,24300,N,104.2,86.8,104.2,88.2,48.7,50.5,50.75,0.25,86850,122100,1098750,825,N,-76725,YES,345.35,294.45,294.45,343.15,-147,-140.6,-146,5.4,42840,47760,37680,-13410,N,-14190,N,55299.8,55152.4,55299.8,55152.8,SELL,exc_loss,02-05-2025 12:25,24302.55,24302.75,24238.5,24242.75
02-05-2025 12:30,FALSE,15.7,16,14.7,1.3,95700,100350,227325,37275,Y,-2025,Y,24349.8,24319.4,24323.5,24339.2,2.95,3.3,3.3,1.42E-14,295200,400725,1973550,157050,Y,58425,YES,94.5,88.4,88.4,91.35,-11,-11.8,-12.2,0.4,78375,88200,564900,-30150,Y,36675,Y,345.55,323.95,342.8,331.8,43,38.6,45.8,7.2,36960,45960,31290,7470,N,13470,N,55228.8,55151,55152.4,55195.4,BUY,im_loss,02-05-2025 12:30,24241.85,24265.7,24241.85,24260.5
02-05-2025 12:35,FALSE,-2.2,2,-0.3,2.3,106725,93225,97650,18525,N,27225,YES,24350.4,24327.6,24339.2,24337,-1.05,-0.6,-0.6,1.42E-14,299475,391800,2015775,28950,N,-23175,Y,95.3,89,91.95,90.9,2.75,2.25,2.1,0.15,109125,86100,442875,8625,YES,-2475,YES,340.65,321.65,331.35,334.1,-17,-20,-17.4,2.6,33030,39210,16770,7230,N,4560,N,55219.8,55145.4,55195.4,55178.4,SELL,im_loss,02-05-2025 12:35,24260.05,24275.2,24258.85,24267.1
02-05-2025 12:40,FALSE,21.9,20.1,23,2.9,1308750,84675,163200,12975,N,13050,N,24359.9,24310,24337.7,24359.6,6,5.55,5.55,0,304500,378975,2494125,38850,N,-88575,Y,97.4,84.35,91.2,97.2,-16.75,-15.85,-15.75,0.1,97500,87450,636300,-34725,Y,-11100,YES,354.7,316.05,335.25,318.5,54,55,61,6,144900,63570,55170,4140,N,-9060,N,55232,55076.4,55171,55225,no signal,exc_loss,02-05-2025 12:40,24266.5,24283.65,24241,24283.3
