last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
18-11-2024 09:35,-20.9,-23.3,-24.5,-9050,-788.65,11450,-2325,N,300,N,-9.18,23460.9,23440,-10.25,-10.95,-11.05,5025,-40.65,20400,18475,N,26500,N,-4.61,20.65,19.55,19.45,-3875,-152.8,15300,7275,N,-21375,N,3.92
18-11-2024 09:40,-30,-29.9,-33.05,60600,-1015.15,19200,53675,Y,-3050,Y,-16.58,23440,23410,-6.25,-6.2,-6.2,-75075,-56.2,31475,-7825,YES,34400,N,-6.51,29.35,29.6,29.25,-5100,-259.75,22500,-16675,Y,-8375,N,6.54
18-11-2024 09:45,59.5,59.9,54.7,54350,-1159.35,19875,42400,N,22950,YES,-10.36,23406.45,23465.95,13.05,12.75,12.8,-70300,-60.4,27950,127200,Y,2525,Y,-3.82,-41.75,-41.55,-41.6,10500,-268.15,22275,-20775,Y,8875,N,2.97
18-11-2024 09:50,-15.5,-19.3,-15.25,273725,-1276.05,19250,-10175,YES,57925,YES,-4.09,23466.95,23451.45,-4.3,-3.65,-3.6,-31100,-68.25,27850,-28650,YES,83675,YES,-1.9,9.5,6.7,6.75,1525,-255.9,19275,12900,YES,22025,N,1.13
18-11-2024 09:55,-0.65,1,1.75,58975,-1319,13600,2675,N,33950,N,-1.24,23451.65,23451,-1.3,-1.55,-1.55,-9425,-61.2,25950,24825,Y,53475,N,-1.09,-0.1,0.8,0.6,2775,-229.8,20850,5475,N,12275,N,0.78
18-11-2024 10:00,71,73.5,75,-78250,-1217.65,17650,11300,N,-36875,Y,-0.74,23450,23521,21.3,21.4,21.4,350,-69.45,24500,16700,N,-188700,Y,-1.57,-53.05,-53.35,-53.45,-10000,-242.35,22425,-25350,Y,17175,N,0.08
18-11-2024 10:05,15.25,20.2,18.95,12775,-1339.7,16650,1500,YES,-40975,Y,1.58,23525,23540.25,7.55,8.7,8.7,29625,-71.7,27200,3500,N,-54200,YES,-0.13,-11.2,-12.8,-12.8,-8800,-188.4,20575,-1450,YES,-4675,YES,-0.64
18-11-2024 10:10,-32.4,-32.2,-30.85,16075,-1679.4,19200,28200,Y,22850,YES,1.26,23540,23507.6,-14.75,-13.45,-13.45,-39850,-73.85,28925,-29525,YES,113775,YES,0.03,21.95,19.8,19.75,-3550,-157.55,21425,58950,YES,6025,N,-0.59
18-11-2024 10:15,-27.25,-22.2,-27.3,55325,-1278.05,14675,-1900,YES,13900,N,-0.26,23510.15,23482.9,-5.25,-4.75,-4.85,-17600,-67.35,25075,33750,Y,59400,N,-0.6,19.65,18.7,18.95,-11825,-199,24875,-12325,Y,-8250,YES,0.36
18-11-2024 10:20,28,28,30.5,8025,-1044.55,13000,14100,N,8800,N,0.01,23482,23510,7.2,7.4,7.4,66375,-68.15,29025,63550,Y,-4225,Y,-0.37,-21.95,-22.35,-22.35,-14300,-199.7,24025,35675,YES,22600,Y,0.23
