last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price
11-07-2025 13:35,4.3,5.6,4.7,-76425,-663.9,36825,-4950,YES,12600,N,-0.57,25220.7,25225,11-07-2025 13:35,0.95,1.05,1,-145650,-74.9,71250,-10125,Y,-15000,Y,77.45,78.4,80.4,77.25,-0.29,11-07-2025 13:35,-5,-5.8,-5.6,44400,-165.9,49725,207975,YES,21150,Y,193,188,193,183.6,0.15
11-07-2025 13:40,-5.5,-9,-6.1,-115125,-923.1,39300,825,N,4725,N,-0.44,25225,25219.5,11-07-2025 13:40,-2.7,-2.85,-2.9,-592275,-67.1,69150,13875,Y,48375,YES,78.3,75.6,78.3,74.35,-0.5,11-07-2025 13:40,5.85,5.85,5.85,36600,-178.4,52425,-129975,Y,-12675,YES,188,193.85,196.9,187.6,0.26
11-07-2025 13:45,15.7,14.7,14.7,-121425,-981.9,34500,0,YES,-21675,Y,-0.49,25219.3,25235,11-07-2025 13:45,4.5,4.55,4.7,-1611000,-71.8,72975,35250,Y,-114300,Y,75.55,80.05,81.05,74.75,-0.39,11-07-2025 13:45,-10.35,-10.75,-10.7,-24300,-180.15,54975,-21150,YES,-3525,N,193.8,183.45,196.65,181.5,0.27
11-07-2025 13:50,1.2,5.5,3,-140400,-754.9,35625,2025,N,4650,YES,-0.24,25235,25236.2,11-07-2025 13:50,2,2.05,2,-139125,-89.3,69375,15375,N,-2400,YES,80.05,82.05,82.95,79.6,-0.3,11-07-2025 13:50,-3.45,-3.35,-3.45,43200,-164.95,54000,-6825,N,21225,Y,183.75,180.3,185,178.05,0.17
11-07-2025 13:55,3.6,4.5,2,-53325,-843,35475,17400,N,-450,Y,-0.33,25236,25239.6,11-07-2025 13:55,0.4,0.55,0.5,-287775,-85.7,67050,2850,YES,48750,YES,81.9,82.3,83.8,79.95,-0.3,11-07-2025 13:55,-2.8,-2.6,-2.75,6525,-160.45,53475,11325,N,17850,N,180.85,178.05,183.6,176,0.15
11-07-2025 14:00,-9.3,-7.7,-6,-38475,-1161,37800,16425,N,1500,N,-0.3,25239.5,25230.2,11-07-2025 14:00,-2.75,-2.8,-2.85,-310125,-73.85,63750,7800,N,21075,N,82.25,79.5,82.65,77.4,-0.24,11-07-2025 14:00,3.45,4.2,4.25,225,-161.5,63075,-20775,Y,-21150,YES,178.85,182.3,186.65,178.1,0.18
11-07-2025 14:05,-1.7,-4.4,-5.5,-30300,-1028.3,30375,-4425,YES,2250,N,-0.23,25230.3,25228.6,11-07-2025 14:05,-2.95,-2.8,-2.8,-48975,-82.2,69225,-53025,YES,41400,YES,79.35,76.4,80.55,76.4,-0.23,11-07-2025 14:05,6.45,6.35,6.4,-21525,-161.9,55575,9600,YES,-21900,YES,182.75,189.2,189.5,180.75,0.16
11-07-2025 14:10,9.4,9.5,9.3,-27450,-1345.6,35550,3975,N,-6450,Y,-0.46,25228.6,25238,11-07-2025 14:10,2.5,2.75,2.7,-350925,-76,66825,47700,Y,-93225,Y,76.75,79.25,85.5,75.3,-0.61,11-07-2025 14:10,-7.8,-7.4,-7.4,-32700,-157.6,63675,-19650,Y,-3825,N,189.4,181.6,194.4,170.9,0.39
11-07-2025 14:15,-3,-1.4,-2,39525,-900.2,49125,-4125,YES,3975,N,-0.18,25238,25235,11-07-2025 14:15,-0.95,-0.35,-0.35,55500,-62.75,54600,10575,N,34875,YES,79.15,78.2,81,78.2,-0.22,11-07-2025 14:15,0.75,-0.5,-0.4,19125,-134.25,48375,-622800,Y,46725,Y,182,182.75,182.75,178.55,0.1
11-07-2025 14:20,-5.9,-4,-5.8,-40950,-854.8,39150,7200,N,-1875,Y,-0.31,25236,25230.1,11-07-2025 14:20,-1.25,-1.45,-1.45,-66150,-65.55,60750,76425,Y,57300,YES,78.15,76.9,78.15,74.25,-0.32,11-07-2025 14:20,5.65,5.65,5.65,109650,-144.85,46275,30900,YES,-37425,YES,182.45,188.1,192.6,182.45,0.25
11-07-2025 14:25,-10,-9.9,-6.1,184275,-783,37500,3375,N,-26475,Y,-0.4,25230,25220,11-07-2025 14:25,-1.15,-1.25,-1.2,22125,-57.45,54975,-32475,YES,-20175,Y,76.95,75.8,77.65,75,-0.16,11-07-2025 14:25,4.05,3.85,3.65,19725,-146.85,47175,-13950,Y,-18600,N,187.55,191.6,192.3,184.6,0.15
11-07-2025 14:30,10.3,10.2,12.8,249075,-1046,40725,5025,N,17325,YES,-0.54,25220.1,25230.4,11-07-2025 14:30,3.3,3.25,3.1,25650,-60.55,57750,-13800,N,-31125,Y,76.05,79.35,80,75.3,-0.21,11-07-2025 14:30,-7.85,-7.95,-8,-7425,-144.9,51450,14700,YES,55875,Y,190.5,182.65,193.9,181.65,0.2
11-07-2025 14:35,7.3,5.9,0.9,-65325,-1152.3,33975,-13725,YES,4500,N,-0.28,25230.4,25237.7,11-07-2025 14:35,1,1,1,53025,-62.55,59175,6075,N,-42000,Y,79.3,80.3,80.75,77.4,-0.17,11-07-2025 14:35,-3.7,-3.55,-3.6,-1650,-136.15,48075,-225,Y,24825,N,182.5,178.8,185.2,177.35,0.13
11-07-2025 14:40,3.7,1.3,3.3,249000,-466,36450,26400,Y,-525,Y,-0.32,25237.7,25241.4,11-07-2025 14:40,-0.2,-0.2,-0.15,-136200,-65.9,55500,-23100,YES,23700,YES,80.45,80.25,81.7,79.05,-0.17,11-07-2025 14:40,-1.35,-1.3,-1.5,38400,-134.6,47700,4500,N,11850,N,179.3,177.95,181.45,176.05,0.1
11-07-2025 14:45,0,1,-2.8,74025,-550.4,43575,-15900,YES,12000,N,-0.29,25241,25241,11-07-2025 14:45,-1.05,-1.45,-1.4,-30450,-66.35,57225,-53550,YES,5025,N,80.25,79.2,82.75,78.9,-0.26,11-07-2025 14:45,1.95,1.85,1.95,-33300,-124.3,45000,-14400,Y,-16350,YES,176.75,178.7,179,172.2,0.15
11-07-2025 14:50,-7,-9.5,-7.2,94425,-802.5,44625,-10950,N,-16575,Y,-0.53,25241,25234,11-07-2025 14:50,-1.65,-1.75,-1.75,-50625,-63.55,56475,41775,Y,13575,N,79.55,77.9,80.05,76.35,-0.2,11-07-2025 14:50,2.3,2.35,2.35,1350,-137,47250,-18375,Y,19800,Y,178.45,180.75,183.7,177.45,0.15
