last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
01-04-2025 09:15,25.95,25.55,15.7,29850,-1094.35,44100,218775,N,159375,N,17.87,23506.05,23532,01-04-2025 09:15,-2.15,-2.15,-3.2,-12150,-44.1,46500,4057950,N,446775,N,0.44,01-04-2025 09:15,-11,-10.95,-14.75,31425,-276.3,43875,1213575,N,54075,N,-22.48
01-04-2025 09:20,18.7,15.75,16.8,34125,-1017.25,37425,41100,N,23175,N,3.42,23531.3,23550,01-04-2025 09:20,2.25,2.75,2.75,-15750,-34.1,51300,-1726650,YES,60225,N,0.44,01-04-2025 09:20,-13.3,-16.95,-16.95,-750,-233.05,42975,3525,N,12225,N,-2.66
01-04-2025 09:25,40.35,38.3,39,300,-1168.2,38325,28425,N,-4425,Y,5.09,23545,23585.35,01-04-2025 09:25,5.7,5.85,5.8,-109875,-36,54825,30600,Y,-29325,Y,0.59,01-04-2025 09:25,-33.35,-33.25,-33.45,-4500,-211.65,41325,-13350,Y,13875,N,-4.43
01-04-2025 09:30,33.65,34.65,35,-6975,-806.55,30075,14250,N,9375,N,10.85,23585.35,23619,01-04-2025 09:30,11.05,10.65,10.75,-70500,-32.9,48225,28350,N,-62475,Y,1.54,01-04-2025 09:30,-27.3,-26,-26,16650,-159.55,29925,-17700,Y,5250,N,-8.18
01-04-2025 09:35,0,0,0,0,0,0,0,YES,0,Y,0,0,0,01-04-2025 09:35,0,0,0,0,0,0,0,YES,0,YES,0,01-04-2025 09:35,0,0,0,0,0,0,0,N,0,YES,0
01-04-2025 09:40,0,0,0,0,0,0,0,N,0,N,0,0,0,01-04-2025 09:40,0,0,0,0,0,0,0,N,0,N,0,01-04-2025 09:40,0,0,0,0,0,0,0,N,0,N,0
01-04-2025 09:45,0,0,0,0,0,0,0,N,0,N,0,0,0,01-04-2025 09:45,0,0,0,0,0,0,0,N,0,N,0,01-04-2025 09:45,0,0,0,0,0,0,0,N,0,N,0
01-04-2025 09:50,0,0,0,0,0,0,0,N,0,N,0,0,0,01-04-2025 09:50,0,0,0,0,0,0,0,N,0,N,0,01-04-2025 09:50,0,0,0,0,0,0,0,N,0,N,0
01-04-2025 09:55,0,-2,0.9,55125,-772.15,32775,1425,N,49350,YES,1.43,23630,23630,01-04-2025 09:55,-0.9,-1.1,-1.1,73500,-41.1,43050,60150,Y,31650,YES,0.18,01-04-2025 09:55,1.85,2.2,2.25,-2325,-162.6,32925,-20850,Y,10950,N,-1.49
01-04-2025 10:00,-36.75,-31.9,-30.95,23625,-1249.4,52650,-2625,YES,62550,N,0.53,23630,23593.25,01-04-2025 10:00,15.45,15.25,15.3,47325,-48.3,53025,-3268425,YES,255600,YES,27.35,01-04-2025 10:00,-44,-43.35,-43.45,-16050,-173.35,38775,256425,YES,158550,Y,-71.96
