last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
17-04-2025 09:15,-21,-21.3,-18.9,21000,-543.1,21825,7650,N,10200,N,-0.53,23406,23387,-0.65,-0.95,-1,16275,-12.55,35100,2363250,N,344625,N,-0.18,20.95,21.7,21.8,-825,-50.05,13200,329850,N,-14325,N,4.68
17-04-2025 09:20,-37,-34.6,-37,128550,-912.6,42225,60225,Y,10725,N,-17.23,23387,23350,-3.9,-3.75,-3.8,446475,-22.75,81075,842925,N,494850,YES,-1.38,37.45,36.15,36.25,16050,-173.65,39975,27600,N,-11925,N,17.01
17-04-2025 09:25,-8.1,-5,-6.7,136575,-1033.6,36525,57900,N,5475,N,-8.61,23349.6,23341.5,0.65,0.6,0.6,1033275,-19.95,99000,575400,N,162000,N,-0.94,7.45,7,7.1,11850,-198.3,38100,-20400,Y,16425,Y,7.37
17-04-2025 09:30,7,3,5.3,55350,-765,36150,21825,N,8625,N,-4.33,23340,23347,1.4,1.55,1.55,1970175,-22.95,95700,207600,N,65475,N,-0.16,-8.3,-8.8,-8.8,4500,-195.95,36825,9525,YES,37575,Y,2.9
17-04-2025 09:35,19.5,22,19.5,57375,-849.7,32100,44400,Y,8925,N,-1.02,23347,23366.5,2.05,1.9,1.95,474975,-24.85,97125,239775,Y,-141900,Y,0.11,-27.55,-24.5,-24.55,-20775,-180.55,43650,32775,YES,49650,N,0.32
17-04-2025 09:40,47.6,47.1,47.6,65625,-874.1,33600,-5550,YES,19950,N,4.92,23368,23415.6,10.6,10.55,10.5,240450,-29.8,89550,85125,N,-521400,Y,2.38,-42.6,-41.9,-41.65,50625,-148.65,45300,-1650,Y,105150,Y,-8.46
17-04-2025 09:45,30.9,27.8,29.5,-53400,-930.2,35325,53025,Y,225,Y,12.7,23413.1,23444,7.1,7.4,7.5,-76200,-37.85,64650,338775,Y,126300,YES,3.11,-24.8,-24.8,-24.85,-26925,-114.5,41925,173175,YES,160200,Y,-14.53
17-04-2025 09:50,-10,-10.7,-11,43875,-934.3,36975,-15450,YES,36375,YES,2.78,23444,23434,-10.55,-10.65,-10.65,-197850,-31.7,78225,-255225,YES,518475,YES,1.05,2.95,2.7,2.7,-26550,-110.65,41550,199650,YES,82350,N,-7.55
17-04-2025 09:55,-5.8,-9.3,-8.6,25950,-992.6,33975,10725,Y,375,Y,2.1,23430.1,23424.5,-4.25,-4.6,-4.65,463050,-31.2,97875,287700,Y,362325,N,-0.22,0.3,2.45,2.4,20025,-121.05,46650,5175,N,2025,YES,-5.1
17-04-2025 10:00,-12.9,-10.6,-13.5,129150,-875.6,34275,47550,Y,-20325,Y,1.15,23422.6,23409.7,-1.1,-0.8,-0.8,408150,-27.7,98850,273750,N,297075,N,-0.34,14.05,11.7,11.75,9150,-120.1,44100,26850,YES,-150450,YES,-3.29
