last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,datetime,open,high,low,close
08-05-2025 09:15,-39.4,139950,149,228825,137775,-35.6,-38.4,91050,-969,38925,-44850,N,77925,N,24497.16,24509.4,24470,24509.5,24470,08-05-2025 09:15,-23.5,3926175,180,204675,216450,-23.95,-24.15,-11775,-118.95,47625,5046600,N,243075,N,120.15,96.65,121.3,94.25,112.21,08-05-2025 09:15,2.1,14690475,182,1339800,1224750,2.8,2.75,115050,-32.1,76275,5603475,N,496725,N,10.95,13.05,14.9,9.8,11.53,08-05-2025 09:15,24431.5,24447.25,24393.6,24398.05
08-05-2025 09:20,13.5,143475,182,312525,148350,13.8,14.5,164175,-994.6,42900,85125,Y,27450,N,24488.45,24470,24483.5,24489,24459,08-05-2025 09:20,6.25,7256550,237,461550,380100,5.4,5.45,81450,-128.15,63600,914625,N,129150,N,96.25,102.5,105.5,84.45,102.03,08-05-2025 09:20,-3.75,20102250,234,3166650,2501925,-3.8,-3.8,664725,-37.7,119175,1276050,N,816750,Y,12.8,9.05,16.55,8.85,12.17,08-05-2025 09:20,24398.45,24413.05,24381.95,24409.95
08-05-2025 09:25,-15,98025,172,157050,230250,-16.2,-15.8,-73200,-908.8,47025,5325,N,49125,YES,24487.54,24488,24473,24490.9,24466.9,08-05-2025 09:25,-12.65,5802675,217,454425,440550,-12.9,-12.75,13875,-137.55,60450,-74400,YES,205350,YES,101.65,89,108.2,86.6,101.39,08-05-2025 09:25,1.8,12009450,222,7909575,6987150,2,2,922425,-30.3,136875,786600,N,370500,N,8.9,10.7,11.65,8.75,11.65,08-05-2025 09:25,24409.75,24416.95,24391.45,24392.3
08-05-2025 09:30,-19.2,104025,250,308325,117525,-13.2,-18,190800,-1281.3,43350,36225,Y,24225,N,24482.94,24473,24453.8,24473,24451,08-05-2025 09:30,-9.2,6284175,248,439350,402825,-9.45,-9.55,36525,-111.35,64725,2156625,Y,234375,YES,88.2,79,90.5,74.3,96.2,08-05-2025 09:30,1.55,18833250,258,5299200,4771950,1.7,1.65,527250,-38.5,135150,441975,N,456225,Y,11,12.55,14.5,10.4,11.92,08-05-2025 09:30,24393.35,24395.1,24373.45,24381.8
08-05-2025 09:35,9.9,105750,253,146850,252825,10.8,10,-105975,-953.2,60600,-7500,YES,9000,N,24480.01,24455,24464.9,24479,24452,08-05-2025 09:35,7.35,7019325,236,440400,431700,7,6.95,8700,-109.1,68850,252150,N,19125,N,79.1,86.45,99.8,76.5,94.23,08-05-2025 09:35,-4,15996525,234,6864375,7480425,-3.85,-3.85,-616050,-33.95,130500,-256575,Y,587700,Y,12.6,8.6,13.15,7.5,11.6,08-05-2025 09:35,24382,24406.65,24378.65,24394.5
08-05-2025 09:40,-0.2,54450,184,142125,200625,-3.9,-1.2,-58500,-985.2,54450,17400,Y,-24675,Y,24478.51,24465,24464.8,24467.7,24452,08-05-2025 09:40,-2.15,4661550,288,425625,498750,-2.15,-2.15,-73125,-111.65,74700,171375,N,112425,YES,86.6,84.45,88.2,74.45,92.42,08-05-2025 09:40,-0.25,10265400,291,7542750,7087200,-0.25,-0.25,455550,-32.3,151425,-38850,YES,290700,N,8.7,8.45,10.6,8.2,11.38,08-05-2025 09:40,24394.2,24396,24378,24391.5
08-05-2025 09:45,-6.1,59100,195,244200,144300,-10,-10.3,99900,-1385.8,55650,25800,N,12150,YES,24477.08,24463.4,24457.3,24469.2,24450.1,08-05-2025 09:45,-8.6,4507650,251,588375,449100,-9.8,-9.8,139275,-104.9,66450,30900,N,256425,YES,83.6,75,84.8,71.4,90.79,08-05-2025 09:45,0.65,11057700,239,10425600,10135275,0.9,0.9,290325,-31.1,170025,431925,YES,474375,Y,8.5,9.15,10.1,7.55,11.12,08-05-2025 09:45,24391.9,24394.65,24375.85,24376.3
08-05-2025 09:50,6.9,38775,171,138675,100350,4.9,1.5,38325,-1266.2,42975,6900,N,3000,N,24475.97,24450.5,24457.4,24461.3,24450,08-05-2025 09:50,4.05,3429150,212,657075,482400,4.45,4.5,174675,-101.45,69525,119775,Y,-80775,Y,74.5,78.55,80.35,73.1,89.7,08-05-2025 09:50,-2,10671525,221,12422775,10710000,-2.05,-2.05,1712775,-31.05,172200,-397350,Y,368100,N,9.2,7.2,9.75,7.1,10.86,08-05-2025 09:50,24377.35,24387.7,24373.85,24384
08-05-2025 09:55,-4.1,34500,142,109725,154350,-2.8,-5.8,-44625,-690.2,39075,23775,N,1575,Y,24475.21,24457.4,24453.3,24460.1,24451.1,08-05-2025 09:55,-4.1,3354375,271,666750,542325,-3.6,-3.7,124425,-102.05,72000,122475,N,110100,YES,78.4,74.3,80.2,72.55,88.77,08-05-2025 09:55,0.2,8433900,263,14974500,13663725,0.15,0.15,1310775,-29.45,148425,-29100,YES,303975,N,7.25,7.45,7.95,6.75,10.62,08-05-2025 09:55,24384.05,24387.15,24376.95,24380.3
08-05-2025 10:00,17.9,47175,160,86625,120975,19.4,19.9,-34350,-665.2,41925,9450,N,3675,N,24474.58,24452.2,24470.1,24474.8,24451,08-05-2025 10:00,15.4,6209475,304,483750,487200,15.8,15.85,-3450,-113.4,71625,-750,YES,-272550,Y,74.6,90,92.35,73.95,88.21,08-05-2025 10:00,-1.5,13088850,305,24822300,26628000,-1.45,-1.45,-1805700,-30.3,163650,540825,YES,43200,N,7.4,5.9,7.55,5.35,10.21,08-05-2025 10:00,24380.2,24402.2,24380.2,24400.35
08-05-2025 10:05,-3.5,30750,144,102750,185175,-3.5,-3.7,-82425,-727.2,34950,10275,N,12375,N,24474.43,24470.5,24467,24473.9,24465.2,08-05-2025 10:05,-6.4,4414800,230,398850,430125,-6.15,-6.05,-31275,-119.35,69150,-82725,YES,168300,YES,89.9,83.5,91.45,83,88.09,08-05-2025 10:05,-0.1,5876175,225,22819875,23318475,-0.05,-0.05,-498600,-27.85,156000,330825,N,-133950,YES,5.95,5.85,6.25,5.55,10.03,08-05-2025 10:05,24399.55,24400.85,24392.4,24392.85
08-05-2025 10:10,-8.2,16875,86,73350,37725,-4.5,-5.6,35625,-642.6,21675,4725,N,-1725,Y,24474.3,24470.2,24462,24470.6,24461,08-05-2025 10:10,-3.15,2295525,140,202200,213525,-3.15,-3.1,-11325,-63,39150,-41175,Y,47175,N,83.75,80.6,85.5,78.5,87.88,08-05-2025 10:10,-0.05,3922050,141,14590425,15121950,0,0,-531525,-16.3,99825,-91350,Y,9825,Y,5.9,5.85,6.05,5.25,9.92,08-05-2025 10:10,24393.35,24396.5,24387.9,24391.55
08-05-2025 10:30,8.1,16275,92,77775,120075,8.6,9.6,-42300,-745.4,30075,-3150,YES,150,N,24474.91,24477,24485.1,24488.1,24473,08-05-2025 10:30,4.95,3335925,188,443100,367425,5.2,5.2,75675,-100.45,63975,1650,N,23925,YES,91.8,96.75,98.55,88.7,88.69,08-05-2025 10:30,-0.3,6056700,188,38219400,41892600,-0.35,-0.35,-3673200,-23.65,128850,-356550,Y,81675,Y,4.3,4,4.45,3.9,9.09,08-05-2025 10:30,24404.4,24409.45,24394.85,24408.1
08-05-2025 10:35,-9.2,23550,110,103725,92025,-9.2,-8.6,11700,-1016.7,35775,3375,N,10575,N,24474.99,24485.2,24476,24486,24474,08-05-2025 10:35,-4.5,2463600,346,585150,520500,-4.4,-4.4,64650,-117.9,83475,-2175,YES,41025,N,96.65,92.15,97.05,90.55,88.83,08-05-2025 10:35,0.4,3918000,345,66040125,53831625,0.45,0.45,12208500,-30.25,179775,761025,YES,-325275,YES,4,4.4,4.5,3.9,8.98,08-05-2025 10:35,24407.25,24408.7,24390.45,24392.5
08-05-2025 10:40,-1.1,12450,84,121950,127125,-0.1,-1.1,-5175,-916.7,40125,150,YES,-5025,Y,24475.01,24478,24476.9,24479.9,24474,08-05-2025 10:40,-0.45,1643475,352,473025,660150,-0.25,-0.25,-187125,-110.2,69825,-6900,YES,98325,YES,92.6,92.15,94,90.15,88.89,08-05-2025 10:40,-0.05,2185650,346,45927675,50096325,-0.05,-0.05,-4168650,-27.6,141525,-140025,Y,-10650,Y,4.4,4.35,4.5,4.2,8.93,08-05-2025 10:40,24392.45,24402.55,24388,24398.9
08-05-2025 10:45,-1.8,23400,89,89625,99525,-1.1,-1.9,-9900,-827.6,39525,-5475,YES,-2925,N,24474.99,24476.8,24475,24479.8,24468.9,08-05-2025 10:45,-1,3238200,301,357300,608700,-1.05,-1.05,-251400,-111.35,72375,-89475,YES,-13875,Y,92.3,91.3,94.3,85.15,88.91,08-05-2025 10:45,-0.25,4345575,299,44188350,38169675,-0.2,-0.2,6018675,-28.2,163050,-96525,YES,29850,Y,4.4,4.15,4.55,4,8.82,08-05-2025 10:45,24398.8,24404.3,24390.3,24398.6
08-05-2025 10:50,0,14250,64,44850,84300,0.5,-2,-39450,-399.6,26175,2175,N,-38250,Y,24474.98,24475,24475,24477.8,24470.9,08-05-2025 10:50,-0.6,1497900,359,423675,591375,-1,-1.15,-167700,-106.25,75525,225675,Y,21825,YES,91.5,90.9,92.75,87.75,88.94,08-05-2025 10:50,-0.35,3381525,359,50637600,44298900,-0.35,-0.35,6338700,-29.8,173325,-145575,Y,361950,Y,4.15,3.8,4.3,3.7,8.74,08-05-2025 10:50,24398.75,24405.65,24398,24404.05
08-05-2025 10:55,-3,20175,81,108750,198525,-2.2,-1.1,-89775,-647.2,32400,4800,N,4350,YES,24474.95,24475,24472,24477.8,24469.9,08-05-2025 10:55,-1.85,1512825,355,493050,507600,-1.85,-1.75,-14550,-106.4,76425,2850,YES,10800,N,90.5,88.65,91.8,86.2,88.93,08-05-2025 10:55,-0.05,3357000,352,54492375,55732275,0,0,-1239900,-28.4,160875,249000,YES,-145125,YES,3.85,3.8,4.05,3.65,8.65,08-05-2025 10:55,24403.4,24405.9,24393.2,24397.25
08-05-2025 11:00,-1,10725,64,142725,232500,-0.9,-0.4,-89775,-894.9,79575,-2100,YES,18075,N,24474.93,24472,24471,24474,24470.1,08-05-2025 11:00,-0.85,1166250,368,474225,457275,-1,-0.95,16950,-105.5,73800,45600,Y,169200,YES,88.35,87.5,90.2,86.05,88.92,08-05-2025 11:00,0.05,3175800,365,54728250,50258250,0,0,4470000,-29.4,157275,-61650,Y,-30825,Y,3.85,3.9,4.05,3.55,8.58,08-05-2025 11:00,24396.6,24403.85,24396.45,24397.15
08-05-2025 11:05,5,33075,83,127125,294825,4.4,4,-167700,-1080.5,70725,10350,N,-9525,Y,24474.91,24471,24476,24479,24469,08-05-2025 11:05,2.5,1698825,332,559425,4858200,2.9,2.85,-4298775,-104.35,77475,-75450,YES,-204750,Y,87.5,90,91.65,86.75,88.94,08-05-2025 11:05,-0.3,3087600,330,50170425,48627675,-0.3,-0.3,1542750,-28.85,185850,-137175,Y,190050,Y,3.9,3.6,3.9,3.4,8.5,08-05-2025 11:05,24395.5,24405,24395.15,24402.6
08-05-2025 11:10,-1.5,18150,73,242025,192300,-4.7,-3.9,49725,-1407.2,59400,-6900,YES,16650,YES,24474.93,24476,24474.5,24481.8,24471,08-05-2025 11:10,-1,1886550,237,2991900,474375,-0.85,-0.85,2517525,-106,69300,-2850,Y,-12825,YES,90.25,89.25,93.55,88.85,88.98,08-05-2025 11:10,0.2,2356350,237,47999850,48467100,0.25,0.25,-467250,-27.45,155475,326250,YES,-91500,YES,3.65,3.85,3.95,3.45,8.45,08-05-2025 11:10,24402.2,24407.8,24397.15,24398.05
08-05-2025 11:15,5.6,27000,66,131550,231450,6.1,9.2,-99900,-1932.3,79650,1650,N,3075,N,24474.98,24474.5,24480.1,24484.3,24472.5,08-05-2025 11:15,6.25,1830600,296,452100,825450,6.3,6.35,-373350,-102.05,77700,74400,Y,-154950,Y,89.3,95.55,96.4,89.3,89.06,08-05-2025 11:15,-0.05,2637225,290,50356050,51977175,-0.05,-0.05,-1621125,-28.1,154725,-339750,Y,-20925,Y,3.9,3.85,4.05,3.75,8.39,08-05-2025 11:15,24397.45,24408.9,24397.45,24406.65
08-05-2025 11:20,3.2,14100,79,61725,106200,3.3,1,-44475,-807,28275,2625,N,4275,N,24475.06,24480.1,24483.3,24485,24479.5,08-05-2025 11:20,0.9,2023425,273,460425,517425,1.05,1,-57000,-117.85,75900,-44025,YES,36750,YES,95.85,96.75,97.45,94.45,89.21,08-05-2025 11:20,-0.1,2322900,268,44255700,43577250,-0.15,-0.15,678450,-27.4,159075,-2550,YES,185175,Y,3.8,3.7,3.9,3.55,8.34,08-05-2025 11:20,24405.95,24410.75,24405.85,24408.3
