last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price
2025-07-10 09:15:00,-6.5,-5.049999999999997,-5.049999999999997,972975,-51.19999999999891,52950,2526975.0,N,1039350.0,N,40.85,34.35,46.8,34.35,-1.5499999999999972
2025-07-10 09:20:00,-4.200000000000003,-3.8000000000000043,-3.8500000000000014,369375,-53.0,90075,2026950.0,N,1304400.0,YES,34.6,30.4,35.8,29.4,-3.710000000000001
2025-07-10 09:25:00,-1.3000000000000007,-1.1499999999999986,-1.1999999999999993,61425,-51.799999999995634,102525,684975.0,N,853050.0,N,30.3,29.0,34.2,28.85,-1.3999999999999986
2025-07-10 09:30:00,-0.29999999999999716,-0.7999999999999972,-0.8000000000000007,109725,-45.350000000000364,108225,644850.0,N,742575.0,N,29.4,29.1,31.7,25.9,-1.5600000000000023
2025-07-10 09:35:00,-4.75,-4.75,-4.75,40575,-49.29999999999745,108825,-572700.0,YES,772200.0,YES,28.75,24.0,31.55,23.5,-1.1000000000000014
2025-07-10 09:40:00,0.75,1.0,1.0,-183075,-46.44999999999891,122700,665550.0,Y,454650.0,N,23.9,24.65,28.2,23.05,-0.730000000000004
2025-07-10 09:45:00,3.6999999999999993,3.75,3.700000000000003,-27150,-48.350000000000364,108750,597375.0,N,92175.0,N,25.05,28.75,29.35,25.0,-0.4399999999999977
2025-07-10 09:50:00,-7.199999999999999,-7.0,-7.049999999999997,67950,-45.45000000000073,124800,-587700.0,YES,553050.0,YES,28.4,21.2,28.75,20.95,-1.0600000000000023
2025-07-10 09:55:00,2.1000000000000014,2.0,1.9499999999999993,61125,-43.85000000000218,114525,466200.0,Y,-27675.0,Y,21.4,23.5,24.45,20.65,-0.6400000000000006
2025-07-10 10:00:00,1.1500000000000021,1.2000000000000028,1.1999999999999993,269925,-43.60000000000218,110025,138000.0,N,-96375.0,Y,23.4,24.55,26.6,22.5,-0.39000000000000057
2025-07-10 10:05:00,-1.5,-1.1500000000000021,-1.1500000000000021,120450,-44.75,121200,57750.0,N,383100.0,YES,24.95,23.45,25.85,22.45,-0.2699999999999996
2025-07-10 10:10:00,-2.6999999999999993,-2.75,-2.75,132900,-45.49999999999636,120150,-592050.0,YES,108600.0,N,23.5,20.8,23.5,19.55,-0.48999999999999844
2025-07-10 10:15:00,1.8999999999999986,2.1000000000000014,2.049999999999997,-460275,-44.650000000001455,131400,423075.0,Y,-3975.0,Y,20.6,22.5,23.5,20.45,-0.3200000000000003
2025-07-10 10:20:00,2.5,2.1000000000000014,2.1000000000000014,-560250,-45.349999999998545,127950,271350.0,N,-247725.0,Y,22.3,24.8,24.8,21.35,-0.19000000000000128
2025-07-10 10:25:00,-1.0,-0.6499999999999986,-0.5999999999999979,366375,-45.350000000000364,133950,401100.0,Y,146925.0,YES,24.7,23.7,25.15,22.3,-0.17999999999999972
2025-07-10 10:30:00,-2.150000000000002,-2.3000000000000007,-2.3000000000000007,310575,-46.29999999999927,124125,-6075.0,YES,509325.0,YES,23.85,21.7,24.7,21.45,-0.1700000000000017
2025-07-10 10:35:00,0.04999999999999716,0.0,0.05000000000000071,398550,-43.350000000000364,131400,-213750.0,YES,75975.0,N,21.6,21.65,22.6,19.85,-0.1999999999999993
2025-07-10 10:40:00,-1.6500000000000021,-1.6000000000000014,-1.6500000000000021,528300,-39.69999999999891,122100,299775.0,Y,226050.0,YES,21.55,19.9,22.4,18.9,-0.21999999999999886
2025-07-10 10:45:00,-0.7000000000000028,-0.75,-0.75,-470550,-40.79999999999927,130725,-62850.0,YES,182325.0,N,19.85,19.15,21.4,18.35,-0.25
2025-07-10 10:50:00,-3.75,-3.8499999999999996,-3.8500000000000014,-204825,-35.44999999999891,119925,-625575.0,YES,-334425.0,Y,19.0,15.25,19.0,14.5,-0.6700000000000017
2025-07-10 10:55:00,0.8000000000000007,0.8499999999999996,0.8000000000000007,-62925,-38.49999999999818,131400,586800.0,Y,-152625.0,YES,15.25,16.05,16.4,14.6,-0.3299999999999983
2025-07-10 11:00:00,-1.3000000000000007,-1.3500000000000014,-1.3999999999999986,1140000,-36.200000000004366,128400,-218700.0,YES,325875.0,YES,16.1,14.8,16.3,14.0,-0.28000000000000114
2025-07-10 11:05:00,0.14999999999999858,0.14999999999999858,0.15000000000000036,-75225,-38.69999999999709,118275,-89175.0,Y,-140775.0,Y,14.8,14.95,15.5,14.05,-0.21000000000000085
2025-07-10 11:10:00,1.200000000000001,1.1500000000000004,1.1500000000000004,697950,-38.349999999998545,140550,342075.0,Y,-19875.0,YES,14.9,16.1,16.2,14.8,-0.21000000000000085
2025-07-10 11:15:00,-2.4999999999999982,-2.400000000000002,-2.3999999999999986,313875,-35.599999999998545,132600,-717675.0,YES,904275.0,YES,16.15,13.65,16.15,13.65,-0.21999999999999886
