last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price
09-07-2025 09:15,-16.6,-13.6,-15.5,84525,-1140.3,33075,77850,N,11175,N,-12.34,25596.6,25580,09-07-2025 09:15,-13.8,-14.05,-14.25,512850,-73.75,47625,-1120875,N,779775,N,92.75,78.95,92.75,78.05,-13.04,09-07-2025 09:15,8.9,10.35,10.3,135075,-65.4,43350,542175,N,548700,N,63.9,72.8,75.8,63.4,6.48
09-07-2025 09:20,-4,-5.5,-5,5250,-1141.8,36750,28425,N,61125,YES,-6.52,25580,25576,09-07-2025 09:20,-6.6,-7.2,-7.15,67725,-73,50025,248100,Y,684300,N,80.05,73.45,86.2,71.3,-3.19,09-07-2025 09:20,-0.8,-0.15,-0.2,-9300,-69.8,47625,190725,N,330300,N,72.6,71.8,79.4,67.7,1.73
09-07-2025 09:25,-1.6,-5.6,-2.5,-2925,-1133.6,30825,32250,N,37050,N,-2.16,25576,25574.4,09-07-2025 09:25,-3.35,-3.55,-3.65,-42150,-77.25,66975,135225,N,473850,N,73.35,70,76.8,66.95,-2.67,09-07-2025 09:25,-0.15,0.25,0.25,-119775,-79.6,58350,45225,N,290475,N,71.65,71.5,75.95,68.4,0.24
09-07-2025 09:30,6.5,7,7.6,3000,-1271.4,36750,39150,N,-9000,Y,-1.16,25568.8,25575.3,09-07-2025 09:30,3.85,3.45,3.45,-80025,-73.5,62850,111900,N,147525,N,70.05,73.9,75.1,65,-1.73,09-07-2025 09:30,-5.35,-5.2,-5.3,92025,-81.45,59700,-227550,Y,346425,Y,71.95,66.6,75.05,65.75,-0.23
09-07-2025 09:35,5.7,5.4,0.9,11475,-891.6,31050,16125,N,21975,YES,0.21,25574.3,25580,09-07-2025 09:35,-0.45,-0.85,-0.85,305400,-87.95,67200,147225,Y,277275,YES,73.1,72.65,78.4,70.65,-0.39,09-07-2025 09:35,-1.9,-1.85,-1.85,227625,-75.6,66075,99375,YES,353175,N,67.35,65.45,67.9,62.5,-0.75
09-07-2025 09:40,-10,-10,-9.9,189525,-1105,38925,5775,N,2100,Y,-0.28,25580,25570,09-07-2025 09:40,-4.45,-4.65,-4.6,229050,-74.2,65700,-15150,YES,365175,YES,72.25,67.8,73.3,66,-0.7,09-07-2025 09:40,5.4,5.25,5.25,-173475,-72.05,61650,146175,YES,-188250,YES,65.45,70.85,71.4,64.8,-0.17
09-07-2025 09:45,7.8,4,6.8,15825,-941.7,31200,13950,N,2625,N,-0.24,25570,25577.8,09-07-2025 09:45,4.2,3.95,3.9,9225,-72.45,67200,118125,Y,22725,N,67.5,71.7,72.15,66.05,-0.56,09-07-2025 09:45,-4.65,-4.75,-4.75,269325,-73.7,65625,105225,N,178050,Y,71,66.35,72.75,65,-0.22
09-07-2025 09:50,2.2,5.8,4.1,130200,-1207.9,30600,5850,N,4350,N,0.24,25577.8,25580,09-07-2025 09:50,0.9,0.1,0.2,-347250,-81.45,74325,75450,N,-78375,Y,71.1,72,76,69.25,-0.2,09-07-2025 09:50,-1.35,-0.95,-0.9,184725,-73.45,71175,-80325,Y,57300,N,66.75,65.4,68,62.2,-0.35
09-07-2025 09:55,27.6,25.1,25,62700,-1440.2,45600,-54975,YES,16275,N,2.44,25580,25607.6,09-07-2025 09:55,14.3,14.55,14.65,-288150,-96.1,65250,471525,Y,-719100,Y,72,86.3,89.7,71.7,1.46,09-07-2025 09:55,-10,-10.15,-10.2,277125,-72.85,75150,-316650,Y,185625,Y,65.15,55.15,65.35,53.75,-1.36
09-07-2025 10:00,-7.1,-10.1,-8.6,90075,-1314.7,45375,12450,Y,3900,N,1.73,25605,25597.9,09-07-2025 10:00,-5.75,-5.7,-5.8,357600,-98,67425,-440625,YES,393150,YES,85.95,80.2,89.4,80,0.72,09-07-2025 10:00,2.7,2.85,2.9,355425,-68.05,83625,289650,YES,95250,N,55.25,57.95,58,53.9,-0.86
09-07-2025 10:05,7.1,10,9.7,88350,-1100.1,45900,-5775,YES,43200,YES,0.81,25597.9,25605,09-07-2025 10:05,5.95,5.65,5.7,-122475,-96.4,70950,314400,Y,-62325,Y,80.35,86.3,87.4,80.3,0.39,09-07-2025 10:05,-2.15,-2,-2,428250,-64.5,78825,122700,N,268575,Y,58.05,55.9,58.1,55,-0.44
09-07-2025 10:10,19.4,17,15.3,88425,-967.5,40875,-7650,YES,-3975,Y,2.91,25605,25624.4,09-07-2025 10:10,11.5,11.6,11.65,-89325,-105.7,68400,128250,N,-455250,Y,86.2,97.7,100.5,84.85,2.54,09-07-2025 10:10,-5.65,-5.6,-5.6,-91950,-62.85,79575,-241875,Y,69975,N,56,50.35,56.6,49.7,-1.52
09-07-2025 10:15,0.5,-0.2,0.8,39375,-1514.5,44325,11925,N,6750,N,2.88,25624.5,25625,09-07-2025 10:15,3.5,3.85,3.85,-148050,-108,63750,-13275,YES,41250,YES,97.7,101.2,104.9,92.8,1.83,09-07-2025 10:15,-2.95,-2.95,-3,-500475,-62.55,81375,-41775,YES,222900,Y,50.5,47.55,50.8,46.9,-1.28
09-07-2025 10:20,-3,-3,-1.4,-573225,-883.1,41550,2175,YES,15525,N,0.95,25625,25622,09-07-2025 10:20,-1.15,-1.4,-1.4,57525,-109.6,64800,-81000,YES,289350,YES,101.05,99.9,103.6,97.45,0.7,09-07-2025 10:20,0,0.05,0.1,-134250,-61.3,84375,237225,YES,106200,N,47.45,47.45,48.1,46.1,-0.51
09-07-2025 10:25,-4.7,-9,-7.3,173100,-927.6,43725,-10650,YES,-14400,Y,1.4,25622,25617.3,09-07-2025 10:25,-8.1,-8.45,-8.55,16050,-105.75,63375,-269025,YES,16200,N,100.25,92.15,104.65,91.4,0.77,09-07-2025 10:25,2.25,2.5,2.5,-191700,-58.1,78300,94875,N,-118425,YES,47.3,49.55,50,45.45,-0.77
09-07-2025 10:30,2.8,6.1,2.5,15225,-1387.2,34575,21975,Y,36750,YES,0.54,25613,25615.8,09-07-2025 10:30,4.45,4.35,4.3,-47850,-106.45,64200,281250,Y,89400,YES,91,95.45,97.25,90.6,0.39,09-07-2025 10:30,-1.25,-1.25,-1.25,-303600,-61.85,86775,-79200,Y,350550,Y,50,48.75,50.6,47.65,-0.54
09-07-2025 10:35,0,1.3,3.6,51150,-1052.5,37350,1200,YES,8925,N,0.34,25620,25620,09-07-2025 10:35,1.35,1.4,1.35,84900,-108.8,67950,131550,N,-3600,Y,95.35,96.7,98,93.4,0.27,09-07-2025 10:35,-0.15,-0.2,-0.2,-595875,-64.95,90225,-59550,N,76725,N,48.75,48.6,50,47.6,-0.26
09-07-2025 10:40,0.3,2,0.3,542850,-727.2,39525,-600,YES,-4200,Y,0.52,25623.6,25623.9,09-07-2025 10:40,1.9,1.7,1.7,35925,-112.75,67950,-88725,YES,29250,YES,96.45,98.35,98.8,94.3,0.26,09-07-2025 10:40,-0.15,-0.45,-0.45,-489750,-60.4,76200,-8325,YES,61350,N,48.65,48.5,50,47.7,-0.21
09-07-2025 10:45,1.1,3.7,3.1,28875,-1334.5,38100,-4200,YES,37725,YES,0.79,25623.9,25625,09-07-2025 10:45,0.05,-0.15,-0.1,-61200,-105.6,71175,-53625,Y,25725,N,98.4,98.45,101,91.6,0.41,09-07-2025 10:45,-0.9,-0.9,-0.9,-35850,-62.05,85350,-182100,Y,-163200,YES,48.3,47.4,50.6,46.2,-0.45
09-07-2025 10:50,-7.7,-3.7,-6.3,38100,-1093.3,29025,-225,N,16500,N,0.25,25628,25620.3,09-07-2025 10:50,-3.65,-3.9,-3.95,-106800,-100.45,63075,-24450,Y,218700,YES,98.45,94.8,99.6,94.2,0.2,09-07-2025 10:50,1.25,1.3,1.25,-700650,-57.75,85350,158925,YES,60075,Y,47.35,48.6,48.9,46.6,-0.23
09-07-2025 10:55,-4.3,-4,-2.3,-37950,-841.9,28575,-1050,YES,-9300,Y,0.25,25620.3,25616,09-07-2025 10:55,-2.05,-1.9,-1.9,460275,-100.75,71550,-79575,YES,117525,N,94.5,92.45,95.9,92.45,0.13,09-07-2025 10:55,0.5,0.55,0.55,-355800,-61.15,85275,11025,N,19500,N,48.75,49.25,49.5,47.4,-0.2
09-07-2025 11:00,3.3,2,-0.1,3750,-827.1,29025,5325,N,-23550,Y,0.33,25616,25619.3,09-07-2025 11:00,-1,-0.7,-0.7,243825,-107.3,71100,-120975,YES,15150,N,92.3,91.3,93.8,86.5,0.14,09-07-2025 11:00,-0.2,-0.25,-0.15,-386475,-71.05,103275,-12300,Y,7725,N,49.5,49.3,52.25,48.85,-0.4
09-07-2025 11:05,-4.2,-3,0.1,-102675,-1328.9,38250,6150,N,-11100,N,0.27,25619.2,25615,09-07-2025 11:05,-0.05,-0.05,0.05,40575,-105.5,72300,132675,Y,-29475,Y,91.2,91.15,95.6,90.25,0.14,09-07-2025 11:05,-0.05,-0.05,0,-20475,-63.9,102375,-31875,Y,51000,Y,49.3,49.25,50,47,-0.27
09-07-2025 11:10,14,12.8,9.7,-72225,-785.2,24900,-37425,YES,-6525,N,0.34,25615,25629,09-07-2025 11:10,8.55,8.65,8.65,-354525,-115,74250,216975,Y,-460275,Y,90.8,99.35,100,90.8,0.22,09-07-2025 11:10,-3.6,-3.45,-3.5,-204975,-67.55,100875,-251550,Y,38700,N,49.4,45.8,49.4,45.7,-0.28
09-07-2025 11:15,1.7,3.4,6,-89325,-896.9,28500,-14025,Y,-18750,Y,2.29,25629,25630.7,09-07-2025 11:15,2.4,2.85,2.75,-136950,-122,68775,-111150,YES,-178725,YES,99.1,101.5,110.45,99,0.97,09-07-2025 11:15,-1.85,-2,-1.95,154650,-62.3,89100,-141300,YES,-82050,YES,45.95,44.1,45.95,40,-0.81
09-07-2025 11:20,-0.8,0.5,-0.8,-44175,-1042.5,24075,2850,N,11250,YES,0.55,25635,25634.2,09-07-2025 11:20,1.4,1.45,1.4,-312975,-119.2,68100,185475,Y,30375,YES,101.5,102.9,104,99,0.23,09-07-2025 11:20,-0.9,-0.85,-0.9,44025,-59.95,107625,30000,YES,130725,Y,44,43.1,44.4,43,-0.22
