last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price
22-11-2024 09:40,-20,-14.4,-18.35,21825,-1022.95,15250,112175,N,71900,N,0.32,23510,23490,22-11-2024 09:40,18.4,20.2,20.25,17075,-219.65,26350,51675,N,4600,N,218.2,236.6,259.3,218.2,1.49,22-11-2024 09:40,3.6,2.3,2.35,37350,-128.25,28050,12425,N,110325,N,145.7,149.3,152.9,132.95,-0.23
22-11-2024 09:45,-15.7,-22.1,-21,850,-1498.1,21525,16775,N,-13225,Y,-0.76,23488,23472.3,22-11-2024 09:45,-8.2,-10.8,-10.7,725,-206.95,27700,-5425,YES,60700,YES,235.8,227.6,250.9,220.45,0.19,22-11-2024 09:45,6.55,8.35,8.5,21175,-132.95,24575,-18475,Y,2475,YES,150,156.55,163.7,140.2,1.08
22-11-2024 09:50,2.7,2.05,1.4,-3950,-1200.5,21875,-66125,YES,67500,YES,-5.7,23472.3,23475,22-11-2024 09:50,2.1,-0.25,-0.2,-2925,-178.05,24400,48850,Y,7225,N,228.35,230.45,230.45,204.95,-1.29,22-11-2024 09:50,-1.9,0.05,0.1,25,-139.2,21500,-21525,Y,-875,YES,155.9,154,181.45,153.5,3.53
22-11-2024 09:55,44.1,40.3,42.15,-44250,-997.25,15350,1775,Y,5500,N,-0.04,23475.6,23519.7,22-11-2024 09:55,23.05,22.85,23.1,19150,-214.85,27325,77450,Y,4850,N,229.85,252.9,253.5,227.35,0.67,22-11-2024 09:55,-18.4,-18.85,-18.85,4950,-135.35,24925,-20850,N,37700,Y,154.35,135.95,159.45,134.5,-0.12
22-11-2024 10:00,74.5,74,78.5,-132200,-895.95,24275,110375,Y,-126725,Y,11.71,23519.5,23594,22-11-2024 10:00,58.15,57.75,57.75,-4850,-244.45,25425,-73000,YES,-165475,Y,253.85,312,313.9,244.05,4.65,22-11-2024 10:00,-21,-20.5,-20.5,-29025,-106.85,28875,30675,YES,53525,N,134.8,113.8,140.2,112.75,-2.22
22-11-2024 10:05,16.75,15.95,16.55,425,-828.8,21600,26150,N,203400,YES,12.88,23598.35,23615.1,22-11-2024 10:05,14.95,13.45,13.45,-11425,-289.6,22925,-33175,Y,-9200,YES,311.95,326.9,341.6,306.1,4.96,22-11-2024 10:05,-4,-3.45,-3.45,-46825,-94.85,24425,31975,N,32275,N,113.8,109.8,115.9,104.1,-2.5
22-11-2024 10:10,-5.6,-9.6,-7.15,-13175,-1095.45,17850,12350,N,3275,N,4.11,23617.3,23611.7,22-11-2024 10:10,-10.4,-10.75,-10.85,13950,-256.85,23825,6450,Y,41950,YES,327.65,317.25,333,314.15,1.21,22-11-2024 10:10,1.8,2.25,2.25,-38400,-91,29150,42025,N,26100,N,109.5,111.3,113.35,105.75,-1.27
22-11-2024 10:15,-8.05,-4.7,-4.5,-71625,-993.35,17875,-2400,YES,13850,N,2.05,23613.5,23605.45,22-11-2024 10:15,-2.05,-1.8,-2,-13425,-279.5,24000,-277450,YES,-13250,Y,319.2,317.15,329.7,308.7,0.84,22-11-2024 10:15,-0.65,-0.8,-0.75,-9950,-92.95,25150,15350,N,34525,N,110.85,110.2,113.85,104.45,-0.7
22-11-2024 10:20,-46,-40.9,-42.15,-14175,-1008.85,15575,-29350,YES,10350,N,2.44,23610,23564,22-11-2024 10:20,-33.85,-32.3,-32.4,2775,-274.9,24025,-14125,Y,6450,N,317.95,284.1,326,281.25,1.15,22-11-2024 10:20,14.5,13.5,13.55,-850,-92.15,25400,10750,N,-67450,YES,109.6,124.1,125.05,106,-1.1
22-11-2024 10:25,12.7,12.65,15.95,-4125,-1185.9,22350,14875,Y,7625,N,1.36,23562.95,23575.65,22-11-2024 10:25,11.2,11.85,11.7,-27750,-245.4,22325,6375,Y,-7375,Y,284.5,295.7,298.3,275,0.67,22-11-2024 10:25,-3.15,-3.35,-3.3,9325,-108.65,28650,-21750,Y,5000,Y,124,120.85,132.5,118.9,-0.69
