last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
02-06-2025 09:15,-36.3,-20.9,-24.4,82725,-859.7,42900,122550,N,126900,N,-30,24684.4,24648.1,-32.3,-31.55,-31.75,-55050,-142.35,42300,69750,N,210975,N,-14.48,30.95,32.15,31.75,-41025,-257.35,41250,-5400,N,41700,N,21.57,-168.8,-168.6,-172.6,20610,-4615.2,20010,20850,N,17730,N,-93.7
02-06-2025 09:20,-13.1,-6.4,-5.7,3975,-952.5,49500,106350,N,156450,YES,-18.38,24650.1,24637,-15.15,-14.45,-14.5,-13500,-161.65,58050,118350,Y,177450,N,-11.17,6.5,3.95,4.35,38475,-339.75,51375,12600,N,27300,N,9.14,10.2,12.2,9.4,22170,-3105.4,18660,7740,N,35850,N,-26.92
02-06-2025 09:25,13.2,20,18.8,74850,-1018.9,46200,40800,N,36150,N,-3.56,24637,24650.2,-0.8,-0.6,-0.6,46350,-154.75,60150,-1875,YES,9450,N,-4.59,-15.7,-14.9,-14.95,20700,-327.95,56175,-45900,Y,52650,Y,1.55,18.6,20.6,29.8,16110,-4247.8,19530,10830,N,11250,N,-0.74
02-06-2025 09:30,-31.1,-30.6,-31.1,-180450,-1068.4,45825,38475,N,23925,N,-5.12,24654.6,24623.5,-0.1,-0.4,-0.45,60075,-143.4,63825,-2775,YES,3975,N,-6.2,0.15,0.5,0.45,-43050,-344.5,54675,2700,YES,-1725,YES,2.95,28.2,20,19.8,231840,-3220.4,18930,5310,N,10860,N,-3.2
02-06-2025 09:35,26.5,24.7,26.3,411975,-1233.8,44100,-9300,YES,26175,N,-1.91,24623.5,24650,-0.3,-0.55,-0.5,-19425,-141.85,59100,225,N,3600,N,-2.25,0.1,0.4,0.45,3150,-314.5,54150,600,Y,-600,N,0.4,55,57.8,55,30840,-2580,19020,7590,N,3930,N,2.78
02-06-2025 09:40,10,9.7,10,34275,-1355.2,43650,28275,Y,-18300,Y,0.36,24650,24660,-0.2,-0.1,-0.1,8400,-159.5,60675,4200,N,-4125,Y,-1.84,-4.9,-5.05,-5.05,79425,-299.55,61950,9900,N,21975,Y,-1.68,50,50.4,50,11670,-3907.8,20790,1290,YES,5250,N,9.92
02-06-2025 09:45,19.1,21.2,22,-103800,-1065.7,45750,47925,N,-14625,N,0.8,24660,24679.1,-0.8,-0.7,-0.75,-70575,-159.45,61200,-150,YES,4500,N,-0.83,-0.4,0.4,0.3,-31350,-278.45,64500,450,Y,1500,YES,-1.54,-20.4,-18.8,-16.8,19530,-3836.8,20430,5010,N,-1860,Y,5.09
02-06-2025 09:50,-1.2,0.6,0.7,-57150,-1089.4,40350,-8400,YES,22500,YES,0.71,24679.2,24678,-0.2,-0.65,-0.65,-36000,-149.7,63000,-3225,YES,1425,Y,-0.33,0.6,0.6,0.6,21750,-272.4,58950,300,Y,-1725,YES,-1.22,-20,-20,-23.6,-1350,-4371.4,21690,-2010,YES,19230,YES,2.91
02-06-2025 09:55,19,20,19.4,-69300,-962.4,40725,50100,Y,-38925,Y,0.9,24677,24696,9.8,9.5,9.5,-56700,-152.35,59100,58350,Y,-99750,Y,-0.33,-12.5,-12.8,-12.8,-14475,-278,54750,-20100,Y,28950,Y,-1.57,-7,-1.2,-0.6,2280,-2159.6,17490,-7050,YES,-4440,Y,1.66
02-06-2025 10:00,-14.2,-14.9,-12,-26175,-1481.7,40050,10275,N,24975,YES,1.06,24696,24681.8,-0.1,-0.1,-0.1,-17550,-177.5,61875,-4875,YES,-25650,YES,0.25,13.05,12.7,12.55,10725,-277.55,54525,25050,YES,-13200,YES,-1.58,-9.6,-17.6,-7.8,-13500,-2649.4,11700,30,N,11100,N,0.71
