last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
29-04-2025 09:15,25.1,26.2,24,-114150,-1129.9,35700,58125,N,176025,N,17.77,24524.9,24550,11.3,11.15,11.2,-78600,-84.15,38325,2109225,N,305700,N,8.53,-14.1,-13.8,-13.85,55200,-59.6,37350,2854425,N,324150,N,-11.36,220,207.2,211,10950,-3406.4,18270,23880,N,15420,N,163.3
29-04-2025 09:20,17,18.9,17,-3056700,-993.9,42000,43425,N,-31350,Y,13.39,24550,24567,10.8,10.8,10.85,54150,-91.7,41175,160575,N,278475,N,6.19,-6.8,-7.05,-7.05,4125,-57.5,44325,-488250,Y,303675,N,-4.29,31.4,40.6,44.8,45450,-2620.6,17520,-1350,YES,25650,N,47.34
29-04-2025 09:25,-33.6,-36.1,-32.6,21000,-672,36375,-5850,YES,9900,YES,2.37,24567.4,24533.7,-19.25,-19.45,-19.5,-51675,-84.7,39150,-405000,YES,500025,YES,0.53,16.3,16.8,16.85,-14850,-55.6,44100,165825,YES,-193725,YES,-1.81,-164.6,-153.6,-142.4,-5130,-2417.8,15480,-570,N,2970,Y,2.01
29-04-2025 09:30,20.1,25,23.7,-40950,-1131.9,36225,19800,Y,14175,N,-1.02,24533.9,24554,7.3,7.3,7.3,-24975,-95.35,40425,193800,Y,380325,N,-0.59,-10.7,-11.55,-11.6,30075,-69.75,47775,132600,N,210900,Y,1.3,16.8,12.2,12.4,9480,-3588,16530,13110,N,26850,YES,-8.32
29-04-2025 09:35,-67.7,-63.5,-60.4,14400,-1314.9,35700,-41250,YES,-58125,Y,-4.21,24553.3,24485.6,-28.4,-29.1,-29.15,-24075,-78.55,38775,-484050,YES,418200,YES,-2.91,36.75,36.65,36.7,80250,-74.4,41325,90825,N,-423825,YES,3.48,-167.4,-178.2,-178,12570,-2908.4,15210,-6420,YES,4920,N,-17.16
29-04-2025 09:40,-41.2,-42.4,-46.6,104625,-1511.6,40800,7275,Y,24600,YES,-19.28,24485.8,24444.6,-12.9,-12.15,-12.15,-600,-58.8,41700,228525,Y,226275,N,-5.52,36.35,36.95,37,-5775,-99.4,35775,-99300,Y,-65100,Y,10.64,-94.2,-82.4,-93,29670,-3790.4,16410,11040,N,15960,N,-36.41
29-04-2025 09:45,-3.5,-5.8,-5.4,37500,-1348.1,43500,82050,Y,18525,N,-8.22,24447.6,24444.1,2.25,2.95,2.9,18000,-63.45,45075,207600,N,233775,N,-2.81,8.3,7.55,7.65,-24975,-121.1,36900,-28125,YES,72525,Y,4.69,39.8,29.8,27.4,-19380,-4321.6,15360,3480,N,5700,N,-15.03
29-04-2025 09:50,12.2,4.8,9.3,20775,-1470.2,36525,15225,N,-5850,Y,-7.11,24444.6,24456.8,-3,-3.5,-3.55,-21375,-56.45,43425,-61200,YES,255825,YES,-2.38,-8.8,-8.7,-8.6,-10500,-120.15,35475,-25275,N,7050,N,3.51,12.2,14.8,12.2,-2340,-4011.4,15420,6780,N,11850,N,-10.97
29-04-2025 09:55,52.1,52.1,50,-29325,-1149.1,36675,66675,Y,97500,YES,-0.81,24452.9,24505,16.8,16.3,16.35,-54975,-71.85,46950,142050,Y,-330900,Y,-1.39,-38.85,-38.95,-39.05,18525,-93.3,37125,-9150,N,98625,Y,0.38,74.2,75.8,74,720,-4259.2,19530,2760,YES,-810,Y,-5.22
29-04-2025 10:00,-10,-13.3,-10.8,1425,-1299.8,32400,18225,N,28200,N,-0.24,24503.9,24494.2,-6.95,-6.95,-6.95,-8625,-74.3,43875,-56175,YES,322200,YES,-1.03,8.2,8.35,8.4,24450,-88.45,43800,105525,YES,57750,N,-0.06,-6.4,-25.6,-26.4,-8760,-4377.6,15690,-8850,YES,1980,N,-3.11
29-04-2025 10:05,-27.8,-30.1,-27.8,-29625,-1059.6,33600,17400,N,18075,N,-1.46,24490,24462.2,-10.85,-10.95,-11,34500,-62.5,47025,25575,Y,239100,N,-1.24,18.75,19.05,19.05,-71850,-99.3,39525,1950,Y,-90000,YES,0.97,-153,-154.2,-152.2,86700,-3475.6,15300,-1590,N,-5100,Y,-9.8
29-04-2025 10:10,4,3.1,7,13800,-1191,28800,51375,Y,-10200,Y,-0.54,24461,24465,-1.75,-1.55,-1.45,69750,-50,48225,65325,Y,140100,N,-0.88,-7.95,-8.2,-8.2,-31275,-92.5,38475,-67875,Y,65325,Y,0.44,36.8,42,45,4650,-3282.2,11760,28260,Y,9570,N,-5.31
29-04-2025 10:15,-34.9,-34.6,-39,9825,-1308.8,29700,-30300,YES,18000,YES,-1.64,24464,24429,-11.4,-10.95,-10.95,-51000,-45.25,51225,-294600,YES,253650,YES,-1.53,19.85,19.15,19.05,-16875,-94,34950,135900,YES,-33075,YES,0.9,-66.6,-65.2,-74.8,16770,-2965.4,14070,1800,YES,6240,N,-12.98
29-04-2025 10:20,25,25,26,18975,-965.2,27600,9825,Y,31275,N,-2.02,24428,24456.9,7.4,8,7.95,-33825,-49.45,55725,314850,Y,-39300,Y,-0.98,-19.25,-18.95,-19.05,-52050,-106.3,39150,-77175,Y,155700,Y,0.67,57.4,52,59.4,35430,-3155.8,13440,15870,N,14130,N,-5.49
29-04-2025 10:25,-25.7,-20.3,-25,0,-1214.5,34575,7875,N,-1125,Y,-1.58,24456.9,24431.2,-8.5,-8.2,-8.2,41850,-46.8,50475,-105600,YES,23550,YES,-1.02,17.75,17.35,17.4,-12675,-103.3,39225,27675,YES,-107775,YES,0.85,-98.6,-98,-91.6,-2130,-2852.8,15270,-810,YES,-570,Y,-11.13
29-04-2025 10:30,0.8,-3,-5.8,33750,-1270.8,33450,25425,N,10500,N,-1.71,24426.2,24427,-2,-2.05,-2.15,-78600,-43.45,49050,89550,Y,90675,YES,-0.84,1.45,1.55,1.65,-8025,-110.95,41400,11775,N,72375,Y,0.76,-11,5.8,0,1200,-2747.8,13470,6900,N,-24270,Y,-15.72
29-04-2025 10:35,13.6,14.1,15,46950,-708.6,24600,5025,N,46500,YES,-1.14,24427,24440.6,1.25,1.25,1.25,151125,-35.6,44175,5175,N,-39825,Y,-0.72,-6.9,-7.1,-7,-15900,-90.3,35025,-57825,Y,55425,N,0.47,1,-10,-4.4,32640,-2782,13770,-9690,YES,-2310,YES,-5.62
29-04-2025 10:40,-7.1,-11.9,-7.5,29625,-1398.5,28425,-4875,YES,2625,Y,-1.61,24442,24429.5,-3.8,-4,-3.95,-140475,-36.6,43575,-158475,YES,201975,YES,-0.69,7.3,7.65,7.65,-84450,-97.1,35325,8025,YES,-53175,YES,0.51,-72.8,-61.8,-62,219180,-2594.8,16530,-6390,N,4290,N,-9.97
29-04-2025 10:45,30.7,28.9,26.1,65850,-844.4,27525,5625,N,66450,YES,-0.71,24431.3,24462.9,7.2,7.2,7.2,-106725,-44,56550,194625,Y,-98775,Y,-0.73,-19.35,-18.85,-18.9,-22875,-97.55,41850,-90675,Y,62925,Y,0.31,135.8,129.8,136,-22890,-2249.2,14430,6660,N,-10260,Y,-11.76
29-04-2025 10:50,-21.8,-18.5,-18,40725,-489.1,26550,1650,YES,21450,N,-0.66,24462,24441,-5.8,-5.8,-5.8,-123975,-44.35,54450,-44175,YES,123300,YES,-0.66,10.25,10.05,10.05,46050,-103.75,42225,40425,YES,-21150,YES,0.31,-91,-84,-78,39810,-2839,13590,3090,N,180,N,-3.21
29-04-2025 10:55,5.6,4.9,2.6,53700,-1019.8,29475,-1050,YES,-11550,Y,-0.48,24441,24446.3,-1.7,-1.7,-1.7,284100,-42.6,54750,-11250,Y,114300,N,-0.55,0.05,0.3,0.2,-42675,-94.1,40425,17775,N,-2475,N,0.25,-1.4,-0.8,-9.4,-9180,-2921.2,13320,780,YES,2220,N,-2.1
29-04-2025 11:00,8.9,10.8,11.6,-43050,-681.4,26475,6075,N,-16050,Y,-0.59,24448.1,24457,5.2,4.95,4.95,11700,-39.3,64425,35550,Y,-14850,Y,-0.48,-11.7,-11.4,-11.45,-27300,-91.85,40275,-15900,Y,49725,Y,0.1,20.4,17.4,20.4,-27540,-2626,12870,3630,N,-17220,Y,-2.69
29-04-2025 11:05,16.3,17.9,19.1,-47775,-1040.4,31950,2850,YES,58350,YES,-0.28,24459.6,24479,7.6,7.4,7.45,-69675,-48,51300,66450,Y,-195525,Y,-0.79,-11.95,-11.55,-11.55,29175,-80.7,41250,-15300,N,31650,N,-0.04,29,27.2,24.4,12330,-1950.2,10290,10350,N,-12450,N,-1.52
29-04-2025 11:10,-22.6,-20.9,-22.6,-40650,-472.1,27150,-9975,YES,15525,N,-1.16,24479.6,24457,-8.25,-8.15,-8.25,17100,-44.05,60300,-90975,YES,166275,YES,-0.62,7.05,6.85,6.85,-57450,-76.45,40425,73500,YES,-7275,YES,-0.04,-23.2,-21.6,-28,-4590,-2260.2,11340,-1440,YES,-750,N,-1.39
29-04-2025 11:15,-7,-10,-10.2,-42225,-679.8,27300,21825,Y,50775,YES,-1.94,24457,24450,-2.75,-2.7,-2.75,-1350,-43.55,57375,54975,Y,74250,N,-0.48,5.5,5.9,5.95,-44850,-90.2,41025,-6450,Y,-3000,N,0.12,13.8,-2.8,11.4,13830,-2647.4,12150,1590,N,-2550,Y,-1.76
29-04-2025 11:20,4,0.5,4.2,-30375,-883.6,24975,-12600,YES,-6600,Y,-0.26,24450,24456.1,-0.1,-0.65,-0.7,-58350,-46.3,68775,26250,N,68100,N,-0.43,0.45,0.55,0.55,8325,-87.15,44175,13200,N,6450,N,0.03,-43.2,-40,-43.8,-6210,-3719.4,13770,-1710,YES,14220,N,-2.87
29-04-2025 11:25,-1.8,-1.6,-5.9,-97275,-606.6,26550,-4350,N,-1650,N,-0.31,24451.8,24450,0.15,0.15,0.15,-183600,-44,55800,11175,N,36675,N,-0.28,0.7,0.75,0.75,9600,-84.7,38100,-750,Y,7800,N,0.02,-18.6,-25.6,-30,23160,-2874.8,14100,-3360,YES,-14940,Y,-1.84
29-04-2025 11:30,2.8,0.8,3.6,9150,-772.3,34125,-9300,YES,-525,N,-0.91,24450,24450,0.35,0.45,0.5,-236250,-40,59550,-156675,YES,10350,N,-0.53,0.1,-0.15,-0.25,56775,-91.8,39000,-44250,Y,-38025,YES,0.16,7,12.6,9.6,16650,-2534.2,12420,10290,N,1440,N,-7.84
29-04-2025 11:35,-3.2,-4.3,-5.4,-51900,-395.4,27450,-12675,YES,1500,N,-0.53,24450,24449.7,-0.7,-0.5,-0.5,15600,-41.85,63675,29475,Y,-22125,Y,-0.31,-0.95,-0.95,-1.1,-12225,-87.95,44400,50025,YES,64650,Y,0.03,-3.6,1,-6.2,5310,-2722.8,14280,-19650,YES,1770,N,-2.17
29-04-2025 11:40,8.1,10.5,8.1,-75150,-414.4,23700,7500,Y,3300,N,-0.24,24449.7,24458.3,2,1.7,1.7,-150300,-39.05,45750,73950,Y,-3150,N,-0.25,-4.9,-5.05,-5.05,-19425,-76.5,36225,-49275,Y,37500,N,0.01,23.6,29,32.2,-11850,-2440.8,11820,120,N,-5910,Y,-2.88
29-04-2025 11:45,-12.4,-14.6,-12.3,-15225,-686.3,22350,1425,YES,-900,Y,-0.2,24458.3,24445.2,-3.95,-4.05,-4,7275,-36,54750,-7950,YES,210075,YES,-0.33,9.7,9.75,9.75,-61050,-81.05,38700,24075,YES,-38550,YES,0.08,-37.4,-38,-44.2,1440,-2961.6,13350,5940,N,8070,N,-2.4
29-04-2025 11:50,-15.1,-20.1,-18.4,28950,-774.1,23100,-3300,YES,5025,N,-0.58,24441.7,24426.7,-5.15,-5.1,-5.15,57150,-34.1,51450,-317100,YES,-8775,Y,-0.57,11.85,11.3,11.4,-21600,-85.85,37350,54225,YES,-146250,YES,0.3,-43.2,-57.6,-51,-1080,-2765.2,10230,1050,YES,-3210,Y,-2.79
29-04-2025 11:55,-18.8,-13.7,-15.2,2325,-899.3,33600,-94125,YES,1500,Y,-1.84,24426.7,24407.9,-2.8,-2.65,-2.7,-114450,-34.7,57600,2925,Y,13425,YES,-0.67,11,11.4,11.3,-9150,-98.3,39375,-12375,Y,-80700,Y,0.52,-41,-29,-42.2,25440,-2480,14340,-9630,YES,3360,N,-7.6
29-04-2025 12:00,12.4,11.1,12.5,22800,-1288,32775,-2550,Y,-11400,Y,-2.45,24412.1,24424.5,3.45,3.6,3.55,-108750,-41.75,63450,124725,Y,-80325,Y,-0.63,-9.7,-9.85,-9.95,-525,-115.75,39075,-87900,Y,7950,Y,0.7,78.6,68.6,66.4,-4050,-2506.6,11640,7470,N,-26730,Y,-6.07
29-04-2025 12:05,-4.5,-0.7,-4.5,52350,-839.4,26250,13200,N,6450,N,-0.4,24424.5,24421.4,-1.95,-2.6,-2.6,-142875,-34.95,52950,133800,N,58425,YES,-0.41,-2.2,-2.3,-2.15,-23475,-102.8,42375,-8550,YES,48150,Y,0.25,-26.6,-30.4,-29.4,420,-2365.6,11190,3540,N,-1890,YES,-3.67
29-04-2025 12:10,0.2,1.4,0.1,3600,-873.6,25425,4200,N,2400,Y,-0.33,24421.4,24423.9,-1.85,-1.7,-1.6,67800,-34.15,60825,-96300,YES,69000,N,-0.38,-1.55,-2.4,-2.3,-13350,-99.6,40200,12375,YES,26925,N,0.2,-4.8,-5.8,-9.6,5970,-1671.6,13140,-7740,YES,-8340,Y,-2.18
29-04-2025 12:15,-1.3,-3.5,-3,4125,-944.3,28200,21450,N,11400,N,-0.4,24424.6,24423.3,-1.8,-1.35,-1.4,211575,-33.85,64050,25500,Y,58275,N,-0.33,1,-0.7,-0.75,-7800,-91.6,41625,-16425,Y,92925,Y,0.18,-21,-14.6,-20,8160,-2356.4,12540,20130,Y,8010,N,-1.55
29-04-2025 12:20,2.5,-0.9,2.6,-33075,-1236.6,29250,-7800,YES,72300,YES,-0.4,24417.5,24420,-0.05,0.1,0.1,-70575,-35.25,62250,-25350,YES,-39150,Y,-0.36,-0.8,-0.9,-0.9,-57300,-100.8,36675,7575,YES,40725,N,0.2,11.8,4,6,8730,-2147.8,10470,10080,N,1050,Y,-2.17
29-04-2025 12:25,-10.5,-5.7,-10.7,-8850,-1139.8,24450,11700,N,1350,Y,-0.4,24424.5,24411.5,-1.75,-1.75,-1.75,-231375,-32.55,62250,-128925,YES,-225,YES,-0.33,5.35,5.1,5.25,-69300,-102.2,39375,18375,N,-42900,YES,0.14,-29.4,-33.6,-29.4,27180,-1843.4,11640,1470,YES,330,Y,-2.85
29-04-2025 12:30,14.1,14.5,17.6,-20250,-1131,25125,-975,YES,-15000,Y,-0.86,24411,24425.1,2.65,2.85,2.85,-138975,-32.75,58350,105975,Y,-75975,Y,-0.38,-6.55,-6.65,-6.7,-17400,-96.2,38325,-225,Y,24075,Y,0.13,45.8,46.8,54,-4320,-3071.2,11730,21300,N,3300,N,-2.62
29-04-2025 12:35,14.3,12.6,13.3,-75075,-695.1,27825,-15300,YES,-3450,N,-0.38,24428.9,24442,2.2,2.05,2.05,114825,-33.45,58650,62325,N,53925,YES,-0.44,-7.6,-7.45,-7.35,-36525,-91.3,37875,-40950,Y,2775,YES,0.07,57.4,59.8,43.6,6030,-2574.2,13470,1410,YES,-690,Y,-2.79
29-04-2025 12:40,-1.5,-2.2,-1.3,60600,-611.3,23850,-13875,N,25800,YES,-0.3,24440.2,24436.7,-1.4,-1.25,-1.25,18600,-34.55,53475,-51750,YES,30675,N,-0.32,2.35,1.85,1.7,28050,-90.6,48450,33300,YES,10725,N,0.05,5,15,13.2,8280,-2481.6,12930,-26880,YES,2070,N,-2.6
29-04-2025 12:45,-1.7,-3.2,-3,-12525,-544.9,23775,12600,Y,-5550,Y,-0.23,24435.7,24434,-0.2,-0.25,-0.2,-47100,-34.55,63375,97650,Y,-25050,Y,-0.3,-2.2,-2.05,-2.05,42825,-95.65,44700,-9375,Y,13050,N,0.08,7.4,3,7.4,6840,-2645.6,15720,3510,Y,6420,N,-2.32
29-04-2025 12:50,20.8,17.1,18,-76350,-467.8,28500,-975,YES,-31950,Y,-0.24,24434.2,24455,5.25,5.2,5.25,105525,-36.3,68850,216300,Y,-242175,Y,-0.41,-12.95,-12.55,-12.55,23625,-93.6,42450,-80550,Y,62325,Y,0.01,61.4,61.4,59,5610,-2814,12420,7860,N,1950,Y,-1.69
29-04-2025 12:55,-4.5,-2.4,-0.7,1350,-858.4,28050,-9825,YES,72000,YES,-0.22,24454.9,24454.2,0.45,0.6,0.6,200550,-40.2,63750,54375,N,-73575,YES,-0.45,2.9,2.55,2.55,-49350,-85.7,46125,64725,YES,47850,N,-0.04,14.2,10.4,9.8,15210,-2313,11340,-1080,YES,2280,N,-1.49
29-04-2025 13:00,8.7,11.3,7.9,-2775,-645.8,31650,20700,Y,-12375,Y,-0.14,24454.2,24463.5,2.1,1.8,1.75,-252825,-39.6,64200,-126525,YES,-73350,N,-0.44,-4.45,-4.3,-4.4,-53550,-85.9,51675,-73650,Y,9975,N,-0.06,31.2,35,37.2,496710,-1475,14640,-6270,YES,-150,Y,-2.65
29-04-2025 13:05,-12,-11.1,-11,15075,-828,32100,23025,N,-3975,N,-0.24,24462,24450,-4.15,-3.95,-4,11400,-39.75,69825,20850,Y,175575,YES,-0.36,5.7,5.65,5.65,-27225,-84.6,49050,40500,YES,-48225,YES,-0.02,-63.6,-69.2,-60.2,7260,-2730,11400,20310,Y,2430,N,-1.38
29-04-2025 13:10,-1.7,0,2,-29550,-711.2,23700,3825,N,-525,N,-0.07,24451.9,24450.1,0.35,0.35,0.3,286275,-37.2,62550,-30675,YES,45150,N,-0.22,-2.3,-2.3,-2.3,24900,-83.75,44325,42075,N,86250,Y,-0.02,13.4,12,4.8,3270,-2722.4,9120,-2970,YES,11880,N,-0.51
29-04-2025 13:15,1.1,1.7,2,-20400,-758.7,24825,-4725,YES,-4575,Y,-0.1,24453.9,24454.1,-1,-0.8,-0.75,-128025,-34.25,59250,-160650,YES,10575,N,-0.35,-2.45,-2.6,-2.65,7950,-83.7,44925,-53250,Y,-225,YES,-0.07,-28.2,-26.2,-26.2,-6630,-2107,10050,-2670,N,17820,N,-1
29-04-2025 13:20,12.6,11.7,11.5,20700,-811.4,24975,5175,N,-8475,Y,-0.06,24454.1,24466.7,2.55,2.4,2.4,-132975,-37.15,59475,207225,Y,86325,YES,-0.25,-8.45,-8.35,-8.4,-31800,-76.4,46050,-62325,Y,96450,Y,-0.15,38.2,40,42.4,6840,-2870.2,12120,4740,N,-3360,Y,-0.64
29-04-2025 13:25,1,-2.6,-2.8,-31050,-617.5,31200,19125,N,-6525,N,0,24466.7,24465,1.1,0.75,0.8,183000,-42.05,67050,-54300,YES,-63150,Y,-0.46,2.15,2.35,2.4,-78225,-71.9,49350,53925,YES,-85275,YES,-0.24,-19.8,-12.2,-17,-11070,-1879,12210,-2850,YES,2820,N,-0.52
29-04-2025 13:30,4,4.9,3.9,20850,-578.7,22275,2625,YES,-900,N,-0.02,24465,24469,0.55,0.75,0.75,-199350,-41.2,62775,85950,Y,110400,YES,-0.24,-2.8,-3,-2.95,49500,-74.3,46950,17925,N,64800,Y,-0.09,19.6,1,6.2,-15780,-3149,9570,-1890,N,990,Y,-0.41
29-04-2025 13:35,-2,-5,-2.4,30375,-706.9,26925,-525,YES,16650,N,-0.05,24469,24464,-0.9,-1.1,-1.1,7950,-35.25,61125,-81975,YES,98625,N,-0.2,1.5,1.7,1.65,5925,-66.35,41625,18225,N,14475,N,-0.09,-1.2,-15,-9.6,23940,-2596.6,12870,-1410,N,1140,N,-1.53
29-04-2025 13:40,-15,-14.9,-13.5,-18075,-436.5,23325,-11625,YES,-28125,Y,-0.06,24467,24452.2,-3.5,-3.45,-3.45,143700,-37.55,63750,-75000,N,20175,N,-0.29,6,5.85,5.9,-115425,-73.5,50250,49800,YES,-84075,YES,-0.08,-35.4,-19.2,-29.4,-23370,-2338.2,9390,-1410,N,-4890,Y,-0.61
