last_traded_time,date,ltp_1,bid_price_1,ask_price_1,volume_1,bid_ask_diff_1,bid_ask_pr_diff_1,last_traded_qty_1,tot_buy_qty_1,tot_buy_sig_1,tot_sell_qty_1,tot_sell_sig_1,avg_trade_price_1,ch_1,chp_1,high_1,low_1,ltp_2,bid_price_2,ask_price_2,volume_2,bid_ask_diff_2,bid_ask_pr_diff_2,last_traded_qty_2,tot_buy_qty_2,tot_buy_sig_2,tot_sell_qty_2,tot_sell_sig_2,avg_trade_price_2,ch_2,chp_2,high_2,low_2,ltp_3,bid_price_3,ask_price_3,volume_3,bid_ask_diff_3,bid_ask_pr_diff_3,last_traded_qty_3,tot_buy_qty_3,tot_buy_sig_3,tot_sell_qty_3,tot_sell_sig_3,avg_trade_price_3,ch_3,chp_3,high_3,low_3,final_signal
07-01-2025 11:50,01-07-2025,-10.9,-12,-15.7,61500,6900,-1561.7,46500,-12375,YES,-3150,Y,-0.92,-10.9,-0.0426,25637,25616.2,-3.9,-4.05,-4.05,1815150,-411900,-75.1,66675,-144075,YES,27750,YES,-0.35,-3.9,-4.1401,74.25,67.75,6.3,6.25,6.2,1176525,18300,-138.55,57675,36000,YES,-111900,YES,0.06,6.3,3.7578,138,128.4,SELL
07-01-2025 11:55,01-07-2025,4,3.4,3.7,66750,5100,-1483.5,45525,-6750,N,-2100,N,-1.25,4,0.0157,25624.8,25605,0.3,0.45,0.45,2768775,-68475,-80.05,79425,260250,Y,-143100,Y,-0.59,0.3,0.3184,70.5,65.05,1.3,1.2,1.15,3735975,73950,-161.1,63675,-30825,Y,-101700,N,0.47,1.3,0.7754,147.1,135.4,BUY
07-01-2025 12:00,01-07-2025,4.1,4.7,3.4,31200,66450,-1710.7,36225,6450,N,13425,N,-0.41,4.1,0.016,25628,25617.4,-0.5,-0.5,-0.5,1388925,175425,-81,72450,-172725,YES,60225,YES,-0.26,-0.5,-0.5308,70.8,68.45,-2.55,-2.75,-2.7,1458300,-69300,-152.95,58575,-26175,N,31875,Y,0.07,-2.55,-1.521,138.6,130.6,no signal
07-01-2025 12:05,01-07-2025,0.5,-2.5,-0.3,28050,56625,-1572,38400,-600,YES,2175,Y,-0.36,0.5,0.002,25628.3,25617.4,0.25,0.3,0.3,1111425,-19350,-68.35,64500,25575,Y,15450,N,-0.21,0.25,0.2654,70.4,67.8,1.15,0.95,0.95,942975,4050,-135.1,61200,39450,YES,55575,Y,0.05,1.15,0.6859,138.15,132,BUY
07-01-2025 12:10,01-07-2025,5.1,8,5.1,13650,-46950,-1727.6,33525,9600,N,-3225,Y,-0.15,5.1,0.0199,25632.7,25618.4,1.75,1.65,1.7,1329450,-156825,-68.15,66750,21975,N,-19875,Y,-0.23,1.75,1.8578,71.65,68.4,-5.75,-5.7,-5.65,1011450,-10500,-134.85,58800,-97200,Y,17625,N,0.01,-5.75,-3.4298,136.05,128.4,BUY
07-01-2025 12:15,01-07-2025,15,11.7,13.9,36525,19950,-1926.8,37575,5550,N,-4425,Y,-0.23,15,0.0585,25646.8,25624.7,4.6,3.95,4,2093775,-170475,-75.85,69525,-9600,YES,-150225,Y,-0.32,4.6,4.8833,75.95,69.6,-7.85,-6.85,-6.85,1647675,69000,-132,59250,-78375,N,-146100,YES,-0.09,-7.85,-4.6824,131.4,120.5,no signal
07-01-2025 12:20,01-07-2025,5,9.3,4,79575,127950,-1512.1,51750,-4125,YES,-13725,Y,0.03,5,0.0196,25652.8,25640,2.4,2.65,2.6,3303675,-34350,-91.15,71400,20850,Y,118050,YES,-0.37,2.4,2.5477,78.75,74.2,-1.15,-1.45,-1.4,1511475,112125,-122.1,55875,9150,YES,182100,Y,-0.15,-1.15,-0.6859,123.95,117.5,no signal
07-01-2025 12:25,01-07-2025,-1.4,-4.8,-2.2,51375,426675,-1294,41325,5700,N,-2775,N,0.21,-1.4,-0.0055,25659.4,25645,2.1,2.1,2.05,3160275,-151725,-95.3,73275,16125,N,-32325,Y,-0.26,2.1,2.2293,82.85,77.65,1.1,0.85,0.9,1417200,27825,-124.15,61725,38250,YES,100650,N,-0.18,1.1,0.6561,122.35,115.65,no signal
07-01-2025 12:30,01-07-2025,0,-2.1,0,26250,50025,-1672.2,39300,7575,N,82725,YES,-0.02,0,0,25650,25639.2,-1.8,-1.6,-1.7,2269950,-153900,-88.4,68550,-1350,YES,8400,YES,-0.21,-1.8,-1.9108,81.7,75.7,-0.65,-0.75,-0.8,1077525,213300,-114.7,60375,-9150,Y,38925,N,-0.1,-0.65,-0.3877,123.4,119.55,SELL
07-01-2025 12:35,01-07-2025,8.1,2.3,4.8,35175,-65400,-1764.4,40350,28725,Y,1800,Y,0.08,8.1,0.0316,25658.7,25645.7,1.85,2,2.15,2001900,-43050,-90.15,70800,63900,Y,-32475,Y,-0.16,1.85,1.9639,81.65,78.1,-1.45,-1.6,-1.55,983775,46200,-110.2,61500,10875,YES,4050,N,-0.12,-1.45,-0.8649,120.6,115.95,BUY
07-01-2025 12:40,01-07-2025,-2,-2,-6.8,12900,9000,-1641.7,34575,-375,YES,525,Y,0.04,-2,-0.0079,25657.8,25646,-2.05,-2.15,-2.1,1711350,-84150,-80.95,64875,-47775,YES,-13200,N,-0.12,-2.05,-2.1763,82.75,77.3,2.3,2.4,2.3,843450,52050,-101.05,58650,9375,N,-12150,YES,-0.1,2.3,1.3719,121.6,115.15,SELL
07-01-2025 12:45,01-07-2025,2,2,2,15675,37125,-837.1,32100,53550,Y,4725,N,-0.01,2,0.0079,25648,25640.2,0.4,0.55,0.45,1692000,66075,-69.3,58950,52200,Y,48375,YES,-0.16,0.4,0.4246,78.65,75.65,-2.05,-2.35,-2.4,845100,5850,-93.4,50400,-12825,Y,31425,Y,-0.08,-2.05,-1.2228,122.35,118.65,BUY
07-01-2025 12:50,01-07-2025,-7,-8.7,-7,18000,39900,-1181,30825,7725,N,4200,N,0,-7,-0.0274,25654.9,25636.9,-4.1,-4.05,-4,2619225,367050,-76.25,72900,-147225,YES,159150,YES,-0.25,-4.1,-4.3525,79.5,72.6,2.85,2.95,3,764625,-46875,-103.9,52800,24300,YES,-50250,YES,-0.07,2.85,1.7,123.6,117.4,SELL
07-01-2025 12:55,01-07-2025,2,1.2,0,14325,70425,-1408.8,31800,12975,N,-23550,Y,-0.03,2,0.0078,25648.4,25638.2,-0.45,-0.25,-0.3,1154100,-23925,-67.4,60900,62250,Y,56100,N,-0.13,-0.45,-0.4777,75.85,72.95,-0.4,-0.2,-0.2,620475,58725,-100.2,51900,-3675,Y,34875,Y,-0.05,-0.4,-0.2386,123.15,120.55,BUY
07-01-2025 13:00,01-07-2025,-8.5,-5.5,-4.6,21450,-68775,-1345.7,36225,-10200,YES,27450,YES,-0.05,-8.5,-0.0331,25649,25635.1,-2.95,-3.35,-3.4,1406400,60525,-64.6,60375,-37500,YES,55050,N,-0.15,-2.95,-3.1317,76.75,71.4,2.65,2.8,2.75,705075,-32625,-97.45,51975,36075,YES,-48000,YES,-0.06,2.65,1.5806,123.7,118.15,SELL
07-01-2025 13:05,01-07-2025,4.5,2,-1.1,20700,-62400,-1523.2,34050,-900,N,1575,Y,-0.09,4.5,0.0175,25643,25633,0.55,0.35,0.4,1126725,56550,-65.75,60000,106350,Y,34125,N,-0.13,0.55,0.5839,74.3,71.5,-0.35,-0.15,-0.1,816525,-58650,-98.7,51000,-1500,Y,-3375,Y,-0.05,-0.35,-0.2088,124.8,121.3,BUY
07-01-2025 13:10,01-07-2025,-1.2,0.1,2,7200,-118725,-1310.7,33900,7725,N,9525,N,-0.02,-1.2,-0.0047,25646.7,25638.8,0.4,-0.05,-0.05,1155375,-263550,-57.8,55500,-29850,YES,-75975,Y,-0.13,0.4,0.4246,75,71.9,-0.6,-0.25,-0.3,607125,-84600,-87.75,43200,-5250,Y,26925,Y,-0.05,-0.6,-0.3579,122.7,119.45,BUY
07-01-2025 13:15,01-07-2025,-0.6,-2.2,-2.1,15750,-103425,-1192.7,32700,-900,YES,-375,Y,-0.04,-0.6,-0.0023,25644.9,25634.8,-0.85,-0.8,-0.85,1066200,23250,-53.55,51750,18525,Y,44700,YES,-0.12,-0.85,-0.9023,74.6,70.8,0.65,0.9,0.9,547725,15825,-88.9,48225,17025,YES,-150,YES,-0.04,0.65,0.3877,124.7,119.6,SELL
07-01-2025 13:20,01-07-2025,-0.8,-0.2,-1.4,21075,30675,-1487.4,35025,-150,N,3900,N,-0.09,-0.8,-0.0031,25643,25631.2,0.6,0.25,0.3,1631850,-303000,-63.9,61950,-56475,YES,-38175,Y,-0.19,0.6,0.637,73.65,69.7,-0.05,0.3,0.35,837300,-22875,-108.2,52500,9375,N,-42525,YES,-0.04,-0.05,-0.0298,125.25,120.65,no signal
07-01-2025 13:25,01-07-2025,1.1,1.3,0.7,32475,-70800,-996,37125,-2700,YES,225,Y,-0.18,1.1,0.0043,25640.9,25630.7,-0.2,-0.35,-0.35,1094025,3525,-59.85,58050,38550,Y,-22500,N,-0.12,-0.2,-0.2123,73.1,69.1,-1.75,-1.65,-1.5,651375,10800,-100.75,51825,-37575,Y,-7350,Y,-0.04,-1.75,-1.0439,125.7,120.5,BUY
07-01-2025 13:30,01-07-2025,-2.2,0,-0.9,10425,11325,-1027.3,27075,375,N,-2325,Y,-0.04,-2.2,-0.0086,25642.9,25635,-0.45,-0.55,-0.6,1218975,84300,-56.1,56475,42675,N,31875,YES,-0.14,-0.45,-0.4777,73.9,70.3,1.1,1.35,1.4,571200,-33750,-87.15,47775,28500,YES,36825,Y,-0.05,1.1,0.6561,123.3,119,no signal
07-01-2025 13:35,01-07-2025,7.9,6.7,3.9,11175,-72825,-1372.6,30975,5700,N,-1125,N,-0.02,7.9,0.0309,25647.2,25635.4,1.3,1.1,1.15,1004925,40575,-69.35,61200,64575,Y,-6300,Y,-0.1,1.3,1.38,73.7,71.05,-4.35,-4.2,-4.15,705375,-135000,-103.1,60600,-16500,Y,36150,N,-0.07,-4.35,-2.5947,122.5,117.5,BUY
07-01-2025 13:40,01-07-2025,-1.3,-3.3,-7.1,20850,-24375,-962.3,26925,-26625,YES,1950,N,-0.01,-1.3,-0.0051,25649.8,25638.2,-2.35,-2.1,-2.15,1118550,125175,-76.9,69450,-146175,YES,54075,YES,-0.11,-2.35,-2.4947,74.15,70.9,4.25,4.1,4.05,798825,-144450,-110.35,61650,22800,YES,-53400,YES,-0.07,4.25,2.535,122.4,116.75,SELL
07-01-2025 13:45,01-07-2025,0.5,0.1,1,55875,-106050,-1245.7,36675,-1650,Y,6225,N,-0.19,0.5,0.002,25645,25633,-0.4,-0.45,-0.5,866550,-103875,-65.1,57750,45450,Y,42075,N,-0.09,-0.4,-0.4246,72.1,70.1,-2,-1.9,-1.9,552975,183225,-110.6,58725,-10425,Y,16650,Y,-0.05,-2,-1.1929,122.55,118.85,BUY
07-01-2025 13:50,01-07-2025,-8.5,-6.4,-6,12000,-2100,-718.7,33450,-225,N,9150,N,-0.05,-8.5,-0.0332,25642.9,25632.5,-1.9,-1.95,-1.9,1128975,-219525,-61.35,63375,-122550,YES,58125,N,-0.13,-1.9,-2.017,71.45,68.7,1.9,2.05,1.95,430875,-50250,-100.4,54150,51600,YES,-29775,YES,-0.03,1.9,1.1334,122.3,119.1,SELL
07-01-2025 13:55,01-07-2025,4.4,5.2,7.3,23175,-33750,-1152.2,34200,-3000,YES,-3975,Y,-0.11,4.4,0.0172,25640,25626.5,3,2.95,2.95,2137575,-276825,-68.5,68775,73500,Y,-129675,Y,-0.26,3,3.1847,72.15,66.85,-0.9,-0.95,-0.8,1382775,-79425,-115.4,71400,-14400,Y,-78075,YES,-0.07,-0.9,-0.5368,126.9,120,BUY
07-01-2025 14:00,01-07-2025,4.5,9.4,4.2,25575,103800,-1274.3,41925,1275,N,-8250,Y,-0.04,4.5,0.0176,25648,25637.3,1.9,2,2,1871625,-223050,-76.2,76650,53700,N,-40050,YES,-0.18,1.9,2.017,74,70.8,-6.35,-6.4,-6.4,1148100,149175,-109.6,64050,-85875,Y,48675,Y,-0.12,-6.35,-3.7877,121,114.1,BUY
07-01-2025 14:05,01-07-2025,1.5,-2,1,44925,-45000,-914,34050,6150,N,-12675,Y,0.09,1.5,0.0059,25655,25645.1,0.1,0.35,0.35,3207150,145275,-80.4,71925,49350,N,12750,YES,-0.25,0.1,0.1062,77.25,73.05,0,-0.2,-0.2,1811025,52425,-116.75,65850,2775,YES,-40425,YES,-0.28,0,0,115.15,109.85,SELL
07-01-2025 14:10,01-07-2025,15.6,16,15.1,53775,-74025,-475.5,35625,-4125,YES,-21300,Y,0.21,15.6,0.0609,25664.6,25645.1,6.85,6.3,6.25,3025950,-370425,-89.45,76575,177450,Y,-182850,Y,-0.18,6.85,7.2718,80.9,73.5,-8.5,-8.5,-8.55,1212675,51375,-120.4,67125,-30375,Y,14325,Y,-0.2,-8.5,-5.0701,114.35,105.85,BUY
07-01-2025 14:15,01-07-2025,-13.5,-11.5,-10.8,33375,-7950,-802.3,33375,-7200,YES,8925,YES,0.15,-13.5,-0.0527,25667.5,25651,-6.95,-7.05,-7.1,2884125,238575,-85.8,72300,-107475,YES,295800,YES,-0.18,-6.95,-7.3779,81.6,73.2,5.15,5.2,5.15,1292400,-108900,-106.95,68400,39075,YES,23400,N,-0.21,5.15,3.0719,112.9,106.4,SELL
07-01-2025 14:20,01-07-2025,0.9,-0.6,-1.8,21825,-55350,-1159.5,30300,2700,N,-750,Y,0.04,0.9,0.0035,25654.9,25646.3,-0.1,-0.15,-0.15,1521525,-158625,-80.35,77175,-29775,Y,57075,N,-0.11,-0.1,-0.1062,76.15,73,-1.15,-1.05,-1.15,856275,-72825,-110.4,74250,-6000,Y,6600,N,-0.13,-1.15,-0.6859,113.85,109.55,BUY
07-01-2025 14:25,01-07-2025,-4.4,-5,-3.8,12600,22275,-727.6,27900,-6150,YES,2475,N,0.01,-4.4,-0.0171,25652.5,25645,-2,-1.95,-1.95,1545000,462225,-76.2,73800,75375,Y,218400,YES,-0.13,-2,-2.1231,75.2,71.7,3.65,3.8,3.8,776925,-416175,-116.9,66975,22650,YES,-46575,YES,-0.1,3.65,2.1771,114.7,108.6,SELL
07-01-2025 14:30,01-07-2025,-4.7,-4.9,-3.7,24150,18375,-552.7,28200,-1350,N,75,Y,0.02,-4.7,-0.0184,25653.2,25643.2,-0.65,-0.5,-0.5,1356225,-180675,-78.35,68925,-30675,YES,-59850,Y,-0.11,-0.65,-0.69,74.75,71.5,-2.4,-2.15,-2.3,695925,211800,-112.55,65400,-4875,Y,12675,Y,-0.1,-2.4,-1.4315,114.45,109.65,BUY
07-01-2025 14:35,01-07-2025,-3.3,-3.2,-3,34650,56400,-648.5,31125,3975,N,-2700,Y,-0.1,-3.3,-0.0129,25645.5,25633.5,-1.65,-1.55,-1.6,3251700,-122550,-79.7,85875,-211725,YES,-147900,Y,-0.31,-1.65,-1.7516,71.85,67.35,3.15,3,2.95,1798950,-62850,-133.45,65850,-39525,Y,-27375,YES,-0.19,3.15,1.8789,118.85,111.9,BUY
07-01-2025 14:40,01-07-2025,-3,-2.7,-2.1,47250,-693450,-1121.8,39675,-9225,YES,-1875,N,-0.11,-3,-0.0117,25646.3,25635.9,1.1,0.8,0.8,1276650,-753000,-73.4,74850,6975,Y,-23100,YES,-0.12,1.1,1.1677,71.4,69.4,1.5,1.45,1.45,744825,-183150,-124.75,66375,6525,YES,-12825,N,-0.08,1.5,0.8947,117.4,114.2,SELL
07-01-2025 14:45,01-07-2025,5,4.1,0.1,66225,-109575,-691.6,56175,-2925,N,975,N,-0.2,5,0.0195,25644,25634.4,1.85,1.65,1.65,1502475,-450900,-73.75,83100,23625,N,-53925,Y,-0.12,1.85,1.9639,73.7,70.35,-0.35,-0.25,-0.2,793350,-100125,-114.6,60675,-4650,Y,-5850,N,-0.07,-0.35,-0.2088,119,114.75,no signal
07-01-2025 14:50,01-07-2025,7,4,7,27375,-15150,-1417.4,32175,2625,N,-2700,Y,-0.04,7,0.0274,25649,25636.7,0.05,-0.05,-0.05,1660050,-631875,-72.7,70950,68250,Y,34800,YES,-0.12,0.05,0.0531,74.15,71.65,-4.35,-4.25,-4.2,860175,-100875,-112.7,60600,-29775,Y,300,N,-0.09,-4.35,-2.5947,117.75,111.05,BUY
07-01-2025 14:55,01-07-2025,-3,-1.5,-3.2,13275,65700,-759.9,24300,3975,N,-1425,N,0,-3,-0.0118,25649.7,25641.9,1.05,0.7,0.7,1643925,-127050,-78.2,74325,75000,N,-12450,Y,-0.12,1.05,1.1146,74.1,71.75,-0.1,0.5,0.45,786975,-98925,-113.05,63225,13200,YES,9750,N,-0.1,-0.1,-0.0597,114.2,109.8,no signal
07-01-2025 15:00,01-07-2025,-0.4,-0.2,1.2,43575,-11775,-1124.7,35850,-6675,YES,10575,N,-0.03,-0.4,-0.0016,25648.2,25641,-0.35,-0.35,-0.3,2411925,-264225,-76.2,72750,-160275,YES,36675,YES,-0.16,-0.35,-0.3716,75.85,72.45,0.05,-0.4,-0.3,855900,-31650,-105.5,67650,8100,N,13575,N,-0.11,0.05,0.0299,113.9,109.5,SELL
07-01-2025 15:05,01-07-2025,-3.7,-3.2,-1.1,43725,-79350,-1075,44025,1050,N,23400,N,-0.01,-3.7,-0.0144,25649,25642.4,-0.25,-0.3,-0.2,1668975,-32100,-77.35,69225,-9075,Y,6450,N,-0.1,-0.25,-0.2654,75.55,73.1,1.1,1,1.05,716550,-80625,-98.8,63300,-5550,Y,-50700,YES,-0.09,1.1,0.6562,112.55,109.85,no signal
07-01-2025 15:10,01-07-2025,-1.8,-4.7,-6,69000,-172125,-1391.4,38625,-19725,YES,4575,N,-0.11,-1.8,-0.0071,25647,25635.4,-1.85,-2.55,-2.5,2194200,-246450,-72.25,80775,-128850,YES,-32175,Y,-0.15,-1.85,-1.964,74.8,70.2,4.05,4.1,4.2,1162125,-161625,-97.45,67650,-43050,Y,-116700,YES,-0.11,4.05,2.4157,118.65,111.45,no signal
07-01-2025 15:15,01-07-2025,0.7,3.8,3.1,112200,-896475,-709,47325,-9975,N,10725,N,-0.12,0.7,0.0028,25646.7,25638.7,0.9,0.6,0.65,2279475,-888900,-76,69525,90600,Y,-194175,Y,-0.14,0.9,0.9554,74.5,72,-5.95,-5.9,-5.9,1524750,68025,-105,77625,7500,YES,-15525,Y,-0.2,-5.95,-3.5491,116.4,108.35,BUY
07-01-2025 15:20,01-07-2025,3.8,1.8,1.9,78825,-222450,-704.2,47025,-11700,YES,-6675,Y,0,3.8,0.0149,25648.3,25641.7,-1.3,-1.45,-1.4,2968575,-32325,-73.8,79725,-159450,YES,-68100,YES,-0.19,-1.3,-1.38,74.45,70.9,1.25,1.35,1.25,1362450,311850,-105.3,72300,-104175,Y,-102225,YES,-0.19,1.25,0.7456,112.7,107.05,SELL
07-01-2025 15:25,01-07-2025,-7.9,-5.7,-1,128775,-203625,-1104.8,43725,-102300,YES,-119400,Y,-0.1,-7.9,-0.0309,25648.8,25638,-2.1,-2.45,-2.25,3393525,-424650,-93.1,83850,-350775,YES,-430800,Y,-0.25,-2.1,-2.2293,72.8,69.05,0.9,0.5,1,1662375,-1874550,-133.95,83550,-192450,Y,-387225,YES,-0.19,0.9,0.5368,113.6,109.1,no signal
07-02-2025 09:15,02-07-2025,12,11.8,16.5,167625,27000,-1277.2,45150,64050,N,144375,N,-0.15,12,0.0468,25690,25651.4,1.9,1.45,1.3,19530675,-2775,-104.75,64950,-3342450,N,1275825,N,0.56,1.9,2.6063,84.45,68.05,-6.65,-6.65,-6.75,11986800,-11550,-108.9,69150,1065450,N,528225,N,-4.54,-6.65,-5.9508,101,78.65,no signal
07-02-2025 09:20,02-07-2025,-4,2.9,-1.8,131250,-108900,-951.6,40500,-14175,YES,55725,N,3.96,-4,-0.0156,25695.1,25676.6,-3.05,-3.4,-3.35,14078025,99600,-112.5,70125,-146175,Y,439125,N,1.45,-3.05,-4.1839,84.8,76.45,-4.7,-4.4,-4.4,10291800,-62700,-105.8,69375,195150,N,354675,N,-3.58,-4.7,-4.2059,85.6,72.85,no signal
07-02-2025 09:25,02-07-2025,-14.9,-17.3,-16.9,88500,-38175,-1784.6,41775,62700,Y,20925,N,-2.61,-14.9,-0.0581,25682.8,25656.5,-8.85,-8.9,-8.9,13900800,116550,-94.2,73200,-45375,Y,669975,YES,-2.5,-8.85,-12.1399,76.9,65.1,10.55,10.45,10.45,16823550,-43575,-123.15,76350,108450,N,70200,N,1.26,10.55,9.4407,92.7,77.6,no signal
07-02-2025 09:30,02-07-2025,-14.4,-15.5,-12.5,73800,-25200,-1267.6,41925,13500,N,-41925,Y,-2.85,-14.4,-0.0561,25671.9,25646.4,-7.25,-7.3,-7.35,10273875,69750,-83.45,89625,-179175,YES,417000,N,-2.03,-7.25,-9.9451,70.1,60.05,6,6.15,6.1,12492675,-163950,-124.35,72150,18600,N,9075,N,1.85,6,5.3691,97.7,85.55,no signal
07-02-2025 09:35,02-07-2025,5.5,4.8,2.1,56250,-35100,-1064.8,41700,8325,N,525,YES,-1.84,5.5,0.0214,25662.9,25648.9,1.7,1.8,1.85,5842800,181350,-80.4,84450,343875,Y,197325,N,-1,1.7,2.332,64.65,61.1,-0.7,-0.9,-0.9,5791575,11325,-117.25,79125,130875,YES,86625,Y,0.57,-0.7,-0.6264,96.4,89.25,no signal
07-02-2025 09:40,02-07-2025,-17.4,-15,-12.1,72375,-140850,-1632.1,39525,114750,Y,5625,N,-3.08,-17.4,-0.0678,25657.2,25634,-6.15,-6.5,-6.5,8310975,143400,-81.65,87000,-105900,YES,54450,N,-1.64,-6.15,-8.4362,63.15,55.4,8.25,8.8,8.8,10914825,-220800,-133.9,70950,-40725,Y,-114600,YES,1.89,8.25,7.3826,103.95,92.45,no signal
07-02-2025 09:45,02-07-2025,12.4,6.9,5.8,74100,-5625,-1440,39825,7500,N,7725,N,-2.82,12.4,0.0483,25650,25635,2.1,1.95,2,5304750,121725,-78.4,77850,236850,Y,-50325,Y,-0.94,2.1,2.8806,59.6,55.3,-2.35,-1.75,-1.75,8217300,-110250,-130.8,72600,-194850,Y,-35700,Y,1.49,-2.35,-2.1029,107.5,98.25,BUY
07-02-2025 09:50,02-07-2025,-6,-6,-3.6,62475,65175,-1712.5,42450,9750,N,-40425,Y,-0.94,-6,-0.0234,25660.2,25640,-1.75,-1.75,-1.75,8292525,-194850,-87.55,79350,-214425,YES,239250,YES,-0.92,-1.75,-2.4006,62.8,57.3,5.7,5.25,5.25,7003650,-28500,-131.6,79125,262275,YES,-60375,YES,0.6,5.7,5.1007,104.75,92.75,SELL
07-02-2025 09:55,02-07-2025,-6.4,-0.9,-4.1,58500,50025,-1764,40425,-3300,YES,-19650,YES,-1.2,-6.4,-0.025,25658,25637,-2.2,-1.8,-1.8,5201550,164250,-81.25,88875,64350,Y,303150,YES,-0.59,-2.2,-3.0178,61.7,55.8,1.55,1.75,1.75,5908575,10050,-128.75,79575,1950,Y,39750,Y,0.63,1.55,1.387,106.05,94.6,no signal
07-02-2025 10:00,02-07-2025,-6.7,-9,-7,83325,52425,-1806.2,37575,59100,Y,-16425,N,-3.02,-6.7,-0.0262,25644.3,25620,-2.7,-2.65,-2.65,9390300,64050,-72.95,92550,-251550,YES,154800,N,-1.47,-2.7,-3.7037,57.95,50,5.4,5.15,5.15,10798500,-104175,-141.2,74700,-73200,Y,-232125,YES,2.04,5.4,4.8322,120.15,103.1,no signal
07-02-2025 10:05,02-07-2025,-12,-7,-9,73950,-16500,-912.9,45750,20400,N,525,N,-2.78,-12,-0.0468,25635,25617.2,-2.45,-2.8,-2.9,5907000,-120750,-68.45,78900,87900,Y,235950,YES,-0.91,-2.45,-3.3608,53.5,48.9,4.55,5.5,5.5,6214050,-49500,-144.35,71700,20850,YES,150825,Y,1.23,4.55,4.0716,120,109.35,no signal
07-02-2025 10:10,02-07-2025,2.1,1.1,4.9,40875,101775,-1047.5,35100,5550,N,16800,N,-1.06,2.1,0.0082,25636.3,25623,-0.2,-0.05,0,4127850,-20100,-70.55,75900,58575,N,189525,N,-0.56,-0.2,-0.2743,52.95,50.1,-1.45,-1.55,-1.6,3485025,-74550,-132.45,67875,-18450,Y,31950,N,0.54,-1.45,-1.2976,117.05,108.15,no signal
07-02-2025 10:15,02-07-2025,-10.1,-10.1,-12.4,123450,192225,-1178.8,50625,9000,N,-2475,Y,-4.65,-10.1,-0.0394,25629.9,25606,-4.1,-4.25,-4.3,9013200,63300,-66.9,80550,-275100,YES,-315975,Y,-1.44,-4.1,-5.6241,51.45,43.75,6.6,6.6,6.65,8623650,-26475,-142.2,66675,-93375,Y,-131175,YES,1.87,6.6,5.906,127.8,112.4,BUY
07-02-2025 10:20,02-07-2025,10.2,12.2,7.4,51900,10950,-830.7,41175,1350,YES,11925,N,-1.26,10.2,0.0398,25627.5,25613.2,0.65,0.6,0.65,4761825,-244050,-70,86700,-9225,Y,174675,YES,-0.65,0.65,0.8916,48.5,46.2,-4.55,-4.7,-4.65,3684825,81375,-139.55,63525,154350,YES,83025,Y,0.55,-4.55,-4.0716,120.7,112,SELL
07-02-2025 10:25,02-07-2025,-0.2,-1,-1.8,30825,37800,-685.9,31350,-600,YES,5550,N,-0.68,-0.2,-0.0008,25632,25616.4,-1,-0.8,-0.85,3908850,-47850,-67.15,88875,0,N,-23325,Y,-0.47,-1,-1.3717,49.9,46.45,1.5,1.4,1.45,3328275,-72900,-138.65,64200,-51525,Y,35700,N,0.43,1.5,1.3423,118.85,109.6,no signal
07-02-2025 10:30,02-07-2025,-8,-7,-7.4,24075,38100,-1393.2,43725,20850,Y,5175,N,-0.62,-8,-0.0312,25625,25613.3,-1.45,-1.85,-1.8,3878250,-35325,-62.25,86250,152400,Y,366825,YES,-0.51,-1.45,-1.989,46.9,44.6,0.9,1.65,1.7,3113550,-42975,-130.45,69450,-42000,N,98925,Y,0.48,0.9,0.8053,120.5,115.3,BUY
07-02-2025 10:35,02-07-2025,-19.4,-19.9,-17.3,93825,161025,-1079.1,39600,-11250,YES,-4800,Y,-3.18,-19.4,-0.0756,25620,25593,-5.3,-5.3,-5.3,9046875,-759900,-58.7,99975,-346575,YES,450,Y,-1.33,-5.3,-7.2702,45.5,39.15,13.95,14.1,14.05,5907675,92550,-144.8,65100,43875,YES,-310275,YES,1.19,13.95,12.4832,133.8,116.2,SELL
07-02-2025 10:40,02-07-2025,-2.6,-2.3,-3,90225,-4125,-1506.2,43125,5550,N,-18375,Y,-3.39,-2.6,-0.0102,25600.9,25582,-1.55,-1.3,-1.3,7506975,-344325,-56.95,101850,67650,Y,-142575,Y,-1.18,-1.55,-2.1262,39.35,36.5,3.2,3.3,3.3,5854500,-49950,-163.55,63900,-56100,Y,-43950,Y,1.5,3.2,2.8635,142.85,130.3,BUY
07-02-2025 10:45,02-07-2025,-6,-4,-5.4,45150,23475,-1205.6,40950,14925,N,4650,YES,-1.5,-6,-0.0234,25600.9,25586.4,-1.75,-1.85,-1.85,4203750,-95700,-58.6,102375,-10950,YES,82950,YES,-0.61,-1.75,-2.4006,39.3,36.05,3.05,3.65,3.6,2992275,29175,-161.95,67125,-71100,Y,80100,Y,0.69,3.05,2.7293,137.9,129,no signal
07-02-2025 10:50,02-07-2025,0.4,0.2,-0.5,32475,109725,-1239.1,38325,30075,N,-14775,Y,-1.11,0.4,0.0016,25593.9,25585,0.15,0.1,0.15,3772275,564150,-53.95,105000,208800,Y,4575,N,-0.56,0.15,0.2058,36.85,35.3,-6.55,-6.25,-6.2,2490525,-81750,-161.85,72075,-35475,YES,65625,N,0.59,-6.55,-5.8612,140.75,131,no signal
