last_traded_time,date,ltp_1,bid_price_1,ask_price_1,volume_1,bid_ask_diff_1,bid_ask_pr_diff_1,last_traded_qty_1,tot_buy_qty_1,tot_buy_sig_1,tot_sell_qty_1,tot_sell_sig_1,avg_trade_price_1,ch_1,chp_1,high_1,low_1,ltp_2,bid_price_2,ask_price_2,volume_2,bid_ask_diff_2,bid_ask_pr_diff_2,last_traded_qty_2,tot_buy_qty_2,tot_buy_sig_2,tot_sell_qty_2,tot_sell_sig_2,avg_trade_price_2,ch_2,chp_2,high_2,low_2,ltp_3,bid_price_3,ask_price_3,volume_3,bid_ask_diff_3,bid_ask_pr_diff_3,last_traded_qty_3,tot_buy_qty_3,tot_buy_sig_3,tot_sell_qty_3,tot_sell_sig_3,avg_trade_price_3,ch_3,chp_3,high_3,low_3,final_signal
07-01-2025 10:05,01-07-2025,-4.8,-3.2,-4.9,36075,61275,-1079.1,33975,7950,N,7125,N,0.09,-4.8,-0.0187,25666.1,25652,-3.3,-3.3,-3.3,3421350,162150,-102.1,60150,-89925,Y,130800,N,-0.36,-3.3,-3.5032,97.1,90.15,2,2.35,2.4,3003525,-72225,-123.5,56325,46800,N,20850,Y,-0.34,2,1.193,130.4,119.7,no signal
07-01-2025 10:10,01-07-2025,-12.6,-12.4,-13.3,46350,17700,-1246.3,42225,13275,N,-33300,Y,-0.43,-12.6,-0.0492,25655,25640,-7.95,-7.75,-7.8,4253025,-81900,-104.95,64875,-28575,Y,26175,N,-0.8,-7.95,-8.4395,92.15,83.05,5.8,5.7,5.75,4074525,102525,-149.1,60075,38325,N,128175,Y,0.05,5.8,3.4596,133.6,126.55,BUY
07-01-2025 10:15,01-07-2025,-2.9,-2.9,-5.3,47325,68700,-1317,36675,2700,YES,-20550,N,-0.49,-2.9,-0.0113,25654.9,25635.8,-2.6,-2.5,-2.5,3388050,47475,-102.8,62475,-71250,YES,89700,YES,-0.66,-2.6,-2.7601,88.9,80.35,2.1,1.75,1.75,3545250,-45375,-142.55,58725,-9525,Y,48225,N,0.04,2.1,1.2526,135.65,124.35,SELL
07-01-2025 10:20,01-07-2025,2.9,3.1,3.5,42975,28350,-949.5,33300,-2625,YES,18000,YES,-0.64,2.9,0.0113,25642.9,25631,-0.4,-0.65,-0.65,2778825,180075,-93.95,70650,83775,Y,44550,N,-0.63,-0.4,-0.4246,82.85,78.95,-0.5,-0.4,-0.45,3072000,5400,-142.9,62325,525,N,237075,Y,0.24,-0.5,-0.2982,137.85,130.9,no signal
07-01-2025 10:25,01-07-2025,18.8,18.5,17.3,28950,-18750,-920.2,40575,17475,Y,-20850,Y,-0.19,18.8,0.0734,25658.8,25635,6.25,7.1,6.95,3157125,140325,-100.55,74925,156375,Y,-50100,Y,-0.53,6.25,6.6348,88,80.7,-10.6,-11.4,-11.4,2501925,-215925,-138.75,64650,-100125,Y,-23925,YES,-0.14,-10.6,-6.3227,134.9,120.5,BUY
07-01-2025 10:30,01-07-2025,-5.1,-1.3,-2.9,32850,17850,-1514.8,31950,-4200,YES,9150,YES,0.09,-5.1,-0.0199,25667.4,25650,-0.8,-1.2,-1.2,3341325,165825,-110.1,70200,-24375,YES,94725,YES,-0.39,-0.8,-0.8493,90.8,85.65,1.3,1.3,1.3,2214525,86700,-128.7,64200,169575,YES,-21900,N,-0.33,1.3,0.7754,124.4,116.25,SELL
07-01-2025 10:35,01-07-2025,9.1,13,11.2,26625,60225,-1050.7,31875,75,N,1575,Y,0.02,9.1,0.0355,25667.2,25644.1,5.6,5.8,5.8,3372450,-304275,-105.25,75000,18300,Y,-204675,Y,-0.33,5.6,5.9448,94.2,84.05,-3.85,-4.2,-4.15,2152575,99750,-133.4,62400,-65550,Y,2025,Y,-0.22,-3.85,-2.2965,129.75,117.75,BUY
07-01-2025 10:40,01-07-2025,-15,-13.8,-13.5,13950,23100,-1103.1,29250,1125,N,7275,N,0.04,-15,-0.0585,25665,25650,-6.75,-7.3,-7.4,2501175,125925,-109.25,67350,31800,N,228525,YES,-0.24,-6.75,-7.1656,92.75,85.1,6.35,6.85,6.85,1410375,90900,-133.2,64800,101025,YES,38550,Y,-0.13,6.35,3.7876,127,119.35,no signal
07-01-2025 10:45,01-07-2025,-2.3,-2.2,-2.5,14775,-31575,-1280.6,33450,2475,N,-450,Y,-0.04,-2.3,-0.009,25656,25645.1,-1.4,-1.45,-1.45,2179950,-31500,-102.35,72375,-38325,YES,128625,N,-0.27,-1.4,-1.4862,87.4,83,0.3,0.5,0.55,1379250,-87900,-132.5,64200,28575,N,-37200,YES,-0.08,0.3,0.1789,127.9,121.75,no signal
07-01-2025 10:50,01-07-2025,-10.1,-7,-10.8,27600,19500,-1295.9,32700,3225,N,-3225,Y,-0.33,-10.1,-0.0394,25652.7,25633,-4,-4.15,-4.2,2981175,87600,-98.9,73875,-82500,YES,17625,N,-0.52,-4,-4.2463,85.55,77.1,3.05,3,3.1,2004150,-53250,-142,59250,-23325,Y,25800,Y,0.04,3.05,1.8192,134.25,125.15,BUY
07-01-2025 10:55,01-07-2025,-8,-8,-7.9,44775,18675,-974.4,41250,-15150,YES,10950,N,-0.66,-8,-0.0312,25642.3,25630,-3.75,-3.85,-3.8,1895100,69150,-100.3,70875,4350,Y,43350,YES,-0.35,-3.75,-3.9809,80,75.9,3.95,3.95,3.95,1927425,33600,-155.85,66900,-34275,Y,-303825,YES,0.11,3.95,2.3561,135.5,129.8,SELL
07-01-2025 11:00,01-07-2025,-3.3,-4.3,-5,60225,5175,-1045.6,55125,-1800,N,26475,N,-1,-3.3,-0.0129,25636.9,25622,-1.25,-1.5,-1.5,2312625,-159300,-88.05,70800,184725,Y,61350,N,-0.48,-1.25,-1.327,77.1,73,0.65,0.4,0.4,2607000,-41475,-155.4,72600,-68925,Y,70125,Y,0.27,0.65,0.3877,140.75,132.7,BUY
07-01-2025 11:05,01-07-2025,5.2,4.8,4.7,27375,-81000,-955,36375,-2850,YES,-5325,Y,-0.4,5.2,0.0203,25635,25626.5,1.85,1.85,1.9,1361475,-154050,-90.05,76650,84600,N,-42525,Y,-0.26,1.85,1.964,76.7,74.45,-1.7,-2,-2.1,1108950,-106875,-134.8,63675,-23325,YES,27750,N,0.06,-1.7,-1.014,136.55,132,no signal
07-01-2025 11:10,01-07-2025,4.5,2.4,5.8,29925,6900,-772.9,37350,225,N,-4275,N,-0.37,4.5,0.0176,25639,25628,-0.15,-0.1,-0.1,1248750,136275,-86.4,84900,-5175,YES,31650,YES,-0.24,-0.15,-0.1593,76.6,73.5,0.3,-0.3,-0.3,1211775,-9525,-139.75,65175,-26775,Y,8325,N,0.04,0.3,0.1789,135.15,129.35,no signal
07-01-2025 11:15,01-07-2025,6.4,5,4.7,33150,74925,-1169.6,32850,354150,Y,-1950,N,-0.29,6.4,0.025,25646.5,25627.1,0.2,0.1,0.1,2679675,-25800,-92.2,74850,-224025,YES,-12900,Y,-0.45,0.2,0.2123,79.5,72.25,-4.55,-4.6,-4.55,2138025,-1800,-143.55,65475,-13950,N,-50700,YES,0,-4.55,-2.714,137.65,125,no signal
07-01-2025 11:20,01-07-2025,-11.8,-10.3,-11.8,17925,109275,-1528.8,30975,2700,YES,5550,N,-0.19,-11.8,-0.0461,25642.8,25625.5,-3.9,-3.95,-4.05,1769400,-44400,-91.2,75075,-119625,Y,117075,YES,-0.34,-3.9,-4.1401,76.95,71.05,4.4,4.4,4.5,1180350,50325,-142.8,67050,55650,YES,10425,Y,0,4.4,2.6245,134,126.35,SELL
07-01-2025 11:25,01-07-2025,11.4,5.5,8,43275,-6000,-880.6,38250,3600,N,-3675,Y,-0.56,11.4,0.0445,25639,25626.7,2.7,2.6,2.55,980475,-188025,-84.75,74325,99375,Y,-27825,Y,-0.18,2.7,2.8663,75.55,72,-2.35,-2,-2.05,832800,-106275,-149.75,62250,-36075,Y,94500,Y,0.02,-2.35,-1.4018,134,129.4,BUY
07-01-2025 11:30,01-07-2025,-8.1,-8.1,-10.5,28125,112500,-448,27750,3600,N,-1500,N,-0.36,-8.1,-0.0316,25639.7,25625,-3.6,-3.45,-3.5,1681125,-71850,-82.15,76950,-54075,YES,92550,YES,-0.33,-3.6,-3.8217,76,70.2,3.4,3.55,3.5,1246125,-25275,-151.2,69525,17925,YES,-51450,YES,0.03,3.4,2.028,135.6,127.55,SELL
07-01-2025 11:35,01-07-2025,9.5,9.4,11.3,34125,154425,-786.5,38925,675,YES,4275,N,-0.46,9.5,0.0371,25637.1,25625,1.35,1.35,1.35,865875,205650,-82.6,73425,21825,Y,-64200,Y,-0.16,1.35,1.4331,74.3,71.75,-3.55,-3.2,-3.25,699675,-135000,-141.95,65025,-7200,Y,37050,Y,0.01,-3.55,-2.1176,133.7,128,BUY
07-01-2025 11:40,01-07-2025,-0.5,-4.3,-5.1,12150,-49200,-1329.7,31050,825,N,-2925,Y,-0.11,-0.5,-0.002,25638.9,25626.8,-0.75,-0.75,-0.75,1169700,53025,-80.3,74925,-22125,YES,84000,YES,-0.2,-0.75,-0.7961,75.3,72.15,1.9,1.4,1.35,701850,91725,-135.55,66825,3675,N,-19575,YES,0.01,1.9,1.1333,133.2,128,SELL
07-01-2025 11:45,01-07-2025,-4,-0.6,1,11550,13350,-1118.6,32400,5400,N,11325,N,-0.12,-4,-0.0156,25637.6,25630,0.6,0.75,0.75,787725,-65625,-72.7,66975,14700,Y,4800,N,-0.14,0.6,0.6369,74,71.2,-1.25,-1.5,-1.55,604725,10575,-129.95,63375,-75,Y,29400,Y,0,-1.25,-0.7456,132.5,128.5,BUY
