last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price
04-08-2025 09:40,-27.6,-27,-32.2,141750,-472.4,13650,-57750,N,17775,N,-1.52,24702.2,24674.6,04-08-2025 09:40,-19.2,-17.3,-17.35,60375,-41.65,15525,-83475,N,20025,N,159.6,140.4,161.55,140.4,-0.78,04-08-2025 09:40,16.25,13.7,13.75,-28725,-34.3,14475,42150,N,-166800,N,117.7,133.95,133.95,116.95,1.76
04-08-2025 09:45,15.8,17.6,15.9,-33675,-1554.4,51000,57675,Y,-24825,Y,-9.05,24672,24687.8,04-08-2025 09:45,13.65,10.75,10.8,18450,-135.3,59250,317025,Y,-136950,Y,141,154.65,154.65,128.6,-4.98,04-08-2025 09:45,-13.1,-9.35,-9.4,-111075,-147.25,64800,-418050,Y,102450,Y,133.55,120.45,157.5,120.45,8.14
04-08-2025 09:50,2.6,-1.5,2.3,51375,-1665.5,41100,-57525,YES,105150,YES,0.96,24689.9,24692.5,04-08-2025 09:50,0.4,0.7,0.65,-80925,-162.8,60075,-99150,YES,237900,YES,154.55,154.95,176.2,145.95,0.32,04-08-2025 09:50,5.7,5.9,5.9,39150,-134.7,51450,270075,YES,103875,N,120.05,125.75,134.35,95.35,-0.64
04-08-2025 09:55,-8.7,-3.7,-8.7,56025,-1314.7,41400,2775,Y,67425,N,-0.35,24693.7,24685,04-08-2025 09:55,-2.5,-1.9,-1.95,-66525,-158.55,54075,28575,Y,107550,N,154.85,152.35,158.05,149,-0.28,04-08-2025 09:55,2.9,2.85,2.8,100725,-133.45,54825,71850,N,111075,N,126,128.9,132.8,122,0.43
04-08-2025 10:00,20,18.5,20,52200,-1537.4,45975,1725,YES,20025,N,-0.29,24685,24705,04-08-2025 10:00,7.85,7.85,7.8,-25350,-148.75,60750,155400,Y,-58800,Y,152.95,160.8,161.85,147.45,-0.27,04-08-2025 10:00,-9.1,-8.95,-8.95,52200,-138.05,60975,-94500,Y,77400,N,128.65,119.55,133.9,117.9,0.35
04-08-2025 10:05,-4.5,-2,-2.1,63450,-921.4,48375,-20100,YES,225,Y,0.2,24704.5,24700,04-08-2025 10:05,-3.5,-2.95,-2.9,-26700,-152.2,54900,-87900,YES,55425,YES,160.3,156.8,166.75,154.95,0.13,04-08-2025 10:05,-0.95,-1.45,-1.35,-8100,-114.95,57000,31950,YES,101025,Y,119.95,119,122.35,112.75,-0.23
04-08-2025 10:10,-2.3,-2.3,-3.1,-6675,-1750.7,39000,-7500,N,50175,YES,-0.03,24700,24697.7,04-08-2025 10:10,-0.85,-1.05,-1.1,-6750,-140.7,55950,19125,Y,98475,YES,156.65,155.8,160.9,152.7,-0.07,04-08-2025 10:10,2.25,2.5,2.35,25725,-119,55125,87975,YES,47250,N,118.9,121.15,123.45,115.45,-0.1
04-08-2025 10:15,2.6,7.1,6.2,-180075,-1499.9,39300,8025,N,50850,N,0.2,24702.4,24705,04-08-2025 10:15,4.1,4.2,4.2,-45975,-156.15,56100,-8625,YES,-71250,Y,156.6,160.7,168.95,155.05,0.2,04-08-2025 10:15,-5.2,-5.15,-5,-76125,-117.3,59250,-42450,Y,52125,N,120.45,115.25,120.8,108.9,-0.32
04-08-2025 10:20,19.9,14.9,15.2,-77100,-1549,36375,-11775,YES,-2250,Y,0.37,24705,24724.9,04-08-2025 10:20,7.3,8.3,8.15,38325,-146.95,57600,46875,Y,-82050,Y,160.9,168.2,173.5,158,0.36,04-08-2025 10:20,-5.9,-6.35,-6.35,41325,-102.7,55350,106200,YES,13650,N,115.25,109.35,117,106.25,-0.37
04-08-2025 10:25,-32.9,-32.4,-33,61050,-1897.2,38250,4575,N,17625,N,-0.09,24724.9,24692,04-08-2025 10:25,-16.6,-16.65,-16.75,-20400,-136.9,52125,-114750,YES,122100,YES,167.95,151.35,169.4,145.5,-0.18,04-08-2025 10:25,14.05,14.2,14.25,-114750,-108.95,54300,-110325,Y,-141225,YES,109.4,123.45,128.3,108.85,-0.08
