last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price
2025-04-23 09:15:00,-10.849999999999994,9670200.0,165,220950,187275,-12.599999999999994,-12.75,33675,-71.29999999999927,36225,2085300.0,N,346200.0,N,91.55,80.7,98.25,77.2,84.77
2025-04-23 09:20:00,-16.049999999999997,8394150.0,180,356400,291975,-16.200000000000003,-16.200000000000003,64425,-59.39999999999782,42300,95925.0,N,293100.0,N,81.25,65.2,82.85,63.95,79.04
2025-04-23 09:25:00,22.60000000000001,11520000.0,180,336375,479025,21.150000000000006,21.200000000000003,-142650,-60.10000000000218,46125,322275.0,YES,-311475.0,YES,65.1,87.7,87.7,62.9,76.53
2025-04-23 09:30:00,16.14999999999999,20543925.0,180,228375,211875,16.950000000000003,16.849999999999994,16500,-79.65000000000873,40650,-170025.0,Y,88875.0,Y,87.95,104.1,114.15,72.0,83.15
2025-04-23 09:35:00,1.6000000000000085,11740275.0,180,244425,228150,0.6500000000000057,0.5500000000000114,16275,-98.09999999999854,38475,1875.0,YES,150000.0,Y,104.85,106.45,118.55,104.85,88.48
2025-04-23 09:40:00,-28.35000000000001,9179400.0,180,292050,271425,-28.35000000000001,-28.400000000000006,20625,-88.65000000000146,47475,-175800.0,Y,145950.0,N,105.9,77.55,112.0,77.05,89.21
2025-04-23 09:45:00,-11.950000000000003,10109700.0,180,364725,361950,-12.299999999999997,-12.299999999999997,2775,-62.40000000000509,44550,321825.0,YES,345900.0,Y,77.8,65.85,80.15,63.5,86.69
2025-04-23 09:50:00,4.049999999999997,8292900.0,180,432525,505125,2.4000000000000057,2.4499999999999886,-72600,-66.45000000000437,51750,17025.0,N,173325.0,N,66.45,70.5,76.55,65.9,85.28
2025-04-23 09:55:00,7.099999999999994,8727900.0,157,315825,347925,8.25,8.349999999999994,-32100,-59.900000000001455,37650,74325.0,YES,-74850.0,YES,70.5,77.6,83.7,69.3,84.58
2025-04-23 10:00:00,19.099999999999994,11267175.0,180,357825,341850,19.0,19.200000000000003,15975,-79.29999999999563,46650,42375.0,N,-378000.0,YES,77.0,96.1,98.5,73.0,84.69
2025-04-23 10:05:00,30.549999999999997,14454975.0,181,228300,235575,30.80000000000001,30.85000000000001,-7275,-101.29999999999563,38775,-337875.0,Y,-329925.0,Y,96.65,127.2,134.0,96.65,88.27
2025-04-23 10:10:00,29.44999999999999,7597350.0,178,239925,177225,28.0,28.150000000000006,62700,-119.25000000000728,38850,-24900.0,YES,-209475.0,Y,127.9,157.35,158.3,124.5,91.12
2025-04-23 10:15:00,-23.950000000000017,4432425.0,180,192000,176550,-23.25,-23.400000000000006,15450,-121.25,40500,-93300.0,Y,138600.0,Y,157.15,133.2,157.15,123.6,92.64
2025-04-23 10:20:00,7.150000000000006,3233850.0,180,251775,210975,6.550000000000011,6.699999999999989,40800,-114.25,40200,-27450.0,YES,3975.0,N,133.25,140.4,149.35,126.45,93.68
2025-04-23 10:25:00,-17.299999999999983,2232225.0,181,225750,229725,-16.450000000000003,-16.500000000000014,-3975,-111.14999999999418,39225,-20025.0,N,64875.0,Y,140.2,122.9,146.5,122.9,94.31
2025-04-23 10:30:00,22.60000000000001,3873975.0,181,226950,219150,22.64999999999999,22.80000000000001,7800,-113.09999999999854,40275,89625.0,YES,-67500.0,YES,124.3,146.9,148.0,112.8,95.22
2025-04-23 10:35:00,6.650000000000006,4034175.0,182,159600,166725,7.400000000000006,7.549999999999983,-7125,-135.9499999999971,38925,-100125.0,Y,17250.0,Y,147.4,154.05,164.35,130.7,96.67
2025-04-23 10:40:00,7.5,2309775.0,180,165225,167925,8.25,8.25,-2700,-138.0500000000029,38775,12300.0,YES,-47775.0,YES,154.2,161.7,163.0,144.1,97.54
2025-04-23 10:45:00,15.050000000000011,3228450.0,180,118350,131625,16.950000000000017,17.05000000000001,-13275,-137.84999999999854,37725,-51300.0,Y,-34350.0,N,161.35,176.4,181.7,151.25,98.96
2025-04-23 10:50:00,19.25,2300700.0,180,120825,118950,16.900000000000006,17.099999999999994,1875,-147.9499999999971,34800,10725.0,YES,-91875.0,YES,176.9,196.15,196.15,168.7,100.14
2025-04-23 10:55:00,-20.700000000000017,2253900.0,180,118650,120600,-21.0,-21.349999999999994,-1950,-161.29999999998836,37725,-117975.0,Y,85125.0,Y,194.55,173.85,204.0,173.8,101.42
