last_traded_time,ltp,tot_buy_qty,tot_sell_qty,last_traded_time,ltp,tot_buy_qty,tot_sell_qty,last_traded_time,ltp,tot_buy_qty,tot_sell_qty
30-12-2024 09:16,23936.25,171800,201750,30-12-2024 09:16,53.5,2379075,415500,30-12-2024 09:16,250.05,1349250,113550
30-12-2024 09:16,23933,173925,204575,30-12-2024 09:16,52.45,2361900,420150,30-12-2024 09:16,251,1354800,112500
30-12-2024 09:16,23932.9,178825,205400,30-12-2024 09:16,51.8,2392725,391875,30-12-2024 09:16,252.6,1354875,113700
30-12-2024 09:16,23928.3,175025,207075,30-12-2024 09:16,51,2386725,412575,30-12-2024 09:16,254.55,1357350,111825
30-12-2024 09:16,23927.3,175725,208525,30-12-2024 09:16,51.5,2405700,412200,30-12-2024 09:16,252.5,1358100,115350
30-12-2024 09:17,23929,181400,207800,30-12-2024 09:17,50.2,2425275,463650,30-12-2024 09:17,254.3,1349475,117675
30-12-2024 09:17,23923,180950,211725,30-12-2024 09:17,50.65,2409975,424575,30-12-2024 09:17,254.65,1358325,109275
30-12-2024 09:17,23921.1,182625,211150,30-12-2024 09:17,50.7,2415000,421875,30-12-2024 09:17,254.05,1359825,109575
30-12-2024 09:17,23922.35,187850,214325,30-12-2024 09:17,51.4,2437800,416475,30-12-2024 09:17,253.25,1359600,109050
30-12-2024 09:17,23931.4,191625,218400,30-12-2024 09:17,51,2454000,426675,30-12-2024 09:17,253.4,1359375,120075
30-12-2024 09:17,23930,194150,221450,30-12-2024 09:17,51.5,2454675,433275,30-12-2024 09:17,252.65,1358850,125025
30-12-2024 09:18,23930.7,194875,222125,30-12-2024 09:18,51,2470500,439200,30-12-2024 09:18,252.5,1357575,125250
30-12-2024 09:18,23930,195750,221450,30-12-2024 09:18,50.55,2470500,452325,30-12-2024 09:18,253.45,1359975,125400
30-12-2024 09:18,23928,197575,223950,30-12-2024 09:18,49.95,2523675,478875,30-12-2024 09:18,254.5,1360500,126750
30-12-2024 09:18,23917.85,196875,226275,30-12-2024 09:18,47.95,2513400,485475,30-12-2024 09:18,256.4,1362300,124575
30-12-2024 09:18,23920.05,201450,225150,30-12-2024 09:18,48.05,2510400,485775,30-12-2024 09:18,254.5,1363350,124725
30-12-2024 09:18,23917,201375,232000,30-12-2024 09:18,46.7,2513775,495450,30-12-2024 09:18,257.35,1365150,127425
30-12-2024 09:19,23915.2,199975,237550,30-12-2024 09:19,46.55,2510025,496725,30-12-2024 09:19,258.6,1366575,121950
30-12-2024 09:19,23920,202725,235675,30-12-2024 09:19,47.3,2539125,501525,30-12-2024 09:19,256.8,1367475,123450
30-12-2024 09:19,23930,204375,230125,30-12-2024 09:19,49.8,2560575,484125,30-12-2024 09:19,250,1363050,126675
30-12-2024 09:19,23947.1,213750,226875,30-12-2024 09:19,54.15,2570025,462300,30-12-2024 09:19,238.95,1348050,128625
30-12-2024 09:19,23941.1,215425,226100,30-12-2024 09:19,52,2562450,465000,30-12-2024 09:19,244.55,1345200,126000
30-12-2024 09:19,23947,214700,224850,30-12-2024 09:19,54.75,2560875,470250,30-12-2024 09:19,235.55,1344075,126675
30-12-2024 09:20,23936,213850,227900,30-12-2024 09:20,50.75,2550750,476325,30-12-2024 09:20,247.8,1317825,126375
30-12-2024 09:20,23933.3,217075,226625,30-12-2024 09:20,48.85,864525,495675,30-12-2024 09:20,249.1,330150,118875
30-12-2024 09:20,23928.25,218725,233350,30-12-2024 09:20,47.5,864600,497100,30-12-2024 09:20,250.9,339675,117375
30-12-2024 09:20,23925,219150,232950,30-12-2024 09:20,46.7,871500,498675,30-12-2024 09:20,253.4,385800,116625
30-12-2024 09:20,23928.95,223050,233675,30-12-2024 09:20,47.45,873150,504825,30-12-2024 09:20,250.4,383700,116475
30-12-2024 09:20,23937.15,230375,230875,30-12-2024 09:20,50.15,908100,513675,30-12-2024 09:20,243.9,387600,121725
30-12-2024 09:21,23934,228775,232775,30-12-2024 09:21,48.05,920100,512925,30-12-2024 09:21,248,341175,120750
