last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price
2025-07-23 09:15:00,-1.4500000000000028,-1.2999999999999972,-1.2999999999999972,-61350,-30.75000000000182,35625,339075.0,N,290850.0,N,45.45,44.0,48.95,42.25,0.11999999999999744
2025-07-23 09:20:00,4.75,4.799999999999997,4.850000000000001,218550,-62.19999999999709,75675,571875.0,YES,139050.0,N,44.25,49.0,51.8,40.5,0.6300000000000026
2025-07-23 09:25:00,-0.04999999999999716,-0.4000000000000057,-0.45000000000000284,936375,-61.99999999999636,81975,-95100.0,Y,305850.0,Y,48.8,48.75,53.25,45.4,1.019999999999996
2025-07-23 09:30:00,0.6500000000000057,0.75,0.7999999999999972,-160125,-63.19999999999709,76800,-84750.0,N,206475.0,N,48.55,49.2,54.45,44.2,0.490000000000002
2025-07-23 09:35:00,1.1499999999999986,1.7000000000000028,1.6999999999999957,41250,-66.25000000000364,72225,194550.0,YES,309000.0,Y,49.2,50.35,53.0,46.15,0.35999999999999943
2025-07-23 09:40:00,6.600000000000001,6.399999999999999,6.5,-160650,-66.34999999999854,76575,334200.0,YES,-388350.0,YES,50.65,57.25,57.55,48.95,1.0200000000000031
2025-07-23 09:45:00,1.0500000000000043,1.1999999999999957,1.2000000000000028,165150,-77.54999999999563,80175,-424275.0,Y,-283200.0,Y,57.4,58.45,66.0,55.35,1.9100000000000037
2025-07-23 09:50:00,-5.0,-4.799999999999997,-4.799999999999997,-110550,-73.05000000000291,70875,-74025.0,YES,359775.0,Y,58.65,53.65,62.0,51.25,0.519999999999996
2025-07-23 09:55:00,-4.950000000000003,-5.049999999999997,-5.050000000000004,-48975,-67.35000000000218,69075,-10950.0,YES,293175.0,N,53.85,48.9,56.6,48.45,0.010000000000005116
2025-07-23 10:00:00,9.899999999999999,9.5,9.549999999999997,-528525,-68.30000000000291,75225,151050.0,YES,-127425.0,YES,48.6,58.5,59.0,46.75,0.1599999999999966
2025-07-23 10:05:00,0.8000000000000043,1.0500000000000043,1.0499999999999972,56925,-73.19999999999709,82650,-43875.0,Y,145500.0,Y,58.3,59.1,60.35,54.8,0.4299999999999997
2025-07-23 10:10:00,-5.649999999999999,-5.449999999999996,-5.450000000000003,-76425,-71.74999999999636,90150,262575.0,YES,210975.0,Y,59.0,53.35,59.25,50.35,0.0799999999999983
2025-07-23 10:15:00,-1.0499999999999972,-1.0,-0.9500000000000028,-138975,-70.60000000000218,99225,18900.0,N,224550.0,N,52.65,51.6,55.15,51.0,0.03999999999999915
2025-07-23 10:20:00,-1.9000000000000057,-1.75,-1.7000000000000028,44475,-72.30000000000291,102750,-439200.0,Y,-121575.0,YES,51.95,50.05,57.9,49.05,0.09000000000000341
2025-07-23 10:25:00,1.2000000000000028,0.8500000000000014,0.8500000000000014,24375,-68.45000000000073,102225,429675.0,YES,228225.0,Y,50.4,51.6,52.7,48.35,-0.04999999999999716
2025-07-23 10:30:00,0.8500000000000014,0.6000000000000014,0.6999999999999957,-34950,-72.65000000000146,96525,94950.0,N,73575.0,N,51.35,52.2,52.5,49.75,-0.020000000000003126
2025-07-23 10:35:00,-2.5,-2.5,-2.5,84225,-67.59999999999854,107025,-301725.0,Y,143025.0,Y,52.35,49.85,53.6,48.85,-0.03999999999999915
2025-07-23 10:40:00,-3.700000000000003,-3.450000000000003,-3.3999999999999986,-64050,-68.19999999999709,97575,-265575.0,YES,78450.0,N,49.85,46.15,51.85,45.4,-0.10999999999999943
2025-07-23 10:45:00,0.5,0.7000000000000028,0.7000000000000028,460500,-67.54999999999927,102375,219900.0,YES,38550.0,N,46.25,46.75,47.95,44.0,-0.21000000000000085
2025-07-23 10:50:00,-4.899999999999999,-4.799999999999997,-4.799999999999997,79500,-69.69999999999709,118725,-515625.0,Y,15375.0,N,46.8,41.9,48.35,41.7,-0.23000000000000398
2025-07-23 10:55:00,2.299999999999997,2.5,2.5,-143475,-65.29999999999927,107775,395100.0,YES,146625.0,Y,40.7,43.0,44.0,38.5,-0.38000000000000256
2025-07-23 11:00:00,-6.25,-6.0,-6.0,862800,-60.14999999999782,109125,-175500.0,Y,255300.0,Y,42.9,36.65,43.25,35.75,-0.5300000000000011
2025-07-23 11:05:00,0.6999999999999957,0.75,0.75,-190800,-53.700000000004366,111225,295125.0,YES,16050.0,N,36.7,37.4,38.5,36.35,-0.3200000000000003
2025-07-23 11:10:00,1.4500000000000028,1.6000000000000014,1.6499999999999986,1279650,-60.349999999998545,125250,211275.0,N,-4200.0,YES,37.55,39.0,39.4,37.3,-0.23999999999999488
2025-07-23 11:15:00,-1.9000000000000057,-1.9500000000000028,-1.9500000000000028,-809550,-46.5,93525,-128700.0,Y,134325.0,Y,39.2,37.3,39.95,36.9,-0.20000000000000284
2025-07-23 11:20:00,4.149999999999999,4.25,4.200000000000003,-672300,-62.400000000001455,112500,145500.0,YES,-327225.0,YES,38.1,42.25,44.85,38.1,-0.35999999999999943
2025-07-23 11:25:00,-2.75,-2.8500000000000014,-2.8999999999999986,-235800,-56.39999999999782,124425,168525.0,YES,243975.0,Y,42.2,39.45,42.55,38.1,-0.21000000000000085
