last_traded_time,ltp,tot_buy_qty,tot_sell_qty,last_traded_time,ltp,tot_buy_qty,tot_sell_qty,last_traded_time,ltp,tot_buy_qty,tot_sell_qty
24-04-2025 09:16,24272,148050,102375,24-04-2025 09:16,91.25,26529675,284100,24-04-2025 09:16,17.05,36062025,958350
24-04-2025 09:16,24277,144975,100050,24-04-2025 09:16,95.15,26880225,284925,24-04-2025 09:16,17.5,36582900,1008000
24-04-2025 09:16,24280,151125,104775,24-04-2025 09:16,96.35,27123150,323325,24-04-2025 09:16,18.85,36819675,1015725
24-04-2025 09:16,24275.6,148500,107625,24-04-2025 09:16,98.75,27253125,316125,24-04-2025 09:16,18.75,36897375,1087500
24-04-2025 09:16,24275.6,145350,102675,24-04-2025 09:16,94.2,27727650,323325,24-04-2025 09:16,18.2,37566450,1123650
24-04-2025 09:17,24280,148500,106650,24-04-2025 09:17,94.35,27802725,333900,24-04-2025 09:17,16.9,37822950,1171800
24-04-2025 09:17,24276,146925,107700,24-04-2025 09:17,93.05,28562475,341700,24-04-2025 09:17,17.85,38918400,1178025
24-04-2025 09:17,24276,151350,106875,24-04-2025 09:17,94.65,29146650,345525,24-04-2025 09:17,17.8,39002250,1179675
24-04-2025 09:17,24275.6,153600,108600,24-04-2025 09:17,96.95,29116950,355650,24-04-2025 09:17,17.3,39244800,1210050
24-04-2025 09:17,24278.7,153225,110700,24-04-2025 09:17,93.4,29128875,366825,24-04-2025 09:17,18.9,39360750,1214475
24-04-2025 09:17,24276.6,151425,115500,24-04-2025 09:17,93.25,29461200,383400,24-04-2025 09:17,19.6,39392025,1171350
24-04-2025 09:18,24277.7,157275,111975,24-04-2025 09:18,97,29659800,413550,24-04-2025 09:18,18.15,39415200,1195575
24-04-2025 09:18,24282.5,160050,107775,24-04-2025 09:18,104,29725200,366750,24-04-2025 09:18,18.25,39385275,1242450
24-04-2025 09:18,24290.6,164625,102750,24-04-2025 09:18,111.65,29724225,323175,24-04-2025 09:18,18.2,39426900,1254375
24-04-2025 09:18,24290.1,154350,109275,24-04-2025 09:18,111.8,29867400,287325,24-04-2025 09:18,17.3,39612750,1286550
24-04-2025 09:18,24298,153150,102375,24-04-2025 09:18,111.9,29999700,294450,24-04-2025 09:18,16.75,39611025,1317675
24-04-2025 09:18,24290,160200,107550,24-04-2025 09:18,108.9,29982675,318450,24-04-2025 09:18,16.6,39755100,1337250
24-04-2025 09:19,24294.5,173025,103650,24-04-2025 09:19,111.85,29973675,333375,24-04-2025 09:19,16.85,39988575,1360050
24-04-2025 09:19,24286.2,159150,105675,24-04-2025 09:19,104.35,29972475,346875,24-04-2025 09:19,17.75,40170600,1360275
24-04-2025 09:19,24291.3,165075,106725,24-04-2025 09:19,107.1,29934975,350100,24-04-2025 09:19,17.4,40503975,1387350
24-04-2025 09:19,24286.4,161400,112650,24-04-2025 09:19,105.7,30006450,356475,24-04-2025 09:19,16.4,40595850,1428525
24-04-2025 09:19,24284.3,165825,110100,24-04-2025 09:19,103.1,30900825,360975,24-04-2025 09:19,16.7,40683075,1483350
24-04-2025 09:19,24285,167400,113775,24-04-2025 09:19,101.9,30900450,373800,24-04-2025 09:19,17.4,40765050,1519725
24-04-2025 09:20,24292.1,174075,115125,24-04-2025 09:20,109.8,29772150,374925,24-04-2025 09:20,15.15,40758825,1603350
24-04-2025 09:20,24297,174750,109350,24-04-2025 09:20,112.4,29769150,354750,24-04-2025 09:20,15.1,40496625,1659450
24-04-2025 09:20,24295.9,171750,110400,24-04-2025 09:20,111.65,29773650,378300,24-04-2025 09:20,14.85,40610325,1693275
24-04-2025 09:20,24296.1,175725,110850,24-04-2025 09:20,114.25,29777625,373650,24-04-2025 09:20,14.6,40700475,1711425
24-04-2025 09:20,24298.4,172425,111750,24-04-2025 09:20,114.95,29778450,376200,24-04-2025 09:20,14.4,40718025,1841850
24-04-2025 09:20,24304.5,174525,113925,24-04-2025 09:20,117.1,29782050,371175,24-04-2025 09:20,13.9,40774575,1726725
24-04-2025 09:21,24303.3,167925,118875,24-04-2025 09:21,114,29827650,393000,24-04-2025 09:21,14.35,40801275,1802100
24-04-2025 09:21,24298.7,175575,119250,24-04-2025 09:21,114.7,29951550,404250,24-04-2025 09:21,14.55,40887825,1813425
