last_traded_time,n_buy_corr,n_sell_corr,n_tb_ts,ce_buy_corr,ce_sell_corr,ce_tb_ts,pe_buy_corr,pe_sell_corr,pe_tb_ts,n_buy_diff,n_sell_diff,ce_buy_diff,ce_sell_diff,pe_buy_diff,pe_sell_diff,n_bid_diff,n_ask_diff,ce_bid_diff,ce_ask_diff,pe_bid_diff,pe_ask_diff,percentage
25-03-2025 09:15,0.09818981067440018,0.48414763527076377,-0.36897091170220775,-0.11322710967059633,-0.7942432323358019,0.4973900845521588,0.7959151158712894,0.778436814235625,0.6600029245435651,-4500.0,-23400.0,314700.0,331875.0,239625.0,47100.0,-225.0,150.0,11400.0,0.0,975.0,-225.0,51.00581820951564
25-03-2025 09:20,-0.34015278012130934,-0.3958942351031059,0.05325423980796032,0.24458455865757653,-0.5441812551320209,-0.305669246499292,-0.15852048679352887,0.02409548293281242,-0.5287346818937446,6300.0,-1575.0,-2454225.0,156450.0,-28725.0,24825.0,1725.0,1200.0,-1050.0,1050.0,450.0,-150.0,28.834299632681677
25-03-2025 09:25,0.7003439727249414,-0.6505963644314979,-0.7486512562983242,0.9456844124892437,-0.5827908300605888,-0.6154480778409208,0.8101872730333441,-0.7484676959657274,-0.8839574008740623,33825.0,-7875.0,72000.0,11550.0,-75900.0,76950.0,-1800.0,3825.0,900.0,4425.0,75.0,-825.0,74.29030315242946
25-03-2025 09:30,0.7522759076394077,0.10577895836763089,0.038321612162430095,0.28910762779902766,0.14424518845171352,-0.3409913399268803,-0.6583857158632346,-0.8584129364119104,0.857968386408801,16275.0,-750.0,74700.0,150600.0,83250.0,84750.0,-75.0,1275.0,23400.0,1575.0,675.0,-150.0,44.949863033678184
25-03-2025 09:35,0.86336876421357,-0.8997207298439447,-0.778462226308471,0.9314270919487802,-0.5424102223726942,-0.5646878377975953,-0.5353144375032626,-0.8784757145596555,0.6261884140771788,18675.0,-20475.0,149025.0,-33450.0,120975.0,117525.0,75.0,-600.0,75.0,225.0,-150.0,-300.0,73.55617154027946
25-03-2025 09:40,0.3908494327402009,-0.2926282575778857,0.5596429582250327,0.32669722168941556,-0.03750832863696045,0.7195488204473504,0.05389787784806576,-0.5579886522514959,0.6350207964573134,17700.0,15075.0,638325.0,151875.0,73050.0,155400.0,600.0,0.0,1200.0,-3075.0,-150.0,375.0,39.70869273193023
25-03-2025 09:45,0.746836337358825,-0.6651555515403974,-0.30692560048955586,-0.27718705411261585,-0.7718923914658196,-0.10639583578845385,0.7328416249657116,-0.8694283610144937,-0.6234617033907549,9075.0,-8700.0,-478275.0,-191250.0,-95550.0,60150.0,-225.0,1950.0,1950.0,300.0,450.0,-2475.0,56.66804955696254
25-03-2025 09:50,0.4869047187046157,-0.6236419903860891,0.1331557541048957,-0.1605944817430259,-0.740196291478928,-0.004599334473231407,0.29298759562790516,-0.52325569386743,0.2382103842637225,12525.0,-7650.0,41925.0,-293100.0,-19275.0,112275.0,225.0,-975.0,0.0,-2250.0,525.0,-5850.0,35.59495827388716
25-03-2025 09:55,0.7282503359869741,0.49325333317106895,0.0894664811872797,-0.541367397515659,-0.937570813862936,0.33086578710777925,0.7889937342257534,-0.8321430355138447,-0.5301869957064097,-1200.0,79575.0,-190200.0,-118575.0,-15375.0,52950.0,-225.0,150.0,-150.0,-900.0,225.0,1125.0,58.5788657141967
25-03-2025 10:00,-0.5128122702022303,-0.8476891015553761,0.6125880457901294,0.8451827403244245,-0.9390928873085188,-0.8688984161631981,0.1526350610098106,-0.029174995269528943,0.41458714866830004,11100.0,27750.0,-94875.0,174525.0,30525.0,28725.0,-1425.0,-150.0,-225.0,-150.0,150.0,-675.0,58.02956295879462
25-03-2025 10:05,0.29194370600325975,-0.19504939941891988,0.4255396726897538,0.8527319915323556,-0.5928766050055161,-0.3548064934400842,0.749577172316591,-0.8581475411655043,-0.73918556156243,8550.0,4350.0,-60525.0,120150.0,49425.0,-89850.0,-750.0,150.0,-900.0,-375.0,675.0,300.0,56.220646034826835
25-03-2025 10:10,0.7997049559099418,-0.48885021620971386,-0.21616341506894968,0.7464532456774772,-0.7294678604887552,-0.2783801839587635,0.8480250493400316,-0.7674067567054819,-0.5544158502008751,-16350.0,8925.0,-121875.0,118725.0,77175.0,-194775.0,-300.0,-4725.0,-225.0,-375.0,-75.0,4575.0,60.320750372888774
25-03-2025 10:15,0.7779143990001246,0.30349678658400314,0.33798125140742125,0.8325121321192112,0.27793807852839736,-0.08289809373518996,0.825048839932827,-0.8370984410672864,-0.5737913993674242,44475.0,17175.0,161775.0,128250.0,-107850.0,111525.0,-4575.0,-75.0,0.0,-225.0,300.0,1650.0,53.87421579713205
25-03-2025 10:20,-0.17578483133369344,-0.10302995323251041,-0.4033438974422718,0.6533200306440051,-0.22183358301878195,-0.5557596106015946,-0.32362343184935655,-0.6161478756534792,0.7866504114499822,-6750.0,2850.0,55125.0,73725.0,34650.0,70425.0,-225.0,-300.0,600.0,-600.0,-825.0,-225.0,42.661040280285285
25-03-2025 10:25,0.40312423012707854,-0.7490083228079856,-0.35186875619696173,0.6049138221809479,-0.48020708257842876,-0.280104123541105,0.4444495637959751,-0.7514038690558166,-0.07368755281802929,11775.0,675.0,-6900.0,38400.0,33825.0,77475.0,-225.0,-300.0,3000.0,-525.0,225.0,0.0,45.98630359002588
25-03-2025 10:30,0.14369465225995723,-0.5219084771405005,-0.2307387397605677,0.2180512633928218,-0.16528521575968688,0.41677520584396066,0.26621501412558757,0.06587798204116041,-0.5559414032079462,-16725.0,8175.0,15450.0,38625.0,2400.0,44400.0,-600.0,675.0,1125.0,450.0,75.0,-1200.0,28.716532817024316
25-03-2025 10:35,0.6839974879618667,-0.6835516437713312,-0.6665322456005622,0.9070203094771337,0.6064271884885793,0.32724361739357094,-0.30246877170753333,-0.9203572116276121,0.5382703396902603,26550.0,11700.0,-57825.0,-96450.0,-128025.0,-246825.0,4275.0,0.0,150.0,300.0,450.0,150.0,62.620764619093904
25-03-2025 10:40,0.8476403579287025,-0.7767242595514143,-0.5917060599100948,0.7106607880195203,0.06558761826325392,-0.06418031119882915,0.6569176808583648,-0.4004884798870185,-0.1599541488063645,29850.0,2100.0,40500.0,142350.0,5325.0,61500.0,-825.0,-450.0,-1275.0,-1875.0,450.0,-150.0,47.4873300491507
25-03-2025 10:45,-0.11314724690672524,-0.6485443846556304,0.01607225309745829,0.8048978438843527,-0.8276463500598588,-0.5796289917202974,0.2816760552956027,-0.4721197077521007,0.20106674666877544,3075.0,8400.0,-122325.0,140850.0,73575.0,29700.0,300.0,225.0,-1050.0,-2625.0,375.0,0.0,43.8311064448978
25-03-2025 10:50,0.8790409183305813,0.05943948932090814,0.2556885897456173,-0.5336592532156916,-0.8435308961387689,0.8267088080885645,0.20777319668694716,-0.03904721746300402,-0.628311719589101,-32550.0,-2100.0,96000.0,41475.0,5625.0,22500.0,75.0,-675.0,-675.0,75.0,2175.0,150.0,47.480000984213156
25-03-2025 10:55,0.7554087081763887,0.13351335908614698,-0.2654827583112714,0.8873424570433204,-0.28435460783114064,-0.08439406068982658,0.10664217712965358,-0.6457126320854983,0.5767587750296097,-62250.0,115500.0,-178725.0,-99450.0,-67200.0,-290850.0,300.0,375.0,-1500.0,-150.0,-300.0,300.0,41.55121705980951
25-03-2025 11:00,0.11558803401154524,-0.366237638850881,0.257463631036715,0.07439134709743163,-0.5115313571482609,0.6797504607945415,0.5900238878412297,-0.5478939281304477,-0.5137910617363917,9450.0,27525.0,100425.0,96300.0,-14700.0,74250.0,-300.0,-75.0,525.0,900.0,225.0,75.0,40.62968162941605
25-03-2025 11:05,0.1947414293368588,-0.699402376340987,0.37928779290921993,0.9308784572701034,-0.7386536499907608,-0.6683629797347955,0.757270654646803,-0.8853106302426698,-0.5761994655797879,-4725.0,9675.0,-103800.0,49425.0,49575.0,-32025.0,750.0,0.0,-450.0,-375.0,-375.0,1350.0,64.77897151168874
25-03-2025 11:10,0.32164917627798156,0.01981264638657838,-0.44022049084832987,0.5705629900569152,-0.2649273323555555,0.4269197061345984,0.7375208663369831,-0.3882186287394953,-0.1631332047525671,9150.0,675.0,85875.0,61650.0,-27150.0,54375.0,-300.0,-375.0,450.0,-300.0,150.0,-225.0,37.03294490987783
25-03-2025 11:15,0.3810262849455485,-0.4430058999799728,-0.5197463507922863,0.8105978634376024,-0.7185707777938308,-0.4944990359214425,0.8613880207965064,-0.8651523709163824,-0.8449956406358371,6675.0,1275.0,14175.0,11175.0,-17625.0,28275.0,225.0,-300.0,-375.0,1050.0,75.0,450.0,65.988691613549
25-03-2025 11:20,0.7508175514989835,-0.5419437648592962,-0.3965936265365464,0.8417499066047769,-0.9048038607140095,-0.7946032272782363,-0.06799507963907102,-0.8075397876251288,-0.13975833985719305,-15750.0,6675.0,-93900.0,129975.0,4725.0,-66975.0,900.0,-300.0,27825.0,1350.0,-150.0,525.0,58.28672382903603
25-03-2025 11:25,0.7132967984048941,0.04769525609964743,0.21331619481709754,0.8317778086082214,-0.5908291774708094,-0.5003188143502066,0.10691564160006811,-0.5596073111393634,0.14432029905451316,-6000.0,-3975.0,-29775.0,16275.0,-12975.0,-14550.0,-75.0,-1125.0,-675.0,450.0,75.0,75.0,41.20085890605357
25-03-2025 11:30,0.6686518031606867,-0.42773532349414967,-0.3583513898670679,0.8111259141871274,-0.8352780201543418,-0.5966034714533693,0.6603373379353539,-0.9053403704746184,-0.6798802036974976,11325.0,-1500.0,60900.0,-31650.0,-9825.0,24825.0,450.0,975.0,-600.0,-150.0,450.0,-600.0,66.03670927138015
25-03-2025 11:35,0.8796683139359561,-0.7726944427034355,-0.6454901828963704,0.8831288666898229,-0.6692168517557668,-0.6600477901632246,0.8311113572421639,-0.8960232326889904,-0.7996287206113674,-21600.0,7500.0,-98325.0,126075.0,1950.0,-54000.0,450.0,0.0,-1050.0,-825.0,-600.0,-75.0,78.18899731874552
25-03-2025 11:40,0.9126931283423584,-0.022979028424002183,0.04140602646647204,0.8319816778002449,-0.8246673061176337,-0.6825595815548091,0.45752777750676765,-0.6957828585768367,-0.26512504567968553,-10950.0,-9000.0,6675.0,37350.0,-12150.0,-17025.0,825.0,75.0,-1950.0,-1425.0,300.0,375.0,52.608027005209
