last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
19-03-2025 09:15,31.85,39.25,32.8,44475,-725.75,37575,95325,N,39300,N,10.99,22918.15,22950,18.85,18.2,18.35,24975,-74.9,39450,1180725,N,310950,N,9.89,-13.6,-13.8,-13.95,-2250,-76.9,39525,677175,N,249525,N,-4.68
19-03-2025 09:20,-64.6,-65,-64.7,153525,-695.7,41475,28725,N,27225,N,-9.11,22948,22883.4,-29.65,-29.35,-29.4,94050,-61.8,43200,-217200,YES,437025,YES,-3.65,40.15,40.1,40.2,-32925,-92.8,40200,69675,N,-107700,YES,10.14
19-03-2025 09:25,31.65,35.05,34,12975,-772.85,38025,53100,Y,13350,N,-5.51,22883.25,22914.9,10.1,11.3,11.35,-15300,-62.15,47250,461550,Y,189300,N,-3.31,-24.5,-26.4,-26.5,-20100,-101.45,45525,-136875,Y,232950,Y,3.35
19-03-2025 09:30,-7.9,-8.65,-7.15,13200,-825.6,37350,8325,N,1950,Y,-0.37,22913.4,22905.5,-3.5,-4.05,-4.1,23925,-68.7,54675,54975,N,189000,N,-1.08,4.15,4.55,4.55,-49125,-90.95,43575,115650,YES,101550,N,-0.42
19-03-2025 09:35,-25.75,-26.05,-25.6,-4650,-861.95,43275,6300,N,14925,N,-5.2,22905.55,22879.8,-9.15,-8.95,-9,35925,-57.35,50250,-10500,YES,195750,N,-2.48,14.3,14.7,14.65,7575,-106.35,41175,-7950,Y,-17325,YES,2.76
19-03-2025 09:40,48.5,42.5,39,-37125,-958,29475,14475,N,-7275,Y,-0.89,22876.5,22925,17.85,17.1,17.1,-24375,-59.8,46350,194550,Y,-113625,Y,-0.86,-28.55,-28.3,-28.25,-10725,-100.25,42900,-47775,Y,152475,Y,0.23
19-03-2025 09:45,8.3,5.15,8.3,51375,-815.85,33000,14100,N,97725,YES,1.34,22925,22933.3,0.85,1.5,1.45,-162825,-70.75,49500,175725,N,167100,YES,0.54,-3.55,-3.9,-3.9,12150,-77.55,40725,263100,YES,173775,Y,-1.92
19-03-2025 09:50,-12.1,-7,-9.65,-975,-695.35,32850,-62250,YES,8475,N,1.09,22933.3,22921.2,-3.4,-2.75,-2.85,24750,-69.6,47025,19050,N,141300,N,0.47,4.55,4.3,4.3,59175,-77.4,42150,86250,N,93300,N,-1.58
19-03-2025 09:55,3.9,-0.45,3.7,72525,-687.75,33375,12300,Y,3450,N,0.36,22921.1,22925,1.5,-0.2,-0.2,9300,-66.85,47550,116325,Y,298650,YES,-0.04,-4.7,-2.35,-2.3,-51600,-75.85,41775,17325,N,106950,N,-0.99
19-03-2025 10:00,-2,2.2,2.8,-201825,-813.6,29100,18375,N,2025,Y,0.84,22925,22923,0.1,0.15,0.15,60075,-70.6,50550,90525,N,13200,N,0.29,-0.45,-0.75,-0.75,300,-75.95,43725,53400,YES,225825,Y,-1.1
19-03-2025 10:05,-19.05,-20.1,-19.2,28575,-933.95,24975,26850,N,-41175,Y,0.09,22923,22903.95,-10.5,-10.4,-10.4,39375,-68.85,47850,-433050,YES,133500,YES,-0.08,14.8,14.35,14.25,-155100,-81.15,45675,67575,N,-299925,YES,-0.64
19-03-2025 10:10,24.45,24.45,24.25,-825,-859.65,29625,7200,N,-15000,YES,-0.12,22901.05,22925.5,15.4,14.1,14.05,-10800,-61.35,48375,432525,Y,-73050,Y,-0.13,-20.55,-19.35,-19.45,45525,-85.8,42900,-115125,Y,263025,Y,-0.6
19-03-2025 10:15,31,33.3,35,-82275,-815.05,33075,64200,Y,-93000,Y,3.46,22925.5,22956.5,16.6,17.35,17.35,-52275,-73.7,45750,197100,N,-814350,Y,1.62,-17.05,-17.25,-17.25,79125,-67.1,45225,-71475,YES,267675,N,-2.37
19-03-2025 10:20,11,10.25,11,-24375,-720.5,31125,14400,N,-5925,YES,1.96,22960,22971,7.85,8.55,8.65,-19500,-76.65,45375,244425,Y,-332250,YES,1.38,-4.95,-5.15,-5.25,-161550,-61.2,45750,-129825,Y,194700,N,-1.78
