last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,datetime,open,high,low,close,volume
16-01-2025 09:25,8,494275,493,363150,857550,11.95,8.95,-494400,-2332.85,56425,50700,N,-66100,N,23393.66,23391,23399,23404.7,23384.1,16-01-2025 09:30,-3.35,40180950,491,8154375,7377375,-3.55,-3.6,777000,-75.8,190950,4067250,N,1570725,N,21.8,18.45,23.25,14.55,19.15,16-01-2025 09:30,-21.1,13321725,508,860100,627525,-21.4,-21.2,232575,-243.45,124500,4935750,N,516675,N,104.7,83.6,104.7,82.25,93.86,16-01-2025 09:25,23377.25,23391.65,23315.75,23348.3,0
16-01-2025 09:30,16.1,368625,526,290300,440175,20,15.65,-149875,-2507.35,55200,30000,N,199300,YES,23396.34,23396.4,23412.5,23419,23384.1,16-01-2025 09:35,0.5,38252925,513,10314750,9867675,0.5,0.55,447075,-77.4,223725,1858050,N,1191675,N,18.45,18.95,21.35,14.55,19.06,16-01-2025 09:35,-12.85,14947350,540,976425,693000,-12.45,-12.5,283425,-244.55,134250,867900,N,471900,N,94.45,81.6,99.25,76.3,91.02,16-01-2025 09:30,23335.5,23358.35,23319.45,23348.25,0
16-01-2025 09:35,2.9,281350,517,337225,489950,5.05,2.95,-152725,-2380.8,58575,15100,N,218025,N,23396.66,23391,23393.9,23419,23385.95,16-01-2025 09:40,0.7,34517100,511,12248700,11684325,0.75,0.75,564375,-76.35,240375,717675,N,1175850,N,15.25,15.95,20.55,14.85,18.68,16-01-2025 09:40,-1,15039750,538,867975,860850,-0.75,-0.85,7125,-239.4,137250,471750,N,259350,N,95.95,94.95,97.8,76.3,90.92,16-01-2025 09:35,23328.9,23358.35,23328.9,23334.8,0
16-01-2025 09:40,-17.7,294875,518,337825,381675,-16.65,-16.7,-43850,-2179.6,56575,15675,N,208275,N,23395.7,23401,23383.3,23419,23380.2,16-01-2025 09:45,-4.15,33529050,532,15257025,14213625,-4.15,-4.15,1043400,-75.4,257175,-84675,YES,1235025,YES,18.05,13.9,20.55,13.3,18.16,16-01-2025 09:45,18.55,16757325,537,930000,801975,18.25,18.3,128025,-249.45,134175,153300,N,66000,N,83.85,102.4,107.5,76.3,93.06,16-01-2025 09:40,23348.4,23358.35,23319.8,23326.6,0
16-01-2025 09:45,-38.3,246275,504,282575,364225,-38,-39.8,-81650,-1906.25,55125,-3025,YES,22525,N,23394.21,23411,23372.7,23413.85,23372.4,16-01-2025 09:50,-6.5,29180100,539,18943350,17602425,-6.45,-6.45,1340925,-69.7,265275,-735525,YES,1287975,YES,18.9,12.4,19.1,12.4,17.7,16-01-2025 09:50,27.2,16836450,539,841725,871425,27.5,27.5,-29700,-271.8,128850,-434400,Y,-153825,YES,81.75,108.95,111.7,80,94.89,16-01-2025 09:45,23348.95,23351.85,23312.95,23316.6,0
16-01-2025 09:50,-25.65,238750,506,192800,229625,-27.45,-24.7,-36825,-2198.2,48900,15675,N,17850,N,23392.83,23393.05,23367.4,23394.1,23365.6,16-01-2025 09:55,-4.9,25109400,541,22217925,22467300,-4.85,-4.85,-249375,-63.7,264000,-485475,Y,735225,N,16,11.1,16.05,10.9,17.29,16-01-2025 09:55,22.35,16104525,541,877500,770400,22.5,22.65,107100,-291.15,126375,-531075,Y,-165825,YES,95.1,117.45,118.1,93.75,96.82,16-01-2025 09:50,23335,23337.5,23304.9,23306.9,0
16-01-2025 09:55,-11.2,218375,507,209000,181250,-11.75,-11.2,27750,-2400.6,49100,20900,N,11900,N,23391.41,23383.3,23372.1,23389.95,23356,16-01-2025 10:00,-1.45,23520675,542,27277875,27772500,-1.3,-1.3,-494625,-62.5,258000,133050,Y,234900,N,13.95,12.5,14.5,10.9,16.87,16-01-2025 10:00,15.25,15432075,542,805050,784500,15.3,15.4,20550,-305.8,126900,-680475,Y,-305175,YES,101,116.25,129.5,98.25,99.69,16-01-2025 09:55,23326.3,23331,23294.9,23310.85,0
16-01-2025 10:00,-12.4,178925,500,223325,243950,-12.4,-10.45,-20625,-2366.3,48300,20450,N,13775,N,23390.75,23372.4,23360,23385,23356,16-01-2025 10:05,-1.15,25152750,541,29457000,29832150,-1.05,-1.05,-375150,-63.35,267375,3975,N,-149475,Y,12.35,11.2,14.45,10.9,16.51,16-01-2025 10:05,15.65,14825925,541,869400,809325,15.85,15.8,60075,-314.8,129075,-177150,YES,-232200,Y,109.4,125.05,129.5,103.6,101.11,16-01-2025 10:00,23317,23325.05,23294.9,23301.35,0
16-01-2025 10:05,-0.4,132175,482,218575,309000,-2.7,-1.9,-90425,-2017.05,47550,16250,N,-1250,Y,23390.17,23365.6,23365.2,23385,23356,16-01-2025 10:10,0.5,22725900,541,32504700,31052925,0.5,0.5,1451775,-64.2,272700,324975,Y,11550,YES,11,11.5,14.45,10.95,16.32,16-01-2025 10:10,4.95,12654675,536,803700,812550,5.1,5.1,-8850,-318.05,126600,-140775,YES,-17775,Y,118.3,123.25,129.5,105.4,102.12,16-01-2025 10:05,23307.05,23325.05,23294.9,23303.8,0
16-01-2025 10:10,0.8,104300,467,211000,319650,2.1,1.65,-108650,-2035.5,44325,375,YES,-1275,Y,23389.61,23372.1,23372.9,23385,23357.5,16-01-2025 10:15,-0.9,19881525,541,33236850,29870325,-0.8,-0.8,3366525,-65.75,276000,-52125,YES,70425,YES,12.55,11.65,14.45,10.35,16.1,16-01-2025 10:15,1.55,9656400,536,760350,801600,1.85,1.75,-41250,-313.6,128100,-28125,YES,3600,Y,116.35,117.9,130.15,105.4,103.06,16-01-2025 10:10,23310.2,23325.05,23290.7,23308,0
