datetime,open,high,low,close,volume
2024-12-13 09:15:00,24498.35,24520.8,24469.45,24470.45,0
2024-12-13 09:20:00,24470.0,24475.55,24419.05,24419.65,0
2024-12-13 09:25:00,24418.85,24440.9,24405.9,24419.25,0
2024-12-13 09:30:00,24418.7,24426.0,24382.4,24391.85,0
2024-12-13 09:35:00,24391.1,24408.9,24380.0,24389.15,0
2024-12-13 09:40:00,24388.6,24407.25,24385.0,24397.85,0
2024-12-13 09:45:00,24398.3,24398.3,24365.8,24389.8,0
2024-12-13 09:50:00,24388.7,24389.65,24369.1,24373.4,0
2024-12-13 09:55:00,24373.4,24395.15,24370.5,24380.65,0
2024-12-13 10:00:00,24382.45,24399.9,24372.95,24395.85,0
2024-12-13 10:05:00,24395.2,24397.35,24353.1,24354.6,0
2024-12-13 10:10:00,24353.7,24358.05,24343.7,24353.1,0
2024-12-13 10:15:00,24353.05,24353.15,24299.6,24302.5,0
2024-12-13 10:20:00,24302.8,24303.95,24245.35,24257.6,0
2024-12-13 10:25:00,24257.6,24276.9,24251.75,24264.95,0
2024-12-13 10:30:00,24264.8,24265.9,24191.5,24210.25,0
2024-12-13 10:35:00,24210.05,24235.95,24206.2,24212.45,0
2024-12-13 10:40:00,24212.75,24234.05,24197.85,24233.15,0
2024-12-13 10:45:00,24233.7,24233.7,24180.8,24217.9,0
2024-12-13 10:50:00,24217.65,24251.65,24212.3,24230.15,0
2024-12-13 10:55:00,24230.4,24273.0,24225.9,24260.0,0
2024-12-13 11:00:00,24259.75,24269.85,24246.7,24259.7,0
2024-12-13 11:05:00,24259.3,24267.3,24236.6,24252.35,0
2024-12-13 11:10:00,24252.35,24343.0,24247.75,24278.95,0
2024-12-13 11:15:00,24279.45,24323.0,24266.85,24317.25,0
2024-12-13 11:20:00,24318.9,24322.15,24286.65,24301.35,0
2024-12-13 11:25:00,24301.35,24341.35,24296.35,24299.2,0
2024-12-13 11:30:00,24299.9,24359.85,24293.5,24355.15,0
2024-12-13 11:35:00,24356.15,24375.45,24330.3,24345.4,0
2024-12-13 11:40:00,24345.65,24376.2,24333.0,24364.75,0
2024-12-13 11:45:00,24364.95,24378.5,24357.0,24372.7,0
2024-12-13 11:50:00,24371.85,24417.6,24370.5,24417.6,0
2024-12-13 11:55:00,24418.3,24552.8,24418.3,24545.3,0
2024-12-13 12:00:00,24545.65,24598.8,24510.45,24542.4,0
2024-12-13 12:05:00,24542.85,24543.2,24505.05,24530.7,0
2024-12-13 12:10:00,24530.65,24572.0,24508.8,24560.45,0
2024-12-13 12:15:00,24560.95,24594.45,24544.05,24594.05,0
2024-12-13 12:20:00,24597.3,24598.9,24563.8,24577.55,0
2024-12-13 12:25:00,24578.05,24615.55,24570.7,24584.2,0
2024-12-13 12:30:00,24585.15,24587.15,24519.95,24538.4,0
2024-12-13 12:35:00,24538.35,24559.0,24519.6,24549.1,0
2024-12-13 12:40:00,24550.7,24551.1,24520.6,24528.95,0
2024-12-13 12:45:00,24528.8,24560.2,24497.9,24558.2,0
2024-12-13 12:50:00,24558.1,24577.05,24551.3,24572.25,0
2024-12-13 12:55:00,24572.1,24635.05,24568.0,24634.7,0
2024-12-13 13:00:00,24635.45,24688.2,24634.5,24667.95,0
2024-12-13 13:05:00,24670.15,24678.9,24657.3,24663.95,0
2024-12-13 13:10:00,24666.1,24673.5,24627.3,24640.15,0
2024-12-13 13:15:00,24642.65,24652.85,24603.4,24608.35,0
2024-12-13 13:20:00,24608.45,24640.6,24574.8,24636.4,0
2024-12-13 13:25:00,24636.9,24663.9,24635.2,24663.9,0
2024-12-13 13:30:00,24664.85,24680.35,24645.95,24669.75,0
2024-12-13 13:35:00,24672.15,24707.7,24669.05,24705.25,0
2024-12-13 13:40:00,24705.8,24736.35,24693.15,24720.75,0
2024-12-13 13:45:00,24722.1,24748.65,24719.2,24737.5,0
2024-12-13 13:50:00,24738.95,24757.9,24720.55,24720.95,0
2024-12-13 13:55:00,24722.25,24739.9,24707.7,24737.9,0
2024-12-13 14:00:00,24739.15,24753.45,24729.65,24736.0,0
2024-12-13 14:05:00,24736.3,24743.25,24713.9,24739.25,0
2024-12-13 14:10:00,24739.75,24746.25,24722.7,24727.75,0
2024-12-13 14:15:00,24727.35,24749.55,24722.0,24746.35,0
2024-12-13 14:20:00,24746.45,24751.2,24732.4,24740.95,0
2024-12-13 14:25:00,24742.8,24771.3,24736.7,24759.3,0
2024-12-13 14:30:00,24757.8,24778.05,24753.5,24759.2,0
2024-12-13 14:35:00,24759.5,24765.6,24718.35,24732.6,0
2024-12-13 14:40:00,24733.05,24747.45,24715.0,24738.45,0
2024-12-13 14:45:00,24738.75,24738.75,24709.7,24716.25,0
2024-12-13 14:50:00,24715.6,24733.25,24705.85,24733.25,0
2024-12-13 14:55:00,24728.6,24748.85,24728.0,24745.15,0
2024-12-13 15:00:00,24744.85,24750.8,24735.9,24743.8,0
2024-12-13 15:05:00,24744.15,24788.95,24743.95,24787.5,0
2024-12-13 15:10:00,24788.45,24790.25,24764.6,24771.45,0
2024-12-13 15:15:00,24772.15,24773.7,24761.05,24772.8,0
2024-12-13 15:20:00,24772.3,24792.3,24769.45,24790.05,0
2024-12-13 15:25:00,24790.9,24790.9,24778.85,24781.3,0
