last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price
2025-01-14 09:15:00,-3.5500000000000114,3955425.0,163,421425,183225,-3.6000000000000085,-3.6000000000000085,238200,-79.65000000000873,33675,481275.0,N,205425.0,N,101.65,98.1,105.45,97.45,102.06
2025-01-14 09:20:00,-1.5499999999999972,4209150.0,180,301725,303600,-1.5,-1.5,-1875,-80.00000000000728,46350,-1638825.0,Y,179850.0,N,98.75,97.2,104.05,91.05,98.88
2025-01-14 09:25:00,8.099999999999994,6938025.0,180,310650,384600,8.399999999999991,8.400000000000006,-73950,-88.50000000000728,44400,2237475.0,YES,63000.0,N,97.95,106.05,109.8,93.7,100.76
2025-01-14 09:30:00,12.900000000000006,6149025.0,180,272400,239850,11.5,11.549999999999997,32550,-92.69999999999709,39675,347925.0,N,-95925.0,YES,107.0,119.9,119.9,104.25,103.59
2025-01-14 09:35:00,2.5,5786850.0,179,221400,177600,3.0,3.049999999999997,43800,-97.50000000000728,36750,-90300.0,Y,215400.0,Y,119.65,122.15,124.4,112.2,106.71
2025-01-14 09:40:00,-1.7000000000000028,6601950.0,181,193725,193575,-2.8500000000000085,-2.950000000000003,150,-106.85000000000582,39150,-81300.0,N,34950.0,N,121.95,120.25,131.0,116.25,110.27
2025-01-14 09:45:00,-19.650000000000006,5283975.0,180,201525,259125,-18.950000000000003,-18.950000000000003,-57600,-87.40000000000146,38025,-84675.0,Y,123750.0,Y,120.4,100.75,125.4,97.6,110.14
2025-01-14 09:50:00,14.399999999999991,4254450.0,180,314025,293400,12.350000000000009,12.25,20625,-90.24999999999272,40350,141150.0,YES,4650.0,N,101.95,116.35,116.35,98.85,109.73
2025-01-14 09:55:00,-11.150000000000006,6098925.0,178,199275,222375,-11.5,-11.600000000000009,-23100,-89.94999999999709,36375,-145725.0,Y,129825.0,Y,117.2,106.05,126.2,100.7,110.61
2025-01-14 10:00:00,12.400000000000006,5504325.0,180,242250,330750,12.349999999999994,12.300000000000011,-88500,-100.79999999999563,38850,123300.0,YES,74925.0,N,106.05,118.45,124.7,104.3,111.25
