last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price
2025-06-24 09:15:00,23.749999999999986,23.950000000000003,23.69999999999999,-65325,-180.5,53100,-2194950.0,N,310875.0,N,123.2,146.95,167.3,123.2,27.41000000000001
2025-06-24 09:20:00,-6.799999999999983,-5.849999999999994,-5.75,32325,-184.14999999999418,58275,-29625.0,Y,336150.0,YES,149.85,143.05,157.0,141.3,2.440000000000026
2025-06-24 09:25:00,-19.150000000000006,-18.950000000000017,-18.85000000000001,-29400,-151.65000000000873,61275,-97425.0,YES,102525.0,N,142.75,123.6,143.65,123.3,-3.3799999999999955
2025-06-24 09:30:00,5.1499999999999915,5.400000000000006,5.400000000000006,55275,-143.70000000001164,61125,129075.0,Y,145425.0,YES,124.2,129.35,130.7,119.65,-2.5200000000000102
2025-06-24 09:35:00,-19.349999999999994,-20.150000000000006,-20.200000000000017,45300,-139.6999999999971,65625,58875.0,N,111300.0,N,129.45,110.1,130.4,102.05,-6.039999999999992
2025-06-24 09:40:00,3.5999999999999943,3.5,3.3999999999999915,6000,-133.25,65625,-122100.0,YES,171675.0,YES,109.4,113.0,122.05,106.75,-2.4700000000000273
2025-06-24 09:45:00,-11.0,-10.949999999999989,-10.899999999999991,-111150,-123.59999999999127,64275,-45675.0,Y,171750.0,N,112.55,101.55,114.55,93.95,-3.1599999999999966
2025-06-24 09:50:00,11.050000000000011,11.950000000000003,12.0,-184200,-127.70000000000437,66375,139125.0,Y,-72900.0,Y,101.85,112.9,113.95,101.2,-1.7000000000000028
2025-06-24 09:55:00,18.55000000000001,19.450000000000003,19.55000000000001,30750,-150.75,61050,104250.0,N,-324825.0,Y,114.25,132.8,141.15,111.4,0.1799999999999926
2025-06-24 10:00:00,9.25,8.900000000000006,8.900000000000006,-48975,-161.39999999999418,61950,-112500.0,YES,-83175.0,YES,132.6,141.85,149.35,129.05,1.5700000000000074
2025-06-24 10:05:00,-4.699999999999989,-4.700000000000017,-4.649999999999977,-825,-164.64999999999418,59775,45300.0,Y,154575.0,YES,142.0,137.3,146.3,130.7,0.5599999999999881
2025-06-24 10:10:00,16.099999999999994,16.400000000000006,16.44999999999999,-15150,-173.25,63075,-26850.0,YES,-435225.0,Y,137.05,153.15,161.5,135.75,1.9399999999999977
2025-06-24 10:15:00,1.049999999999983,0.75,0.700000000000017,-1950,-181.4499999999971,63225,-26250.0,N,-71250.0,YES,153.3,154.35,170.35,151.3,1.7099999999999795
2025-06-24 10:20:00,-7.0,-5.800000000000011,-5.799999999999983,15675,-171.75,59550,-29925.0,YES,91200.0,YES,155.0,148.0,156.0,133.05,0.6700000000000159
2025-06-24 10:25:00,5.099999999999994,4.900000000000006,4.949999999999989,23625,-170.74999999998545,59625,58200.0,Y,28800.0,N,148.75,153.85,155.8,143.5,0.3599999999999852
2025-06-24 10:30:00,-8.599999999999994,-8.900000000000006,-9.0,13425,-178.20000000001164,61950,-108450.0,YES,-4500.0,Y,153.9,145.3,164.25,145.3,0.6899999999999977
2025-06-24 10:35:00,-2.1999999999999886,-2.3499999999999943,-2.25,-32775,-168.25,63000,124050.0,Y,104775.0,YES,146.75,144.55,151.4,141.15,0.2599999999999909
2025-06-24 10:40:00,-1.8000000000000114,-2.3000000000000114,-2.1999999999999886,115350,-164.10000000000582,62475,-48600.0,YES,-38700.0,Y,145.8,144.0,155.0,131.05,0.21999999999999886
2025-06-24 10:45:00,-9.149999999999977,-9.150000000000006,-9.199999999999989,-82125,-162.90000000000873,59775,-52725.0,YES,69825.0,YES,143.7,134.55,147.0,133.9,0.13000000000002387
2025-06-24 10:50:00,7.300000000000011,8.050000000000011,8.099999999999994,-525,-148.8000000000029,62325,-3450.0,Y,-23775.0,Y,135.0,142.3,144.15,117.65,-0.14000000000001478
2025-06-24 10:55:00,8.150000000000006,8.799999999999983,8.75,20925,-164.4499999999971,64500,93600.0,Y,24675.0,YES,141.15,149.3,152.15,137.75,0.3300000000000125
2025-06-24 11:00:00,9.550000000000011,9.849999999999994,9.900000000000006,-45225,-179.1999999999971,59325,-9525.0,YES,-148050.0,Y,149.45,159.0,160.5,147.0,0.5300000000000011
2025-06-24 11:05:00,20.5,20.69999999999999,20.650000000000006,4800,-204.89999999999418,64350,10650.0,Y,-255900.0,Y,158.55,179.05,188.05,158.4,1.8199999999999932
2025-06-24 11:10:00,-3.4499999999999886,-3.8000000000000114,-3.8000000000000114,25950,-203.0500000000029,60300,-100275.0,YES,57600.0,YES,178.25,174.8,182.4,167.85,0.9000000000000057
2025-06-24 11:15:00,-4.450000000000017,-4.099999999999994,-4.150000000000006,-33975,-206.09999999999127,62700,-23850.0,Y,3450.0,N,173.9,169.45,191.9,161.55,0.9799999999999898
