last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,timestamp,cur_open,prev_open,prev_close,pre_prev_close,nifty_cur_open,nifty_prev_open,nifty_prev_close,nifty_pre_prev_close,ce_symbol,ce_cur_open,ce_prev_open,ce_prev_close,ce_pre_prev_close,pe_symbol,pe_cur_open,pe_prev_open,pe_prev_close,pe_pre_prev_close
14-08-2025 09:15,4.7,76650,133,131550,90525,2.9,0.7,41025,-822.2,28050,-7275,N,89475,N,24714.1,24704.9,24709.6,24722.8,24704.9,14-08-2025 09:15,-0.75,11466225,177,327000,367200,-0.95,-0.95,-40200,-90.85,45600,2245350,N,612825,N,73.3,72.55,84.85,70.55,78.97,14-08-2025 09:15,-0.85,20389800,170,1718025,769275,-1.55,-1.55,948750,-42.4,59400,3306150,N,740550,N,36.85,36,38.35,29.5,33.47,,,,,,,,,,,,,,,,,,,
14-08-2025 09:20,7.7,150750,198,152850,213225,4,1.1,-60375,-1506.6,55800,47700,Y,-2400,Y,24704.88,24702.3,24710,24719.5,24681.1,14-08-2025 09:20,1.5,23248875,258,613575,581625,1.5,1.5,31950,-95.35,69900,1098150,N,257850,N,72.85,74.35,82.1,60.1,72.94,14-08-2025 09:20,-1.15,41917050,254,1501050,1441725,-1.1,-1.1,59325,-64.25,86850,453375,N,1074075,Y,35.65,34.5,47,31.7,37.33,14-08-2025 09:20,24636,24640.15,24636.2,24642.2,24710,24701.7,24709,24709.6,NIFTY2581424500CE,152,150.45,151.35,150.5,NIFTY2581424700PE,87.9,89.7,88.25,89.95
14-08-2025 09:25,3.3,54150,138,105150,207300,3.1,2.8,-102150,-1285.7,47475,40350,N,19425,YES,24704.34,24706.2,24709.5,24711,24691,14-08-2025 09:25,-1.35,11818575,257,768975,644850,-0.95,-1,124125,-97.25,70350,347250,N,501975,YES,73.55,72.2,75.1,63.2,72.28,14-08-2025 09:25,-0.4,23693400,254,1609725,1490850,-0.3,-0.3,118875,-60.65,88200,304425,N,684450,N,34.9,34.5,44,34,37.64,14-08-2025 09:25,24634,24636,24634.55,24636.2,24709.5,24710,24708.1,24709,NIFTY2581424500CE,150.7,152,151.1,151.35,NIFTY2581424700PE,88.4,87.9,88.05,88.25
14-08-2025 09:30,-22.5,67350,145,69975,82050,-22.7,-17.2,-12075,-1465.8,39000,4650,N,7350,N,24703.59,24708,24685.5,24714.5,24685.1,14-08-2025 09:30,-15.5,16261650,227,1568625,895050,-15.85,-15.85,673575,-92.55,72375,-31125,YES,484200,N,72.35,56.85,74.7,55.8,70.56,14-08-2025 09:30,3.7,26813700,250,2078925,1745625,4,4,333300,-56.25,95700,201600,N,421125,N,34.25,37.95,39.3,30.25,37.04,14-08-2025 09:30,24617.25,24634,24618.25,24634.55,24685.5,24709.5,24691.8,24708.1,NIFTY2581424500CE,132.05,150.7,132.9,151.1,NIFTY2581424700PE,99.45,88.4,98.8,88.05
14-08-2025 09:35,26.9,77025,162,107400,121425,28.4,23.3,-14025,-1619.1,51000,2100,YES,-9375,Y,24702.72,24685.1,24712,24715,24685,14-08-2025 09:35,18.15,17513775,263,765075,778500,18.8,18.8,-13425,-84.05,80175,487950,Y,-555150,Y,56.25,74.4,75.3,56,69.29,14-08-2025 09:35,-11.5,25496475,269,2787750,1852350,-11.75,-11.8,935400,-54,102225,-1080150,Y,820800,Y,38.1,26.6,38.65,26.35,36.38,14-08-2025 09:35,24648,24617.25,24648,24618.25,24714.8,24685.5,24714.8,24691.8,NIFTY2581424500CE,157.55,132.05,158.5,132.9,NIFTY2581424600PE,26.6,38.35,26.35,37.95
14-08-2025 09:40,18,96000,165,90975,114750,17.8,15,-23775,-1542.8,42225,6900,N,900,N,24706.53,24712,24730,24736.9,24706,14-08-2025 09:40,14.45,24715425,336,764700,808800,13.95,14,-44100,-111.85,71925,-1289025,YES,-206850,YES,74,88.45,92.45,66.4,72.01,14-08-2025 09:40,-4,27851475,332,4250700,4150650,-3.85,-3.8,100050,-46.5,128850,-399000,YES,290850,N,26.6,22.6,29.25,21.1,34.46,14-08-2025 09:40,24657.55,24647.65,24657.55,24648,24730,24714.8,24730,24714.8,NIFTY2581424600CE,88.15,74.4,88.15,75.05,NIFTY2581424800PE,144.25,160,144,159.3
14-08-2025 09:45,6,334275,173,194625,2573775,5.6,3.7,-2379150,-1042.1,43125,10875,N,75000,YES,24719.5,24726.9,24732.9,24748.3,24726.1,14-08-2025 09:45,2.25,18657600,360,608475,555825,2.55,2.65,52650,-123.95,71400,-108450,Y,-231600,Y,88.15,90.4,100.7,86.2,75.14,14-08-2025 09:45,-0.55,20411175,360,5251200,5817975,-0.6,-0.55,-566775,-41.3,116625,-261150,YES,521850,Y,22.5,21.95,23.15,20.05,33.12,14-08-2025 09:45,24658.05,24657.1,24658.05,24657.55,24732.9,24726.5,24733.7,24730,NIFTY2581424600CE,90.4,88.15,90.75,88.15,NIFTY2581424800PE,141.55,144.25,141.25,144
14-08-2025 09:50,-2.5,50925,134,211425,2706375,-0.6,0,-2494950,-1196.8,44925,5925,N,-5550,Y,24720.05,24732.9,24730.4,24733.7,24720,14-08-2025 09:50,-1.4,11585250,358,509625,529275,-1.35,-1.35,-19650,-124.7,65475,107175,Y,372450,YES,90.4,89,92.4,78.3,76.05,14-08-2025 09:50,-0.15,17436675,358,6059250,5835000,-0.05,-0.05,224250,-43.85,114750,258600,YES,236400,N,22,21.85,25.6,20.75,32.28,14-08-2025 09:50,24656.3,24658.75,24656.3,24658.05,24730.4,24732.9,24731.1,24733.7,NIFTY2581424600CE,89.15,90.4,89,90.75,NIFTY2581424800PE,143.45,141.55,142.3,141.25
14-08-2025 09:55,-21.7,62700,122,477825,1781100,-23,-24.3,-1303275,-1230.4,37650,-21375,YES,53475,YES,24720.05,24730.4,24708.7,24733.7,24702,14-08-2025 09:55,-19.1,11423175,357,727500,709650,-18.9,-18.95,17850,-114.3,74850,-450300,YES,459075,YES,89.15,70.05,89.65,68.25,76.16,14-08-2025 09:55,8.9,24360450,357,6741750,6115950,9,9.1,625800,-52.7,141825,361950,YES,-900525,YES,21.7,30.6,31.05,21.4,31.68,14-08-2025 09:55,24633.65,24656.5,24633.65,24656.3,24708.7,24730.4,24708.7,24731.1,NIFTY2581424500CE,151.05,174.4,150.8,174.85,NIFTY2581424700PE,83.1,64.25,83.35,64.35
14-08-2025 10:00,-10.7,218775,156,204075,2441250,-13.6,-14,-2237175,-1659.1,50475,-11925,N,-35850,Y,24716.81,24705.9,24695.2,24712,24690.2,14-08-2025 10:00,-7.05,13663575,351,1009725,972075,-6.85,-6.9,37650,-94.65,80325,420300,Y,176775,N,70.2,63.15,72.7,62.45,75.43,14-08-2025 10:00,3.15,34217025,352,3144000,3413625,3,3,-269625,-55.85,114975,328575,N,-255300,Y,30.5,33.65,35.2,25.85,31.63,14-08-2025 10:00,24624.55,24633.45,24624.55,24633.65,24695.2,24708.7,24696,24708.7,NIFTY2581424500CE,141.05,151.05,141.25,150.8,NIFTY2581424700PE,90.7,83.1,90.2,83.35
