13-12-2024 12:35,14,15.75,16.65,19800,Y,-44475,Y,7.05,7.05,7.05,16375,Y,95900,N,-5.9,-6.2,-6.3,-8625,Y,-1350,Y
13-12-2024 12:40,-28.35,-21.65,-22.9,4500,N,96975,YES,-9.7,-9.7,-9.55,-1375,YES,117475,YES,10.95,10.6,10.6,9100,N,-4325,YES
13-12-2024 12:45,26.2,30.05,26.2,-1850,YES,-4825,Y,14.9,15.3,15.35,17750,N,-212225,Y,-13.15,-13.85,-14.05,-13050,Y,-17050,YES
13-12-2024 09:55,10.65,6.7,6.05,12350,N,7850,N,-0.3,-0.45,-0.5,18725,Y,62150,N,-6.65,-5.75,-5.8,-1800,Y,4000,N
13-12-2024 10:00,11.7,13.7,13.4,12150,N,-4225,Y,2.9,3.5,3.45,69425,Y,101850,YES,-9.35,-11.2,-11.3,-1725,N,10350,N
13-12-2024 10:05,-45.7,-44.5,-44.95,-25875,YES,-2850,N,-13.25,-13.65,-13.65,-125375,YES,64525,N,32.05,32.35,32.35,352500,N,-53750,YES
17-01-2025 10:20,13.2,15.75,15.55,-49375,YES,-5225,Y,10.35,11,11.1,22425,N,-112650,Y,-5.1,-5.8,-5.95,43425,YES,63525,Y
17-01-2025 10:25,22.6,20.3,20.7,43950,Y,-108075,Y,12.85,13.5,13.5,60375,Y,-76425,YES,-6.25,-6.3,-6.35,20400,N,48900,N
17-01-2025 10:30,-30.3,-28.75,-25.95,3000,N,6575,YES,-12.35,-13.15,-13.25,-85200,YES,62175,YES,9.65,10.65,10.7,24225,N,-54675,YES
11-02-2025 12:45,-25.05,-25.8,-24.85,-56025,YES,10425,N,-4.25,-4.45,-4.4,-117750,YES,-71925,Y,23.8,23.75,23.65,6150,N,-32400,YES
11-02-2025 12:50,9,9.5,8.3,10425,Y,-5475,Y,0.6,0.7,0.75,111825,Y,-36675,YES,0.1,0.15,-0.2,-4500,Y,2625,Y
11-02-2025 12:55,-43.35,-47,-42.85,-48225,YES,-3225,N,-2.95,-2.6,-2.65,226725,Y,27150,YES,41.65,40.95,40.9,-4050,N,-62325,YES
13-03-2025 11:05,23.05,22.35,21,26475,N,-8475,Y,5.35,5.3,5.3,267075,Y,63525,N,-14.4,-14.35,-14.35,-264375,Y,381075,Y
13-03-2025 11:10,10.4,13.85,12,1050,YES,-450,N,9.25,9,9.05,447525,Y,-823575,Y,-5.1,-4.8,-4.85,428100,YES,210525,N
13-03-2025 11:15,-12.55,-15.9,-13.5,-2175,YES,6525,N,-9.1,-8.65,-8.65,-103950,YES,454950,YES,7.1,6.4,6.4,-11025,Y,-303225,YES
12-03-2025 13:45,7.5,10.35,7.1,-12675,YES,-1875,N,1.8,1.95,2,-48900,YES,13275,YES,-6.45,-6.75,-6.75,-19575,Y,-7575,N
12-03-2025 13:50,-22.3,-22.3,-19.45,-25350,YES,4275,N,-2.3,-2.4,-2.4,11175,Y,123900,YES,13.25,14.35,14.4,15525,YES,6750,N
12-03-2025 13:55,16.3,14,15,23175,Y,-7950,Y,1.25,1.35,1.35,217575,Y,-64275,Y,-11.25,-11.1,-11.15,4200,N,17850,N
03-03-2025 09:35,3.4,0.75,-0.9,30525,Y,-4050,Y,0.25,0.4,0.4,50625,N,55425,N,0.35,-0.45,-0.25,1725,Y,14175,N
03-03-2025 09:40,-39.75,-42,-42.1,45675,N,16650,YES,-12.1,-12.4,-12.4,-130275,YES,80700,YES,29.05,29.65,29.85,-2700,Y,-152775,YES
03-03-2025 09:45,-49.35,-49.35,-46,47625,N,27525,N,-14.65,-14.8,-14.8,-68625,Y,19950,N,37.3,36.9,37.3,-82125,Y,-154950,YES
01-04-2025 10:10,-8,-7.9,-6.45,-48375,YES,2550,Y,-4.2,-4.15,-4.15,-1575,YES,93375,N,4.1,3.5,3.6,-6975,Y,-3375,YES
01-04-2025 10:15,35,32.2,32.25,42750,Y,-18675,Y,9.85,10.15,10.15,135975,Y,-53550,Y,-26.35,-25.95,-25.95,-35700,Y,46350,Y
01-04-2025 10:20,-97.2,-96.15,-97.6,-111375,YES,18150,YES,-24.1,-23.45,-23.55,-243750,YES,61050,YES,82.35,80.65,80.85,-21375,N,-240525,YES
07-04-2025 13:10,-15,-18.85,-16.85,32775,N,25200,YES,-4.35,-3.8,-3.9,-10950,YES,30300,YES,13.9,13.95,14.25,7950,N,7275,N
07-04-2025 13:15,-28.8,-28.45,-26.55,-9750,YES,17325,N,-11.4,-11.15,-11.2,-40425,YES,15075,N,18.05,16.85,17.75,1275,Y,1650,YES
07-04-2025 13:20,46.1,46.45,48.5,15450,Y,29400,N,8.7,9,9,12300,Y,-22050,Y,-36.2,-38.7,-38.2,-9075,Y,-1950,YES
