08-04-2025 13:20,1,1.5,2.85,-1125,Y,36675,YES,-1.85,-2.05,-2.25,5325,N,15150,YES,-1,-1.15,-1.1,1950,Y,27750,Y
08-04-2025 13:25,26.65,26.25,24.35,-26175,YES,-17175,Y,24,24.1,24.2,1350,YES,-49200,Y,-6.1,-6.2,-6.15,-31125,Y,35925,N
08-04-2025 13:30,-27.3,-28.1,-27.15,-5850,Y,121200,YES,-22.4,-23.25,-23.35,-96225,YES,31725,YES,6.45,6.7,6.7,94725,YES,-13125,YES
08-04-2025 12:10,38.95,38.5,36,97350,Y,-84975,Y,27.35,24.15,24.5,-43425,YES,-1725,YES,-13.45,-12.4,-12.65,95400,YES,68250,N
08-04-2025 12:15,-41,-40,-39.05,15450,N,91200,YES,-31.75,-31.3,-31.65,-89100,YES,91350,YES,12.35,14.5,14.55,169950,YES,35625,N
08-04-2025 12:20,34.5,35.15,38.05,-20625,YES,-25875,Y,17.85,16.65,16.75,51525,Y,-14100,Y,-18.35,-18.1,-18.15,-122925,Y,163500,Y
08-04-2025 09:20,-12,-11.8,-12,62625,N,-40875,Y,-12.95,-13.45,-13.65,34650,N,237150,YES,-4.55,-3.5,-3.6,-967800,Y,170100,N
08-04-2025 09:25,17.2,17.8,16.65,20925,N,-30225,N,2.5,2.4,2.15,97950,Y,102900,N,-11.85,-12.15,-12.25,41625,YES,254400,Y
08-04-2025 09:30,-30,-26.95,-28.5,-39825,YES,17025,YES,-24.3,-24.65,-24.8,-163575,YES,158475,YES,4.15,2.15,2.25,86100,YES,31650,N
11-04-2025 09:20,45.3,39.5,45.2,152625,Y,14625,N,25.05,24.6,24.45,5925,N,-38100,Y,-13.9,-14.15,-14,-45750,Y,99825,N
11-04-2025 09:25,-49.05,-45.85,-46,71550,N,69000,YES,-29.75,-29.75,-29.8,86550,Y,89400,YES,21.35,21.25,21.25,61875,YES,31275,N
11-04-2025 09:30,33.75,35.75,32.2,7575,N,11325,N,15.95,16.4,16.35,38325,N,-4350,Y,-16.7,-16.65,-16.55,-24525,Y,98100,Y
16-04-2025 13:05,-8.4,-8.1,-8.9,-1275,YES,300,Y,-3.4,-3.3,-3.4,11175,N,35625,N,1.5,1.55,1.55,92550,YES,-71400,YES
16-04-2025 13:10,18,18.7,21.1,1425,N,-1575,Y,7.5,6.8,6.9,87375,Y,-180150,Y,-5.25,-4.8,-4.75,-294675,Y,-5625,Y
16-04-2025 13:15,-26,-27.5,-26,-7275,YES,-9750,Y,-13.6,-13.65,-13.7,-238125,YES,213525,YES,15.3,15.4,15.45,212325,YES,-533700,YES
17-04-2025 10:55,-16,-15.2,-15.5,-44775,YES,4875,N,-14.6,-14,-14,191025,Y,175950,N,3.25,3.4,3.4,115200,YES,-10425,YES
17-04-2025 11:00,-21.9,-22.6,-23.5,16875,Y,-10650,Y,-5.7,-5.6,-5.5,681750,Y,190050,N,22.35,23.9,24,-350475,Y,-850650,YES
17-04-2025 11:05,46.8,45.8,41,28500,N,-15675,Y,34.3,33.45,33.55,42150,N,-504375,Y,-20.1,-19.65,-19.85,-249375,YES,169050,Y
13-05-2025 12:05,32.6,38.8,37,-2325,YES,-16275,Y,14.65,14.4,14.45,5550,Y,-115575,Y,-24.5,-26.25,-26.35,-2625,Y,12675,N
13-05-2025 12:10,16.2,16,13.4,78300,Y,1350,N,1.35,1.55,1.55,10800,N,11400,YES,-4.85,-5.55,-5.5,5325,N,9150,N
13-05-2025 12:15,-15.8,-20.7,-16.1,19950,N,67200,YES,-12.75,-12.75,-12.8,-22125,YES,40425,YES,2.95,3.6,3.55,525,Y,2775,YES
20-05-2025 09:30,2,4,2.7,62400,N,-9750,Y,-2.85,-2.45,-2.45,-87075,Y,219150,N,-3.1,-3.35,-3.4,-36075,Y,59925,N
20-05-2025 09:35,19.3,22,20.1,17850,N,25350,YES,7,7,7.05,146925,Y,94650,N,-12.9,-12.85,-12.9,-28725,N,174375,Y
20-05-2025 09:40,-27.4,-22,-24.7,1500,YES,53325,YES,-10.4,-9.85,-9.9,-38550,YES,281100,YES,22.35,22.6,22.7,71925,YES,-136125,YES
21-05-2025 09:15,1,1.1,-0.2,36750,N,22275,N,3,3.15,3.2,152025,N,126225,N,2,1.8,1.85,99450,N,204450,N
21-05-2025 09:20,1.3,2.5,1,109275,Y,34875,N,0.1,0.2,0.2,9900,N,-24150,Y,3.1,2.8,2.85,416925,YES,295050,Y
21-05-2025 09:25,24.2,24.9,22.7,21900,N,-375,Y,17.5,18.75,18.75,152700,Y,-129375,Y,-10.1,-9.6,-9.6,24000,N,401775,Y
22-05-2025 14:25,9,10.9,8.3,20925,N,-10200,Y,0.1,0.15,0.15,382650,Y,-302925,Y,-6.95,-7.9,-7.9,-917175,Y,30000,N
22-05-2025 14:30,-10.4,-12.9,-11.3,-29250,YES,38925,YES,-0.1,-0.1,-0.1,-7684725,YES,-132300,YES,9.7,9.95,9.9,-5838900,Y,-19275,YES
22-05-2025 14:35,14.9,16.7,17.4,-18675,N,-18375,Y,3.45,0.8,0.8,8784975,Y,-929325,Y,-38.45,-21.5,-21.3,2770950,YES,-12825,N
23-05-2025 10:25,-7.2,-7.1,-4.1,-35025,YES,48375,YES,-7.2,-8,-8.05,-6975,YES,15000,N,0.9,0.7,0.7,-24975,YES,-27675,YES
23-05-2025 10:30,-18.8,-18.9,-23.6,-48150,YES,48675,N,-17.65,-18.8,-18.85,-15750,YES,3450,N,5.35,5.55,5.6,42375,YES,-115425,YES
23-05-2025 10:35,39.8,39.7,38.4,21600,Y,23775,N,29.2,28.65,28.9,15600,Y,-13500,Y,-12.75,-12.8,-12.8,-74025,Y,126825,Y
27-05-2025 12:05,0,0,-0.9,18150,N,10200,N,-6.4,-3.1,-3.25,-6750,YES,33375,N,2.9,3.05,3,32850,YES,24900,N
27-05-2025 12:10,0,1.3,0.1,14775,N,-25350,Y,7.05,5.95,6,37425,Y,-45525,Y,-1.7,-0.7,-0.8,21225,N,21375,N
27-05-2025 12:15,-32,-27.2,-28.1,-29550,YES,41550,YES,-10.45,-10.3,-10.35,-42450,YES,100500,YES,18.2,17.9,18.05,8250,N,-114750,YES
27-05-2025 13:35,-0.6,1.4,-2.6,10800,Y,-15450,N,-0.2,0.15,0.1,75,YES,-600,N,0.8,0.1,0,1350,N,7650,N
27-05-2025 13:40,24.9,23,24.5,2400,YES,-6150,N,12.35,12.3,12.4,65325,Y,-90375,Y,-11.25,-10.6,-10.6,-23850,Y,17400,N
27-05-2025 13:45,-6.7,-8.8,-7.4,-1950,YES,-27750,Y,-6.65,-6.45,-6.6,-38850,YES,112275,YES,4.5,4.2,4,8925,YES,-13725,YES
30-05-2025 11:45,2.9,2.8,3,7800,N,7200,N,-1.1,-0.5,1.1,-48000,YES,49650,N,-2.1,-1.6,-1.55,-103650,Y,-22950,YES
30-05-2025 11:50,14,10.9,14.6,-16350,YES,-5250,Y,4.85,5.1,5.2,82950,Y,41850,N,-10.6,-10.2,-10.15,22350,YES,40050,Y
30-05-2025 11:55,-3.6,-7.3,-9.6,-7500,N,-7050,Y,-3.5,-3.8,-3.75,-14550,YES,48750,N,6.85,6.65,6.65,195075,YES,26400,N
05-06-2025 09:15,-21.5,-21.6,-20.3,62550,N,91500,N,-13.25,-12.2,-12.4,17565150,N,941625,N,10.7,10.9,10.85,16764225,N,247275,N
05-06-2025 09:20,44.4,42.4,39.3,43350,N,-53475,Y,10.9,10.8,10.9,1579725,N,23400,N,-35.3,-34.6,-34.6,1902075,N,231825,N
05-06-2025 11:40,-5.9,-6.6,-5.9,12225,N,2475,N,-7.4,-7.65,-7.55,-201975,YES,434475,YES,2.55,2.7,2.7,176250,YES,-405000,YES
05-06-2025 11:45,-15.3,-14.3,-12,-1950,YES,-525,Y,0.4,0.55,0.55,36150,Y,-33750,Y,8.4,8.85,8.85,156000,N,-906675,YES
05-06-2025 11:50,19.7,18.4,18.5,-7575,YES,-3600,Y,11.35,12.05,12.1,409575,Y,-636525,Y,-3.9,-3.85,-3.9,-403125,Y,-72825,Y
