last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
04-06-2025 09:25,-19.25,-19.35,-17.35,-1200,-370.45,13680,-6840,N,-3840,N,0.06,12786.85,12767.6,-10.6,-13.2,-12.35,0,-176.9,11760,-2520,N,720,N,-0.17,7.45,6.15,6.15,-10080,-142.35,10560,1320,N,-2760,N,-0.2
04-06-2025 09:30,-21.4,-21.45,-18.4,19560,-1202.55,45600,240,N,1080,N,-3.58,12767.6,12746.2,-10,-8.55,-8.95,14640,-660.85,51480,3240,N,720,N,-2.85,8.85,8.4,8.05,-28320,-546.05,65520,2760,N,-1800,N,0.11
04-06-2025 09:35,-3.15,-1.25,0.5,12480,-1425.95,43920,360,N,600,Y,-3.1,12743.55,12740.4,-4.6,-7.25,-5.35,16680,-630.55,45840,2040,YES,2400,N,-2.78,-1.2,-2.9,-2.55,-6720,-483.7,47160,-2160,Y,9000,N,1.95
04-06-2025 09:40,-15.45,-19.35,-22.8,11160,-1753.5,44640,-5400,YES,5520,N,-3.73,12741.35,12725.9,-7.25,-8.65,-7.8,-204480,-841.05,82320,6840,N,8280,N,-5.57,6.55,7.6,7.3,-56040,-658.45,66000,-840,N,6480,N,1.42
04-06-2025 09:45,-25,-24.05,-22.9,10440,-1617.6,48840,3480,N,840,Y,-12.76,12722,12697,-17.45,-19.15,-18.95,-21000,-818.05,74760,-3360,YES,2040,Y,-7.75,6.95,7.75,8.05,-1680,-682.35,91200,3600,N,-1800,YES,2.27
04-06-2025 09:50,-6.8,-6.25,-7.05,-5880,-782.95,39360,1920,YES,5640,N,-8.36,12700.1,12693.3,-5.75,-5.7,-5.7,-48600,-794.05,81960,1920,N,-600,Y,-5.04,2,3.6,3.55,64680,-706.8,72360,-6360,Y,3960,N,2.27
04-06-2025 09:55,19.75,20,21.35,12120,-1031.95,39720,-480,YES,480,Y,-1.96,12693.3,12713.05,7.35,7,7.15,-5640,-741.35,53760,-2160,YES,720,N,-1.99,-14.95,-14,-14.75,-39360,-687.5,53760,4440,N,4080,N,0.32
04-06-2025 10:00,16.2,16.25,14.3,8760,-951.45,43080,-1800,YES,-2760,Y,-0.46,12713.05,12729.25,6.4,7.55,8.3,40920,-737.1,72120,360,N,1080,N,-1.59,-7.7,-8.1,-9.3,-4440,-736.65,63000,-720,Y,-5520,YES,-0.87
04-06-2025 10:05,-6.8,-6.05,-9.3,10800,-1403.7,38640,4560,N,1440,N,-0.16,12729.25,12722.45,-2.15,-0.85,-1.45,-30600,-739.65,65040,-960,YES,240,Y,-0.77,2.7,3.25,3.9,-36240,-678.4,69000,2640,N,-120,N,-0.46
04-06-2025 10:10,9.8,5.45,3.3,-240,-1871.35,49320,3000,N,3480,N,-0.14,12722.45,12732.25,2,0.95,1.55,-37320,-643.85,83760,-240,N,-960,Y,-0.53,-6.3,-3.85,-3.7,-29040,-654.2,91440,-960,Y,7200,N,-0.43
04-06-2025 10:15,-1,1.3,0.45,8400,-3044.85,66480,360,YES,3120,N,-0.07,12732.25,12731.25,-0.75,-1,-1.4,28920,-634.05,51480,-1080,YES,-240,N,-0.48,1.95,3.4,2.15,-7080,-698.75,58920,-960,N,480,YES,-0.22
04-06-2025 10:20,19.9,19.8,20.1,16320,-1890.15,45360,1440,N,-1320,Y,0.18,12731.25,12751.15,14.1,14.5,14.05,-35520,-677.8,55680,4680,N,-3360,Y,-0.11,-12.85,-12.55,-12.25,-32280,-680.75,57480,-480,N,2160,N,-0.41
04-06-2025 10:25,-1.2,-6.3,-6.15,42000,-1289.05,47400,-1440,YES,4920,N,0.12,12751.15,12749.95,-5.7,-4.9,-4.5,-17640,-631.4,55560,-4680,YES,1440,N,0.22,7.5,5.6,6.55,-63360,-679.2,63960,2280,N,-840,YES,-0.55
04-06-2025 10:30,12.05,19.2,14.05,22680,-1094.15,48000,0,N,-5400,Y,0.49,12749.95,12762,6.3,5,4.55,-29880,-500.45,38520,-1200,N,960,Y,0.08,-12.95,-10.7,-10.65,-33360,-475.7,51840,480,Y,3480,N,-1
04-06-2025 10:35,1.5,3.8,6.15,-6000,-1341.15,48600,6000,N,-1680,N,0.44,12763.95,12765.45,3.1,4.05,4.15,38520,-492.45,46560,2520,N,-2160,Y,0.31,-1.8,-2.35,-2,-28200,-371.8,38760,-240,Y,-1560,YES,-0.63
04-06-2025 10:40,12.85,12.6,11.5,-2400,-1258.7,51480,1680,YES,-3480,Y,2.36,12772,12784.85,5.2,5.85,6.55,23400,-529.85,47880,-2400,YES,-2520,Y,0.55,-2.9,-4.2,-3.95,-24000,-470.1,60720,-600,Y,3240,N,-0.97
04-06-2025 10:45,2.05,6.2,5.7,89040,-1115.85,43440,-1800,YES,-960,N,2.84,12785,12787.05,-0.05,2.15,2.05,87600,-583.85,54480,-3720,YES,-360,N,0.65,-4.4,-4.35,-3.85,-17040,-457.3,64320,600,N,-600,YES,-1.16
04-06-2025 10:50,2.5,2.85,-1.95,-53640,-1295.65,46200,-1440,N,-2160,Y,4.33,12787.05,12789.55,4,5.15,3.7,28560,-493.8,38880,-2520,N,-1320,Y,1.67,0.9,0.4,0,-1080,-335.65,38880,-1080,Y,-840,YES,-1.17
04-06-2025 10:55,3,3.4,4,1560,-912.35,38280,3480,N,360,N,0.74,12789.55,12792.55,2.8,1.25,2.15,32760,-629.95,55560,-1080,N,1560,N,0.34,-0.3,-0.45,0.2,-19920,-492.8,54360,480,N,0,N,-0.78
04-06-2025 11:00,-7.85,-14.2,-11.8,-1080,-894.65,36600,-1200,YES,1560,N,0.28,12792.55,12784.7,-7.4,-7.45,-7.6,6840,-566.25,37800,-2760,YES,6600,N,0.14,5.6,5,4.95,32880,-420.1,41160,4440,N,-3000,YES,-0.21
04-06-2025 11:05,4.9,4.65,3.9,7080,-1039.45,38280,240,N,-120,Y,0.28,12778.35,12783.25,1.45,1.75,0.7,-9840,-544.5,51120,1440,N,2160,Y,0.2,-0.1,-1.5,-1.35,-50640,-610.1,52560,-4800,Y,-1440,N,-0.39
04-06-2025 11:10,-10.5,-7.4,-7.3,-10920,-1532.05,49320,2160,N,-3240,Y,0.69,12786.15,12775.65,-5,-5.1,-5.45,98160,-558.6,74760,-2400,YES,600,Y,0.49,2.9,3.7,3.35,-19200,-548.25,55320,840,N,-2160,YES,-0.58
