last_traded_time,ltp,bid_price,ask_price,bid_ask_pr_diff_1,bid_size1,ask_size1,volume_1,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_1,low_1,open_1,close_1,ltp,bid_price,ask_price,bid_ask_pr_diff_2,bid_size2,ask_size2,volume_2,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_2,low_2,open_2,close_2,ltp,bid_price,ask_price,bid_ask_pr_diff_3,bid_size3,ask_size3,volume_3,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_3,low_3,open_3,close_3,ltp,bid_price,ask_price,bid_ask_pr_diff_4,bid_size4,ask_size4,volume_4,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_4,low_4,open_4,close_4,final_signal,result,datetime,open,high,low,close
01-04-2025 11:15,13.9,14.35,12.45,1.9,93450,70875,85425,15450,N,3975,N,23406.45,23376,23377.1,23391,0.6,0.95,0.9,0.05,2600250,3133500,1496325,42825,Y,64800,N,18.5,15.75,15.8,16.4,-14.15,-11.05,-11.25,0.2,69225,82200,117375,1500,N,5100,N,360,331.9,359,344.85,34.75,19.85,28.15,8.3,20100,24120,50610,-9360,N,-14010,N,51248,51180,51180.25,51215,no signal,reverse,01-04-2025 11:15,23229,23258.5,23228.5,23244.65
01-04-2025 11:20,11.1,10.65,12.75,2.1,108900,65775,78000,1800,YES,2550,Y,23412.4,23386,23390,23401.1,0.8,0.65,0.65,3.55E-15,2624625,2871450,839325,40650,N,94050,YES,18.45,16.3,16.3,17.1,-7.9,-8.75,-8.75,0,75825,94050,97725,13275,N,15975,N,349.75,326.05,345.4,337.5,44.85,40.9,34,6.9,25380,24210,31560,12690,N,-10050,N,51248.95,51175,51200.05,51244.9,no signal,reverse,01-04-2025 11:20,23243.35,23258.8,23235.35,23250.5
01-04-2025 11:25,-6,-3.6,-3.35,0.25,102825,62025,86325,12750,N,13875,N,23405.1,23373.4,23403.45,23397.45,0.05,0.3,0.3,3.55E-15,2658450,2858325,1102950,25725,N,-72750,Y,18.05,15.9,17.15,17.2,8.1,5.8,6.15,0.35,96525,105825,152250,-12000,Y,-5625,YES,364.35,336.45,337.5,345.6,-26.4,-22.4,-10.8,11.6,24300,19020,19890,-16980,N,4320,N,51249.35,51175,51244.9,51218.5,no signal,win,01-04-2025 11:25,23249.85,23256.3,23224.25,23250.85
01-04-2025 11:30,-31.8,-30.25,-26.3,3.95,103425,121050,118425,-33750,YES,14625,N,23397.25,23362.55,23397.25,23365.45,-1.55,-1.55,-1.6,0.05,3376050,2935950,1355850,8100,N,33900,YES,17.6,15.25,17.3,15.75,20.95,22.1,22.1,5.68E-14,81375,96525,151575,-14100,Y,-17400,YES,372.1,341.8,345.6,366.55,-76.65,-70.85,-76.6,5.75,18960,30780,25830,8430,N,9450,N,51235.4,51121.1,51235.4,51158.75,SELL,win,01-04-2025 11:30,23248.6,23249.4,23217.65,23220.5
01-04-2025 11:35,-9.45,-10.05,-12.9,2.85,142575,79725,144675,-60450,YES,17175,N,23374.6,23346,23365.9,23356.45,-0.5,-0.5,-0.55,0.05,2902500,2319075,2010975,-115350,YES,57675,YES,16.3,14.4,15.75,15.25,17.65,16.55,17.2,0.65,77100,98175,192750,3375,N,-8250,N,390,363.35,365.9,383.55,-27.25,-26.65,-27.4,0.75,23070,26010,22470,-18540,N,1200,N,51167.9,51092.05,51158.75,51131.5,SELL,open_win,01-04-2025 11:35,23220.7,23223.9,23197.85,23206.75
01-04-2025 11:40,-11.45,-8.95,-8.4,0.55,157350,58950,104550,-18150,Y,19950,N,23364.35,23330,23356.45,23345,0,0.05,0.05,0,3426300,2900175,1376325,84525,Y,-90525,Y,16,14.75,15.2,15.2,14.85,14.65,14.55,0.1,55275,69075,142050,2850,Y,-9525,YES,411.1,373.35,383.55,398.4,-54.95,-50.7,-55.6,4.9,47760,25800,19650,-17610,N,2520,N,51142.35,51050,51130.4,51075.45,BUY,reverse,01-04-2025 11:40,23207.3,23216.25,23183.55,23200.1
01-04-2025 11:45,5.5,8.95,10.85,1.9,111750,79125,156000,51975,Y,5400,N,23359,23330,23344.7,23350.2,0.9,0.9,0.9,3.55E-15,3712200,2271525,1333875,117450,Y,-75450,N,16.15,15,15.25,16.15,-11.45,-10.45,-10.35,0.1,57375,85200,135075,0,Y,7425,N,407.55,382.6,398.4,386.95,79.75,79.4,87.95,8.55,213600,42840,20730,16470,N,-570,N,51156,51050,51070.25,51150,BUY,reverse,01-04-2025 11:45,23199.1,23209.9,23190.3,23205.3
01-04-2025 11:50,-20.7,-19.2,-17.8,1.4,95850,109050,71625,10875,N,-2250,Y,23357.6,23331,23355.7,23335,-1.35,-1.35,-1.35,0,3618450,2914650,1076250,-118875,YES,187500,YES,16.15,14.65,16.05,14.7,13.85,14.85,15.25,0.4,51750,59175,74625,-2025,Y,-750,YES,402.05,383.05,386.95,400.8,-62.4,-49.8,-52.05,2.25,38610,25770,11190,6870,N,690,N,51168,51094.5,51157,51094.6,SELL,exc_loss,01-04-2025 11:50,23205.05,23207.2,23185.55,23188.05
01-04-2025 11:55,12,12,9.75,2.25,62400,108000,124200,8325,N,5775,N,23350,23330.05,23335,23347,0.45,0.45,0.45,0,3425250,4284675,1047975,95775,Y,-96450,Y,15.7,14.2,14.75,15.2,-10.8,-10.1,-9.95,0.15,49350,66075,56550,12675,N,-1425,YES,405,386.5,400.8,390,43.75,43.4,40.05,3.35,24210,19800,4110,2280,N,-3420,N,51145,51092.15,51094.7,51138.45,no signal,reverse,01-04-2025 11:55,23188.3,23201.65,23182.9,23197.25
01-04-2025 12:00,-15.4,-16.2,-17.6,1.4,89850,68925,117150,-300,YES,-3600,Y,23350,23322.5,23347,23331.6,-0.85,-0.85,-0.85,1.78E-15,4521300,4829025,998700,39300,N,99375,YES,15.55,13.85,15,14.15,17.3,15.75,15.8,0.05,93600,70125,134400,375,Y,450,N,413.95,388.65,389.85,407.15,-66.8,-59.2,-55.05,4.15,22590,24180,10140,-3240,N,3930,N,51161.95,51065.5,51138.45,51071.65,no signal,reverse,01-04-2025 12:00,23196.45,23198.7,23173.1,23180.75
01-04-2025 12:05,16.55,14.35,16.75,2.4,55125,45525,122700,18900,N,-4500,Y,23348.8,23325,23332.25,23348.8,0.95,0.9,0.85,0.05,4486125,6194775,1114650,-34425,YES,-106950,Y,15.1,13.85,14.15,15.1,-18.45,-17.15,-16.7,0.45,40500,58050,58875,-10050,Y,4500,N,410,388.7,407.15,388.7,47.25,46.15,36.35,9.8,23310,23580,5790,-13200,N,-26310,N,51120,51071.65,51071.65,51118.9,BUY,exc_loss,01-04-2025 12:05,23180.6,23192.8,23177.2,23192.25
01-04-2025 12:10,15.45,13.55,14.1,0.55,59625,58050,129150,17025,N,-15375,Y,23370.95,23342.05,23345.9,23361.35,0.6,0.5,0.5,0,3721950,4541625,1339350,19725,Y,-84825,YES,16,14.35,15,15.6,-13.15,-14.9,-15,0.1,59625,65475,93150,-3150,N,4875,N,392.2,369,388.7,375.55,45,35.35,39.1,3.75,30240,16020,9210,90,N,4560,N,51175,51105.25,51125,51170,no signal,not_triggered,01-04-2025 12:10,23192.25,23216.25,23191.8,23209.9
01-04-2025 12:15,31.1,31.3,31.05,0.25,72600,89100,130275,6450,N,-4350,N,23395.5,23360.3,23363.9,23395,1.85,1.8,1.85,0.05,2816925,3068550,1908750,-31425,YES,-38400,YES,17.9,15.4,15.45,17.3,-32,-31.2,-31.35,0.15,79500,76125,170250,9825,N,7875,N,376.4,342.15,374.25,342.25,55.05,61.95,59,2.95,33990,33870,20280,-7710,N,2010,N,51234.3,51168.25,51170,51225.05,no signal,reverse,01-04-2025 12:15,23209.25,23246.65,23209.25,23244.55
01-04-2025 12:20,-31.5,-30.8,-31.4,0.6,63825,55575,32775,6525,N,4125,N,23395,23354,23395,23363.5,-2.65,-2.7,-2.75,0.05,2999925,2806800,1369275,-33600,YES,24000,YES,17.25,13.9,17.25,14.6,32,31.25,31.4,0.15,64725,82050,96825,2100,Y,-12000,YES,380,342.9,342.9,374.9,-45.75,-45.65,-47.05,1.4,18090,17760,10110,21060,N,5070,N,51234,51163.15,51229,51183.25,SELL,reverse,01-04-2025 12:20,23245,23245.6,23202,23207.6
01-04-2025 12:25,1.85,4.95,2.5,2.45,64200,66900,34575,4350,N,6075,N,23383.45,23357.45,23363.15,23365,0.5,0.55,0.55,1.78E-15,2901150,2558550,1041900,105750,Y,85800,YES,16.05,14.45,14.45,14.95,1.6,0.45,0.6,0.15,54900,84150,120150,1200,Y,-825,N,376.9,355.45,372.65,374.25,-11.4,-18.1,-14.1,4,28800,23100,7950,-2040,N,4110,N,51225,51160,51183.25,51171.85,no signal,reverse,01-04-2025 12:25,23207.6,23229.9,23207.45,23213.9
01-04-2025 12:30,17.25,17.5,23.55,6.05,58575,90900,59400,-27375,YES,8325,N,23395,23365,23365,23382.25,0.75,0.95,0.95,1.78E-15,2452200,2035125,1519725,7275,N,-52500,Y,17.6,14.75,14.8,15.55,-23.4,-22.1,-22,0.1,75600,85950,89700,-12975,Y,2025,N,374.25,342.2,374.25,350.85,62.35,60.3,54.35,5.95,20100,17130,7290,6870,N,-4470,N,51240,51171,51171.85,51234.2,no signal,reverse,01-04-2025 12:30,23214.35,23244.65,23213.8,23232.7
01-04-2025 12:35,9.5,15.15,13.35,1.8,54450,91350,44400,-55125,YES,24225,N,23403.5,23372.2,23386.5,23396,0.95,0.9,0.95,0.05,2655075,2344800,1504050,46200,Y,3600,YES,17.3,14.8,15.65,16.6,-16.25,-15.6,-15.55,0.05,72225,74025,105000,11700,YES,16950,N,362.6,331.9,350.65,334.4,28.15,22.25,28.4,6.15,19440,28080,43500,-6900,N,2250,N,51270,51201,51234.2,51262.35,SELL,win,01-04-2025 12:35,23232.95,23246.95,23222.75,23240.35
01-04-2025 12:40,-20.55,-20.2,-21.55,1.35,70500,45225,43275,-1875,Y,-3000,Y,23404.6,23375.25,23395.8,23375.25,-1.65,-1.45,-1.45,0,2577825,2787225,1497600,53025,N,47550,YES,16.9,14.7,16.35,14.7,19.95,18.25,18.2,0.05,71700,64200,84600,-7050,Y,-20325,YES,357.55,331.35,337.2,357.15,-42.4,-32.6,-43.75,11.15,24060,22530,62970,1890,N,-1050,N,51273,51215,51262.35,51219.95,BUY,reverse,01-04-2025 12:40,23240.95,23252.25,23227.2,23228.05
01-04-2025 12:45,-11.8,-10.65,-7.45,3.2,92700,92025,45675,-27150,YES,-9450,Y,23383.6,23358.1,23375.25,23363.45,-0.3,-0.25,-0.25,0,3662175,3047475,1226325,3150,N,25050,N,15.35,13.6,14.7,14.4,11.55,10.95,10.75,0.2,70575,76125,67125,-2400,N,75,Y,375.95,352,356.8,368.35,-40.3,-46.8,-44.3,2.5,20280,18990,60480,17070,N,-13440,N,51227.95,51143.7,51215,51174.7,no signal,win,01-04-2025 12:45,23227.55,23233.2,23207.55,23213.7
01-04-2025 12:50,-0.45,-0.9,-4.25,3.35,73500,72750,33225,16800,Y,7350,N,23378,23354,23363.45,23363,-0.45,-0.4,-0.35,0.05,3146025,2063175,749100,63675,Y,-19275,Y,14.9,13.6,14.5,14.05,3.2,3.65,3.65,0,61725,56775,49125,-975,N,-1950,YES,379.9,357.4,368.35,371.55,-0.15,10.95,6.65,4.3,16920,14670,36150,-6360,N,390,N,51192.3,51150,51174.7,51174.55,no signal,win,01-04-2025 12:50,23213.2,23224.5,23202.35,23209.9
01-04-2025 12:55,-13,-12.15,-13,0.85,66750,74925,52125,-5850,YES,-4725,Y,23365,23340.25,23363,23350,-0.65,-0.6,-0.65,0.05,3604950,2510925,1079100,-51825,YES,11625,YES,14.15,12.85,14,13.35,11.05,11.25,11.6,0.35,48000,62175,66375,-2250,Y,-450,N,390,368.45,371,382.05,-15.85,-17.15,-24.55,7.4,14400,25290,6090,19740,N,6450,N,51169.5,51124.5,51162,51146.15,no signal,win,01-04-2025 12:55,23209.35,23211.3,23189.65,23194.6
01-04-2025 13:00,-19,-19.65,-20.15,0.5,45825,83925,66375,-9975,YES,-8775,Y,23350,23328,23350,23331,-0.45,-0.45,-0.5,0.05,4642275,3357000,1178100,-69975,YES,40350,YES,13.55,12.65,13.4,12.95,17.65,19.75,19.75,0,58875,69600,101325,3150,N,-7125,YES,402.4,378.65,381.85,399.5,-45.1,-41.05,-44,2.95,18810,34860,9930,750,N,-3450,N,51147,51101,51146.15,51101.05,SELL,win,01-04-2025 13:00,23193.85,23196.6,23174.3,23175.65
01-04-2025 13:05,9,5.25,8.05,2.8,134775,77925,79200,13350,Y,16650,YES,23345.05,23330.35,23330.35,23339.35,0.2,0.25,0.25,0,4161825,4216200,737025,45900,Y,20250,N,13.65,12.95,13,13.2,-4.95,-4.65,-4.4,0.25,46725,63750,48750,-525,Y,3150,N,401,389,399.85,394.9,23.3,23.3,37.25,13.95,16500,18720,6600,9810,N,6480,N,51140,51101.05,51101.05,51124.35,BUY,reverse,01-04-2025 13:05,23176.1,23191.3,23175.95,23184.35
01-04-2025 13:10,5.85,9.95,9.9,0.05,52200,66750,70200,9975,N,5625,N,23352.5,23332.1,23339.35,23345.2,0.25,0.45,0.45,1.78E-15,4351650,3965250,739125,74025,Y,-53775,Y,14,12.95,13.15,13.4,-9.6,-11.2,-11.85,0.65,63225,57000,51225,2475,N,4125,N,400.05,380.6,394.9,385.3,15.85,10.9,27.65,16.75,12450,17850,25470,-13440,N,4350,N,51180,51135,51139.15,51155,no signal,reverse,01-04-2025 13:10,23184.75,23199.55,23177.4,23192.45
01-04-2025 13:15,-23.2,-22.8,-25.45,2.65,116250,76575,75975,-64875,YES,-1875,Y,23348.95,23312.85,23345.2,23322,-1.15,-1.05,-1.05,1.78E-15,4252275,4231275,1004100,-33825,YES,27600,YES,13.7,12,13.45,12.3,20.85,21.55,21.45,0.1,51225,56550,70275,-1875,Y,-10575,YES,416.05,382,385.3,406.15,-55,-53.6,-66.45,12.85,21420,25290,29940,-26850,N,-14190,N,51175.65,51082,51155,51100,SELL,exc_loss,01-04-2025 13:15,23192.15,23195.15,23159.65,23168.45
01-04-2025 13:20,-11,-12.7,-11,1.7,153525,91425,101325,-2625,Y,4800,N,23326,23301,23322,23311,0.1,0.1,0.1,1.78E-15,4213200,3562875,1179525,-12450,Y,-36075,Y,12.7,11.95,12.2,12.3,8.7,9.45,8.85,0.6,42900,54675,79875,-6300,Y,825,N,428.5,403.4,408.85,417.55,30,29.85,30.05,0.2,13620,15990,21120,-600,N,4740,N,51139.95,51091,51100,51130,BUY,not_triggered,01-04-2025 13:20,23169.6,23174.75,23150.4,23160.9
01-04-2025 13:25,-6.8,-5.65,-7.3,1.65,82575,57375,177225,-15300,YES,6975,N,23316.5,23301,23312,23305.2,0.05,0.05,0.05,1.78E-15,2972625,2783175,720000,25050,Y,-23250,N,12.7,12.2,12.25,12.3,7.2,6.05,5.9,0.15,63975,47850,62850,-1800,N,0,YES,426.75,413.45,417.55,424.75,-10,-5,-10.9,5.9,17310,38460,21930,-9030,N,-2910,N,51135,51097.85,51130,51120,no signal,im_loss,01-04-2025 13:25,23160.45,23165.25,23148.6,23154.55
01-04-2025 13:30,14,12.25,13.8,1.55,98925,48075,143700,2475,N,-74325,Y,23319,23290,23305,23319,0.1,-0.05,-0.05,1.78E-15,2923425,2927475,1164600,31875,N,-21750,N,12.5,11.55,12.2,12.3,-11.75,-12.1,-12.2,0.1,70125,51225,90225,-13800,Y,5400,N,441.75,413,424.75,413,0.95,9.85,8.7,1.15,15750,68160,14250,11670,N,-9090,N,51135,51082.05,51120,51120.95,no signal,reverse,01-04-2025 13:30,23153.6,23163.15,23136.4,23163.15
01-04-2025 13:35,-0.7,2.75,-0.85,3.6,170625,58800,46500,28275,Y,14700,YES,23326.1,23311,23319.65,23318.95,-0.15,-0.1,-0.1,1.78E-15,4611000,3620850,698850,45225,N,-6750,N,12.6,11.85,12.35,12.2,1.3,-0.6,-0.7,0.1,47250,52650,48900,5250,N,525,YES,420,405.1,412.1,413.4,25.9,22,18.85,3.15,23250,19200,15030,4500,N,6840,N,51149.95,51120.2,51120.95,51146.85,no signal,exc_loss,01-04-2025 13:35,23163.75,23171.9,23155.7,23163
