last_traded_time,ltp,bid_price,ask_price,bid_ask_pr_diff_1,bid_size1,ask_size1,volume_1,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_1,low_1,open_1,close_1,ltp,bid_price,ask_price,bid_ask_pr_diff_2,bid_size2,ask_size2,volume_2,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_2,low_2,open_2,close_2,ltp,bid_price,ask_price,bid_ask_pr_diff_3,bid_size3,ask_size3,volume_3,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_3,low_3,open_3,close_3,ltp,bid_price,ask_price,bid_ask_pr_diff_4,bid_size4,ask_size4,volume_4,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_4,low_4,open_4,close_4,final_signal,result,datetime,open,high,low,close
02-04-2025 14:25,1.1,1.15,3.45,2.3,68850,142950,45300,-39000,YES,-825,Y,23414.8,23406.55,23409.95,23411.05,0.4,1.65,1.7,0.05,771225,750000,6570375,77325,Y,-79650,Y,63.9,60.15,60.8,61.2,0.85,0.25,0.35,0.1,547425,500550,4356975,156000,N,-8175,YES,74.65,70.75,73.15,74,-9.95,-13.65,-14.95,1.3,24870,14910,6150,-18090,N,14760,N,51499.9,51465.8,51479.95,51470,BUY,reverse,02-04-2025 14:25,23291.2,23303.55,23290.85,23301.6
02-04-2025 14:30,-1.05,-2.85,-2,0.85,57825,74625,29925,-18300,Y,-6825,Y,23413.95,23403.05,23411.05,23410,0,-0.15,-0.2,0.05,813225,786450,6421950,-206475,YES,-4800,YES,62.6,56.25,61.35,61.35,0.05,-0.05,-0.05,0,539400,498150,4816350,-141675,Y,-118050,YES,77.2,72.9,73.8,73.85,-16.8,-7.55,-14.05,6.5,18360,11490,3450,22800,N,8700,N,51479.35,51450,51479.35,51462.55,no signal,im_loss,02-04-2025 14:30,23303.2,23305.9,23296.45,23303.9
02-04-2025 14:35,-5,-3.7,-5.5,1.8,46425,75375,38700,-25425,YES,-18675,Y,23418.1,23405,23410,23405,-4.35,-3.6,-3.55,0.05,760275,747975,7485900,115200,Y,66450,YES,64.25,56.75,61.1,56.75,5.25,4.6,4.65,0.05,537075,659625,4736025,142050,YES,-193350,YES,79.1,71.55,73.85,79.1,-21,-20.55,-18.4,2.15,19170,15930,4740,-3150,N,-23490,N,51484.95,51441.55,51462.55,51441.55,SELL,reverse,02-04-2025 14:35,23305.25,23312.6,23298.95,23299
02-04-2025 14:40,7.5,9.3,10.05,0.75,44700,63150,57750,3900,Y,-3525,N,23420,23403.05,23404.5,23412,5.7,5.85,5.85,7.11E-15,633225,900900,7699500,351900,Y,-224700,Y,66.35,57.1,57.1,62.8,-4.2,-4.4,-4.45,0.05,553800,550950,5571450,-31050,Y,166725,Y,79.2,71,78.75,74.55,38.95,28.5,32,3.5,19860,9480,18150,-1920,N,-1110,N,51488.7,51441.55,51441.55,51480.5,BUY,win,02-04-2025 14:40,23299.65,23314.5,23298.05,23308.75
02-04-2025 14:45,-3,-2.75,-2.95,0.2,51375,134850,51675,300,YES,-2250,N,23417.3,23402.05,23412,23409,-0.1,0,0,0,677625,753750,4665450,45000,N,-33150,YES,64.35,60.1,62.55,62.45,0.05,0.15,0.15,1.42E-14,501975,674100,4131300,-82050,Y,20775,N,77.5,73.2,75,75.05,-5.05,-5,1.65,6.65,29280,13230,12450,8850,N,-3960,N,51485.3,51455,51470.05,51465,no signal,reverse,02-04-2025 14:45,23309.65,23310.45,23295.75,23301.55
02-04-2025 14:50,-7,-6.5,-6,0.5,95100,99525,42225,9225,N,0,N,23409.8,23397.45,23409,23402,-2.1,-2.25,-2.2,0.05,617400,840000,4803375,-401475,YES,-375,YES,64.55,58.75,62.6,60.5,1.4,1.25,1.35,0.1,569325,536175,3566250,-47850,YES,-66750,YES,78.4,74.2,75.3,76.7,-9.1,-9.15,-18.05,8.9,28740,9270,8250,-6150,N,8040,N,51475,51450.1,51465,51455.9,SELL,reverse,02-04-2025 14:50,23301.4,23304.7,23286.05,23288.05
02-04-2025 14:55,9.05,12.55,11,1.55,61425,93225,33975,-300,YES,-2175,Y,23418,23400,23403,23412.05,6,5.85,5.8,0.05,793125,781800,6944550,103125,Y,-298200,Y,67.8,60.1,60.65,66.65,-5.1,-4.8,-4.85,0.05,478050,616575,6187575,-158175,Y,110325,Y,77.2,67.55,76.65,71.55,24,14.1,13.95,0.15,44100,100200,6060,-1350,N,-4290,N,51479.9,51455.9,51455.9,51479.9,BUY,win,02-04-2025 14:55,23287.4,23310.7,23285.25,23307.45
02-04-2025 15:00,36.95,34.15,35,0.85,118125,161400,219225,14100,N,-51450,Y,23457.95,23412.05,23412.05,23449,20.65,20.25,20.35,0.1,484875,494475,18790125,86775,N,-863325,Y,92.6,64.2,66.95,87.6,-11.45,-11.9,-11.9,7.11E-15,523350,438300,10970475,-448425,Y,96000,N,72.95,57.65,71.9,60.45,95.5,105.4,96.5,8.9,32820,23460,42780,330,N,-10440,N,51605.45,51472.2,51479.9,51575.4,BUY,not_triggered,02-04-2025 15:00,23309,23350,23307.4,23339.4
02-04-2025 15:05,-3.85,-3.9,-4.4,0.5,114600,161100,80175,-1125,YES,-2475,YES,23449.9,23439,23446.2,23442.35,-4.5,-4.5,-4.5,0,387675,413700,7292325,-510975,YES,282225,YES,88.95,80.3,87.65,83.15,1.55,1.6,1.6,0,591000,586800,6365100,68100,YES,46800,N,63.8,59.05,60.5,62.05,-15.3,-15.35,-15,0.35,30960,27750,18480,1200,N,720,N,51599.95,51550.65,51575.4,51560.1,SELL,win,02-04-2025 15:05,23340.55,23344.05,23328.9,23337
02-04-2025 15:10,0.55,-0.35,-0.7,0.35,74400,157500,79425,-5475,YES,-6150,Y,23446.85,23440,23442.35,23442.9,-1.7,-1.75,-1.75,0,432450,497250,4799175,250275,Y,-107250,Y,84.25,79.8,82.7,81,2.6,2.65,2.6,0.05,475800,728625,4252050,31725,N,-326475,YES,65.2,61.75,62.4,65,11,19.95,11,8.95,35550,48360,16230,7140,N,1470,N,51586.85,51561,51570,51581,BUY,reverse,02-04-2025 15:10,23338.8,23341.55,23334.05,23337.75
02-04-2025 15:15,-10.5,-10.65,-11.4,0.75,188100,142725,96750,-17550,YES,-900,N,23445.45,23430,23442,23431.5,-4.9,-4.7,-4.65,0.05,400200,491325,6947475,-149175,YES,-87450,N,84,74,81.95,77.05,5.3,5,5.05,0.05,441000,541050,6979500,-151875,Y,-222600,Y,72.9,65.4,65.5,70.8,-19.5,-19.45,-17.05,2.4,50340,40800,20790,-4740,N,8880,N,51586.85,51560,51580.15,51560.65,no signal,not_triggered,02-04-2025 15:15,23338,23339.1,23325.55,23327.15
02-04-2025 15:20,3.55,1.65,3.3,1.65,137775,194025,99825,-21300,YES,-27900,Y,23437.9,23430.1,23431.35,23434.9,1.7,1.55,1.65,0.1,291000,525675,4023900,-153675,YES,-106575,Y,79.9,76.6,76.95,78.65,-1.4,-1.45,-1.4,0.05,428100,663375,4354125,-134775,N,-98100,Y,71.75,68.75,70.85,69.45,15.6,20.95,15.55,5.4,22200,136500,30330,-300,N,-8220,N,51584.1,51555,51568.4,51584,no signal,open_loss,02-04-2025 15:20,23328.6,23334.4,23324.6,23328.6
02-04-2025 15:25,0.1,2.2,1.8,0.4,121950,247575,170775,-110550,YES,-52350,Y,23444.6,23432,23434.9,23435,1.2,-0.15,1.2,1.35,398025,660975,5660100,-1480500,YES,-598875,Y,84.15,78.1,78.8,80,-4.55,-5.3,-4.25,1.05,470175,675900,5449125,-608100,Y,-554175,YES,70.4,64.3,70,65.45,61,52.6,61,8.4,72870,53520,50340,-19950,N,-22860,N,51646.55,51575,51584,51645,no signal,not_triggered,02-04-2025 15:25,23329.15,23342,23325.5,23330.8
03-04-2025 09:15,23,29.7,24.05,5.65,159075,106650,437475,-34050,N,8325,N,23325,23280.75,23298.25,23321.25,-2.8,-2.6,-2.7,0.1,219675,262050,28709325,7069725,N,545175,N,66.25,42.6,62.95,60.15,-10.35,-10.7,-10.7,7.11E-15,303450,148875,18340125,5001450,N,1022100,N,65.8,51.45,64.5,54.15,68.4,64.7,74.9,10.2,38910,75870,86130,19680,N,5550,N,51379.9,51200,51295.3,51363.7,no signal,exc_loss,03-04-2025 09:15,23150.3,23226.4,23145.8,23219.65
03-04-2025 09:20,19.85,15.6,18.7,3.1,200850,119100,373800,-129900,YES,8550,N,23353.9,23314.15,23319,23338.85,11.9,12.55,12.55,7.11E-15,228150,221550,29090175,18654750,Y,99450,N,86.6,56.75,59.45,71.35,-10.5,-10,-10,0,502575,338775,31882350,12968850,YES,738225,N,58.85,41.65,54.4,43.9,17.25,21.55,23.7,2.15,44520,33450,73890,-5310,N,2430,N,51445,51320,51374,51391.25,no signal,im_loss,03-04-2025 09:20,23218.65,23254.65,23214.55,23240.9
03-04-2025 09:25,8.25,8.65,11.05,2.4,128250,124125,146625,12150,Y,300,Y,23357.85,23335,23335.55,23343.8,2.45,3.45,3.45,0,198900,235725,15136950,263925,N,213225,YES,85.7,70.15,73,75.45,-9.5,-9.5,-9.5,0,816225,520275,24423375,1929150,N,1095075,Y,43.75,33,43.4,33.9,96.85,103.7,104.45,0.75,113670,30660,56790,7320,N,360,N,51511.8,51386.3,51393.15,51490,BUY,im_loss,03-04-2025 09:25,23240.05,23263.45,23239.85,23251.2
03-04-2025 09:30,19.35,17.05,14.65,2.4,121650,129675,160275,-36675,YES,-20025,Y,23368,23315.15,23341.95,23361.3,9.65,9.5,9.55,0.05,188550,174450,19576800,-18750,YES,-274200,Y,88.6,56.5,75.05,84.7,-9.75,-9.55,-9.55,3.55E-15,959175,551550,34194075,986100,N,696000,N,43.3,23.35,33.95,24.2,62.55,60,57.7,2.3,29820,30750,50130,4230,N,-4080,N,51569.25,51441,51490,51552.55,no signal,exc_loss,03-04-2025 09:30,23251.65,23270.05,23213.4,23266.9
03-04-2025 09:35,-11.85,-6.8,-11.7,4.9,147000,101775,167325,15975,Y,6375,YES,23375,23336,23366,23354.15,-8.2,-7.45,-7.4,0.05,234900,212175,14981925,327525,Y,341550,YES,92.55,66.55,82.15,73.95,-0.3,0.1,0.1,3.55E-15,1182525,985500,24575475,974700,N,745350,Y,30.6,21.35,25.2,24.9,23.45,23.15,22.2,0.95,26790,31260,51690,-7050,N,14190,N,51616.6,51530,51559.4,51582.85,BUY,reverse,03-04-2025 09:35,23266.55,23280.8,23239.55,23251.45
03-04-2025 09:40,-18.8,-21.05,-18.95,2.1,123975,80550,155775,-18450,YES,62700,YES,23358,23328.05,23354.15,23335.35,-14.9,-13.2,-13.35,0.15,215175,187800,10849950,-141150,YES,330075,N,79.8,56.55,74.15,59.25,2.7,3.5,3.5,0,1430100,1270425,20568525,718050,N,203700,N,32.85,21.9,24.6,27.3,-40.3,-27.9,-33.25,5.35,20310,69630,40800,-19980,N,7890,N,51640.05,51535.8,51585,51544.7,SELL,exc_loss,03-04-2025 09:40,23252.25,23265.5,23235.45,23244.8
03-04-2025 09:45,-6.5,-5.8,-0.4,5.4,143775,119325,115350,7725,Y,12600,N,23343.95,23310.35,23335.35,23328.85,-4.6,-4.05,-4.05,7.11E-15,377700,296925,16338825,285375,Y,190200,N,61.8,46.3,59.4,54.8,-1.75,-2,-1.95,0.05,1538175,1023750,31185750,160425,N,156600,N,39.2,22.8,28.6,26.85,37.4,39,38.35,0.65,72450,50190,23040,9660,N,8610,N,51589.85,51525,51531.6,51569,no signal,reverse,03-04-2025 09:45,23243.4,23245.35,23214.9,23229.95
03-04-2025 09:50,17.1,15.5,8.85,6.65,104625,125775,56925,25350,N,1425,Y,23348.95,23325,23327.8,23344.9,11.35,10.55,10.6,0.05,387150,343650,12396075,255300,N,-23475,Y,68.8,51.5,54,65.35,-6.5,-6.3,-6.35,0.05,2489325,1692525,22773975,-154800,Y,817800,Y,29.7,20.15,26.85,20.35,-12.6,-7.3,-7.15,0.15,28110,30990,15900,11970,N,-13590,N,51620,51554,51566.6,51554,BUY,win,03-04-2025 09:50,23230.4,23248.45,23226.8,23245.2
03-04-2025 09:55,-12.55,-11.7,-8.65,3.05,91500,83400,48300,13800,N,1725,N,23345.95,23325.6,23342.65,23330.1,-7.2,-7.5,-7.55,0.05,359550,313350,9040275,87000,N,148200,YES,67.6,54.35,65.45,58.25,2.2,2.55,2.5,0.05,2283750,1908150,15548025,522750,YES,165900,N,26.85,20.2,20.45,22.65,-64,-73.05,-74.7,1.65,29370,26130,20100,-2580,N,-7440,N,51585.35,51465,51554,51490,no signal,reverse,03-04-2025 09:55,23245.5,23252.3,23229.55,23234.6
03-04-2025 10:00,11.65,11.3,11,0.3,179850,92925,60075,34875,Y,11325,N,23345.65,23320,23334,23345.65,7.7,7.5,7.45,0.05,451275,432675,12865050,-157875,YES,-187125,Y,67.7,49.65,58.5,66.2,-4.2,-3.95,-4,0.05,1924650,1993125,24588300,-607575,Y,677700,Y,27.05,17.3,22.55,18.35,79.1,86,85,1,23160,24390,16260,10620,N,-6390,N,51573.25,51475,51490,51569.1,BUY,win,03-04-2025 10:00,23234.95,23251,23223.75,23250.1
03-04-2025 10:05,18.5,13.1,13.9,0.8,116325,108300,77025,10200,N,-19050,Y,23365,23341.1,23341.1,23359.6,6.55,5.5,5.6,0.1,278325,254100,13907850,-282600,YES,-180375,N,80.35,64.75,67.7,74.25,-3.4,-3.2,-3.2,1.78E-15,4286700,3785700,22000350,-152325,YES,163125,N,18.65,13.6,17.9,14.5,107.5,107.3,116.95,9.65,31590,64380,38580,7080,N,-9690,N,51690,51570.2,51571,51678.5,no signal,exc_loss,03-04-2025 10:05,23250.05,23272.45,23246.5,23265.1
03-04-2025 10:10,15.4,17.1,18.4,1.3,131025,81150,81075,-15900,YES,2325,YES,23381.5,23355.95,23359.6,23375,18.4,16.95,16.95,0,262575,255600,10786650,-102975,Y,-461475,Y,94.25,72.1,73.9,92.3,-1.6,-1.45,-1.45,1.78E-15,3665850,3055575,13453800,-127350,YES,150225,N,15.25,12.55,14.55,12.95,-12.4,-25.2,-25.95,0.75,21090,26430,16860,11670,N,-16710,N,51686.95,51620,51678.4,51666,SELL,reverse,03-04-2025 10:10,23265.45,23282.45,23262,23277.6
03-04-2025 10:15,-10.15,-9,-9,0,197250,69225,55875,22200,Y,19050,N,23380.25,23355,23375.15,23365,-13.95,-13.7,-13.75,0.05,260100,312450,9828225,41550,Y,178500,YES,92.6,69.35,92.25,78.3,-0.3,-0.3,-0.3,1.78E-15,4229025,3952500,13490475,240150,YES,267675,Y,15.25,12.7,13.05,12.75,-12.25,12.9,7.1,5.8,35850,18900,15720,-630,N,-5850,N,51673,51591.15,51666,51653.75,no signal,reverse,03-04-2025 10:15,23278.3,23280.85,23253.4,23268.6
03-04-2025 10:20,35.6,35.25,37.65,2.4,102675,136350,106050,11100,N,-47775,Y,23405,23360.35,23365,23400.6,31.5,31.05,31.2,0.15,256275,353850,11688675,-107550,YES,-640200,Y,110.55,75.4,77.85,109.35,-3.8,-3.8,-3.85,0.05,6664650,7134825,19476450,-751125,Y,-205125,YES,12.8,8.9,12.8,9,110.55,104.5,93.7,10.8,32100,31530,41340,10290,N,-22860,N,51764.3,51650,51653.75,51764.3,no signal,not_triggered,03-04-2025 10:20,23268.15,23304,23264.9,23302.7
03-04-2025 10:25,-8.15,-7.9,-8.8,0.9,138075,244350,120000,8325,N,20850,YES,23409.95,23392.55,23408.05,23399.9,-10.75,-10.1,-10.15,0.05,185700,268575,7192050,-186825,YES,272100,YES,110.75,98.15,110.75,100,-0.05,-0.15,-0.15,1.78E-15,10015125,13886475,14933700,1314450,YES,-345375,YES,9.3,8.1,8.9,8.85,10.45,14.85,10.75,4.1,55800,22590,40800,6180,N,10380,N,51779,51710.5,51764.3,51774.75,SELL,not_triggered,03-04-2025 10:25,23303,23306.5,23295.7,23298.3
03-04-2025 10:30,2,-0.75,-1,0.25,127575,148725,73050,8775,N,1125,Y,23400,23383.6,23397,23399,-1.1,-1.15,-1.15,0,235650,239175,5265975,11850,Y,50625,N,103.4,91.1,100.25,99.15,0.05,0.15,0.15,1.78E-15,10158225,11057400,11418675,215550,N,301350,Y,9.75,8.45,8.85,8.9,-43.95,-34.75,-32.95,1.8,29910,50250,17820,4290,N,9030,N,51773.95,51700,51773.95,51730,BUY,reverse,03-04-2025 10:30,23298,23300.95,23281.25,23295.8
03-04-2025 10:35,-9,-8.2,-9,0.8,94200,178800,32325,-43800,YES,-150,Y,23399,23385.8,23399,23390,-5.35,-5.15,-5.2,0.05,308475,336075,4125525,-121050,YES,87900,YES,100.6,90.2,100.6,95.25,0,0,0,0,8779725,9281775,7458525,242550,YES,390900,Y,9.55,8.7,8.9,8.9,-18,-9.95,-10,0.05,14130,51240,10470,4410,N,-630,N,51742,51710,51739,51721,SELL,reverse,03-04-2025 10:35,23296.25,23296.4,23281.35,23289.45
03-04-2025 10:40,3,1.45,3,1.55,85500,100575,34050,-18975,Y,-14550,Y,23402.75,23386.15,23390,23393,-2.1,-0.55,-0.55,1.42E-14,507225,351825,4605225,54675,Y,67125,N,101.7,87.5,93.95,91.85,0.05,-0.1,-0.1,1.78E-15,9393750,9087000,8489700,-83025,Y,4950,N,9.45,7.75,9,9.05,9,8.9,0.55,8.35,26340,24720,9540,-3930,N,1260,N,51749,51710,51721,51730,BUY,reverse,03-04-2025 10:40,23288.9,23299.6,23279.45,23287.75
03-04-2025 10:45,-15.8,-12.9,-15.8,2.9,141300,117075,37200,-7950,N,9975,YES,23393,23373.9,23392.95,23377.15,-10.2,-9.7,-9.75,0.05,268425,247200,5153700,-41025,YES,63675,N,93.5,78.65,91.6,81.4,0.65,0.65,0.65,1.78E-15,8677350,8115075,11009925,-230025,Y,85650,Y,10.8,8.7,9.05,9.7,-48.7,-38.7,-47.55,8.85,37530,22680,11460,2640,N,-510,N,51734.4,51660,51730,51681.3,no signal,reverse,03-04-2025 10:45,23289.05,23289.25,23270.15,23275.35
03-04-2025 10:50,4.4,0.35,3.85,3.5,61950,75225,29250,25800,Y,2325,Y,23381.5,23372.3,23376.6,23381,-0.8,-1.3,-1.3,0,326550,351900,4173300,110475,Y,56475,N,84.1,76.25,81.55,80.75,-0.85,-0.75,-0.75,0,9442275,10575150,10800225,73575,YES,283200,Y,10.55,8,9.6,8.75,-14.7,-8.2,-10.2,2,16560,77250,7680,9960,N,2580,N,51710,51660.3,51681.3,51666.6,BUY,exc_loss,03-04-2025 10:50,23276.05,23282.75,23270,23277.7
03-04-2025 10:55,7.5,11,7.5,3.5,60900,110250,20400,-5400,YES,-2625,Y,23389.5,23377.6,23381,23388.5,7,5.85,5.9,0.05,299850,313200,4121625,120075,N,-37050,Y,88.3,79.7,80.7,87.7,-1.85,-1.8,-1.8,8.88E-16,12520500,13516425,10820625,-232950,Y,77850,N,8.8,6.75,8.75,6.9,30.4,26.1,32.9,6.8,14190,10080,7500,-3300,N,2940,N,51719.9,51673.2,51673.8,51704.2,BUY,reverse,03-04-2025 10:55,23277.45,23291.05,23276.6,23289.1
03-04-2025 11:00,-24.05,-23.75,-24,0.25,63825,94200,37425,-11100,YES,15525,N,23390,23362.2,23388,23363.95,-14.25,-14.5,-14.5,0,396225,327300,5620875,-123225,YES,173475,YES,88.7,71.2,87.35,73.1,2.05,2,2,0,15195600,14039775,10587075,622575,YES,-609150,YES,9.1,6.65,6.85,8.9,-64.15,-55.15,-63.25,8.1,22380,38070,8850,-4140,N,1920,N,51727.95,51649,51713.25,51649.1,SELL,not_triggered,03-04-2025 11:00,23289.35,23292.75,23265.7,23267.2
03-04-2025 11:05,-2.3,2.3,-0.75,3.05,75525,141150,51300,8250,N,6225,N,23371,23357.55,23368.8,23366.5,-0.45,-0.25,-0.35,0.1,322950,376875,5208375,49125,Y,31125,N,75.5,67.85,73.35,72.9,-1.4,-1.4,-1.4,8.88E-16,7834050,9260100,11045100,-117750,Y,389775,Y,9.7,7.15,8.8,7.4,54.35,41.15,49.95,8.8,12210,20940,7500,17040,N,20280,N,51704.35,51650,51650,51704.35,BUY,exc_loss,03-04-2025 11:05,23267.25,23278.15,23260.1,23276.5
03-04-2025 11:10,2.4,2.35,1.45,0.9,50325,123825,25725,-11475,YES,-4200,Y,23379.95,23366.5,23366.5,23368.9,4.6,4.35,4.3,0.05,321450,353550,4683525,15900,N,-26550,Y,81.75,72.6,73.3,77.9,-0.65,-0.7,-0.7,0,11637825,10921875,8537250,74400,YES,165000,N,7.7,6.45,7.35,6.7,40.65,49.85,40,9.85,27990,22410,9120,-1230,N,3570,N,51749.9,51701.05,51704.35,51745,no signal,reverse,03-04-2025 11:10,23276.5,23284.2,23273.3,23278.95
03-04-2025 11:15,-8.65,-8.8,-7.45,1.35,55500,124275,28725,-6900,N,-4875,Y,23371.55,23357.5,23368.9,23360.25,-4.85,-4.75,-4.75,0,362475,313350,3911475,118575,Y,49800,YES,77.75,69.45,77.75,72.9,1.45,1.45,1.45,8.88E-16,11428950,10124100,10354650,284100,YES,26250,N,8.65,6.65,6.65,8.1,-39,-41.5,-39,2.5,16320,31710,9750,-2130,N,6720,N,51748,51703,51745,51706,no signal,reverse,03-04-2025 11:15,23279.35,23279.8,23255.75,23260.4
03-04-2025 11:20,6.35,6.75,6,0.75,44700,85875,34950,8775,N,-75,N,23368.4,23355.55,23360.25,23366.6,2.85,3,3.05,0.05,436200,343200,4601625,2325,YES,-67575,Y,76.7,69.35,72.8,75.65,-1.05,-1.05,-1.05,8.88E-16,11641800,10989375,11259750,-281250,Y,-37200,YES,9.25,6.9,8.1,7.05,-0.7,8.7,10,1.3,14160,42720,5820,-2880,N,750,N,51720,51681,51709,51708.3,no signal,exc_loss,03-04-2025 11:20,23259.35,23269.45,23248.9,23269.2
03-04-2025 11:25,-1.05,-0.95,3.05,4,80325,62175,22125,2400,YES,2775,N,23372.95,23362.45,23366.6,23365.55,-1.6,-1.35,-1.35,1.42E-14,360450,354525,3259500,-167400,YES,89325,YES,75.85,70.8,75.75,74.15,0.05,0.05,0.1,0.05,13411275,12888525,6533400,313725,YES,18675,Y,8.1,6.7,7,7.05,-18.55,-25.05,-12.35,12.7,9600,12600,2790,1350,N,6930,N,51724.95,51689.75,51708.3,51689.75,SELL,reverse,03-04-2025 11:25,23270.1,23272.6,23264.4,23272.1
03-04-2025 11:30,-1.9,-2.1,-6.15,4.05,92775,130425,18525,18975,N,375,Y,23372.4,23360,23365.55,23363.65,-2.35,-2.4,-2.45,0.05,455100,361350,3444825,-35025,Y,58200,N,75.75,68.5,74.5,72.15,-0.7,-0.65,-0.65,0,13454250,15255525,7430325,-11700,Y,481950,Y,7.25,6.2,7,6.3,-17.45,-16.95,-19.25,2.3,19950,30900,6270,18570,N,-4860,N,51708.6,51668,51685.45,51668,BUY,exc_loss,03-04-2025 11:30,23272.35,23275.7,23265.3,23269.6
03-04-2025 11:35,5.55,5.65,5.6,0.05,53100,95025,17850,16125,N,13500,N,23377.95,23363.9,23363.9,23369.45,1.75,1.7,1.7,1.42E-14,294150,346950,4060575,-107475,YES,-115575,Y,80.65,72.1,72.6,74.35,-0.85,-0.9,-0.9,8.88E-16,18827100,23398275,10339350,215100,YES,-528600,YES,6.35,5.1,6.25,5.4,32.55,32.25,30.05,2.2,34830,17220,3090,-1350,N,-930,N,51718.9,51668,51668,51700.55,SELL,reverse,03-04-2025 11:35,23270.45,23279.55,23269.4,23273.45
03-04-2025 11:40,10.8,7.65,10.35,2.7,51450,60600,13950,1125,YES,-975,Y,23379.95,23368.2,23369.15,23379.95,2.65,2.6,2.65,0.05,409800,345075,2912700,267075,Y,2025,YES,77.95,71.45,75,77.65,-0.85,-0.8,-0.8,8.88E-16,28553475,34333575,8200275,-411675,Y,699375,Y,5.5,4.5,5.35,4.5,6.4,8.15,5,3.15,19260,14340,2670,1920,N,2040,N,51725,51700,51707.55,51713.95,BUY,win,03-04-2025 11:40,23274.15,23284.2,23272.2,23283.05
03-04-2025 11:45,-3.25,-3.25,0,3.25,243825,109125,28050,-4050,YES,3375,N,23382.85,23372.05,23379.4,23376.15,-0.35,-0.35,-0.45,0.1,391950,395625,2856600,-56025,YES,52200,YES,78.45,73.6,77.6,77.25,0.2,0.15,0.15,0,36633000,43414725,7565700,453600,YES,-414525,YES,4.95,4.5,4.55,4.75,-11.1,-13.05,-15.45,2.4,12330,34590,2850,-1290,N,3870,N,51725,51700.1,51713.95,51702.85,SELL,reverse,03-04-2025 11:45,23282.75,23286,23280.25,23284
03-04-2025 11:50,10.2,10,6.85,3.15,40425,161325,16725,900,N,-4275,Y,23387.5,23375,23376.15,23386.35,7.75,7.65,7.7,0.05,312750,401175,4496700,-32175,Y,-238800,Y,86.45,74.5,77.25,85,-0.3,-0.3,-0.3,8.88E-16,37610475,38873775,7168350,-184800,Y,70425,Y,4.85,4.25,4.7,4.4,44.15,38.8,38.45,0.35,15630,71250,10500,2220,N,-7230,N,51747,51702.85,51702.85,51747,BUY,reverse,03-04-2025 11:50,23284.25,23292.75,23280.85,23291.3
03-04-2025 11:55,0.85,0.7,0.3,0.4,62250,61575,36000,150,YES,2475,N,23388,23381,23386.35,23387.2,-4.15,-4.25,-4.3,0.05,351075,322050,3261300,-138075,YES,175500,YES,85.95,80,84.95,80.8,-0.15,-0.2,-0.2,8.88E-16,40852950,41061675,5091150,157125,YES,6075,N,4.5,4.15,4.4,4.25,-17,-19.9,-17,2.9,23130,30720,5190,1080,N,2010,N,51747,51720,51747,51730,SELL,reverse,03-04-2025 11:55,23291.9,23294.75,23286.95,23289.75
03-04-2025 12:00,-2,-1.4,-2.05,0.65,71025,52650,48525,1800,N,3225,N,23389.95,23381.8,23387.75,23385.75,-0.25,-0.05,0.05,0.1,443475,502050,3029025,-43800,Y,-48675,Y,83.2,77.05,80.7,80.45,-0.3,-0.25,-0.25,0,43425525,41407050,6334425,-413550,Y,402825,Y,4.4,3.85,4.25,3.95,9.6,2.35,-11.2,13.55,18480,12600,3150,-330,N,2580,N,51745,51708.1,51720.4,51730,BUY,reverse,03-04-2025 12:00,23289.25,23292.4,23283.1,23285.5
03-04-2025 12:05,-2.45,-2.6,-4.7,2.1,74925,69975,36600,2850,N,14325,N,23388.5,23378,23385.75,23383.3,-3,-2.85,-2.85,0,348525,365700,1871100,-32550,N,78975,YES,81.5,76.75,80.4,77.4,0.4,0.35,0.35,0,42715800,35168100,5469750,938700,YES,-908400,YES,4.35,3.8,3.95,4.35,-13.1,-13.1,-2.5,10.6,15300,21180,2670,-6720,N,4200,N,51740,51714.1,51727.2,51714.1,SELL,not_triggered,03-04-2025 12:05,23285.95,23289.35,23281.6,23283.8
03-04-2025 12:10,-9.95,-11,-10.25,0.75,62175,42675,31500,-4050,YES,-825,Y,23385.25,23373.35,23383.3,23373.35,-3.25,-3.65,-3.7,0.05,392625,304650,2994150,-46200,YES,-15525,Y,79.6,73.1,77.2,73.95,0.7,0.7,0.7,0,42745800,36511500,6158550,85800,N,-374700,Y,5.05,3.9,4.3,5,0.45,-2.5,-11.25,8.75,22830,37710,5010,-2280,N,-1440,N,51740,51714,51714.1,51714.55,BUY,reverse,03-04-2025 12:10,23283.7,23286.35,23272.85,23273.5
03-04-2025 12:15,-0.35,0.2,-0.35,0.55,87375,69450,46125,3975,N,-6975,Y,23378.95,23365.05,23373.35,23373,-0.2,0.3,0.4,0.1,383625,365175,3131850,51225,Y,-35700,Y,75.2,70.95,74.2,74,-0.6,-0.6,-0.6,8.88E-16,32451825,29409300,7769100,-1267050,Y,742500,Y,5.25,4.35,5,4.4,-14,-11.75,-14,2.25,16050,45240,4830,-2850,N,-2760,N,51730,51680.15,51722,51708,BUY,reverse,03-04-2025 12:15,23275.95,23279.8,23271.45,23277.35
