last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,timestamp,cur_open,open,close,pre_prev_close,nifty_cur_open,nifty_prev_open,nifty_prev_close,nifty_pre_prev_close,ce_symbol,ce_cur_open,ce_prev_open,ce_prev_close,ce_pre_prev_close,pe_symbol,pe_cur_open,pe_prev_open,pe_prev_close,pe_pre_prev_close
13-08-2025 09:15,-26.1,67875,82,140700,62400,-27.1,-26.2,78300,-607.4,21150,17250,N,7350,N,24645.47,24659.1,24633,24660.2,24624.5,13-08-2025 09:15,-11.9,11764350,128,460725,392025,-12.1,-12.1,68700,-44.85,36750,-254100,N,534600,N,81.75,69.85,82.45,67.3,74.59,13-08-2025 09:15,13.8,11713575,130,302850,367125,15.15,15.15,-64275,-47.2,29850,99300,N,27750,N,71.25,85.05,90.8,68.35,77.42,,,,,,,,,,,,,,,,,,,
13-08-2025 09:20,2,110100,226,280350,194175,0.5,2,86175,-1337.5,50250,43725,Y,61275,YES,24641.15,24633,24635,24640,24618,13-08-2025 09:20,-0.85,15638025,240,1638450,783000,-1.6,-1.5,855450,-85.55,69600,537525,Y,678300,YES,69.9,69.05,72.15,63.95,72.52,13-08-2025 09:20,3.6,17158500,234,659475,572400,5.5,5.5,87075,-109.6,59925,-37050,Y,275550,Y,84.75,88.35,98.9,82.85,83.56,13-08-2025 09:20,24561.9,24566.2,24561.9,24566.3,24635,24629.5,24630,24633,NIFTY2581424600CE,69.25,69.8,68.5,69.75,NIFTY2581424600PE,90,85.95,90,86.15
13-08-2025 09:25,-10,150375,225,268725,130725,-5,-6.8,138000,-1171.4,46200,-2850,YES,46575,N,24639.08,24635,24625,24650,24622,13-08-2025 09:25,-6,15282000,219,1002825,830625,-5.6,-5.65,172200,-79.65,69675,3225,N,579675,N,69.2,63.2,76.6,62.05,71.57,13-08-2025 09:25,3.75,13557600,223,638775,655500,3.25,3.25,-16725,-109,58950,201600,YES,213825,N,88.25,92,98.6,77.8,85.27,13-08-2025 09:25,24546.5,24562.1,24546.85,24561.9,24623.1,24635,24625,24630,NIFTY2581424500CE,119.65,125.7,120,125.7,NIFTY2581424500PE,48.4,46.05,47.9,47.25
13-08-2025 09:30,11.9,77850,209,152400,91650,10.1,8.1,60750,-1179.2,39225,12600,N,22350,N,24638.2,24622.1,24634,24646.9,24610,13-08-2025 09:30,2.25,17481975,228,1127100,1215900,2.35,2.4,-88800,-78.8,70500,-74025,YES,132600,N,62.7,64.95,70.3,57.8,70.01,13-08-2025 09:30,-4.65,15976200,222,832800,698850,-4.6,-4.45,133950,-106.25,61050,-95850,Y,51600,N,93.15,88.5,103.4,80.75,86.82,13-08-2025 09:30,24555,24546.5,24555,24546.85,24633.2,24623.1,24633.2,24625,NIFTY2581424600CE,65,63.1,64.95,63.75,NIFTY2581424600PE,88.9,92.5,88.5,91.95
13-08-2025 09:35,17,78375,208,172125,117900,17,17.3,54225,-1314.1,44475,22575,N,3750,N,24638.81,24634,24651,24653.4,24628.4,13-08-2025 09:35,7.6,14948625,247,1167975,1312350,7.7,7.7,-144375,-88.75,71100,331875,Y,117750,N,64.9,72.5,74.65,64.6,70.11,13-08-2025 09:35,-8.45,8191200,251,957300,827175,-8.15,-8.05,130125,-98.3,65400,113775,YES,311550,Y,89.2,80.75,90.35,78.4,86.39,13-08-2025 09:35,24568.7,24553.6,24568,24555,24652.4,24633.2,24651,24633.2,NIFTY2581424600CE,72.35,65,72.5,64.95,NIFTY2581424600PE,80.25,88.9,80.75,88.5
13-08-2025 09:40,3.8,146850,237,281325,94650,1,6.1,186675,-1205.2,47925,-19725,YES,-11850,Y,24642.81,24652.4,24656.2,24671,24650,13-08-2025 09:40,0.6,19136475,290,1166250,1355925,0.3,0.3,-189675,-96.75,79500,-709200,YES,-39825,Y,72.4,73,81,70,71.26,13-08-2025 09:40,-3.25,12246375,293,909675,1338300,-3.45,-3.5,-428625,-85.35,71775,339450,YES,55275,N,80.05,76.8,80.05,69.25,84.54,13-08-2025 09:40,24571,24568.7,24570.15,24568,24656.2,24652.4,24651.5,24651,NIFTY2581424600CE,72.25,72.35,73,72.5,NIFTY2581424600PE,77.45,80.25,76.8,80.75
13-08-2025 09:45,25.2,95775,216,152325,114375,25.1,21.7,37950,-1253.6,43200,13875,Y,-8475,N,24645.59,24650,24675.2,24683.9,24650,13-08-2025 09:45,10.65,18864300,309,1301175,1785825,11.5,11.55,-484650,-98.75,73425,623625,Y,-636075,Y,72.25,82.9,89,72.2,72.73,13-08-2025 09:45,-11.8,11172225,303,1071000,955575,-11.7,-11.75,115425,-87.35,79800,-213525,Y,390300,Y,77.45,65.65,77.6,62.25,82.7,13-08-2025 09:45,24590.95,24571,24590.95,24570.15,24675.2,24656.2,24675,24651.5,NIFTY2581424600CE,83.55,72.25,83.6,73,NIFTY2581424600PE,65.5,77.45,65.6,76.8
13-08-2025 09:50,-4.2,86625,178,152550,138525,-4.2,-5.3,14025,-1019.7,43875,8700,N,129375,YES,24647.8,24675.2,24671,24682.5,24665,13-08-2025 09:50,-2.6,13600500,242,1049475,1188075,-1.95,-1.9,-138600,-100.3,74175,158100,N,512025,YES,83.95,81.35,87.5,77.8,73.65,13-08-2025 09:50,3.55,9332625,247,1067850,1050975,2.95,2.95,16875,-84.65,69975,145575,YES,364725,N,65,68.55,71.9,62.75,81.42,13-08-2025 09:50,24583.3,24590.25,24583.45,24590.95,24671,24675.2,24672.4,24675,NIFTY2581424600CE,81.35,83.55,81.85,83.6,NIFTY2581424600PE,68.55,65.5,68.3,65.6
13-08-2025 09:55,12.1,124800,223,127650,93000,12.8,14.1,34650,-1136,46875,-19650,YES,94575,N,24651.58,24671,24683.1,24693.1,24668.4,13-08-2025 09:55,7.05,18330975,312,889425,1244550,6.05,6,-355125,-104.15,73875,-103200,YES,-385500,Y,81.9,88.95,92.1,79.25,75.19,13-08-2025 09:55,-6.6,10517625,317,1061625,1080225,-5.6,-5.65,-18600,-84.85,79950,-46650,Y,137850,N,68.05,61.45,70.6,59.3,79.85,13-08-2025 09:55,24597.8,24583.3,24598.6,24583.45,24683.1,24671,24689.4,24672.4,NIFTY2581424600CE,88.35,81.35,88.2,81.85,NIFTY2581424600PE,61.9,68.55,62,68.3
13-08-2025 10:00,3,57525,177,135375,137325,3.6,-1.6,-1950,-821.5,44100,6225,Y,-4200,Y,24652.98,24686,24689,24691.8,24673.1,13-08-2025 10:00,2.55,12506100,331,1267650,973575,2.1,2,294075,-103.75,74475,176250,Y,-7650,YES,88.95,91.5,92.35,81.95,76.03,13-08-2025 10:00,-1.05,8686800,336,1163400,1173375,-0.75,-0.8,-9975,-82.35,78450,66600,YES,212850,Y,61.45,60.4,67.2,59.05,78.76,13-08-2025 10:00,24600.8,24597.8,24600.8,24598.6,24686.3,24683.1,24686.3,24689.4,NIFTY2581424600CE,91.05,88.35,91.05,88.2,NIFTY2581424600PE,60.5,61.9,60.8,62
