last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
29-04-2025 13:50,-5.5,-8.5,-8.1,26775,-582.8,24675,-2775,YES,9900,N,-0.06,24463,24452,29-04-2025 13:50,-2.25,-2.25,-2.25,-1401075,-23.4,74700,-105375,YES,223575,YES,-0.13,29-04-2025 13:50,7.55,7.5,7.6,13350,-138.1,38175,2925,N,-7725,YES,0.02
29-04-2025 13:55,4,4.4,3.9,10350,-610.3,19575,3825,N,-4200,Y,-0.07,24456,24460,29-04-2025 13:55,1.1,1.15,1.15,-37125,-22,92400,62475,Y,-165450,Y,-0.15,29-04-2025 13:55,-9.1,-7.8,-7.75,-14100,-147.5,48450,-20325,Y,11025,N,0.07
29-04-2025 14:00,3,7.7,8.5,22050,-624.9,24000,900,YES,25950,YES,-0.03,24460,24463,29-04-2025 14:00,0.65,0.65,0.65,-549300,-23.75,76725,-89325,YES,84075,YES,-0.1,29-04-2025 14:00,-5.45,-5.9,-5.8,-21900,-125.1,44550,-1650,N,14475,N,-0.03
29-04-2025 14:05,-2.7,-0.2,-1.6,-201750,-648.9,24075,-4725,YES,-225,Y,-0.02,24465.1,24462.4,29-04-2025 14:05,-0.85,-0.75,-0.75,-1527225,-24.05,79950,3225,Y,24600,N,-0.15,29-04-2025 14:05,3,2.7,2.65,-18525,-126.65,46575,-750,N,-11700,YES,-0.07
29-04-2025 14:10,-0.4,-2.3,-3.5,1350,-382.8,22350,-1425,N,-3000,Y,-0.03,24462.4,24462,29-04-2025 14:10,0.2,0.2,0.2,531150,-22.85,96750,225000,Y,-103875,Y,-0.11,29-04-2025 14:10,-1.45,-0.7,-0.55,9525,-123.95,47925,-26025,Y,9525,Y,-0.01
29-04-2025 14:15,2.4,1.7,2,-34800,-552.7,22800,4950,N,-9900,Y,-0.03,24460.7,24465,29-04-2025 14:15,1.2,1.15,1.15,200400,-23.65,87150,-28650,YES,-84300,N,-0.11,29-04-2025 14:15,-3.35,-3.65,-3.5,-4200,-130.3,50475,-6825,N,-450,YES,-0.01
29-04-2025 14:20,-6.4,-5.8,-5.2,-8775,-360.2,19800,-4575,YES,4650,N,-0.02,24465,24457.1,29-04-2025 14:20,-2.25,-2.25,-2.25,-1690725,-26.4,85200,-139125,YES,151050,YES,-0.11,29-04-2025 14:20,6.8,6.95,6.95,1500,-123.35,43200,24600,YES,-10275,YES,-0.03
29-04-2025 14:25,-14.5,-15.8,-16.8,11325,-748.3,26850,-7800,YES,19875,N,-0.19,24457.1,24443,29-04-2025 14:25,-0.7,-0.75,-0.75,462075,-24.7,91425,10125,Y,59400,N,-0.16,29-04-2025 14:25,14.45,14.2,14.3,-117825,-143.9,48600,15075,N,-36225,YES,0.11
29-04-2025 14:30,0,-0.5,-1,-17700,-898.8,31425,-1875,N,19350,N,-0.15,24442.6,24443,29-04-2025 14:30,0.3,0.3,0.3,-54075,-20.95,75525,14325,N,-47625,Y,-0.13,29-04-2025 14:30,-2.3,-2.45,-2.4,450,-145.1,44850,-16575,Y,3525,Y,0.08
29-04-2025 14:35,1.1,0.5,1,-52800,-617.3,22800,-4500,YES,30525,N,-0.09,24443,24444.1,29-04-2025 14:35,-0.7,-0.7,-0.7,537450,-18.95,69750,-80250,YES,5400,YES,-0.11,29-04-2025 14:35,2.75,2.5,2.5,-40425,-137,40275,-13875,N,-14550,YES,0.08
29-04-2025 14:40,7.1,7,10,-155925,-366.2,27675,2250,N,-32775,Y,-0.08,24444.1,24450.5,29-04-2025 14:40,0.5,0.55,0.5,1872150,-20.65,79800,36675,Y,-24675,Y,-0.1,29-04-2025 14:40,-6.75,-7.25,-7.25,3000,-135.4,46275,4800,N,31500,Y,0.03
29-04-2025 14:45,-9.4,-9.6,-13,-28200,-424.5,22425,2100,YES,27450,YES,-0.09,24450.5,24442,29-04-2025 14:45,-0.9,-0.9,-0.9,2794800,-21.6,78150,-151800,YES,39225,YES,-0.1,29-04-2025 14:45,6.45,6.25,6.2,-34950,-132.35,40425,-15450,Y,4725,N,0.06
29-04-2025 14:50,-6,-5.3,-4,-203175,-560.1,34050,18000,N,-34800,Y,-0.4,24441.1,24435.1,29-04-2025 14:50,-1.5,-1.45,-1.45,-73800,-22.65,86625,-96900,Y,-32925,Y,-0.17,29-04-2025 14:50,2.55,1.65,1.65,9375,-133.8,44625,3975,N,-5925,YES,0.05
29-04-2025 14:55,3,0.5,0,-99675,-759.9,27900,3750,N,-8700,YES,-0.17,24435,24435.1,29-04-2025 14:55,-0.35,-0.3,-0.3,529050,-20.1,94800,33225,Y,72450,YES,-0.15,29-04-2025 14:55,0.05,0.3,0.05,29925,-137.1,50400,-12225,Y,-32550,YES,0.07
29-04-2025 15:00,-6.8,-6.7,-3.6,-7650,-431.3,28950,-6900,YES,-1875,N,-0.54,24435.1,24428.3,29-04-2025 15:00,-2.05,-2.05,-2.05,-1534500,-18.4,99000,110625,Y,-357075,Y,-0.3,29-04-2025 15:00,5.55,5.9,5.9,2175,-139.55,41100,-3600,N,-900,Y,0.2
29-04-2025 15:05,-11.1,-8,-11.3,-58200,-551.6,37425,-29700,YES,2250,N,-0.99,24433.1,24422,29-04-2025 15:05,0.15,0.1,0.1,574800,-18.55,89850,266550,Y,-290325,YES,-0.23,29-04-2025 15:05,3.95,4.8,4.85,-55050,-135.5,42975,-33000,Y,-52575,YES,0.23
29-04-2025 15:10,-1.7,0.4,-1.1,-59700,-366.7,38550,18525,Y,-12900,Y,-0.75,24422,24420.5,29-04-2025 15:10,0.7,0.75,0.75,1471875,-18.9,88875,-243225,YES,278175,YES,-0.19,29-04-2025 15:10,6.55,6.5,6.4,-55950,-148.9,46350,55875,YES,-15075,Y,0.16
29-04-2025 15:15,9.5,9.5,9.1,74400,-503.4,39300,-41625,YES,-31125,Y,-1.26,24420.5,24430,29-04-2025 15:15,1.2,1.2,1.2,-328050,-20.3,85875,136875,Y,-229125,Y,-0.24,29-04-2025 15:15,-12,-11.95,-11.85,-105300,-137.65,53550,-40275,Y,-25650,YES,0.39
29-04-2025 15:20,0.3,0.4,1,-338175,-439.3,37875,-14775,Y,-14775,N,-0.79,24430,24430.3,29-04-2025 15:20,-0.8,-0.8,-0.8,-407100,-20,76050,-338175,YES,223125,YES,-0.23,29-04-2025 15:20,4.85,5.5,5.6,-10800,-152,43800,-12300,YES,-13050,N,0.12
