datetime,open,high,low,close,volume
2025-02-11 09:25:00,23383.55,23390.05,23295.75,23314.2,0
2025-02-11 09:30:00,23348.0,23350.35,23295.75,23310.5,0
2025-02-11 09:35:00,23314.05,23346.7,23295.75,23333.05,0
2025-02-11 09:40:00,23314.7,23351.75,23298.9,23339.95,0
2025-02-11 09:45:00,23310.65,23351.75,23307.3,23310.45,0
2025-02-11 09:50:00,23335.05,23351.75,23292.85,23300.7,0
2025-02-11 09:55:00,23339.55,23343.35,23286.45,23304.1,0
2025-02-11 10:00:00,23309.85,23318.05,23286.45,23292.0,0
2025-02-11 10:05:00,23300.25,23311.25,23285.1,23287.6,0
2025-02-11 10:10:00,23305.1,23311.25,23270.7,23277.3,0
2025-02-11 10:15:00,23291.55,23301.25,23263.25,23264.9,0
2025-02-11 10:20:00,23287.8,23293.05,23261.25,23280.4,0
2025-02-11 10:25:00,23276.5,23296.15,23261.25,23289.0,0
2025-02-11 10:30:00,23264.1,23296.15,23261.25,23272.95,0
2025-02-11 10:35:00,23279.9,23296.15,23267.6,23274.35,0
2025-02-11 10:40:00,23288.8,23292.0,23258.6,23259.3,0
2025-02-11 10:45:00,23274.65,23280.0,23250.9,23262.95,0
2025-02-11 10:50:00,23273.6,23279.35,23250.9,23264.85,0
2025-02-11 10:55:00,23258.8,23279.35,23250.9,23272.45,0
2025-02-11 11:00:00,23262.45,23279.35,23259.75,23264.15,0
2025-02-11 11:05:00,23264.85,23285.9,23260.8,23280.5,0
2025-02-11 11:10:00,23271.8,23287.9,23260.8,23280.05,0
2025-02-11 11:15:00,23263.6,23294.75,23263.3,23288.4,0
2025-02-11 11:20:00,23280.5,23301.75,23275.3,23283.2,0
2025-02-11 11:25:00,23279.7,23301.75,23259.5,23259.8,0
2025-02-11 11:30:00,23289.25,23301.75,23248.45,23253.15,0
2025-02-11 11:35:00,23283.5,23287.95,23248.45,23264.4,0
2025-02-11 11:40:00,23261.05,23272.15,23248.45,23262.75,0
2025-02-11 11:45:00,23252.6,23272.15,23250.3,23258.65,0
2025-02-11 11:50:00,23264.4,23272.15,23252.6,23255.35,0
2025-02-11 11:55:00,23262.1,23265.45,23245.6,23249.15,0
2025-02-11 12:00:00,23259.3,23259.55,23245.6,23253.6,0
2025-02-11 12:05:00,23255.35,23256.65,23245.6,23247.05,0
2025-02-11 12:10:00,23248.8,23261.4,23243.9,23253.15,0
2025-02-11 12:15:00,23253.05,23261.4,23243.9,23246.25,0
2025-02-11 12:20:00,23247.05,23261.4,23238.25,23240.55,0
2025-02-11 12:25:00,23252.85,23257.4,23237.7,23246.2,0
2025-02-11 12:30:00,23246.65,23257.4,23237.7,23242.95,0
2025-02-11 12:35:00,23240.5,23248.1,23233.7,23234.85,0
2025-02-11 12:40:00,23246.6,23246.8,23233.6,23236.3,0
2025-02-11 12:45:00,23242.9,23244.1,23211.65,23212.0,0
2025-02-11 12:50:00,23235.35,23241.65,23209.3,23219.9,0
2025-02-11 12:55:00,23236.4,23239.4,23177.6,23184.9,0
2025-02-11 13:00:00,23212.4,23223.7,23126.65,23128.95,0
2025-02-11 13:05:00,23219.65,23223.7,23115.9,23125.15,0
2025-02-11 13:10:00,23184.7,23184.7,23026.35,23031.2,0
2025-02-11 13:15:00,23129.3,23135.25,23022.45,23089.0,0
2025-02-11 13:20:00,23124.4,23128.1,23022.45,23068.85,0
2025-02-11 13:25:00,23031.05,23101.4,23022.45,23043.1,0
2025-02-11 13:30:00,23087.5,23093.6,23023.55,23035.75,0
2025-02-11 13:35:00,23068.05,23075.4,23023.55,23072.6,0
2025-02-11 13:40:00,23042.3,23083.7,23023.55,23074.9,0
2025-02-11 13:45:00,23036.15,23083.7,23027.05,23065.1,0
2025-02-11 13:50:00,23071.75,23083.7,23048.1,23057.05,0
2025-02-11 13:55:00,23074.1,23081.6,23037.3,23043.5,0
2025-02-11 14:00:00,23065.35,23074.3,23000.3,23003.85,0
2025-02-11 14:05:00,23058.15,23063.75,22986.65,23001.95,0
2025-02-11 14:10:00,23043.1,23054.0,22986.65,23052.65,0
2025-02-11 14:15:00,23004.7,23054.0,22986.65,23022.75,0
2025-02-11 14:20:00,23002.65,23054.0,23001.55,23031.4,0
2025-02-11 14:25:00,23052.7,23054.95,23006.4,23018.3,0
2025-02-11 14:30:00,23022.65,23054.95,23006.4,23040.55,0
2025-02-11 14:35:00,23031.25,23054.95,23012.95,23025.35,0
2025-02-11 14:40:00,23018.1,23044.65,23009.6,23027.6,0
2025-02-11 14:45:00,23040.3,23054.65,23009.6,23049.2,0
2025-02-11 14:50:00,23025.25,23113.95,23009.6,23112.55,0
2025-02-11 14:55:00,23028.4,23118.4,23027.45,23055.75,0
2025-02-11 15:00:00,23050.1,23118.4,23033.95,23081.4,0
2025-02-11 15:05:00,23111.7,23118.4,23033.95,23079.45,0
2025-02-11 15:10:00,23056.55,23086.85,23053.65,23073.4,0
2025-02-11 15:15:00,23081.6,23084.9,23059.25,23076.6,0
2025-02-11 15:20:00,23080.95,23081.1,23060.4,23073.75,0
2025-02-11 15:25:00,23074.25,23080.8,23060.4,23070.5,0
