last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price
2025-06-24 09:15:00,-5.049999999999997,-6.0,-5.949999999999989,-17250,-111.59999999999854,54900,19800.0,N,235800.0,N,100.0,94.95,108.45,92.6,-2.1500000000000057
2025-06-24 09:20:00,0.09999999999999432,-0.09999999999999432,-0.05000000000001137,77025,-108.10000000000582,67425,226950.0,YES,304725.0,Y,94.0,94.1,96.45,87.55,-3.519999999999996
2025-06-24 09:25:00,14.150000000000006,14.0,14.0,-65475,-121.80000000000291,63675,38400.0,N,262725.0,N,94.0,108.15,109.4,93.35,2.280000000000001
2025-06-24 09:30:00,-3.0999999999999943,-3.25,-3.25,12675,-126.65000000000873,63225,44175.0,N,187350.0,N,108.75,105.65,114.9,103.75,1.7099999999999937
2025-06-24 09:35:00,27.60000000000001,28.349999999999994,28.400000000000006,-75975,-169.30000000001746,61650,-160800.0,Y,-336450.0,YES,105.2,132.8,148.4,104.8,9.079999999999998
2025-06-24 09:40:00,-12.450000000000003,-13.0,-13.100000000000009,-2475,-150.5500000000029,61800,69600.0,YES,88050.0,Y,133.15,120.7,141.25,113.0,1.960000000000008
2025-06-24 09:45:00,25.30000000000001,25.39999999999999,25.55000000000001,-9300,-175.44999999998254,65700,-69150.0,Y,-128250.0,YES,120.75,146.05,164.9,118.3,5.38000000000001
2025-06-24 09:50:00,-19.55000000000001,-20.250000000000014,-20.200000000000017,-44025,-168.65000000002328,63225,-62025.0,N,102825.0,Y,145.65,126.1,148.95,124.8,1.4399999999999977
2025-06-24 09:55:00,-12.100000000000009,-12.75,-12.849999999999994,-17400,-141.75000000001455,61350,105375.0,YES,222300.0,Y,124.7,112.6,128.4,104.6,-0.3299999999999983
2025-06-24 10:00:00,-6.349999999999994,-6.5,-6.5,-29325,-129.60000000000582,64350,81750.0,N,47625.0,N,112.5,106.15,115.7,103.65,-0.5600000000000023
