last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,datetime,timestamp,open,high,low,close,volume
15-07-2025 11:05,18,148650,283,215400,208725,21,19.7,6675,-878,47625,-14775,YES,36525,YES,25216.03,25278,25296,25298.9,25274.8,15-07-2025 11:05,22.85,4500825,281,291525,323400,21.95,22,-31875,-211.95,68250,-799275,YES,-142875,YES,167.15,190,191.4,166.15,,121.45,15-07-2025 11:05,-3.25,4106250,281,1533150,1695900,-3.2,-3.25,-162750,-50.85,89325,-83025,YES,132825,Y,38.1,34.85,38.35,34.55,64.82,15-07-2025 11:05,1752557700,11.81,11.85,11.8,11.84,0
15-07-2025 11:10,-2,164700,255,209850,267750,-4,-2.9,-57900,-1054.1,61200,-8550,N,20475,N,25222.47,25297,25295,25306,25286.7,15-07-2025 11:10,-4.4,2374575,221,337725,300300,-3.75,-3.9,37425,-198.5,60600,-394275,Y,126300,YES,190.2,185.8,194.15,181.15,,122.78,15-07-2025 11:10,0.05,3543000,225,1573800,1507500,-0.15,-0.15,66300,-48.6,79875,144225,YES,70050,N,34.85,34.9,36.65,32.95,63.92,15-07-2025 11:10,1752558000,11.83,11.84,11.79,11.81,0
15-07-2025 11:15,-21.8,82725,216,261825,358425,-17,-17.9,-96600,-997.7,51225,-1725,N,11025,N,25225.05,25297.8,25276,25300,25275.1,15-07-2025 11:15,-15.25,1537425,202,300375,288150,-15.4,-15.3,12225,-206.5,61425,-66900,Y,-10950,Y,185.65,170.4,187.65,168,,123.49,15-07-2025 11:15,1.15,2506725,203,1420050,1606350,1.1,1.1,-186300,-50.05,82500,22050,N,-5775,YES,34.8,35.95,36.45,33.75,63.32,15-07-2025 11:15,1752558300,11.8,11.81,11.73,11.73,0
15-07-2025 11:20,10.1,36225,173,128550,207225,10.1,7.5,-78675,-1266,40500,14925,N,-10050,Y,25226.03,25276,25286.1,25290.4,25276,15-07-2025 11:20,6.35,1091850,270,277350,326925,6.4,6.4,-49575,-189.45,60225,27225,Y,7950,N,170.15,176.5,179.8,169.5,148.9,123.95,15-07-2025 11:20,-2.25,2069775,281,2196900,1537800,-2.1,-2.1,659100,-51.2,75300,-16875,Y,65025,Y,35.95,33.7,36.4,33.4,62.84,15-07-2025 11:20,1752558600,11.72,11.76,11.72,11.72,0
15-07-2025 11:25,0.3,23775,116,134775,185550,-3.1,-1.1,-50775,-955.2,40350,-34725,YES,13950,YES,25226.67,25286.1,25286.4,25291,25280.9,15-07-2025 11:25,-4.35,656400,319,269850,346650,-3.65,-3.75,-76800,-188.95,62475,750,YES,43125,YES,177.35,173,178.5,170.7,,124.23,15-07-2025 11:25,1.05,1223100,330,2111325,1438500,0.95,0.95,672825,-51.1,87450,45600,YES,4725,N,33.7,34.75,35.25,33.2,62.56,15-07-2025 11:25,1752558900,11.72,11.74,11.7,11.72,0
15-07-2025 11:30,11.1,68625,169,217575,157350,14.5,12.6,60225,-821,43875,-60975,YES,-27225,Y,25228.79,25286.4,25297.5,25302,25285,15-07-2025 11:30,9.15,1406850,348,291600,336750,9.45,9.7,-45150,-201.85,62850,16800,N,7725,N,172.95,182.1,186.5,171.5,,124.88,15-07-2025 11:30,-1.45,1958025,350,2388225,1552350,-1.6,-1.6,835875,-50.15,89850,-34275,Y,-24675,YES,34.9,33.45,35.2,31.9,62.1,15-07-2025 11:30,1752559200,11.71,11.73,11.7,11.71,0
15-07-2025 11:35,-6.5,33825,149,165225,105150,-4,-3.9,60075,-938.6,40350,20025,Y,-23850,N,25229.74,25297.5,25291,25302.3,25282,15-07-2025 11:35,-3.25,1205325,362,284775,317175,-3.5,-3.6,-32400,-197.85,60000,-36825,YES,7500,N,181.75,178.5,187.65,171.45,,125.4,15-07-2025 11:35,0.25,2298750,362,1879950,2055975,0.2,0.25,-176025,-53,79275,6000,YES,-23175,N,33.5,33.75,36.8,32,61.61,15-07-2025 11:35,1752559500,11.72,11.76,11.7,11.7,0
15-07-2025 11:40,1,17475,98,212025,99900,1,-0.7,112125,-773.3,34725,6375,N,5175,YES,25230.23,25291,25292,25295,25290,15-07-2025 11:40,1.65,499350,349,305850,292575,1.9,1.85,13275,-200.3,60525,16950,Y,18075,N,177.75,179.4,181.2,175,,125.61,15-07-2025 11:40,-1.45,1253925,359,1702950,1720050,-1.35,-1.35,-17100,-49.75,94350,-23025,Y,99825,Y,33.9,32.45,34.4,32,61.33,15-07-2025 11:40,1752559800,11.71,11.74,11.68,11.74,0
15-07-2025 11:45,-11,22800,96,88875,125400,-8,-7,-36525,-586,31950,-5475,YES,26025,YES,25230.8,25295,25284,25295,25284,15-07-2025 11:45,-6.3,531675,338,292275,323475,-6,-6,-31200,-187.1,57450,-675,YES,28725,N,179.7,173.4,179.8,172.5,,125.82,15-07-2025 11:45,0.65,1034025,343,1987275,1712025,0.65,0.65,275250,-45.95,76350,79275,YES,-23775,YES,32.55,33.2,33.55,32.05,61.11,15-07-2025 11:45,1752560100,11.73,11.75,11.72,11.74,0
15-07-2025 11:50,-9,21750,115,155700,81075,-9,-11.2,74625,-904.2,34050,2100,N,2700,Y,25231.23,25284,25275,25286.7,25272,15-07-2025 11:50,-10.05,1017900,348,287100,333675,-10,-10.05,-46575,-173.9,67050,-38175,YES,21975,N,174.05,164,174.65,163,,126.16,15-07-2025 11:50,2.45,1909950,353,1956675,1881450,2.6,2.6,75225,-53.2,90525,72000,N,-29175,YES,33.25,35.7,35.95,32.95,60.73,15-07-2025 11:50,1752560400,11.74,11.75,11.68,11.7,0
15-07-2025 11:55,3.9,46875,121,293625,139275,3,3.8,154350,-647.2,47400,-8550,YES,3750,N,25232.04,25275,25278.9,25281.3,25268,15-07-2025 11:55,1.55,1375200,357,297600,251175,1.65,1.8,46425,-184.5,58350,30900,Y,-31125,Y,164.55,166.1,168.2,157,,126.55,15-07-2025 11:55,-0.65,2470275,360,1747200,1465500,-0.75,-0.7,281700,-53.2,75525,975,Y,38700,Y,35.5,34.85,37.55,33.75,60.27,15-07-2025 11:55,1752560700,11.69,11.71,11.65,11.67,0
15-07-2025 12:00,-2.4,28425,68,232725,113175,-1.5,0.2,119550,-950.4,42750,6450,N,9300,N,25232.6,25278.9,25276.5,25287.3,25275,15-07-2025 12:00,-1.2,706575,326,250200,290550,-1.3,-1.35,-40350,-186.9,59925,-61725,YES,29400,YES,165.55,164.35,172.45,162.2,,126.77,15-07-2025 12:00,0.95,1213800,327,1739775,2192775,0.95,0.95,-453000,-54.15,78075,-8250,Y,7725,N,34.75,35.7,36.3,33.2,60.05,15-07-2025 12:00,1752561000,11.67,11.7,11.65,11.69,0
15-07-2025 12:05,-1.5,21150,75,167625,130275,-1.3,0.2,37350,-999,39975,-825,YES,-3000,Y,25233.02,25276.5,25275,25280,25273.6,15-07-2025 12:05,3.45,396675,328,271650,306375,3.15,3.05,-34725,-176.15,56325,19575,Y,-14700,Y,164.3,167.75,168.6,162,,126.89,15-07-2025 12:05,-0.75,1073475,341,1758525,1997850,-1.1,-1,-239325,-50.65,82275,-30975,Y,76500,Y,35.65,34.9,36.1,33.85,59.85,15-07-2025 12:05,1752561300,11.69,11.7,11.67,11.68,0
15-07-2025 12:10,0.2,22500,90,86175,103275,0.1,-0.2,-17100,-1306.2,43425,-3975,YES,7275,N,25233.45,25275,25275.2,25286.7,25275,15-07-2025 12:10,0.15,517650,330,288600,318225,-0.15,-0.15,-29625,-185.55,64050,-15150,YES,5775,YES,166.85,167,171.55,164.4,,127.06,15-07-2025 12:10,0.6,740850,321,1634925,1627200,0.55,0.55,7725,-48.9,80625,-23550,N,24600,N,34.9,35.5,35.95,34.15,59.72,15-07-2025 12:10,1752561600,11.68,11.71,11.67,11.7,0
15-07-2025 12:15,-10,27450,113,94125,93900,-9.9,-10.7,225,-1048,34350,-675,N,-21000,Y,25233.85,25275.2,25265.2,25279.4,25262,15-07-2025 12:15,-8.3,754950,329,267150,280275,-8.35,-8.35,-13125,-175.4,64650,-15600,YES,20025,N,167.1,158.8,168.75,157,,127.26,15-07-2025 12:15,1.1,1690500,346,1737150,1679700,1.15,1.15,57450,-50.05,79200,31650,YES,-97575,YES,35.45,36.55,37.45,34.55,59.43,15-07-2025 12:15,1752561900,11.71,11.71,11.66,11.66,0
15-07-2025 12:20,4.8,48150,127,87075,84600,0,0.8,2475,-908.8,31350,0,N,-4425,N,25234.33,25265.2,25270,25270,25252,15-07-2025 12:20,-1.95,1885950,344,367875,304875,-1.95,-1.95,63000,-175.5,65700,16500,Y,-27075,Y,158.35,156.4,158.85,147.2,,127.61,15-07-2025 12:20,-0.05,4732500,345,1286175,1653975,-0.2,-0.15,-367800,-56,87450,-91050,Y,-147450,YES,36.55,36.5,41.3,35.65,58.75,15-07-2025 12:20,1752562200,11.67,11.69,11.64,11.65,0
15-07-2025 12:25,9.1,32025,106,66450,75600,12.2,9.1,-9150,-844.9,30000,10500,N,20175,YES,25234.81,25270,25279.1,25280,25265,15-07-2025 12:25,7.65,797625,244,299625,331125,7.05,7,-31500,-177.75,59700,2625,YES,-18075,N,156.35,164,164,155.55,,127.8,15-07-2025 12:25,-2.6,1377000,250,1848225,1639425,-2.5,-2.55,208800,-53.35,81075,-40350,YES,122775,Y,36.5,33.9,36.8,33.9,58.53,15-07-2025 12:25,1752562500,11.66,11.67,11.63,11.65,0
15-07-2025 12:30,0.9,40425,131,112725,69675,2.8,6.1,43050,-488.2,34200,5250,N,31575,N,25235.57,25279.1,25280,25288,25279.1,15-07-2025 12:30,3.85,1332225,307,362100,365850,3.7,3.55,-3750,-196.95,60975,4575,N,29475,YES,164.3,168.15,172.6,163.1,,128.2,15-07-2025 12:30,-0.95,1624875,304,1561875,1772475,-0.95,-0.9,-210600,-48.6,85425,23475,YES,-18600,YES,33.85,32.9,34.25,32.1,58.25,15-07-2025 12:30,1752562800,11.64,11.7,11.64,11.67,0
15-07-2025 12:35,10,28575,75,103350,61950,10.5,7.1,41400,-1048.5,29700,10275,N,-1950,Y,25236.14,25280,25290,25294.1,25278,15-07-2025 12:35,7,1081350,270,311100,462300,7.3,7.25,-151200,-185.05,62400,8775,N,900,Y,168.4,175.4,175.75,166.65,,128.55,15-07-2025 12:35,-2.05,3106575,263,2309850,1591800,-2.3,-2.25,718050,-49.05,89175,-51300,Y,68925,Y,32.9,30.85,33.55,30.45,57.71,15-07-2025 12:35,1752563100,11.67,11.67,11.59,11.63,0
15-07-2025 12:40,-1,9375,62,96150,65325,-1,-2.9,30825,-657.2,25050,675,YES,19050,YES,25236.32,25290,25289,25291.9,25285.1,15-07-2025 12:40,-2.7,572175,315,347775,313500,-2.6,-2.7,34275,-193.4,63600,-11625,YES,14475,N,175,172.3,175.5,170.05,,128.73,15-07-2025 12:40,0.65,925350,305,2053875,1729125,0.65,0.65,324750,-45.9,81450,119550,YES,-41550,YES,30.75,31.4,31.65,30.5,57.55,15-07-2025 12:40,1752563400,11.61,11.63,11.58,11.61,0
15-07-2025 12:45,-11.1,30150,85,113775,192300,-11,-10,-78525,-744.7,32475,4950,N,-11100,Y,25236.86,25289,25277.9,25292,25276.6,15-07-2025 12:45,-4.1,762525,304,381075,356175,-3.95,-3.95,24900,-185.65,70050,-50625,YES,-5925,Y,172.7,168.6,176.75,166.85,,128.97,15-07-2025 12:45,0.3,807825,307,2420850,1726350,0.4,0.4,694500,-48,86850,55950,N,12750,Y,31.45,31.75,32.15,30.5,57.41,15-07-2025 12:45,1752563700,11.61,11.62,11.58,11.6,0
15-07-2025 12:50,-1.7,10275,65,63975,112200,-1.6,-3,-48225,-783.1,29400,-14775,YES,4425,N,25237.03,25277.9,25276.2,25285,25275.2,15-07-2025 12:50,-4.35,693450,294,334425,395025,-5.25,-5.25,-60600,-170.55,77475,-39525,N,13575,N,168.85,164.5,172,162.4,,129.17,15-07-2025 12:50,1.55,1433325,296,2107050,1911375,1.8,1.8,195675,-47.65,100275,-51150,Y,-6225,YES,31.7,33.25,33.8,31.15,57.18,15-07-2025 12:50,1752564000,11.6,11.61,11.58,11.6,0
15-07-2025 12:55,-2.2,12900,66,54750,103875,-3.1,-3,-49125,-1097.4,30375,4725,N,-13800,Y,25237.2,25276.2,25274,25279.7,25271,15-07-2025 12:55,-2.75,651000,336,288150,346350,-2.9,-3.05,-58200,-160.75,62475,5025,Y,9825,N,164.35,161.6,165.15,159.8,,129.33,15-07-2025 12:55,-0.2,1346475,344,1656600,1821150,-0.05,-0.05,-164550,-47.4,78150,38775,YES,38325,Y,33.3,33.1,33.7,31.85,56.97,15-07-2025 12:55,1752564300,11.61,11.61,11.52,11.54,0
15-07-2025 13:00,11,22200,91,55950,109875,10.1,9.4,-53925,-1046.9,33600,1350,YES,-2100,N,25237.55,25271.1,25282.1,25285,25271.1,15-07-2025 13:00,10.85,745125,344,285375,401100,11.45,11.45,-115725,-175.45,63000,31425,Y,-51675,Y,161.55,172.4,173,161.55,,129.53,15-07-2025 13:00,-1.4,2765550,348,2076225,1169925,-1.5,-1.5,906300,-46.7,84075,-4200,Y,-12150,YES,33.05,31.65,33.2,31.55,56.53,15-07-2025 13:00,1752564600,11.55,11.58,11.55,11.57,0
15-07-2025 13:05,-7,10125,72,53175,61575,-5.6,-5.4,-8400,-471.6,32550,-5775,YES,4800,N,25237.7,25283.4,25276.4,25283.4,25273.4,15-07-2025 13:05,-6.5,540750,349,300150,301575,-6.75,-6.85,-1425,-178.65,59250,-10125,YES,26325,YES,172.5,166,173.6,164.2,,129.68,15-07-2025 13:05,1.55,880500,353,1901250,1539750,1.55,1.5,361500,-45.65,86175,40350,YES,-9150,N,31.7,33.25,33.5,31.6,56.4,15-07-2025 13:05,1752564900,11.58,11.59,11.57,11.57,0
15-07-2025 13:10,-10.8,13725,65,62925,85950,-10.8,-7.9,-23025,-1253.1,31350,-4275,N,19875,N,25237.86,25276.4,25265.6,25276.9,25265.6,15-07-2025 13:10,-8.9,622650,350,409275,294525,-8.55,-8.5,114750,-172.4,64425,-40425,YES,19125,N,166,157.1,166,156.65,,129.82,15-07-2025 13:10,1,1009425,356,1918725,1824975,0.8,0.9,93750,-48.95,96750,-16575,Y,-91950,YES,33.2,34.2,34.2,32.65,56.26,15-07-2025 13:10,1752565200,11.57,11.58,11.53,11.57,0
