last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,timestamp,cur_open,open,close,pre_prev_close,nifty_cur_open,nifty_prev_open,nifty_prev_close,nifty_pre_prev_close,ce_symbol,ce_cur_open,ce_prev_open,ce_prev_close,ce_pre_prev_close,pe_symbol,pe_cur_open,pe_prev_open,pe_prev_close,pe_pre_prev_close
05-08-2025 09:20,-4,112125,109,391200,93900,0,-3.5,297300,-547.4,27525,11775,N,19800,N,24751.65,24745,24741,24756,24735.1,05-08-2025 09:20,-2.3,5196750,153,494100,442575,-3.05,-3.1,51525,-82.2,48075,147975,N,281550,N,100.45,98.15,105.8,95.35,105,05-08-2025 09:20,2.8,5089050,139,447750,389775,3.7,3.65,57975,-83.55,43275,109500,N,202725,N,111.5,114.3,115.75,106.15,109.21,,,,,,,,,,,,,,,,,,,
05-08-2025 09:25,-11,180450,165,173700,91275,-10.4,-7.7,82425,-890.3,41250,44775,Y,17850,N,24747.45,24741,24730,24744.8,24725.9,05-08-2025 09:25,-2.95,5971275,249,749025,649050,-3,-3,99975,-107.75,67800,238425,Y,280275,N,98.7,95.75,100.9,92.1,102.75,05-08-2025 09:25,3.95,7570350,246,750975,706350,4.15,4.15,44625,-134.05,58875,158100,YES,153900,N,112.9,116.85,119.55,110.6,110.94,,,,,,,,,,,,,,,,,,,
05-08-2025 09:30,3,61275,140,342825,104250,2.6,-0.2,238575,-1062.4,37125,-20925,YES,21825,N,24745.68,24730,24733,24744,24725,05-08-2025 09:30,0.25,5914800,330,955350,557325,0.35,0.4,398025,-110.1,66450,-18450,YES,150750,N,95.6,95.85,100.45,90,101.11,05-08-2025 09:30,-1.3,7435125,332,854025,900600,-1.65,-1.65,-46575,-141.25,73575,226725,YES,102600,N,117.25,115.95,122.15,110.45,112.5,05-08-2025 09:30,24674.8,24672.75,24675.25,24673,24733,24730.4,24731.8,24735.6,NIFTY2580724700CE,95.5,95.6,95.6,95.75,NIFTY2580724700PE,116.05,117.25,116.05,116.85
05-08-2025 09:35,-39.6,180150,219,471375,110325,-35.1,-38.9,361050,-936.9,43650,-39450,YES,12600,N,24737.4,24735,24695.4,24736.9,24695.2,05-08-2025 09:35,-13.55,8131725,361,1016175,646800,-13.3,-13.35,369375,-108.4,69675,-62925,YES,249525,YES,95.5,81.95,97.45,80.8,98.09,05-08-2025 09:35,26.55,11443050,360,587475,811575,26.3,26.45,-224100,-157.85,65475,30075,N,-753900,YES,116.45,143,143.55,115.15,117.33,05-08-2025 09:35,24631.95,24674.8,24633.45,24675.25,24695.4,24733,24696,24731.8,NIFTY2580724600CE,132.75,152.35,133,152.85,NIFTY2580724600PE,94.05,72.85,94.4,72.55
05-08-2025 09:40,-7.4,121200,242,306975,142875,-6.6,-1.4,164100,-1249,51600,5400,Y,47100,YES,24732.16,24695.4,24688,24709,24688,05-08-2025 09:40,-2.55,6285675,360,887925,933300,-2.45,-2.35,-45375,-101.55,78375,2188350,Y,406575,YES,81.7,79.15,86.8,78.85,95.97,05-08-2025 09:40,1.05,6366150,360,444225,532125,0.9,0.9,-87900,-166.2,61125,112800,YES,99300,Y,143.9,144.95,146.1,132.2,120.21,05-08-2025 09:40,24631.8,24631.95,24631.9,24633.45,24693.9,24695.4,24688,24696,NIFTY2580724600CE,128.75,132.75,129,133,NIFTY2580724600PE,94.55,94.05,94.7,94.4
05-08-2025 09:45,-13.9,156225,265,173625,134625,-14.8,-14,39000,-1828,52725,23100,N,55650,N,24725.16,24693.9,24680,24697.5,24673.3,05-08-2025 09:45,-4.95,7658100,348,804750,1474200,-4.75,-4.8,-669450,-85.2,74175,56925,N,94650,N,79,74.05,81.15,72.5,93.12,05-08-2025 09:45,8.8,6208275,359,557100,642525,8.05,8.1,-85425,-168.25,62550,-477975,Y,-156600,YES,144.8,153.6,157.5,142.35,123.34,05-08-2025 09:45,24615.7,24631.8,24615.4,24631.9,24680,24693.9,24680,24688,NIFTY2580724600CE,121.75,128.75,122.35,129,NIFTY2580724600PE,101.05,94.55,100.55,94.7
05-08-2025 09:50,-5,106875,230,114075,116025,-1,-2.6,-1950,-1333,49650,19950,N,39900,N,24720.89,24680,24675,24689.7,24670,05-08-2025 09:50,0.8,3943050,360,928875,1091175,0.85,0.9,-162300,-93.7,77400,24975,N,26100,N,73.9,74.7,78.75,71.7,91.85,05-08-2025 09:50,-1.45,3858525,360,445950,674925,-1.35,-1.45,-228975,-175.15,67500,-80100,YES,18600,Y,153.9,152.45,158.35,145.5,125.1,05-08-2025 09:50,24614.55,24615.7,24614.55,24615.4,24677.4,24680,24675,24680,NIFTY2580724600CE,122.6,121.75,122.65,122.35,NIFTY2580724600PE,99.85,101.05,100,100.55
05-08-2025 09:55,-5.4,95025,184,377625,189900,-5.1,-6.5,187725,-1286,46500,-49500,YES,71175,YES,24717.43,24677.4,24672,24685,24665,05-08-2025 09:55,-4.75,4279575,361,1059525,1200600,-4.9,-4.9,-141075,-91.25,75900,-136800,YES,112725,YES,74.7,69.95,78.4,69.25,90.53,05-08-2025 09:55,6.1,3445575,361,520350,593925,6.35,6.45,-73575,-176.7,63525,36525,YES,-65550,YES,152.6,158.7,163.05,147,126.69,05-08-2025 09:55,24606.05,24614.6,24605.1,24614.55,24672,24677.4,24670,24675,NIFTY2580724600CE,116.1,122.6,115.5,122.65,NIFTY2580724600PE,103.55,99.85,103.9,100
05-08-2025 10:00,6,116175,218,434325,400650,8,7,33675,-935.4,51450,7725,Y,36600,N,24713.18,24672,24678,24683.1,24660,05-08-2025 10:00,4.4,3884850,358,957825,1106925,4.25,4.25,-149100,-88.8,75450,161400,Y,31500,N,70.1,74.5,75.5,68.15,89.4,05-08-2025 10:00,-4.8,3238875,359,523875,645675,-4.85,-4.8,-121800,-187.45,61275,-11025,Y,92625,Y,157.85,153.05,166.35,150.75,128.19,05-08-2025 10:00,24613.8,24606.05,24614.5,24605.1,24679,24672,24678,24670,NIFTY2580724600CE,121.75,116.1,121.65,115.5,NIFTY2580724600PE,100.2,103.55,100.3,103.9
05-08-2025 10:05,18,91725,179,254400,217500,17,17,36900,-1071.8,49425,12300,N,-22125,Y,24711.35,24679,24697,24697.5,24670.7,05-08-2025 10:05,6,3507000,360,979275,1121100,5.85,5.95,-141825,-98.8,70650,54300,N,-120225,Y,74.1,80.1,81.1,73.15,88.76,05-08-2025 10:05,-10.5,2066325,361,536025,566475,-10.5,-10.5,-30450,-177.25,63825,-124650,Y,42975,N,154,143.5,155.85,142,128.81,05-08-2025 10:05,24633.85,24613.8,24633.65,24614.5,24697,24679,24696,24678,NIFTY2580724600CE,129.25,121.75,129.8,121.65,NIFTY2580724600PE,92.55,100.2,92.55,100.3
