last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price
09-04-2025 09:15,3.2,401625,152,162225,118650,11,8.1,43575,-1211.9,37125,-4650,N,37050,N,22483.09,22475,22478.2,22524.1,22462,09-04-2025 09:15,-23.3,11546025,152,100500,152175,-23.1,-23.1,-51675,-97.6,35475,12736125,N,452175,N,104.15,80.85,106.75,78.85,94.21,09-04-2025 09:15,-36.8,6608025,155,111000,89700,-41.8,-41.9,21300,-160.9,32175,9335700,N,209400,N,221.85,185.05,221.95,157.9,191.66
09-04-2025 09:20,15.7,208650,176,161775,202050,15.5,15.15,-40275,-1105.45,46125,114600,Y,132375,YES,22486.76,22477.05,22492.75,22521.8,22471.3,09-04-2025 09:20,-12.65,11723925,178,161100,229425,-11.4,-11.35,-68325,-81.4,41325,1237500,N,393825,N,78.5,65.85,92.3,64.35,86.73,09-04-2025 09:20,-35.75,6255150,178,133200,186525,-36.35,-36.55,-53325,-165.65,41775,30975,N,265275,Y,184.85,149.1,190.25,143.3,178.67
09-04-2025 09:25,-45.8,256200,177,243150,90525,-40.8,-44.8,152625,-885.55,39525,-59250,YES,25650,N,22481.5,22497.9,22452.1,22509,22439.15,09-04-2025 09:25,-16.95,11406675,179,330225,329700,-16.8,-16.85,525,-59.7,44175,460725,N,315975,N,65.45,48.5,71.7,46.2,76.89,09-04-2025 09:25,27.6,7024350,179,115125,153300,28.45,28.55,-38175,-156.25,40875,69750,YES,-128550,YES,150.75,178.35,193.8,138.45,175.7
09-04-2025 09:30,23.75,164850,169,88500,81900,25.45,26.9,6600,-993.3,35250,63600,Y,-47775,Y,22478.18,22450,22473.75,22480.2,22431,09-04-2025 09:30,1.85,10445775,180,429975,373800,0.5,0.5,56175,-54.7,50100,1137375,Y,229200,N,47.55,49.4,52.55,40.4,70.28,09-04-2025 09:30,-30.3,4804350,180,98850,106425,-29.3,-29.3,-7575,-152.8,39075,-73200,Y,165525,Y,180.5,150.2,194.6,149.95,174.75
09-04-2025 09:35,-17.2,113850,167,80850,138375,-18.35,-16.95,-57525,-1136.25,40200,66525,N,124050,YES,22476.4,22474.25,22457.05,22485,22435,09-04-2025 09:35,-13.5,11889750,180,455625,435375,-13.65,-13.7,20250,-50.65,52125,4200,N,358425,YES,49.1,35.6,51.5,31.45,64,09-04-2025 09:35,9.45,4593225,180,112575,113550,11.15,11.2,-975,-143.1,39525,-79200,Y,8550,N,150.5,159.95,177,142.9,172.63
09-04-2025 09:40,74.95,145350,169,96675,99225,71.1,75.3,-2550,-1159.8,32775,33975,N,-36375,Y,22477.89,22455,22529.95,22530,22440.15,09-04-2025 09:40,27.05,15957825,180,309075,355350,28.55,28.7,-46275,-55.65,46575,793350,Y,-473400,Y,34.95,62,63.45,32.05,60.69,09-04-2025 09:40,-52.4,5965725,180,99900,114825,-52.1,-52.05,-14925,-126.95,39075,-224475,Y,114150,Y,161.65,109.25,173.95,108.95,166.37
09-04-2025 09:45,-61.65,140100,170,148650,167850,-61.9,-65.1,-19200,-1207.85,38175,14700,N,61125,YES,22480.34,22524.9,22463.25,22532,22461.2,09-04-2025 09:45,-31.45,18644925,180,341775,353175,-31.1,-31.2,-11400,-61.1,49275,1396575,Y,487425,YES,61.7,30.25,64.6,30.2,58.32,09-04-2025 09:45,43.4,7248525,180,183975,174900,41.8,41.95,9075,-113.7,41625,498225,YES,-186300,YES,109.25,152.65,152.65,107.5,159.63
09-04-2025 09:50,23.35,97200,161,93900,108375,17.65,19.4,-14475,-1424.5,38700,14775,N,60075,N,22479.99,22463.25,22486.6,22509.85,22457.25,09-04-2025 09:50,8.4,10634475,180,386100,488025,8.05,8,-101925,-51.05,42975,492300,N,98475,N,30.55,38.95,47.85,30.55,56.29,09-04-2025 09:50,-17,5025750,180,157200,140400,-15.8,-15.85,16800,-122.35,39825,-16350,Y,131325,Y,153.55,136.55,156.55,122.95,157.95
09-04-2025 09:55,-24.5,90675,158,114900,98850,-24.5,-30.25,16050,-1110.75,41100,-57900,YES,23325,N,22479.32,22481.5,22457,22495,22452.05,09-04-2025 09:55,-4.55,6941175,180,440625,446025,-4.1,-4.1,-5400,-50.5,50925,238875,N,360225,YES,38.9,34.35,42.6,32.15,55.03,09-04-2025 09:55,25.9,4675950,180,117975,105675,24.15,24.2,12300,-142.05,42825,39825,YES,-150750,YES,137,162.9,168.15,131.6,157.67
09-04-2025 10:00,32.05,145650,164,107025,182475,34.1,30.6,-75450,-1269.75,45600,-44325,N,86550,YES,22478.63,22457.55,22489.6,22493,22450,09-04-2025 10:00,4.75,9048900,180,492900,522075,5.7,5.8,-29175,-47.8,53550,18750,N,20175,N,34.6,39.35,42.65,31.95,53.69,09-04-2025 10:00,-35.6,3746925,180,110925,115200,-38.25,-38.3,-4275,-143.6,40875,12675,N,94800,Y,160.7,125.1,167.15,122.3,156.98
09-04-2025 10:05,-12.4,164400,168,78750,132000,-8.7,-9.55,-53250,-1236.2,38550,22050,Y,-8100,Y,22479.64,22493,22480.6,22518,22466,09-04-2025 10:05,-10.4,22732125,180,362400,395700,-10.6,-10.6,-33300,-49.35,53475,-216750,YES,143775,YES,39.35,28.95,50.5,27.7,51.2,09-04-2025 10:05,-15.05,6705825,180,103950,147300,-14.85,-14.9,-43350,-117.8,41175,630000,YES,190875,Y,124.85,109.8,137.85,101.55,152.48
09-04-2025 10:10,-49.75,219150,169,162825,143025,-49.8,-52.4,19800,-1074.2,41775,-67275,YES,22425,YES,22475.41,22480.6,22430.85,22484.05,22417.1,09-04-2025 10:10,-15,19907250,180,1553400,1642125,-14.9,-14.95,-88725,-34,65325,285900,Y,352500,YES,29,14,29.7,13.85,47.26,09-04-2025 10:10,36.55,7552275,180,105975,104850,36.4,36.4,1125,-138.35,39750,22500,N,-169650,YES,110.45,147,163.55,109.45,151.17
09-04-2025 10:15,44.1,156225,166,78975,144225,44.15,45.8,-65250,-1065.2,36975,32850,Y,-3900,Y,22474.31,22426.1,22470.2,22480,22425,09-04-2025 10:15,7.7,19638150,180,1582275,1495725,8.05,8.1,86550,-30.85,76200,480450,Y,23100,N,13.6,21.3,25.35,13.25,44.25,09-04-2025 10:15,-38.5,5156175,180,122550,135525,-39.45,-39.5,-12975,-118.35,36975,24300,N,137250,Y,147.8,109.3,151.35,101.95,149.12
09-04-2025 10:20,-0.2,52725,145,56400,84900,-1.8,-4.15,-28500,-819.25,28425,87900,Y,-13050,Y,22474.18,22470.2,22470,22476.75,22456.45,09-04-2025 10:20,-3.4,11552175,180,1572525,1456050,-3.75,-3.8,116475,-34.55,75150,507900,Y,456450,YES,21.25,17.85,22.3,15.35,42.72,09-04-2025 10:20,2.05,3634425,180,187875,145725,2.6,2.55,42150,-103.55,39300,106275,YES,121575,N,109.15,111.2,117.75,104.25,147.44
09-04-2025 10:25,-17.55,66225,153,50700,78450,-18.25,-15,-27750,-749,32700,37350,N,-3375,N,22473.93,22469.2,22451.65,22477.95,22450.05,09-04-2025 10:25,-5.5,12431250,180,1832475,1680900,-5.75,-5.7,151575,-31.85,69375,-172650,YES,178875,N,17.7,12.2,19.6,11.75,41.1,09-04-2025 10:25,12.35,4288575,180,139725,123000,12.95,12.9,16725,-108.55,35475,16125,N,-100275,YES,111.2,123.55,127.6,104.05,145.87
09-04-2025 10:30,-15.85,78900,150,68175,89925,-16.7,-17.3,-21750,-1224.8,35475,5700,N,300,N,22472.97,22455,22439.15,22459.05,22430,09-04-2025 10:30,-3.4,13097325,180,4288125,4844625,-3.4,-3.45,-556500,-24.65,89475,-110550,Y,395775,YES,12.3,8.9,12.55,8.7,39.26,09-04-2025 10:30,13.65,4979325,180,160575,225750,14.7,14.65,-65175,-121.45,45300,-63975,Y,-61425,Y,123.2,136.85,144.3,120.05,145.2
