last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
2024-12-16 10:10:00,-10.349999999999994,-10.5,-10.349999999999994,62200,-97.25,29125,-69975.0,YES,110000.0,YES,-0.3299999999999983
2024-12-16 10:15:00,-8.699999999999989,-9.099999999999994,-9.300000000000011,59300,-93.35000000000582,27375,-41025.0,Y,45150.0,N,-1.1299999999999955
2024-12-16 10:20:00,-1.0999999999999943,-1.1000000000000085,-1.25,19825,-73.54999999999563,25050,56275.0,Y,57875.0,N,-0.46999999999999886
2024-12-16 10:25:00,-7.3999999999999915,-7.449999999999989,-7.450000000000003,13625,-79.24999999999272,27025,-118625.0,YES,31075.0,N,-1.0100000000000051
2024-12-16 10:30:00,7.549999999999997,7.950000000000003,7.950000000000003,-13400,-90.65000000000146,36150,69450.0,Y,-22600.0,Y,-0.5999999999999943
2024-12-16 10:35:00,7.650000000000006,7.950000000000003,7.950000000000003,10750,-99.59999999999127,28625,750.0,YES,-8425.0,N,-0.4300000000000068
2024-12-16 10:40:00,-9.049999999999997,-9.25,-9.350000000000009,30300,-99.05000000000291,29425,-22925.0,YES,58275.0,YES,-0.3199999999999932
2024-12-16 10:45:00,-0.8999999999999915,-0.8999999999999915,-0.8999999999999915,-6400,-88.30000000000291,27375,15650.0,Y,34100.0,N,-0.21999999999999886
2024-12-16 10:50:00,-0.8499999999999943,-0.6999999999999886,-0.6999999999999886,46850,-86.80000000001019,31450,775.0,YES,675.0,Y,-0.30000000000001137
2024-12-16 10:55:00,-0.9500000000000028,-0.45000000000000284,-0.5499999999999972,62000,-94.44999999999709,33575,46550.0,Y,9475.0,N,-0.2599999999999909
2024-12-16 11:00:00,4.550000000000011,4.799999999999997,4.900000000000006,78000,-84.95000000000437,35550,21000.0,N,-19225.0,Y,-0.25
2024-12-16 11:05:00,1.1500000000000057,1.75,1.75,46425,-91.64999999999418,37850,18275.0,N,-31825.0,Y,-0.23000000000000398
2024-12-16 11:10:00,-12.049999999999997,-11.299999999999997,-11.299999999999997,68950,-92.99999999999272,30050,-189025.0,YES,72725.0,YES,-0.5100000000000051
2024-12-16 11:15:00,6.849999999999994,6.6499999999999915,6.6499999999999915,16700,-74.30000000000291,27100,126850.0,Y,38350.0,N,-0.4900000000000091
2024-12-16 11:20:00,3.049999999999997,2.950000000000003,3.0,53800,-88.25000000000728,31550,11325.0,N,16650.0,N,-0.2400000000000091
2024-12-16 11:25:00,-3.3999999999999915,-3.549999999999997,-3.5,3175,-83.55000000000291,27875,114600.0,Y,59850.0,YES,-0.1700000000000017
2024-12-16 11:30:00,3.1500000000000057,3.200000000000003,3.200000000000003,57775,-93.19999999999709,30600,-3150.0,YES,-60625.0,Y,-0.1599999999999966
2024-12-16 11:35:00,5.950000000000003,5.6000000000000085,5.6000000000000085,-3675,-80.0,27475,17025.0,Y,-30375.0,YES,-0.10000000000000853
2024-12-16 11:40:00,-4.1499999999999915,-4.549999999999997,-4.6499999999999915,32475,-97.45000000000437,35925,5775.0,N,34000.0,YES,-0.0800000000000125
2024-12-16 11:45:00,5.6000000000000085,5.549999999999997,5.599999999999994,-30625,-90.55000000000291,34775,9025.0,N,-16600.0,Y,-0.09999999999999432
2024-12-16 11:50:00,-5.8999999999999915,-5.700000000000003,-5.700000000000003,-52350,-86.24999999999272,25800,-27050.0,YES,-6750.0,N,-0.0799999999999983
2024-12-16 11:55:00,-1.7000000000000028,-1.3500000000000085,-1.3500000000000085,3325,-88.90000000000873,30275,75700.0,Y,57650.0,YES,-0.1700000000000017
2024-12-16 12:00:00,-0.15000000000000568,0.14999999999999147,0.25,170325,-70.89999999999418,28500,93525.0,N,12525.0,N,-0.18999999999999773
2024-12-16 12:05:00,-5.75,-5.200000000000003,-5.1499999999999915,134950,-79.15000000000146,40350,-124000.0,YES,47850.0,YES,-0.23000000000000398
2024-12-16 12:10:00,0.5999999999999943,1.0,0.9000000000000057,28900,-88.54999999999563,31450,75.0,Y,-3325.0,Y,-0.1599999999999966
2024-12-16 12:15:00,3.75,3.8999999999999915,3.950000000000003,-74450,-79.89999999999418,30750,67850.0,Y,-25900.0,Y,-0.18000000000000682
2024-12-16 12:20:00,1.0,0.7000000000000028,0.75,-36600,-91.30000000000291,33225,14700.0,N,5350.0,YES,-0.11999999999999034
2024-12-16 12:25:00,-3.0,-2.5,-2.549999999999997,10600,-88.40000000000146,33025,-56400.0,YES,45575.0,YES,-0.14000000000000057
2024-12-16 12:30:00,8.599999999999994,8.199999999999989,8.099999999999994,-14775,-90.15000000000873,31975,88550.0,Y,-105950.0,Y,-0.12999999999999545
2024-12-16 12:35:00,-0.5,-0.4000000000000057,-0.45000000000000284,-84200,-96.89999999999418,34075,-40225.0,YES,8250.0,YES,-0.0799999999999983
2024-12-16 12:40:00,2.299999999999997,2.3499999999999943,2.200000000000003,-34050,-92.19999999999709,32600,60075.0,Y,22775.0,N,-0.04000000000000625
2024-12-16 12:45:00,4.099999999999994,4.450000000000003,4.549999999999997,-18925,-95.59999999999854,28500,7875.0,N,-79250.0,Y,-0.030000000000001137
2024-12-16 12:50:00,-5.25,-5.549999999999997,-5.650000000000006,-126075,-91.45000000000437,28050,-18400.0,YES,55875.0,YES,-0.060000000000002274
2024-12-16 12:55:00,-3.049999999999997,-4.200000000000003,-4.200000000000003,-3325,-81.14999999999418,27400,-4625.0,N,33075.0,N,-0.11999999999999034
2024-12-16 13:00:00,4.400000000000006,3.9000000000000057,4.0,17600,-94.30000000000291,37600,-975.0,N,8575.0,N,-0.060000000000002274
2024-12-16 13:05:00,3.6000000000000085,3.299999999999997,3.25,148900,-97.19999999999709,31800,10950.0,N,-34975.0,Y,-0.030000000000001137
2024-12-16 13:10:00,-0.5,-0.3499999999999943,-0.20000000000000284,62800,-95.09999999999854,29825,6825.0,N,3175.0,YES,-0.04000000000000625
2024-12-16 13:15:00,5.3999999999999915,4.699999999999989,4.800000000000011,341000,-94.39999999999418,31925,-39350.0,YES,-87350.0,Y,0.04000000000000625
2024-12-16 13:20:00,-12.199999999999989,-12.549999999999997,-12.450000000000003,59275,-94.5,31975,-105800.0,YES,131550.0,YES,0.010000000000005116
2024-12-16 13:25:00,-0.15000000000000568,-0.3999999999999915,-0.4000000000000057,-30600,-82.29999999999563,30925,33400.0,Y,-17000.0,Y,-0.12000000000000455
2024-12-16 13:30:00,-0.45000000000000284,0.0,-0.20000000000000284,-21525,-91.05000000000291,35750,53700.0,Y,27775.0,YES,-0.07000000000000739
2024-12-16 13:35:00,1.1500000000000057,0.5999999999999943,0.5999999999999943,54400,-96.75000000000728,40675,13250.0,N,22850.0,N,-0.04999999999999716
2024-12-16 13:40:00,-0.25,-0.20000000000000284,-0.15000000000000568,92125,-78.34999999999854,33975,-13650.0,YES,15325.0,N,-0.0799999999999983
2024-12-16 13:45:00,-7.050000000000011,-7.650000000000006,-7.6000000000000085,18900,-88.94999999999709,33325,-107400.0,YES,58100.0,YES,-0.23000000000000398
2024-12-16 13:50:00,7.599999999999994,7.150000000000006,7.150000000000006,-35625,-80.0,31125,36550.0,Y,-54875.0,Y,-0.10999999999999943
2024-12-16 13:55:00,-1.9499999999999886,-1.75,-1.75,128675,-88.30000000000291,43650,-36525.0,YES,34975.0,YES,-0.0899999999999892
2024-12-16 14:00:00,4.099999999999994,4.349999999999994,4.299999999999997,-87000,-77.34999999999854,27375,38900.0,Y,-34375.0,Y,-0.0800000000000125
2024-12-16 14:05:00,1.3000000000000114,1.2000000000000028,1.0499999999999972,88400,-91.90000000000873,36500,18425.0,N,2800.0,YES,-0.04999999999999716
2024-12-16 14:10:00,-8.75,-8.849999999999994,-8.75,-150,-91.75,30600,-16500.0,YES,50250.0,YES,-0.14000000000000057
2024-12-16 14:15:00,-1.3999999999999915,-0.9500000000000028,-1.0,-47000,-81.94999999999709,30400,3975.0,Y,28900.0,N,-0.0899999999999892
2024-12-16 14:20:00,-3.0,-3.0999999999999943,-3.200000000000003,-10325,-89.64999999999418,35300,-49400.0,YES,72675.0,YES,-0.1700000000000017
2024-12-16 14:25:00,-1.3499999999999943,-2.049999999999997,-2.049999999999997,-15125,-68.5,25725,3725.0,Y,3200.0,N,-0.12000000000000455
2024-12-16 14:30:00,4.150000000000006,4.450000000000003,4.5,25075,-75.45000000001164,34925,12625.0,N,-38775.0,Y,-0.10999999999999943
2024-12-16 14:35:00,4.0,4.099999999999994,4.1000000000000085,-18500,-84.05000000000291,29400,19550.0,N,-27150.0,N,-0.0799999999999983
2024-12-16 14:40:00,3.200000000000003,3.049999999999997,3.0999999999999943,-20300,-85.0,34400,-36100.0,YES,-80100.0,Y,-0.09000000000000341
2024-12-16 14:45:00,-2.799999999999997,-3.0,-3.0500000000000114,-87125,-89.15000000000873,29400,-16350.0,N,86175.0,YES,-0.060000000000002274
2024-12-16 14:50:00,-3.8499999999999943,-4.349999999999994,-4.299999999999997,-95325,-85.90000000000873,34275,-49525.0,YES,-27225.0,Y,-0.0799999999999983
2024-12-16 14:55:00,5.1000000000000085,4.450000000000003,4.5,-17900,-89.50000000000728,32675,16350.0,Y,-55400.0,Y,-0.04999999999999716
2024-12-16 15:00:00,-3.299999999999997,-4.099999999999994,-4.150000000000006,-58700,-88.24999999999272,31300,-18275.0,YES,-3325.0,YES,-0.12000000000000455
2024-12-16 15:05:00,-1.5499999999999972,-1.75,-1.5999999999999943,-16150,-88.70000000000437,34100,-21725.0,YES,-21700.0,Y,-0.1799999999999926
2024-12-16 15:10:00,-3.200000000000003,-3.299999999999997,-3.299999999999997,52600,-81.19999999998981,31050,-116975.0,YES,44325.0,YES,-0.0799999999999983
2024-12-16 15:15:00,0.4000000000000057,0.29999999999999716,0.29999999999999716,32725,-68.04999999999563,26275,-47425.0,Y,-92125.0,Y,-0.10999999999999943
2024-12-16 15:20:00,-1.3500000000000085,-1.9500000000000028,-1.8999999999999915,-70200,-73.65000000000873,30775,-43100.0,N,-48725.0,YES,-0.10000000000000853
2024-12-16 15:25:00,-7.200000000000003,-7.049999999999997,-6.0,-27725,-76.84999999999127,30000,-516425.0,YES,-206850.0,Y,-0.1699999999999875
