last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
2024-12-16 09:15:00,10.150000000000006,10.450000000000003,10.450000000000003,-3575,-63.849999999998545,18150,179800.0,N,51200.0,N,1.6299999999999955
2024-12-16 09:20:00,-8.549999999999997,-8.700000000000003,-8.650000000000006,66000,-98.15000000000146,25025,-1766750.0,YES,127075.0,YES,1.0300000000000011
2024-12-16 09:25:00,-3.5999999999999943,-4.6499999999999915,-4.699999999999989,64375,-94.55000000000291,30775,31600.0,Y,112250.0,N,-0.9399999999999977
2024-12-16 09:30:00,4.25,4.049999999999997,4.049999999999997,73125,-77.19999999999709,23375,19400.0,N,35075.0,N,-1.2999999999999972
2024-12-16 09:35:00,0.9500000000000028,1.0499999999999972,0.8999999999999915,51300,-86.40000000000146,27050,-42825.0,YES,41350.0,N,-0.0899999999999892
2024-12-16 09:40:00,21.450000000000017,22.64999999999999,22.64999999999999,-50525,-104.15000000000873,24100,124175.0,Y,-111975.0,Y,3.5799999999999983
2024-12-16 09:45:00,6.550000000000011,5.900000000000006,5.850000000000023,6650,-125.04999999999563,24475,-11875.0,YES,126700.0,YES,4.439999999999998
2024-12-16 09:50:00,-10.300000000000011,-9.849999999999994,-9.849999999999994,49200,-120.04999999999563,23350,-133300.0,YES,197450.0,YES,2.4199999999999875
2024-12-16 09:55:00,-12.849999999999994,-13.449999999999989,-13.399999999999991,8425,-97.15000000000146,27750,-93525.0,Y,55600.0,N,0.18000000000000682
2024-12-16 10:00:00,-2.1500000000000057,-2.450000000000003,-2.5,-40400,-94.69999999999709,25100,21850.0,Y,48950.0,N,-0.8499999999999943
2024-12-16 10:05:00,9.950000000000003,10.5,10.5,-32975,-90.69999999999709,28175,115375.0,Y,-3725.0,Y,-0.36000000000001364
