last_traded_time,,ltp,bid_price,ask_price,bid_ask_pr_diff_1,bid_size1,ask_size1,volume_1,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_1,low_1,open_1,close_1,ltp,bid_price,ask_price,bid_ask_pr_diff_2,bid_size2,ask_size2,volume_2,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_2,low_2,open_2,close_2,ltp,bid_price,ask_price,bid_ask_pr_diff_3,bid_size3,ask_size3,volume_3,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_3,low_3,open_3,close_3,ltp,bid_price,ask_price,bid_ask_pr_diff_4,bid_size4,ask_size4,volume_4,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_4,low_4,open_4,close_4,final_signal,result,datetime,open,high,low,close
01-07-2025 09:15,FALSE,-2.5,-2.6,-7.1,4.5,162150,135675,150900,10725,N,101475,N,25635,25596.1,25629.5,25627,5.7,6,5.9,0.1,357525,398925,6955350,-4810800,N,561450,N,101.55,83.05,91.25,96.95,11.3,11.8,11.7,0.1,212475,176175,3568200,-2971725,N,198675,N,180,149,152.7,164,2.8,9.8,-1.2,11,41720,75950,29890,12075,N,17780,N,57610,57543.2,57595.8,57598.6,no signal,reverse,01-07-2025 09:15,25551.35,25568.25,25513.8,25538.15
01-07-2025 09:20,FALSE,17.8,15.6,17.1,1.5,135225,185100,159750,29625,N,129525,YES,25661,25625,25627,25644.8,1.15,1.75,1.8,0.05,450450,440175,9727275,177000,Y,361725,N,108.95,94.1,97.05,98.2,-16.5,-16.95,-17.05,0.1,252075,249000,3542550,62325,YES,210600,N,163.65,138.05,163.65,147.15,-14.6,-15.8,-15,0.8,42700,106960,29435,19285,N,5740,N,57614.8,57565.4,57598.6,57584,no signal,open_loss,01-07-2025 09:20,25538.75,25575.7,25538.25,25556.7
01-07-2025 09:25,FALSE,20.2,17.1,15.3,1.8,180600,316200,152325,25275,N,123900,N,25669.9,25644.8,25644.8,25665,3.15,3.2,3,0.2,485100,419700,8006850,183675,N,426225,YES,107.7,95.3,99,102.15,-16.1,-15.75,-15.75,0,284250,256050,3934650,-24375,Y,145425,N,145.5,127.8,145.5,129.4,-20.2,-22.2,-19,3.2,38710,87010,15085,5285,N,8925,N,57599.8,57560,57584,57563.8,no signal,exc_loss,01-07-2025 09:25,25557.45,25579.7,25556.65,25573.55
01-07-2025 09:30,FALSE,3.9,3.4,4,0.6,161925,255600,184125,16725,N,-28650,Y,25684.5,25658.8,25663.1,25667,2,2.15,2.15,0,422700,372750,7970850,190500,N,-120300,Y,109.3,99.8,102.65,104.65,-2.55,-2.15,-2.35,0.2,322500,281475,3861750,169650,YES,195825,Y,130.75,118.55,129.3,126.75,-35,-35,-33.6,1.4,50225,121100,16345,7735,N,-3255,N,57575,57520,57563.8,57528.8,BUY,im_loss,01-07-2025 09:30,25574.2,25589.75,25574.15,25580.65
01-07-2025 09:35,FALSE,16.8,13.9,9.9,4,144000,261150,79875,-3300,YES,525,YES,25683.2,25656.1,25663.2,25680,1.1,1.05,1.1,0.05,409425,436725,5078175,66450,N,130875,YES,107.35,99.7,105.2,106.3,-8.15,-8.3,-8.4,0.1,333825,266025,4146825,-48000,Y,80625,N,133.85,117.3,126.15,118,-3.8,-2.8,1.4,4.2,47845,91350,14980,1750,N,-1155,N,57552.2,57501.4,57528.8,57525,SELL,reverse,01-07-2025 09:35,25581.45,25584.8,25570.1,25584.2
01-07-2025 09:40,FALSE,-8.2,-4.3,-4.7,0.4,115725,143775,49575,2175,N,32325,YES,25684.8,25668.6,25676.9,25668.7,-2.4,-1.6,-1.55,0.05,441825,413100,4718775,83925,N,237600,YES,109,102.2,105.8,103.4,4.6,3.95,3.95,0,322875,300450,2888700,213075,YES,53175,N,124.4,116.1,118.5,123.1,-20,-21.2,-19.2,2,61425,77070,6580,2590,N,2275,N,57542,57505,57525,57505,SELL,im_loss,01-07-2025 09:40,25584.3,25589.8,25580.1,25580.1
01-07-2025 09:45,FALSE,12.2,14.1,12.4,1.7,63750,107850,89700,23325,Y,5175,N,25691.3,25655,25675,25687.2,3.65,3.3,3.4,0.1,571575,512700,8486700,-166650,YES,-300675,Y,111.9,97,103.15,106.8,-9.5,-9.5,-9.5,0,322200,431400,5558775,-42225,Y,26700,N,132.95,110.25,123.3,113.8,34.2,35,38.2,3.2,96075,81935,20720,4095,N,13020,N,57550,57485.2,57505.8,57540,BUY,reverse,01-07-2025 09:45,25580.25,25593.4,25567.1,25590
01-07-2025 09:50,FALSE,-21.8,-18.5,-20.4,1.9,124275,153075,55500,8400,N,14550,N,25688,25660.6,25687.2,25665.4,-7.8,-8.05,-8.15,0.1,483000,521175,5441850,-116100,Y,292050,YES,107.65,96,106.2,98.4,10.7,10.85,10.95,0.1,416250,404475,4227225,9300,YES,42375,N,126.7,113,113.75,124.45,-19.4,-33,-30.4,2.6,34020,77945,7630,-875,N,5775,N,57544.4,57500.2,57540,57520.6,no signal,exc_loss,01-07-2025 09:50,25590.95,25591.8,25558.6,25560.7
01-07-2025 09:55,FALSE,18.5,15.2,10.5,4.7,102600,101325,70950,19875,N,46050,YES,25682.9,25658,25661.3,25679.8,4.1,4.35,4.3,0.05,510975,462525,4218075,135900,Y,19950,N,104.45,97.05,98.5,102.6,-10.85,-10.85,-10.85,0,306300,449475,4005975,-128700,Y,65325,Y,129.3,113.25,124.85,114,9.4,11.8,21,9.2,32445,75425,7630,3535,N,-5215,N,57525,57485.6,57513.6,57523,BUY,reverse,01-07-2025 09:55,25560.05,25572.75,25551.3,25569.6
01-07-2025 10:00,FALSE,-21.2,-20.7,-20.2,0.5,136275,86175,51975,6750,N,8250,N,25684,25647.8,25680,25658.8,-8.1,-8.35,-8.2,0.15,529950,478350,5855100,-259650,YES,168225,YES,104,90.05,102.45,94.35,10.85,11.05,11.15,0.1,438300,416400,5539050,48900,YES,-160725,YES,132.4,111.35,114.3,125.15,-22.2,-31.4,-35.2,3.8,33880,65450,9485,1225,N,-560,N,57529.2,57470.4,57523,57500.8,SELL,exc_loss,01-07-2025 10:00,25569.75,25572.3,25538.3,25550.65
01-07-2025 10:05,FALSE,-4.8,-3.2,-4.9,1.7,180075,118800,36075,7950,N,7125,N,25666.1,25652,25658.8,25654,-3.3,-3.3,-3.3,0,693900,531750,3421350,-89925,Y,130800,N,97.1,90.15,94.5,91.2,2,2.35,2.4,0.05,398175,470400,3003525,46800,N,20850,Y,130.4,119.7,124.9,126.9,-14,-12.6,-9,3.6,48790,65450,6230,1995,N,1295,N,57507,57473.2,57491.6,57477.6,no signal,exc_loss,01-07-2025 10:05,25550.4,25557.55,25541.4,25547
01-07-2025 10:10,FALSE,-12.6,-12.4,-13.3,0.9,151875,134175,46350,13275,N,-33300,Y,25655,25640,25652.6,25640,-7.95,-7.75,-7.8,0.05,617250,699150,4253025,-28575,Y,26175,N,92.15,83.05,91.15,83.2,5.8,5.7,5.75,0.05,460725,358200,4074525,38325,N,128175,Y,133.6,126.55,126.95,132.75,-43.6,-46,-51.8,5.8,91455,451080,22400,-4865,N,9205,N,57484.4,57430.6,57477.6,57434,BUY,reverse,01-07-2025 10:10,25547.6,25548.1,25530.5,25531.3
01-07-2025 10:15,FALSE,-2.9,-2.9,-5.3,2.4,147900,79200,47325,2700,YES,-20550,N,25654.9,25635.8,25640,25637.1,-2.6,-2.5,-2.5,0,771000,723525,3388050,-71250,YES,89700,YES,88.9,80.35,84,81.4,2.1,1.75,1.75,0,406875,452250,3545250,-9525,Y,48225,N,135.65,124.35,132,134.1,-4.4,-6.4,-10,3.6,47775,278915,35945,4935,N,350,N,57455,57425,57434.4,57430,SELL,exc_loss,01-07-2025 10:15,25530.65,25543.4,25526.55,25531.6
01-07-2025 10:20,FALSE,2.9,3.1,3.5,0.4,97800,69450,42975,-2625,YES,18000,YES,25642.9,25631,25637.1,25640,-0.4,-0.65,-0.65,1.42E-14,879600,699525,2778825,83775,Y,44550,N,82.85,78.95,82,81.6,-0.5,-0.4,-0.45,0.05,425250,419850,3072000,525,N,237075,Y,137.85,130.9,132.95,132.45,6.2,1.8,6.2,4.4,92085,242165,13685,1190,N,10815,N,57437.4,57415,57430,57436.2,no signal,win,01-07-2025 10:20,25531.95,25534.45,25522.85,25527
01-07-2025 10:25,FALSE,18.8,18.5,17.3,1.2,63675,82425,28950,17475,Y,-20850,Y,25658.8,25635,25640,25658.8,6.25,7.1,6.95,0.15,962700,822375,3157125,156375,Y,-50100,Y,88,80.7,81.6,87.85,-10.6,-11.4,-11.4,0,363225,579150,2501925,-100125,Y,-23925,YES,134.9,120.5,132.75,122.15,38.8,44,43.8,0.2,55160,54915,8225,0,N,-175,N,57480,57430,57436.2,57475,BUY,exc_loss,01-07-2025 10:25,25526.55,25546,25524.45,25545.8
01-07-2025 10:30,FALSE,-5.1,-1.3,-2.9,1.6,71325,53475,32850,-4200,YES,9150,YES,25667.4,25650,25658.8,25653.7,-0.8,-1.2,-1.2,1.42E-14,934425,768600,3341325,-24375,YES,94725,YES,90.8,85.65,87.95,87.15,1.3,1.3,1.3,0,526275,439575,2214525,169575,YES,-21900,N,124.4,116.25,121.9,123.2,-19.8,-15.4,-8.6,6.8,19390,66780,7315,1645,N,1155,N,57490,57455,57474.8,57455,SELL,win,01-07-2025 10:30,25546.25,25550.95,25540.9,25544.9
01-07-2025 10:35,TRUE,9.1,13,11.2,1.8,110025,49800,26625,75,N,1575,Y,25667.2,25644.1,25655.9,25665,5.6,5.8,5.8,0,621450,925725,3372450,18300,Y,-204675,Y,94.2,84.05,86.9,92.5,-3.85,-4.2,-4.15,0.05,583275,483525,2152575,-65550,Y,2025,Y,129.75,117.75,123.3,119.45,15,16.8,5.2,11.6,53725,28805,4060,175,N,-1925,N,57480,57433,57455,57470,BUY,reverse,01-07-2025 10:35,25545.25,25554.25,25535.75,25553.4
01-07-2025 10:40,FALSE,-15,-13.8,-13.5,0.3,94275,71175,13950,1125,N,7275,N,25665,25650,25665,25650,-6.75,-7.3,-7.4,0.1,853500,727575,2501175,31800,N,228525,YES,92.75,85.1,92.75,86,6.35,6.85,6.85,0,555450,464550,1410375,101025,YES,38550,Y,127,119.35,119.35,125.7,-30,-29.8,-30,0.2,37450,22435,3955,19565,N,3290,N,57474.2,57440,57470,57440,no signal,win,01-07-2025 10:40,25553.85,25553.85,25540.4,25542.9
01-07-2025 10:45,FALSE,-2.3,-2.2,-2.5,0.3,67575,99150,14775,2475,N,-450,Y,25656,25645.1,25650,25647.7,-1.4,-1.45,-1.45,1.42E-14,759000,790500,2179950,-38325,YES,128625,N,87.4,83,85.4,84,0.3,0.5,0.55,0.05,411525,499425,1379250,28575,N,-37200,YES,127.9,121.75,126.4,126.7,10,10,14.8,4.8,46410,193130,9065,350,N,175,N,57467.4,57425,57440,57450,no signal,win,01-07-2025 10:45,25542.75,25546.7,25536.3,25537.7
01-07-2025 10:50,FALSE,-10.1,-7,-10.8,3.8,95325,75825,27600,3225,N,-3225,Y,25652.7,25633,25647.7,25637.6,-4,-4.15,-4.2,0.05,912750,825150,2981175,-82500,YES,17625,N,85.55,77.1,84,80,3.05,3,3.1,0.1,469725,522975,2004150,-23325,Y,25800,Y,134.25,125.15,127.05,130.1,-15.4,-14.2,-1.8,12.4,20895,28070,4620,-1295,N,3290,N,57468.8,57424.4,57450,57434.6,BUY,reverse,01-07-2025 10:50,25537.9,25541,25526.65,25533.8
01-07-2025 10:55,FALSE,-8,-8,-7.9,0.1,138900,120225,44775,-15150,YES,10950,N,25642.3,25630,25639.9,25631.9,-3.75,-3.85,-3.8,0.05,1049700,980550,1895100,4350,Y,43350,YES,80,75.9,80,76.25,3.95,3.95,3.95,2.84E-14,540300,506700,1927425,-34275,Y,-303825,YES,135.5,129.8,130.2,134.15,-27.4,-26.6,-38.2,11.6,23450,76230,8260,-490,N,1015,N,57450.8,57407.2,57434.6,57407.2,SELL,exc_loss,01-07-2025 10:55,25533.35,25533.4,25519.65,25520.95
01-07-2025 11:00,FALSE,-3.3,-4.3,-5,0.7,192375,187200,60225,-1800,N,26475,N,25636.9,25622,25630.3,25627,-1.25,-1.5,-1.5,0,888075,1047375,2312625,184725,Y,61350,N,77.1,73,76.1,74.85,0.65,0.4,0.4,0,510075,551550,2607000,-68925,Y,70125,Y,140.75,132.7,133.95,134.6,13.8,11.8,6.2,5.6,36190,34510,17710,-2100,N,1400,N,57421,57380,57407.2,57421,BUY,im_loss,01-07-2025 11:00,25521,25526.65,25513.3,25519.8
01-07-2025 11:05,FALSE,5.2,4.8,4.7,0.1,91200,172200,27375,-2850,YES,-5325,Y,25635,25626.5,25626.5,25631.7,1.85,1.85,1.9,0.05,1087950,1242000,1361475,84600,N,-42525,Y,76.7,74.45,74.5,76.35,-1.7,-2,-2.1,0.1,411825,518700,1108950,-23325,YES,27750,N,136.55,132,134.6,132.9,10.2,7,8.8,1.8,47075,39375,3850,-1260,N,945,N,57430,57411.2,57419.8,57430,no signal,im_loss,01-07-2025 11:05,25519.85,25524.6,25517.65,25520.65
01-07-2025 11:10,FALSE,4.5,2.4,5.8,3.4,100650,93750,29925,225,N,-4275,N,25639,25628,25630.8,25635.3,-0.15,-0.1,-0.1,1.42E-14,973575,837300,1248750,-5175,YES,31650,YES,76.6,73.5,76.3,76.15,0.3,-0.3,-0.3,0,464700,474225,1211775,-26775,Y,8325,N,135.15,129.35,132.65,132.95,17.8,9.2,14.6,5.4,37555,38640,4200,2170,N,455,N,57450,57405,57427,57444.8,no signal,im_loss,01-07-2025 11:10,25521,25525.4,25518.75,25524.1
01-07-2025 11:15,FALSE,6.4,5,4.7,0.3,132375,57450,33150,354150,Y,-1950,N,25646.5,25627.1,25635.3,25641.7,0.2,0.1,0.1,1.42E-14,974175,999975,2679675,-224025,YES,-12900,Y,79.5,72.25,76.2,76.4,-4.55,-4.6,-4.55,0.05,479475,481275,2138025,-13950,N,-50700,YES,137.65,125,132.85,128.3,-9.4,-1.4,2.2,3.6,56035,53550,5495,455,N,-1575,N,57465,57430,57444.8,57435.4,no signal,reverse,01-07-2025 11:15,25524.4,25535.6,25517.2,25530.1
01-07-2025 11:20,FALSE,-11.8,-10.3,-11.8,1.5,171525,62250,17925,2700,YES,5550,N,25642.8,25625.5,25641.7,25629.9,-3.9,-3.95,-4.05,0.1,940575,984975,1769400,-119625,Y,117075,YES,76.95,71.05,76.5,72.6,4.4,4.4,4.5,0.1,531525,481200,1180350,55650,YES,10425,Y,134,126.35,128.25,132.65,10.6,11.2,-0.4,11.6,37765,22505,1505,-700,N,-700,N,57460,57435.4,57435.4,57446,SELL,not_triggered,01-07-2025 11:20,25529.55,25532.45,25522,25522.25
01-07-2025 11:25,FALSE,11.4,5.5,8,2.5,99750,105750,43275,3600,N,-3675,Y,25639,25626.7,25627.6,25639,2.7,2.6,2.55,0.05,868050,1056075,980475,99375,Y,-27825,Y,75.55,72,72.45,75.15,-2.35,-2,-2.05,0.05,469350,575625,832800,-36075,Y,94500,Y,134,129.4,132.65,130.3,5,10,3.6,6.4,31080,31395,2555,2590,N,-140,N,57455,57424,57450,57455,BUY,reverse,01-07-2025 11:25,25523.25,25528.1,25521.75,25526.3
01-07-2025 11:30,FALSE,-8.1,-8.1,-10.5,2.4,187425,74925,28125,3600,N,-1500,N,25639.7,25625,25633.1,25625,-3.6,-3.45,-3.5,0.05,918450,990300,1681125,-54075,YES,92550,YES,76,70.2,75.4,71.8,3.4,3.55,3.5,0.05,525450,550725,1246125,17925,YES,-51450,YES,135.6,127.55,130.2,133.6,-18,-17.2,-13.6,3.6,26040,38535,5705,-2485,N,2275,N,57481,57440.8,57460.2,57442.2,SELL,win,01-07-2025 11:30,25527.15,25531.1,25518,25521.1
01-07-2025 11:35,FALSE,9.5,9.4,11.3,1.9,275850,121425,34125,675,YES,4275,N,25637.1,25625,25625,25634.5,1.35,1.35,1.35,0,1073325,867675,865875,21825,Y,-64200,Y,74.3,71.75,71.9,73.25,-3.55,-3.2,-3.25,0.05,402300,537300,699675,-7200,Y,37050,Y,133.7,128,133.65,130.1,13.4,15.2,19.8,4.6,20055,51660,1785,-2310,N,-455,N,57470,57442.2,57442.2,57455.6,BUY,reverse,01-07-2025 11:35,25520.85,25530.45,25519.6,25530.45
01-07-2025 11:40,FALSE,-0.5,-4.3,-5.1,0.8,49575,98775,12150,825,N,-2925,Y,25638.9,25626.8,25634.5,25634,-0.75,-0.75,-0.75,0,962250,909225,1169700,-22125,YES,84000,YES,75.3,72.15,73.1,72.35,1.9,1.4,1.35,0.05,593550,501825,701850,3675,N,-19575,YES,133.2,128,130,131.9,23.6,23.6,10,13.6,38885,83895,2100,175,N,-6405,N,57480,57450,57456.2,57479.8,SELL,win,01-07-2025 11:40,25529.55,25532.35,25521.55,25521.85
