last_traded_time,,ltp,bid_price,ask_price,bid_ask_pr_diff_1,bid_size1,ask_size1,volume_1,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_1,low_1,open_1,close_1,ltp,bid_price,ask_price,bid_ask_pr_diff_2,bid_size2,ask_size2,volume_2,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_2,low_2,open_2,close_2,ltp,bid_price,ask_price,bid_ask_pr_diff_3,bid_size3,ask_size3,volume_3,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_3,low_3,open_3,close_3,ltp,bid_price,ask_price,bid_ask_pr_diff_4,bid_size4,ask_size4,volume_4,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,high_4,low_4,open_4,close_4,final_signal,result,datetime,open,high,low,close
01-07-2025 11:45,TRUE,-4,-0.6,1,1.6,82275,68925,11550,5400,N,11325,N,25637.6,25630,25634,25630,0.6,0.75,0.75,0,765075,830700,787725,14700,Y,4800,N,74,71.2,72.75,73.35,-1.25,-1.5,-1.55,0.05,485325,474750,604725,-75,Y,29400,Y,132.5,128.5,131,129.75,22.4,24.2,27,2.8,47180,63210,5845,1085,N,-1260,N,57510,57478,57479.8,57502.2,BUY,reverse,01-07-2025 11:45,25523.25,25531,25521.4,25525.3
01-07-2025 11:50,FALSE,-10.9,-12,-15.7,3.7,131400,124500,61500,-12375,YES,-3150,Y,25637,25616.2,25630,25619.1,-3.9,-4.05,-4.05,0,827025,1238925,1815150,-144075,YES,27750,YES,74.25,67.75,73.5,69.6,6.3,6.25,6.2,0.05,435525,417225,1176525,36000,YES,-111900,YES,138,128.4,129.5,135.8,5.4,-7.6,-4.8,2.8,44695,54670,4830,1330,N,-1540,N,57520,57482.4,57502.2,57507.6,SELL,exc_loss,01-07-2025 11:50,25525.8,25526.75,25511.25,25514.75
01-07-2025 11:55,FALSE,4,3.4,3.7,0.3,151350,146250,66750,-6750,N,-2100,N,25624.8,25605,25620,25624,0.3,0.45,0.45,0,932325,1000800,2768775,260250,Y,-143100,Y,70.5,65.05,69.6,69.9,1.3,1.2,1.15,0.05,483300,409350,3735975,-30825,Y,-101700,N,147.1,135.4,135.8,137.1,-0.6,2.4,-1.6,4,24815,27195,4095,-1365,N,1855,N,57513,57477.2,57513,57512.4,BUY,win,01-07-2025 11:55,25514.05,25516.4,25501.8,25515.4
01-07-2025 12:00,FALSE,4.1,4.7,3.4,1.3,159750,93300,31200,6450,N,13425,N,25628,25617.4,25621.3,25625.4,-0.5,-0.5,-0.5,0,965400,789975,1388925,-172725,YES,60225,YES,70.8,68.45,70,69.5,-2.55,-2.75,-2.7,0.05,434325,503625,1458300,-26175,N,31875,Y,138.6,130.6,136.45,133.9,40,31.4,28,3.4,32620,39690,17430,2730,N,9905,N,57544.8,57500,57500,57540,no signal,win,01-07-2025 12:00,25515.3,25520.55,25511.1,25518.3
01-07-2025 12:05,FALSE,0.5,-2.5,-0.3,2.2,163575,106950,28050,-600,YES,2175,Y,25628.3,25617.4,25623.5,25624,0.25,0.3,0.3,0,861825,881175,1111425,25575,Y,15450,N,70.4,67.8,69.4,69.65,1.15,0.95,0.95,2.84E-14,424650,420600,942975,39450,YES,55575,Y,138.15,132,133.85,135,-37.4,-21.2,-25,3.8,33355,49140,16625,3465,N,9030,N,57552,57502.6,57540,57502.6,BUY,win,01-07-2025 12:05,25518.2,25521.4,25512.4,25518.5
01-07-2025 12:10,FALSE,5.1,8,5.1,2.9,81825,128775,13650,9600,N,-3225,Y,25632.7,25618.4,25626.9,25632,1.75,1.65,1.7,0.05,791775,948600,1329450,21975,N,-19875,Y,71.65,68.4,69.7,71.45,-5.75,-5.7,-5.65,0.05,430725,441225,1011450,-97200,Y,17625,N,136.05,128.4,134.7,128.95,35,32,30.2,1.8,26460,66710,4690,11865,N,-4165,N,57545,57488,57510,57545,BUY,win,01-07-2025 12:10,25518.85,25526.8,25516.2,25524.4
01-07-2025 12:15,FALSE,15,11.7,13.9,2.2,129975,110025,36525,5550,N,-4425,Y,25646.8,25624.7,25629,25644,4.6,3.95,4,0.05,866175,1036650,2093775,-9600,YES,-150225,Y,75.95,69.6,71.25,75.85,-7.85,-6.85,-6.85,0,511650,442650,1647675,-78375,N,-146100,YES,131.4,120.5,128.9,121.05,6.8,16.4,12,4.4,27090,230650,10290,-105,N,-7280,N,57552,57524.6,57545,57551.8,no signal,win,01-07-2025 12:15,25524.65,25536.5,25522.45,25535.65
01-07-2025 12:20,FALSE,5,9.3,4,5.3,252300,124350,79575,-4125,YES,-13725,Y,25652.8,25640,25646,25651,2.4,2.65,2.6,0.05,842175,876525,3303675,20850,Y,118050,YES,78.75,74.2,75.6,78,-1.15,-1.45,-1.4,0.05,553125,441000,1511475,9150,YES,182100,Y,123.95,117.5,121.55,120.4,27.2,22.4,25.2,2.8,61950,140630,12915,-1015,N,245,N,57587.2,57552,57552,57579.2,no signal,exc_loss,01-07-2025 12:20,25535.45,25548.5,25535.1,25541.4
01-07-2025 12:25,FALSE,-1.4,-4.8,-2.2,2.6,533400,106725,51375,5700,N,-2775,N,25659.4,25645,25650,25648.6,2.1,2.1,2.05,0.05,853800,1005525,3160275,16125,N,-32325,Y,82.85,77.65,77.9,80,1.1,0.85,0.9,0.05,543450,515625,1417200,38250,YES,100650,N,122.35,115.65,120.15,121.25,8.8,3.6,5.2,1.6,38710,69755,9065,-1680,N,0,N,57590.2,57550.4,57579.2,57588,no signal,not_triggered,01-07-2025 12:25,25541.45,25551.3,25539.95,25541.75
01-07-2025 12:30,FALSE,0,-2.1,0,2.1,139800,89775,26250,7575,N,82725,YES,25650,25639.2,25649,25649,-1.8,-1.6,-1.7,0.1,795975,949875,2269950,-1350,YES,8400,YES,81.7,75.7,80,78.2,-0.65,-0.75,-0.8,0.05,587775,374475,1077525,-9150,Y,38925,N,123.4,119.55,121,120.35,-4,2.6,-6,8.6,33600,130340,12915,-875,N,1750,N,57599,57570,57590,57586,SELL,reverse,01-07-2025 12:30,25541.1,25544.5,25525.05,25540.45
01-07-2025 12:35,FALSE,8.1,2.3,4.8,2.5,100500,165900,35175,28725,Y,1800,Y,25658.7,25645.7,25645.7,25653.8,1.85,2,2.15,0.15,814575,857625,2001900,63900,Y,-32475,Y,81.65,78.1,78.3,80.15,-1.45,-1.6,-1.55,0.05,473850,427650,983775,10875,YES,4050,N,120.6,115.95,120.35,118.9,27.2,30,29,1,42105,188685,19705,665,N,-1715,N,57620,57584.8,57584.8,57612,BUY,reverse,01-07-2025 12:35,25539.55,25547.2,25539.25,25543.15
01-07-2025 12:40,FALSE,-2,-2,-6.8,4.8,95475,86475,12900,-375,YES,525,Y,25657.8,25646,25648,25646,-2.05,-2.15,-2.1,0.05,695700,779850,1711350,-47775,YES,-13200,N,82.75,77.3,80.05,78,2.3,2.4,2.3,0.1,422025,369975,843450,9375,N,-12150,YES,121.6,115.15,118.85,121.15,-33.6,-30.8,-26,4.8,46585,100345,18900,-665,N,6755,N,57619,57581.2,57614.8,57581.2,SELL,open_loss,01-07-2025 12:40,25542.7,25546.9,25537.5,25538.05
01-07-2025 12:45,FALSE,2,2,2,0,189375,152250,15675,53550,Y,4725,N,25648,25640.2,25646,25648,0.4,0.55,0.45,0.1,716625,650550,1692000,52200,Y,48375,YES,78.65,75.65,77.9,78.3,-2.05,-2.35,-2.4,0.05,344250,338400,845100,-12825,Y,31425,Y,122.35,118.65,121,118.95,25,20.6,26,5.4,35525,100170,13300,175,N,-4690,N,57615,57567,57581.2,57606.2,BUY,reverse,01-07-2025 12:45,25538.25,25542.7,25534.35,25541.75
01-07-2025 12:50,FALSE,-7,-8.7,-7,1.7,119775,79875,18000,7725,N,4200,N,25654.9,25636.9,25649,25642,-4.1,-4.05,-4,0.05,1085625,718575,2619225,-147225,YES,159150,YES,79.5,72.6,78.15,74.05,2.85,2.95,3,0.05,362250,409125,764625,24300,YES,-50250,YES,123.6,117.4,119.15,122,29.8,38,30.2,7.8,46445,63910,30625,2275,N,-6895,N,57662.4,57615,57615,57644.8,SELL,not_triggered,01-07-2025 12:50,25542.05,25546.45,25531.7,25532.45
01-07-2025 12:55,FALSE,2,1.2,0,1.2,135825,65400,14325,12975,N,-23550,Y,25648.4,25638.2,25642,25644,-0.45,-0.25,-0.3,0.05,736575,760500,1154100,62250,Y,56100,N,75.85,72.95,74.5,74.05,-0.4,-0.2,-0.2,0,399450,340725,620475,-3675,Y,34875,Y,123.15,120.55,121.95,121.55,6.8,-7.2,6.6,13.8,66745,41195,12040,-805,N,-2625,N,57655.8,57635.2,57645.2,57652,BUY,reverse,01-07-2025 12:55,25532.45,25538.85,25532.45,25534.25
01-07-2025 13:00,FALSE,-8.5,-5.5,-4.6,0.9,92250,161025,21450,-10200,YES,27450,YES,25649,25635.1,25644,25635.5,-2.95,-3.35,-3.4,0.05,714225,653700,1406400,-37500,YES,55050,N,76.75,71.4,74.9,71.95,2.65,2.8,2.75,0.05,323175,355800,705075,36075,YES,-48000,YES,123.7,118.15,120.55,123.2,24.4,20.4,24,3.6,62265,69020,15190,840,N,-1645,N,57690,57645.6,57649.4,57673.8,SELL,open_loss,01-07-2025 13:00,25534.1,25541.25,25531.65,25532.45
01-07-2025 13:05,FALSE,4.5,2,-1.1,3.1,59100,121500,20700,-900,N,1575,Y,25643,25633,25635.5,25640,0.55,0.35,0.4,0.05,934125,877575,1126725,106350,Y,34125,N,74.3,71.5,72,72.55,-0.35,-0.15,-0.1,0.05,408000,466650,816525,-1500,Y,-3375,Y,124.8,121.3,123.25,122.9,9.2,10,5.6,4.4,39725,23380,6160,1890,N,5355,N,57688.6,57660,57675.8,57685,BUY,not_triggered,01-07-2025 13:05,25532,25534.55,25525.95,25529.7
01-07-2025 13:10,FALSE,-1.2,0.1,2,1.9,59025,177750,7200,7725,N,9525,N,25646.7,25638.8,25640,25638.8,0.4,-0.05,-0.05,0,637875,901425,1155375,-29850,YES,-75975,Y,75,71.9,72.8,73.2,-0.6,-0.25,-0.3,0.05,335850,420450,607125,-5250,Y,26925,Y,122.7,119.45,122.35,121.75,7.2,-5,7,12,39830,84280,16030,665,N,-8015,N,57710,57671,57685,57692.2,BUY,not_triggered,01-07-2025 13:10,25529.7,25536.05,25529.7,25531.2
01-07-2025 13:15,FALSE,-0.6,-2.2,-2.1,0.1,65775,169200,15750,-900,YES,-375,Y,25644.9,25634.8,25638.8,25638.2,-0.85,-0.8,-0.85,0.05,605925,582675,1066200,18525,Y,44700,YES,74.6,70.8,73,72.15,0.65,0.9,0.9,1.42E-14,337200,321375,547725,17025,YES,-150,YES,124.7,119.6,121.9,122.55,-19.8,-4.8,-18.6,13.8,22925,39165,6685,805,N,1785,N,57700,57660.4,57695,57675.2,SELL,reverse,01-07-2025 13:15,25531.9,25535.1,25525.8,25529.55
