last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
25-04-2025 09:15,-19,-15.3,-14,-252150,-612.2,28050,16125,N,64200,N,6.19,24479.7,24460.7,25-04-2025 09:15,-7.2,-6.9,-6.95,16575,-40.45,22425,57225,N,93825,N,-0.9,25-04-2025 09:15,10.85,9.95,10.15,-4875,-158.4,20700,12000,N,600,N,-2.57
25-04-2025 09:20,-18.5,-14.6,-17.3,-3000,-1015.1,39675,28125,N,65025,N,-3.7,24463.1,24446,25-04-2025 09:20,-5.85,-6.25,-6.3,-3075,-64.35,36975,30000,N,121875,YES,-3.39,25-04-2025 09:20,8.4,7.9,7.65,-3450,-279.5,36225,9900,N,8175,N,3.56
25-04-2025 09:25,-1,-2.6,-3.8,-42150,-1113.3,37275,-5400,YES,10350,N,-2.89,24446.4,24446.4,25-04-2025 09:25,1.8,1.75,1.75,-30300,-64.8,39600,38700,N,50250,N,-0.91,25-04-2025 09:25,10,11.05,11.45,2475,-277.4,34575,3225,N,-8250,YES,2.89
25-04-2025 09:30,-35.4,-37.3,-35,98625,-1128.7,34575,-22125,YES,24675,N,-7.35,24445.4,24410,25-04-2025 09:30,-7.2,-6.95,-6.95,2700,-64.55,38475,-10200,YES,68250,N,-1.7,25-04-2025 09:30,28.1,27.6,27.55,1125,-302.5,35325,3075,N,5625,N,5.62
25-04-2025 09:35,-32.2,-33.1,-32.6,134475,-1085.7,37500,42225,Y,-2925,Y,-11.87,24408.2,24376,25-04-2025 09:35,-6,-5.85,-5.9,19875,-57.5,39150,-67950,YES,77625,N,-1.9,25-04-2025 09:35,21.95,21.45,21.5,9375,-327.7,33525,-6825,Y,-9450,YES,6.13
25-04-2025 09:40,-33.6,-33.1,-27.7,486150,-1162.4,42225,-25650,YES,36075,YES,-17.08,24375,24341.4,25-04-2025 09:40,-2.6,-2.65,-2.65,-76125,-54.55,38475,50400,Y,8625,N,-2.29,25-04-2025 09:40,28.1,25.45,25.4,6900,-329.1,33975,1275,N,3375,N,6.86
25-04-2025 09:45,-46,-40.1,-45.4,52350,-1545.1,38625,24675,Y,63750,YES,-15.5,24348.7,24305,25-04-2025 09:45,-6.35,-6.05,-6,-14625,-51.7,39825,-18450,YES,52275,YES,-2.4,25-04-2025 09:45,32.9,30.65,30.9,975,-428.05,38700,-6450,Y,3150,N,8.6
25-04-2025 09:50,-40,-40.8,-37.4,579975,-1236.5,38025,17175,N,-41325,Y,-23.66,24300,24262.2,25-04-2025 09:50,-5.55,-4.85,-4.85,-34275,-46.3,47325,3300,Y,-1125,Y,-2.33,25-04-2025 09:50,29.25,28.4,28.7,4875,-373.5,29700,-3075,N,-10650,YES,6.71
25-04-2025 09:55,-49.3,-51.4,-49.2,71175,-1588.9,42000,17325,N,31800,YES,-23.98,24264.8,24218.7,25-04-2025 09:55,-4.75,-4.75,-4.75,-105225,-36.1,42000,-45300,YES,18225,N,-3.81,25-04-2025 09:55,53.6,47.4,47.45,-5775,-426.55,33150,2400,N,-1275,N,9.66
25-04-2025 10:00,-116.7,-114.2,-111.9,677100,-1405.3,46500,-37650,YES,2250,Y,-39.04,24218.7,24103.8,25-04-2025 10:00,-4.55,-4.55,-4.6,174600,-37,50025,28800,Y,-11175,Y,-3.43,25-04-2025 10:00,104.2,104.95,106.25,5550,-694.6,31725,-2475,Y,-6150,YES,11.27
25-04-2025 10:05,13.1,14.9,14.8,16425,-1492.3,39300,93450,Y,37275,YES,-24.49,24104.1,24112.1,25-04-2025 10:05,3.65,3.6,3.6,-20625,-40,51000,57825,Y,-41400,Y,-2.15,25-04-2025 10:05,-2.75,2.7,-0.95,1650,-720.6,29625,8325,N,4950,N,6.42
25-04-2025 10:10,43.8,44,43.2,-16950,-1505,39600,27075,N,5325,N,-11.15,24115,24158.8,25-04-2025 10:10,1.05,1.1,1.1,-9900,-41.25,54075,42000,N,26925,YES,-1.08,25-04-2025 10:10,-38.5,-40.2,-40.7,-3900,-491.4,24000,3075,N,2625,YES,2.95
25-04-2025 10:15,5,9.4,11.5,29775,-1457.7,40350,25050,N,-17775,Y,-6.67,24160,24171.2,25-04-2025 10:15,-0.6,-0.45,-0.45,-17325,-39.15,50925,28950,N,-8850,Y,-0.65,25-04-2025 10:15,9.85,-11.65,-11.8,-6375,-451.85,53325,-75,Y,-750,YES,1.58
25-04-2025 10:20,-11.4,-8.3,-6.2,16200,-2455.8,64950,18450,N,16125,YES,-3.5,24168.4,24150,25-04-2025 10:20,-2.3,-2.35,-2.35,-503700,-35.85,50250,-40350,YES,-12825,Y,-1.54,25-04-2025 10:20,12.2,6.85,6.65,-5175,-437.9,27150,600,N,-1125,YES,2.28
25-04-2025 10:25,-46.8,-51.5,-48.8,111825,-1411.7,41175,-76050,YES,2025,Y,-9.5,24150,24070.4,25-04-2025 10:25,-8.85,-8.9,-8.9,-94725,-34.45,46950,-113925,YES,65625,YES,-1.23,25-04-2025 10:25,81,83.8,84.15,-1200,-562.35,22500,-10575,Y,-1050,N,3.84
25-04-2025 10:30,4.4,6.1,3.6,-17175,-1656.7,37875,51900,Y,-66675,Y,-11.41,24065.9,24070.3,25-04-2025 10:30,0.85,0.65,0.65,-168750,-34.85,48000,33750,Y,12825,N,-0.82,25-04-2025 10:30,-0.15,-3.45,-3.45,7050,-603.9,30900,3600,N,4575,N,2.99
25-04-2025 10:35,30.5,24.1,23.5,33000,-1407,31725,53925,N,24975,YES,-3.27,24069.7,24098.7,25-04-2025 10:35,1.4,1.3,1.3,-95775,-37.25,45075,22875,N,5775,N,-0.39,25-04-2025 10:35,-21.35,-22.15,-22.2,-6225,-508,18975,2700,Y,-4425,YES,1.08
25-04-2025 10:40,-3.5,-3.5,-2.8,18375,-1166.4,34125,-3375,YES,-3075,Y,-2.51,24098.7,24097.2,25-04-2025 10:40,-0.6,-0.6,-0.6,55425,-37.75,51525,-5625,YES,14550,N,-0.53,25-04-2025 10:40,-3.15,0.1,0.35,-1800,-413.85,16875,2025,Y,1650,N,0.81
25-04-2025 10:45,15,15,11.8,64050,-1100.7,31050,2100,N,900,N,-1.64,24090,24102,25-04-2025 10:45,0.45,0.45,0.45,-69600,-35.8,49800,23400,Y,-8025,Y,-0.27,25-04-2025 10:45,-16.3,-16.15,-16.1,2925,-477.15,19050,750,Y,1875,N,0.41
