datetime,timestamp,open,high,low,close,volume
2025-03-21 09:15:00,1742528700,12.6,12.84,10.7,12.67,0
2025-03-21 09:20:00,1742529000,12.68,12.71,12.63,12.69,0
2025-03-21 09:25:00,1742529300,12.68,12.71,12.54,12.55,0
2025-03-21 09:30:00,1742529600,12.54,12.58,12.47,12.49,0
2025-03-21 09:35:00,1742529900,12.5,12.54,12.46,12.48,0
2025-03-21 09:40:00,1742530200,12.49,12.51,12.42,12.42,0
2025-03-21 09:45:00,1742530500,12.43,12.49,12.41,12.49,0
2025-03-21 09:50:00,1742530800,12.48,12.5,12.45,12.47,0
2025-03-21 09:55:00,1742531100,12.5,12.51,12.41,12.41,0
2025-03-21 10:00:00,1742531400,12.43,12.49,12.41,12.43,0
2025-03-21 10:05:00,1742531700,12.43,12.47,12.35,12.38,0
2025-03-21 10:10:00,1742532000,12.39,12.42,12.37,12.37,0
2025-03-21 10:15:00,1742532300,12.38,12.39,12.36,12.37,0
2025-03-21 10:20:00,1742532600,12.37,12.42,12.36,12.39,0
2025-03-21 10:25:00,1742532900,12.4,12.4,12.26,12.31,0
2025-03-21 10:30:00,1742533200,12.32,12.37,12.3,12.34,0
2025-03-21 10:35:00,1742533500,12.35,12.43,12.33,12.42,0
2025-03-21 10:40:00,1742533800,12.41,12.44,12.37,12.38,0
2025-03-21 10:45:00,1742534100,12.39,12.55,12.35,12.5,0
2025-03-21 10:50:00,1742534400,12.5,12.65,12.5,12.53,0
2025-03-21 10:55:00,1742534700,12.55,12.6,12.51,12.56,0
2025-03-21 11:00:00,1742535000,12.57,12.62,12.53,12.56,0
2025-03-21 11:05:00,1742535300,12.57,12.64,12.54,12.63,0
2025-03-21 11:10:00,1742535600,12.64,12.64,12.53,12.56,0
2025-03-21 11:15:00,1742535900,12.55,12.63,12.54,12.6,0
2025-03-21 11:20:00,1742536200,12.61,12.63,12.55,12.61,0
2025-03-21 11:25:00,1742536500,12.6,12.65,12.56,12.57,0
2025-03-21 11:30:00,1742536800,12.58,12.61,12.55,12.6,0
2025-03-21 11:35:00,1742537100,12.61,12.63,12.59,12.62,0
2025-03-21 11:40:00,1742537400,12.63,12.69,12.61,12.68,0
2025-03-21 11:45:00,1742537700,12.69,12.72,12.66,12.71,0
2025-03-21 11:50:00,1742538000,12.72,12.72,12.68,12.69,0
2025-03-21 11:55:00,1742538300,12.7,12.74,12.68,12.74,0
2025-03-21 12:00:00,1742538600,12.72,12.75,12.69,12.7,0
2025-03-21 12:05:00,1742538900,12.72,12.74,12.64,12.66,0
2025-03-21 12:10:00,1742539200,12.65,12.71,12.62,12.69,0
2025-03-21 12:15:00,1742539500,12.68,12.79,12.64,12.75,0
2025-03-21 12:20:00,1742539800,12.73,12.73,12.58,12.67,0
2025-03-21 12:25:00,1742540100,12.66,12.7,12.63,12.66,0
2025-03-21 12:30:00,1742540400,12.67,12.7,12.65,12.65,0
2025-03-21 12:35:00,1742540700,12.66,12.67,12.6,12.64,0
2025-03-21 12:40:00,1742541000,12.63,12.65,12.59,12.6,0
2025-03-21 12:45:00,1742541300,12.61,12.67,12.61,12.65,0
2025-03-21 12:50:00,1742541600,12.64,12.66,12.59,12.61,0
2025-03-21 12:55:00,1742541900,12.6,12.64,12.58,12.63,0
2025-03-21 13:00:00,1742542200,12.64,12.66,12.61,12.65,0
2025-03-21 13:05:00,1742542500,12.65,12.7,12.64,12.69,0
2025-03-21 13:10:00,1742542800,12.69,12.72,12.66,12.68,0
2025-03-21 13:15:00,1742543100,12.67,12.74,12.65,12.7,0
2025-03-21 13:20:00,1742543400,12.69,12.74,12.69,12.74,0
2025-03-21 13:25:00,1742543700,12.73,12.73,12.63,12.67,0
2025-03-21 13:30:00,1742544000,12.68,12.78,12.68,12.74,0
2025-03-21 13:35:00,1742544300,12.76,12.8,12.69,12.74,0
2025-03-21 13:40:00,1742544600,12.73,12.75,12.58,12.66,0
2025-03-21 13:45:00,1742544900,12.68,12.78,12.68,12.71,0
2025-03-21 13:50:00,1742545200,12.72,12.79,12.66,12.72,0
2025-03-21 13:55:00,1742545500,12.71,12.74,12.63,12.7,0
2025-03-21 14:00:00,1742545800,12.71,12.76,12.65,12.72,0
2025-03-21 14:05:00,1742546100,12.71,12.72,12.6,12.64,0
2025-03-21 14:10:00,1742546400,12.65,12.71,12.61,12.61,0
2025-03-21 14:15:00,1742546700,12.6,12.62,12.55,12.58,0
2025-03-21 14:20:00,1742547000,12.59,12.62,12.53,12.6,0
2025-03-21 14:25:00,1742547300,12.6,12.64,12.58,12.6,0
2025-03-21 14:30:00,1742547600,12.59,12.64,12.59,12.62,0
2025-03-21 14:35:00,1742547900,12.63,12.63,12.57,12.59,0
2025-03-21 14:40:00,1742548200,12.6,12.67,12.6,12.64,0
2025-03-21 14:45:00,1742548500,12.64,12.69,12.62,12.62,0
2025-03-21 14:50:00,1742548800,12.64,12.65,12.58,12.63,0
2025-03-21 14:55:00,1742549100,12.62,12.63,12.58,12.6,0
2025-03-21 15:00:00,1742549400,12.6,12.62,12.54,12.56,0
2025-03-21 15:05:00,1742549700,12.57,12.6,12.53,12.6,0
2025-03-21 15:10:00,1742550000,12.59,12.61,12.58,12.61,0
2025-03-21 15:15:00,1742550300,12.6,12.63,12.55,12.57,0
2025-03-21 15:20:00,1742550600,12.56,12.59,12.55,12.57,0
2025-03-21 15:25:00,1742550900,12.58,12.61,12.55,12.57,0
