last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
21-04-2025 09:15,10.2,11,9.2,-5325,-1223.5,38100,64650,N,10875,N,25.97,23925.8,23936.8,-0.9,-1.2,-1.35,-2775,-165.05,29775,-8925,N,-1125,N,9.77,2.65,2.85,2.6,-23850,-84.1,33000,2431725,N,51375,N,-13.95
21-04-2025 09:20,13.2,11.9,13.4,-25200,-1208.9,38325,14550,N,-2400,Y,-10.02,23936.8,23950,9.05,8.65,8.7,-39900,-180.35,37950,2580900,Y,15450,N,-5.78,-1.35,-1.85,-1.85,-2625,-99.9,38475,-103125,Y,53625,N,8.51
21-04-2025 09:25,-8.7,-13,-9.2,143925,-1024.1,36150,11025,N,21225,YES,-1.28,23948.4,23939.7,-9.75,-9.1,-9,-37950,-193.35,41175,-6600,YES,51075,YES,-0.41,0.85,0.55,0.55,2775,-99.2,38775,68100,YES,98325,Y,0.28
21-04-2025 09:30,20.9,27.9,22.4,3375,-955.8,34575,20025,N,-5250,Y,0.86,23939.1,23961.9,15.75,10.6,10.65,8475,-186.8,45675,3525,N,6375,N,0,-11.95,-10.15,-10.1,15525,-91.45,42375,-25425,Y,56175,N,-1.1
21-04-2025 09:35,40.2,39.9,39,-127500,-928.1,36600,18750,N,-15225,Y,8.58,23959.9,24001,28.1,27.7,27.9,-45075,-207.65,37425,1800,YES,-54300,Y,4.63,-11.1,-11.25,-11.3,-2925,-85.6,44925,-9150,N,70725,N,-3.53
21-04-2025 09:40,21,16.3,21.8,-14100,-990.6,34800,-1500,YES,6000,YES,5.92,24000.3,24021.3,8.25,7.9,7.9,-5550,-234.3,33675,-18825,YES,-15000,YES,4.34,-7.25,-7.65,-7.6,30600,-73.7,42150,6600,N,42225,N,-3.16
21-04-2025 09:45,-44.2,-38.2,-39.9,22275,-1119.6,33975,12825,N,20925,N,3.8,24021.3,23977.1,-23.65,-22.65,-22.65,-20475,-227.2,40125,-13875,N,30525,YES,1.92,10.85,11.2,11.2,34950,-75.05,39375,56250,YES,48225,N,-2.23
21-04-2025 09:50,32.6,31.2,28.6,-34050,-921.5,31725,25950,N,22050,N,1.99,23976.4,24011,18.2,18.25,18.3,-12600,-216.1,37500,10050,Y,5325,N,1.29,-11.35,-11.35,-11.35,5925,-79.45,44625,-13800,Y,69675,Y,-1.88
21-04-2025 09:55,20.6,23,20.6,-85800,-932.3,25125,23700,N,-13725,Y,5.74,24011,24031.7,12.85,13,13.05,-6675,-207.5,34125,-4425,YES,-12225,Y,3.93,-9.4,-9.3,-9.25,7050,-60.25,37725,-8250,N,26700,N,-2.53
21-04-2025 10:00,26.1,22.5,19.2,-14025,-1134.9,28575,-3000,YES,-8625,N,3.91,24031.7,24057.8,16.05,16,15.85,750,-233.45,40950,8625,N,-30000,Y,3.66,-5.75,-5.75,-5.75,40650,-58.95,43575,-38850,Y,41400,N,-2.43
