last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_2,close_2,high,low,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_3,close_3,high,low,,,,,,,,,
06-03-2025 10:55,1.65,24600,92,63450,68850,1.6,3.75,-5400,2.15,75,-8325,YES,7950,N,22457.14,22472.6,22474.25,22478,22468.9,-1.15,12881100,177,41472975,44545950,-0.95,-0.95,-3072975,4.44E-16,0,-491775,YES,463875,YES,10.99,4.6,3.45,5,3.45,2.45,653025,180,199200,166650,-0.8,-0.8,32550,0,225,38175,YES,6975,N,157.54,152.3,154.75,158.95,147.05,,,,,,,,,
06-03-2025 11:00,19.15,83925,160,96075,150300,21.75,19.35,-54225,2.4,0,27900,Y,-14775,Y,22457.89,22472.95,22492.1,22495,22461,2.4,18568875,181,37656075,32875875,2.3,2.3,4780200,0,-1650,-3150,Y,-1218750,Y,10.62,3.35,5.75,5.85,2.9,-25.95,1950525,181,180150,160725,-24.85,-24.9,19425,0.05,0,-28725,Y,37875,Y,157.05,155.65,129.7,164,129.05,,,,,,,,,
06-03-2025 11:05,27.9,343800,170,137025,269100,26.75,26,-132075,0.75,0,6450,N,-70800,Y,22465.19,22492.1,22520,22563.8,22491.05,4.95,59929125,179,4527750,4098975,4.65,4.7,428775,0.05,1125,187125,Y,-1977000,Y,10.97,5.75,10.7,23.4,5.75,-27.1,7007775,180,170325,179475,-26.35,-26.35,-9150,1.42E-14,0,114750,YES,66975,Y,150.6,129.65,102.55,131.3,72.25,,,,,,,,,
06-03-2025 11:10,22.8,120000,156,173850,145050,22.75,26.85,28800,4.1,0,14625,N,7125,YES,22467.51,22519.05,22541.85,22546.7,22515.7,5.8,29237475,180,4518525,3603000,5.15,5.15,915525,1.78E-15,375,748650,Y,271875,YES,11.15,10.65,16.45,17.25,10.05,-19.15,3909900,180,199350,212325,-17.6,-17.6,-12975,1.42E-14,0,85725,N,155025,Y,147.45,101.9,82.75,108.2,82.65,,,,,,,,,
06-03-2025 11:15,-7.2,29850,59,43050,48375,-8.95,-8.35,-5325,0.6,0,-11100,YES,13125,N,22468.14,22543.85,22536.65,22549.75,22534.9,-3.25,7549200,66,1487175,1312425,-3.25,-3.3,174750,0.05,-375,-267450,YES,501975,YES,11.22,16.7,13.45,16.7,13.35,10.3,1228350,66,93525,71175,11,10.95,22350,0.05,150,134025,YES,-6000,YES,146.37,82.4,92.7,93.15,82.4,,,,,,,,,
06-03-2025 11:30,20.95,24075,55,54375,33300,20,22.35,21075,2.35,-75,5700,N,-69600,Y,22468.75,22447.05,22468,22468.45,22444.65,0.25,4030575,66,5572500,5500425,0.25,0.25,72075,0,-150,60450,Y,153750,N,10.95,6.75,7,7.55,6.35,-20.25,399525,62,41775,49500,-18.25,-18.3,-7725,0.05,-150,-24825,Y,19725,Y,146.15,187.9,167.65,191.4,167.65,,,,,,,,,
06-03-2025 11:35,10.25,48975,126,95475,85800,12.5,11.25,9675,1.25,0,12075,N,14400,YES,22468.8,22468.55,22478.8,22480,22465,-0.45,11967450,179,12609750,13302150,-0.4,-0.4,-692400,0,750,-48000,YES,492000,YES,10.86,6.95,6.5,7.8,6.15,-12.15,1195950,180,144525,143775,-12.85,-13,750,0.15,-150,47850,YES,27375,N,146.33,166.5,154.35,169.95,149.4,,,,,,,,,
06-03-2025 11:40,7.2,43875,114,88275,95550,6.35,7.5,-7275,1.15,0,3450,N,-7125,Y,22468.89,22478.8,22486,22488,22467,0.2,10618350,181,12839625,11684100,0.15,0.15,1155525,0,150,249825,Y,-124350,Y,10.76,6.55,6.75,6.9,5.3,-13.1,1269600,180,161850,132975,-11.3,-11.3,28875,2.84E-14,0,-2925,Y,23250,N,146.43,154,140.9,167.25,140.9,,,,,,,,,
06-03-2025 11:45,16.2,58425,129,152550,124125,10.5,14.5,28425,4,75,3000,N,28950,YES,22469.32,22487,22503.2,22509.95,22485.25,0.35,16298700,181,11147100,11293050,0.35,0.35,-145950,8.88E-16,375,342150,Y,186300,YES,10.65,6.85,7.2,8.15,6.1,-16.65,2322600,181,150075,165150,-16.4,-16.4,-15075,0,-75,102825,YES,75525,Y,145.95,140,123.35,141.6,116.45,,,,,,,,,
06-03-2025 11:50,17.9,60600,135,150450,194700,15.7,15,-44250,0.7,225,1275,YES,6825,N,22469.99,22500.1,22518,22528,22498,2.2,26849100,181,8317125,7877625,1.9,1.9,439500,8.88E-16,0,76125,N,-13200,Y,10.61,7.25,9.45,11.8,6.95,-17.5,2852325,176,186750,177450,-15.7,-15.8,9300,0.1,75,124200,YES,93825,N,144.81,122.85,105.35,125.35,101.45,,,,,,,,,
06-03-2025 11:55,-10.85,38250,110,154500,236550,-9.2,-7.85,-82050,1.35,-75,5475,N,23100,N,22470.32,22518,22507.15,22519.5,22492.9,-0.4,13672725,181,11729550,11636625,-0.55,-0.55,92925,1.78E-15,1050,-269400,YES,93000,YES,10.54,9.45,9.05,9.65,6.8,15.85,2933025,177,179700,180525,18.3,18.35,-825,0.05,0,44550,N,-79275,YES,144.04,105.05,120.9,132.75,104,,,,,,,,,
06-03-2025 12:00,19.8,54825,118,131700,95625,22.3,20.75,36075,1.55,0,6825,N,-2025,Y,22471,22510.2,22530,22535,22508.05,4.45,25341600,181,8517000,8088225,4.25,4.25,428775,0,0,223875,Y,-972975,Y,10.61,9.05,13.5,16.45,8.6,-24.05,2966775,181,176475,200100,-23.05,-23.15,-23625,0.1,0,50175,N,90000,Y,142.89,121,96.95,122.35,94.95,,,,,,,,,
06-03-2025 12:05,-14.5,39600,116,96750,103350,-16,-16,-6600,0,0,-825,YES,-450,N,22471.49,22529.5,22515,22537.5,22513,-4.6,17185050,179,3894825,3618075,-4.7,-4.7,276750,0,-150,497775,Y,414600,YES,10.63,13.45,8.85,15.15,8.2,14.7,3027375,179,198225,264375,14.35,14.3,-66150,0.05,-75,163500,YES,-42975,YES,141.71,96.9,111.6,114.4,93.1,,,,,,,,,
06-03-2025 12:10,7,26025,96,56175,72600,6.15,7,-16425,0.85,0,6300,N,-9600,Y,22471.76,22515,22522,22525,22510.55,0.55,11249625,181,6538950,6067425,0.5,0.5,471525,0,150,231450,N,307800,N,10.59,8.7,9.25,10.6,7.85,-7,2054175,181,203100,180150,-6.35,-6.4,22950,0.05,0,-5925,Y,57525,Y,141.08,112.6,105.6,117.05,101.15,,,,,,,,,
06-03-2025 12:15,2.9,46200,125,77250,65775,3.55,1.9,11475,1.65,0,12975,N,21375,YES,22472.38,22522,22524.9,22539.2,22520,1.05,16230750,180,5216550,4477125,1.2,1.25,739425,0.05,-150,175425,N,-87900,Y,10.6,9.25,10.3,12.4,8.85,-3.35,2819625,181,241875,219300,-3.55,-3.55,22575,0,0,51525,YES,37950,N,139.93,105,101.65,108.6,91.8,,,,,,,,,
06-03-2025 12:20,10.55,66750,122,95700,126450,8.45,10.45,-30750,2,0,-525,YES,-34350,Y,22473.34,22524.9,22535.45,22545,22524.4,1.6,17649075,177,5576625,4905450,1.65,1.65,671175,0,-225,115875,N,-224250,Y,10.66,10.45,12.05,15.2,10.2,-9.65,3119250,180,277050,217425,-10.1,-10.1,59625,0,0,-34575,Y,114675,Y,138.52,101.3,91.65,102.2,83.9,,,,,,,,,
06-03-2025 12:25,-1.4,19725,95,48225,90675,-3.2,-2.75,-42450,0.45,0,-5625,YES,-12525,YES,22473.61,22535.45,22534.05,22540,22530.55,-2.55,14389275,181,5117550,5127375,-2.75,-2.7,-9825,0.05,0,-744750,YES,408150,YES,10.68,12.35,9.8,13.8,9.75,3.9,2290875,181,248250,261075,4.25,4.3,-12825,0.05,0,91800,YES,-31350,YES,137.54,91,94.9,96.85,86.5,,,,,,,,,
06-03-2025 12:30,-3.5,87375,146,121050,102375,-2.15,-3.6,18675,1.45,0,1125,N,-3300,N,22475.01,22537.5,22534,22558.4,22528,-0.25,27197325,180,4832625,3866325,-0.25,-0.25,966300,0,-75,-127800,Y,-38625,Y,10.74,10.05,9.8,14.85,8.85,-3,6200400,181,241800,242025,-2.55,-2.55,-225,0,-75,-50175,Y,-19875,N,134.61,93.7,90.7,98.25,72.1,,,,,,,,,
06-03-2025 12:35,17.1,52275,112,67125,158175,20.3,18.8,-91050,1.5,0,-825,YES,-6375,Y,22475.73,22534,22551.1,22552,22528.45,4.5,16334025,181,5314725,4899900,4.65,4.7,414825,0.05,150,841500,Y,-265725,Y,10.74,9.85,14.35,14.4,8.7,-14.05,3985950,180,242475,203025,-13.8,-13.85,39450,0.05,0,21375,YES,93300,Y,133.07,90.35,76.3,97.2,75.65,,,,,,,,,
06-03-2025 12:40,-2.4,106050,141,112275,75300,-2.4,-1.9,36975,0.5,0,9600,N,-5925,N,22477.65,22551.1,22548.7,22570.9,22545.05,-0.6,36796425,180,3575100,2987400,-0.55,-0.5,587700,0.05,225,457350,N,-351000,Y,11.01,14.35,13.75,21.1,12.4,0.6,6145050,180,240450,278700,0.45,0.4,-38250,0.05,-75,161250,YES,119400,Y,130.11,76.3,76.9,79.15,63.15,,,,,,,,,
06-03-2025 12:45,6.75,69825,124,84675,234450,7.1,6.7,-149775,0.4,0,6525,N,-26325,Y,22478.55,22548.7,22555.45,22558.8,22532.6,3.55,19154250,181,4366500,4109400,3.3,3.3,257100,1.78E-15,0,-27075,YES,11700,YES,11.08,14,17.55,17.55,10.7,-4.65,5061150,181,228225,272925,-3.65,-3.65,-44700,1.42E-14,0,41625,N,-33150,YES,128.28,75.9,71.25,91.8,71.25,,,,,,,,,
06-03-2025 12:50,18.4,183000,168,97050,244200,18.4,17.95,-147150,0.45,0,103500,Y,-33525,Y,22482.18,22555.45,22573.85,22590.9,22550.75,8.95,53296875,180,2308650,2001975,9.4,9.4,306675,0,0,75375,Y,-1635600,Y,12.11,17.3,26.25,36.35,15.3,-9.15,11482875,180,319575,291525,-9.45,-9.5,28050,0.05,0,365700,YES,256350,Y,122.84,71,61.85,75.6,53.9,,,,,,,,,
06-03-2025 12:55,-20.25,99750,154,392250,104625,-23.25,-20.5,287625,2.75,0,-66525,YES,30825,YES,22483.81,22573.85,22553.6,22576.1,22550,-9.55,28930050,176,2323650,1976625,-9.45,-9.5,347025,0.05,-825,-105000,YES,739950,YES,12.42,26.25,16.7,27.25,15.55,20,8818200,181,303825,338025,19.55,19.65,-34200,0.1,-300,51000,N,-297375,YES,119.76,61.95,81.95,84.5,58.55,,,,,,,,,
06-03-2025 13:00,16.4,58350,131,88875,107175,15.15,15.2,-18300,0.05,0,-900,Y,4500,N,22484.67,22552,22568.4,22570,22549.2,2.5,22616925,180,3028050,2895750,2.6,2.55,132300,0.05,150,537450,Y,419025,N,12.56,16.3,18.8,21.4,15.25,-20.05,6634425,180,301125,245175,-19.7,-19.8,55950,0.1,0,-29775,Y,231975,Y,117.76,82.15,62.1,84.4,61.8,,,,,,,,,
06-03-2025 13:05,10.1,49200,102,96375,510750,9.05,10,-414375,0.95,0,75,N,-40050,Y,22485.48,22569.9,22580,22580,22557.7,5,31121175,180,3004575,3063975,4.05,4.05,-59400,3.55E-15,-600,-20250,YES,-268650,Y,12.75,19,24,24,13.75,-10.85,7317000,180,485700,345750,-10.2,-10.3,139950,0.1,0,241500,YES,261825,Y,115.18,61.65,50.8,68.55,50.8,,,,,,,,,
06-03-2025 13:10,-16,40950,122,166575,78675,-16.15,-13.15,87900,3,0,-2025,YES,55950,YES,22486.42,22581,22565,22582,22564.8,-7.15,28750050,180,3305100,2999025,-7.3,-7.25,306075,0.05,-675,-336375,YES,1054575,YES,12.95,23.7,16.55,23.95,15.15,5.65,7315125,180,389175,403425,5.95,5.95,-14250,0,0,353475,YES,61950,N,112.57,50.65,56.3,58.5,50.15,,,,,,,,,
06-03-2025 13:15,1.55,47925,121,98775,89475,0.85,-0.85,9300,1.7,-225,-3225,YES,14850,N,22487.11,22565.35,22566.9,22571.15,22555,-2.1,30150525,182,3657150,3148875,-2.45,-2.4,508275,0.05,0,-148275,Y,218175,N,12.97,16.8,14.7,17.15,11.1,-6.55,10374450,182,371475,396975,-5.95,-6,-25500,0.05,225,-169950,Y,103875,Y,109.35,55.9,49.35,63.7,47.05,,,,,,,,,
06-03-2025 13:20,7.2,46800,108,93900,67875,9.1,9.8,26025,0.7,75,-4425,YES,-7875,Y,22487.75,22566.9,22574.1,22578,22547.5,2.9,38431575,179,6294300,5613825,2.05,2,680475,0.05,75,581100,Y,-500250,Y,12.91,14.2,17.1,17.95,7.9,-7.5,12031050,179,341925,290175,-6.25,-6.3,51750,0.05,0,-25650,YES,8175,N,105.93,50.1,42.6,66.05,42.1,,,,,,,,,
06-03-2025 13:25,-10.1,34425,85,63450,52500,-12,-12,10950,0,-75,-4500,YES,12075,N,22488.27,22574.1,22564,22574.5,22560,-5.7,26624625,181,3666375,3085050,-5.7,-5.7,581325,0,-225,628275,Y,1148625,YES,12.9,16.35,10.65,16.55,9.85,6.25,8922000,182,413325,388650,5.75,5.75,24675,0,0,612225,YES,203100,Y,103.32,42.95,49.2,51.95,42.5,,,,,,,,,
06-03-2025 13:30,12.9,36750,107,51525,87825,14.5,11.95,-36300,2.55,0,3825,N,-87075,Y,22488.78,22564,22576.9,22577,22553.4,7.7,34660050,182,6412275,5414475,6.75,6.75,997800,1.78E-15,-600,114075,N,-772575,Y,12.84,10.65,18.35,18.35,8,-10.95,11235825,181,451800,372150,-10.3,-10.3,79650,0,-75,-458175,Y,90150,N,100.43,49.1,38.15,55.95,38.15,,,,,,,,,
06-03-2025 13:35,-1.7,59850,118,320400,196500,-1.1,1.5,123900,2.6,0,39975,Y,17850,YES,22489.78,22576.9,22575.2,22585.5,22570.2,-2.7,47950050,181,2966250,2936850,-2.7,-2.75,29400,0.05,0,272325,Y,657675,YES,13,17.65,14.95,22.35,11.6,-3.95,16113600,181,1071900,437925,-3.95,-3.95,633975,7.11E-15,0,613200,YES,369225,Y,96.03,38.75,34.8,42.7,32.9,,,,,,,,,
06-03-2025 13:40,-0.2,64275,121,183225,379650,-0.75,-3,-196425,2.25,0,21825,N,-7500,Y,22490.8,22575.2,22575,22588.55,22568.15,0.35,34492650,177,3024000,2553975,0.05,0.05,470025,0,0,513450,Y,282825,N,13.08,15,15.35,19.6,12.45,-1.25,15477075,177,489900,600375,-0.9,-0.95,-110475,0.05,0,2430075,YES,43275,N,92.16,34.7,33.45,39.7,29.6,,,,,,,,,
06-03-2025 13:45,12.4,66900,127,81450,178800,12.55,11.8,-97350,0.75,0,6225,N,-6150,N,22491.92,22576,22588.4,22590.5,22574.15,11.1,52504950,181,2408700,1944450,10.35,10.4,464250,0.05,225,172200,N,-1660350,Y,13.4,15.55,26.65,26.65,14.25,-9.2,20064075,181,854925,718050,-9.3,-9.25,136875,0.05,75,621600,N,567900,Y,87.3,33,23.8,33.3,23.55,,,,,,,,,
06-03-2025 13:50,4.7,103275,151,125175,361575,4.4,3,-236400,1.4,-225,7650,N,-27225,Y,22493.81,22588.3,22593,22604,22583,0.2,57770175,181,1267200,1144725,-0.4,-0.45,122475,0.05,375,-837000,YES,-628050,YES,14.02,26.85,27.05,35.45,18.75,-1.25,29042175,181,1564875,1246050,-1.1,-1.05,318825,0.05,750,386100,N,366675,N,80.87,23.55,22.3,27.35,18.15,,,,,,,,,
06-03-2025 13:55,0,93975,137,99525,287625,0.35,-1.35,-188100,1.7,0,15525,N,-2100,YES,22495.34,22592,22592,22597.8,22580,-1.1,40297950,176,1486725,1172250,-0.85,-0.75,314475,0.1,0,628875,Y,520050,YES,14.34,27.25,26.15,30.5,19.3,-2.85,25136250,180,1578750,1804725,-2.9,-2.95,-225975,0.05,-225,343425,N,427650,Y,76.23,22.4,19.55,25.55,17.15,,,,,,,,,
06-03-2025 14:00,3.8,167250,145,91425,123675,4,3.8,-32250,0.2,0,-25875,YES,-7575,Y,22498.08,22592,22595.8,22607.5,22587.2,2.95,38165700,180,1299900,1051200,2.65,2.7,248700,0.05,75,-286200,YES,-317550,Y,14.78,26.65,29.6,35.6,23.7,-4.4,28427325,179,3341400,1920375,-4.25,-4.25,1421025,3.55E-15,0,235650,N,409575,N,71.35,19.1,14.7,20.7,13.35,,,,,,,,,
06-03-2025 14:05,-0.8,40950,125,73425,103875,-1.5,-1,-30450,0.5,0,3225,Y,3675,N,22498.74,22595.8,22595,22600,22590.05,-1.95,32477175,182,1107750,1135350,-2.3,-2.35,-27600,0.05,0,-399675,YES,511725,YES,15.07,28.75,26.8,31,22.3,-1.35,27432375,182,1523250,2843025,-1.25,-1.25,-1319775,0,150,-40125,Y,381225,N,67.26,15.15,13.8,17.35,12.7,,,,,,,,,
06-03-2025 14:10,0,42150,127,109500,121575,-2.1,0,-12075,2.1,0,-3225,YES,-2100,Y,22499.42,22595,22595,22608,22589.15,-5.8,40844100,181,1108350,1248300,-5.6,-5.6,-139950,3.55E-15,675,-701550,YES,-477675,Y,15.41,26,20.2,36.75,20.2,0.65,33910275,181,1884900,1931475,0.5,0.5,-46575,0,300,815025,YES,32550,N,62.86,14.25,14.9,18.15,10.6,,,,,,,,,
06-03-2025 14:15,-10,71625,124,98775,156975,-7,-10.6,-58200,3.6,-300,-14250,YES,10200,N,22500.48,22595,22585,22598,22584.75,-1.45,34678575,183,2088300,1353000,-1.2,-1.25,735300,0.05,150,528825,Y,886200,YES,15.56,20,18.55,25.65,18.35,1.25,33245175,183,2187975,2148750,0.85,0.8,39225,0.05,0,1694175,YES,494325,Y,59.18,15.4,16.65,18,11.6,,,,,,,,,
06-03-2025 14:20,0.85,94200,134,144750,181200,0,0.05,-36450,0.05,-75,-3900,N,3900,N,22501.77,22585,22585.85,22594,22582.65,0.95,29700450,182,1863975,1675725,0.85,0.9,188250,0.05,375,904200,Y,-3675,Y,15.67,18.05,19,24.2,17.45,-1.4,29759700,182,1736625,1866900,-1.4,-1.4,-130275,1.78E-15,0,1861575,YES,495375,N,56.35,16.75,15.35,17.75,12.1,,,,,,,,,
06-03-2025 14:25,-13.55,70800,133,143025,88125,-10.45,-10.85,54900,0.4,0,-10650,YES,-6975,Y,22502.67,22585.85,22572.3,22593.95,22572.3,-5.25,39797100,182,2389650,1903425,-4.85,-4.85,486225,1.78E-15,0,-650925,YES,544200,YES,15.74,19,13.75,24.95,13.75,6.05,44526000,181,2191275,1750425,5.05,5.1,440850,0.05,0,-64875,Y,-1335525,YES,52.85,15.3,21.35,22.05,11.05,,,,,,,,,
06-03-2025 14:30,18.95,140925,147,90450,210375,18.9,18.05,-119925,0.85,0,19200,Y,9525,N,22504.32,22572.05,22591,22595.9,22568,14.1,58085175,181,1651500,2196975,13.55,13.6,-545475,0.05,0,1912950,Y,-1394100,Y,15.97,13.2,27.3,31.45,12.85,-13.6,64752975,181,2962650,2149125,-13.8,-13.85,813525,0.05,-1575,-1521450,Y,2050125,Y,48.31,22.05,8.45,23.35,7.5,,,,,,,,,
06-03-2025 14:35,5.8,32700,128,98475,92475,4.15,5,6000,0.85,0,-1200,YES,9375,N,22504.76,22591,22596.8,22597.1,22587.7,0.25,31382700,178,1523400,1359150,-0.1,-0.05,164250,0.05,0,-127725,YES,219075,YES,16.18,27.45,27.7,30.7,23.75,-1.75,35733000,182,4643325,4554225,-1.8,-1.8,89100,8.88E-16,75,-5775,YES,864075,N,45.96,8.35,6.6,8.65,6.4,,,,,,,,,
06-03-2025 14:40,10.9,154425,162,93525,157050,9.95,12.55,-63525,2.6,0,6750,N,-9675,Y,22507.11,22598.05,22608.95,22611.8,22592.15,13.05,46784475,182,1104675,788025,13.25,13.3,316650,0.05,-225,-1786425,YES,-1418625,Y,16.8,27.85,40.9,45.9,25,-2.55,63201075,182,12388575,11244300,-2.6,-2.6,1144275,0,75,-1117725,Y,-132825,YES,42.16,6.55,4,7.4,3.2,,,,,,,,,
06-03-2025 14:45,-6.85,96825,158,86325,103200,-2.65,-4.8,-16875,2.15,0,-3675,YES,-9000,N,22508.59,22609.35,22602.5,22618,22601.1,-1.15,27618825,180,867825,700725,-1.9,-1.9,167100,0,300,-1950075,YES,139275,YES,17.21,40.95,39.8,48.8,36.3,-0.5,49696725,180,27605325,26267400,-0.4,-0.4,1337925,4.44E-16,375,-607875,YES,339450,Y,39.53,4,3.5,4.6,2.65,,,,,,,,,
06-03-2025 14:50,-13,119700,160,98700,88725,-11.45,-13,9975,1.55,0,-14400,YES,9075,N,22510.15,22605,22592,22610,22590,-10.15,26327625,181,869100,1025025,-10,-10,-155925,3.55E-15,75,-292200,Y,327300,YES,17.48,40.15,30,42.95,28.1,0.7,64333125,181,22003275,23314800,0.65,0.65,-1311525,8.88E-16,450,937200,YES,129900,N,36.63,3.45,4.15,5.1,2.35,,,,,,,,,
06-03-2025 14:55,15.95,197475,172,86325,131475,15.85,18,-45150,2.15,1725,10200,Y,-12900,Y,22512.81,22592,22607.95,22615.5,22591.3,14.25,29755650,181,780900,842850,13.25,13.25,-61950,0,0,-2142150,YES,-793200,Y,17.83,28.65,42.9,48.05,28.35,-3.15,73799925,181,40021725,35674125,-3.1,-3.1,4347600,8.88E-16,-225,-384750,Y,879525,Y,33.72,4.4,1.25,4.4,1.15,,,,,,,,,
06-03-2025 15:00,10,459975,170,104475,88350,12.35,10.5,16125,1.85,0,-450,YES,-3225,N,22519.12,22610,22620,22620.3,22598.05,3.95,32384250,180,599850,586500,4.15,4.15,13350,0,0,-3421050,YES,-238125,YES,18.33,44.45,48.4,50.95,34,-0.85,87935925,180,313124250,267773775,-0.85,-0.85,45350475,1.11E-16,-450,-1066200,Y,1496550,Y,30.69,1.2,0.35,1.8,0.3,,,,,,,,,
06-03-2025 15:05,-7.7,233625,175,111675,75750,-9.5,-5.55,35925,3.95,0,8550,N,6075,N,22522.11,22620,22612.3,22621.25,22610,-4.55,16564050,182,878175,730125,-4.75,-4.75,148050,0,450,-3416250,N,245025,YES,18.58,48.8,44.25,50.25,41.25,-0.05,53933175,182,901329225,571706175,-0.05,-0.05,329623050,0,225,-915300,YES,-2457075,YES,29.08,0.35,0.3,0.35,0.2,,,,,,,,,
06-03-2025 15:10,14.75,238275,169,124125,269850,14.75,14.35,-145725,0.4,0,750,YES,-31875,Y,22524.89,22612.3,22627.05,22629.95,22606.35,0.2,19218600,180,1458300,1392750,0.35,0.4,65550,0.05,0,-6766725,YES,21225,N,18.83,44.55,44.75,46.5,37.85,-0.15,37671975,180,1301705625,704168775,-0.15,-0.15,597536850,5.55E-17,975,-8919075,Y,4394550,Y,28.05,0.25,0.1,0.5,0.1,,,,,,,,,
06-03-2025 15:15,4.75,254700,181,253350,280275,4.75,6,-26925,1.25,-75,23625,Y,-21675,N,22528.2,22628.05,22632.8,22638.1,22627.2,0.55,10668225,181,1109475,1160625,0.5,0.5,-51150,0,0,-7623825,YES,-152250,Y,18.99,44.75,45.3,47.65,42.7,-5.55E-17,16060950,181,3847878900,1911634800,-0.05,-0.05,1936244100,1.39E-17,-150,-15232200,Y,1613100,N,27.63,0.1,0.1,0.15,0.05,,,,,,,,,
06-03-2025 15:20,-11.35,202425,182,198375,234750,-7.95,-7.75,-36375,0.2,0,8250,N,5925,YES,22530.59,22634.75,22623.4,22635,22622.8,0.4,7100475,183,2148375,2018475,0.2,0.2,129900,0,0,-3690450,Y,-172425,Y,19.09,45.2,45.6,46,44,1.39E-17,15373425,183,1708123725,1607921850,0,0,100201875,0,75,-8023575,YES,-6946725,YES,27.23,0.1,0.1,0.1,0.05,,,,,,,,,
06-03-2025 15:25,-4.8,270150,184,507150,190950,-2.5,-1,316200,1.5,-75,-138900,YES,-94125,Y,22533.35,22625,22620.2,22625,22615.25,-0.9,5447625,183,3072150,5171400,-0.9,-0.85,-2099250,0.05,0,-19802475,YES,-399000,Y,19.17,45.5,44.6,45.5,44.6,-0.05,4735500,182,39849225,655593600,-0.05,-0.05,-615744375,0,0,-1554000,YES,-575550,Y,27.11,0.1,0.05,0.1,0.05,,,,,,,,,
07-03-2025 09:15,-4,44175,47,39750,24225,0.75,-3.4,15525,4.15,75,13950,N,52650,N,22620.08,22655,22651,22655.5,22641,-1.9,1682025,51,48000,48075,2.1,2.05,-75,0.05,0,92250,N,-2550,N,138.02,142.5,140.6,146.45,137.6,3.85,735225,50,55275,33225,1.9,1.75,22050,0.15,0,51375,N,44400,N,178.52,167.3,171.15,171.6,165.75,,,,,,,,,
07-03-2025 09:20,-37,186525,176,171900,135750,-39,-39.6,36150,0.6,0,-17700,YES,60900,N,22618.91,22645,22608,22649.1,22598.05,-21.35,4468500,180,234450,190125,-23.55,-23.6,44325,0.05,0,-705150,YES,194400,YES,132.89,140.15,118.8,140.7,115.3,15.4,2812425,180,163350,140175,17.65,17.75,23175,0.1,-150,2400,Y,40500,N,182.51,170.6,186,196.5,170.6,,,,,,,,,
07-03-2025 09:25,0.1,177375,167,267975,122100,0.25,1.15,145875,0.9,0,4575,Y,12975,N,22616.56,22609.65,22609.75,22625,22592.1,0.7,2994000,179,239850,242925,1.2,1.25,-3075,0.05,0,58575,Y,90225,N,130.19,117.55,118.25,129.25,112.8,0.65,1899900,180,189150,160875,0.1,0.1,28275,2.84E-14,-75,4500,N,32175,N,184.26,187.9,188.55,199.2,179.9,,,,,,,,,
07-03-2025 09:30,51.85,123900,154,114225,151200,50.95,51.35,-36975,0.4,0,36300,Y,-22725,Y,22618.43,22610.15,22662,22662.4,22603.25,25,4868250,179,212400,236625,24.5,24.5,-24225,1.42E-14,0,153600,Y,-98550,Y,129.68,118.1,143.1,143.1,114.7,-29.5,2284350,179,182475,189975,-29.45,-29.5,-7500,0.05,-75,-65925,Y,69675,Y,182.46,188.75,159.25,190.3,156.85,,,,,,,,,
07-03-2025 09:35,-80.05,157575,161,281175,115650,-74.85,-77.6,165525,2.75,-150,-55050,YES,140700,YES,22618.79,22663,22582.95,22663,22582.95,-41.15,5111175,181,214575,215175,-40.15,-40.35,-600,0.2,0,-237375,YES,308400,YES,128.59,145.95,104.8,145.95,104.8,47.2,2690700,181,153300,163950,45.5,45.5,-10650,0,-150,107400,YES,-107775,YES,182.1,157.7,204.9,204.9,157.7,,,,,,,,,
07-03-2025 09:40,22.25,108375,167,124425,138675,23,19.7,-14250,3.3,0,52125,Y,14175,N,22616.51,22582.95,22605.2,22623.75,22581,8.4,3123975,180,223725,263325,8.15,8.15,-39600,0,0,233400,Y,133950,N,126.53,106,114.4,120.3,105.3,-13.9,2176950,180,143850,159450,-13.55,-13.5,-15600,0.05,-75,-46275,Y,95550,Y,184.39,202.35,188.45,207.75,181.4,,,,,,,,,
07-03-2025 09:45,1,95400,149,294300,95325,-1.5,0.1,198975,1.6,0,113175,Y,5850,N,22614.99,22605,22606,22611.9,22580.05,-1.1,2193750,180,275700,243750,0.4,0.4,31950,0,75,-7950,YES,72750,N,125.37,115.6,114.5,116,105,-1.3,1422900,180,159675,171825,-2.65,-2.7,-12150,0.05,0,-6075,YES,3975,N,185.27,186.8,185.5,204.6,184.5,,,,,,,,,
