last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_2,close_2,high,low,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_3,close_3,high,low,,,,,,,,,
12-03-2025 10:00,-37.45,169650,162,113325,106725,-35.95,-36.8,6600,0.85,0,-35625,YES,-15450,Y,22539.98,22513.45,22476,22521.3,22470,-4.85,9485025,181,753525,771150,-4.95,-4.85,-17625,0.1,75,-326475,YES,-31575,Y,42.16,28.6,23.75,30.05,22.75,30.4,2758650,181,108450,123450,31.6,31.8,-15000,0.2,0,5850,N,-116775,YES,156.56,169.6,200,207.9,163.45,,,,,,,,,
12-03-2025 10:05,-3,113475,161,150825,79050,0,2.2,71775,2.2,0,17700,Y,1200,N,22536,22475,22472,22485,22466.7,-2.35,10084500,180,759900,1205775,-2.05,-2.05,-445875,3.55E-15,0,287100,Y,201675,YES,40.32,23.7,21.35,24.2,21.35,3.8,1377975,180,113550,95625,2.85,2.9,17925,0.05,0,9975,N,29775,Y,158.18,200.85,204.65,208.4,192.3,,,,,,,,,
12-03-2025 10:10,-6.8,109650,157,89100,79725,-5.75,-5.75,9375,0,75,61725,Y,4050,N,22532.49,22473.9,22467.1,22492.8,22461,-0.45,6146100,181,696075,611250,-0.5,-0.5,84825,0,225,49725,N,134325,N,39.28,20.8,20.35,22.9,20.15,1.05,1636575,181,102675,95925,0.7,0.5,6750,0.2,0,-6300,Y,31950,N,160.09,208.8,209.85,213.5,186,,,,,,,,,
12-03-2025 10:15,6.4,135375,167,208575,64200,7.95,8.05,144375,0.1,0,-25875,YES,-6375,Y,22528.01,22464.6,22471,22478.4,22451.15,0.95,5827575,182,789675,683475,1.1,1.05,106200,0.05,75,-35325,YES,100950,N,38.34,20.25,21.2,21.6,18.7,-10.4,1470975,177,97800,97575,-11.2,-11.15,225,0.05,0,-34125,Y,-19725,YES,161.93,210,199.6,220.5,195.9,,,,,,,,,
12-03-2025 10:20,-0.45,62700,145,90375,71100,-2.4,-4.45,19275,2.05,0,450,Y,-10500,Y,22526.53,22471,22470.55,22487.85,22466.1,-1.05,3732600,180,684525,778500,-1.3,-1.3,-93975,3.55E-15,-225,-14850,Y,172200,YES,37.83,21.15,20.1,22.8,19.9,5.45,800025,180,104475,98625,6.15,6,5850,0.15,0,7950,YES,-9150,N,162.62,199.2,204.65,205.55,188.65,,,,,,,,,
12-03-2025 10:25,-5.4,41100,110,78225,57375,-2.9,-2.5,20850,0.4,0,1125,N,17700,YES,22525.43,22470.55,22465.15,22476.7,22464,-0.15,2751300,181,818325,981150,-0.1,-0.1,-162825,3.55E-15,0,67050,Y,93675,N,37.45,20.25,20.1,21.5,19.85,2.2,550875,177,97800,90750,2.35,2.1,7050,0.25,150,1575,Y,23250,Y,163.21,204.05,206.25,210.2,198.9,,,,,,,,,
12-03-2025 10:30,17,51450,143,103575,256500,18,16.95,-152925,1.05,-1500,10950,N,-5550,Y,22524.2,22468,22485,22485,22460,2.05,4118025,181,795375,908325,1.95,1.95,-112950,0,-600,-53025,YES,-58200,Y,36.92,20,22.05,22.25,18.2,-13.5,921525,181,103275,93525,-12.65,-12.65,9750,2.84E-14,0,-15150,Y,-5475,YES,164.08,206.6,193.1,215.25,192.15,,,,,,,,,
12-03-2025 10:35,0.5,121425,137,442050,89700,2.85,4.45,352350,1.6,0,20100,N,-7875,Y,22522.55,22485,22485.5,22507,22475,0.05,6904575,182,926550,866700,0.25,0.25,59850,0,225,55725,Y,-43725,N,36.23,22,22.05,25.85,20.65,-5.75,1265025,182,126375,137250,-5.65,-5.55,-10875,0.1,-150,-20175,Y,-525,N,164.7,193.6,187.85,198.5,173.25,,,,,,,,,
12-03-2025 10:40,7.5,40800,119,195150,102150,7.45,7.25,93000,0.2,0,18225,N,-6525,N,22522.04,22485.5,22493,22504.95,22480,0.5,3828825,181,983025,971025,0.9,0.9,12000,3.55E-15,75,76800,Y,159975,YES,35.87,22.05,22.55,24.4,20.4,-4.6,676950,177,89325,93900,-5.65,-5.6,-4575,0.05,0,31125,YES,24600,Y,165.01,188.25,183.65,196.4,175.9,,,,,,,,,
12-03-2025 10:45,-17.95,22875,55,46200,32400,-15.05,-12.55,13800,2.5,0,-4875,YES,2475,N,22521.74,22495.1,22477.15,22500,22477.05,-2.5,2601150,92,409200,417525,-2.65,-2.65,-8325,3.55E-15,300,-250575,YES,53475,N,35.61,22.55,20.05,24.15,19.85,10.15,487125,96,57450,55575,10.4,10.5,1875,0.1,0,-4050,Y,-33225,YES,165.25,183.6,193.75,195.3,176.05,,,,,,,,,
12-03-2025 11:05,-1.7,16800,61,129825,27675,2.45,-1.05,102150,3.5,0,1725,N,12600,N,22515.29,22467.05,22465.35,22469.8,22460.05,-0.2,1382625,104,727425,786075,-0.25,-0.25,-58650,0,0,-39150,Y,47775,N,33.69,17.3,17.1,17.7,16.5,-3.75,283425,102,43125,51900,-3.3,-3.5,-8775,0.2,0,12450,N,7500,Y,169.03,207.85,204.1,209.3,202.5,,,,,,,,,
12-03-2025 11:10,-1.15,33375,94,80925,54975,-0.45,3.8,25950,4.25,0,10875,N,29775,N,22514.69,22465.35,22464.2,22476.1,22460,0.5,2448525,181,1646175,1525200,0.55,0.55,120975,0,0,101400,Y,16200,N,33.44,16.95,17.45,18.15,16.15,-4.2,564825,181,83925,116475,-5.1,-5,-32550,0.1,0,-3900,Y,4725,N,169.43,205.15,200.95,211,195.2,,,,,,,,,
12-03-2025 11:15,4.8,24675,81,42750,76350,3.9,-0.15,-33600,4.05,0,16950,N,-11475,Y,22514.23,22464.2,22469,22474.05,22456.25,0.4,2455200,181,1242450,1298100,0.55,0.55,-55650,3.55E-15,900,153675,Y,9150,N,33.21,17.15,17.55,18.45,16.3,-0.55,505500,179,85950,82575,-1.6,-1.7,3375,0.1,0,4125,N,32550,Y,169.77,201.65,201.1,208.75,196.75,,,,,,,,,
12-03-2025 11:20,-11.85,15300,69,48600,42450,-11.25,-8.2,6150,3.05,0,1125,YES,-10050,N,22513.94,22469,22457.15,22470,22455,-1.15,2232600,183,1589700,1515375,-1.2,-1.2,74325,3.55E-15,-150,-24450,YES,107625,YES,32.99,17.6,16.45,18.25,16.15,9.6,395025,180,98550,147600,7.8,7.6,-49050,0.2,0,15150,N,-6300,YES,170.06,201.1,210.7,211.5,197.75,,,,,,,,,
12-03-2025 11:25,-22.15,180075,133,67950,86250,-23.8,-25.8,-18300,2,0,-33750,YES,23250,YES,22509.19,22457.15,22435,22460.75,22425.45,-2.95,6427800,181,1957200,1522725,-2.95,-2.95,434475,1.78E-15,375,-328725,YES,10950,N,32.32,16.5,13.55,16.8,13.2,15.45,1154400,181,83475,94500,15.15,15.2,-11025,0.05,0,-11400,Y,5025,N,171.29,210.35,225.8,235.05,207.9,,,,,,,,,
12-03-2025 11:30,-4.4,46950,128,78975,114450,-4.25,-2,-35475,2.25,0,31575,Y,4575,N,22508.01,22434.4,22430,22444.2,22430,-0.95,4387125,182,2391825,1669575,-0.85,-0.85,722250,0,0,25200,Y,-41925,Y,31.85,13.4,12.45,13.55,12.45,6.65,575850,182,97500,96900,4.45,4.35,600,0.1,0,-750,N,6000,N,171.92,226.15,232.8,233.45,222.7,,,,,,,,,
12-03-2025 11:35,-23,155100,149,66000,161475,-27.15,-23.4,-95475,3.75,0,-900,YES,3750,N,22503.45,22430,22407,22436,22402,-1.55,7085625,182,2627550,2564550,-1.6,-1.6,63000,0,-75,-12375,YES,-267675,Y,31.07,12.35,10.8,13,10.45,21.15,1096275,181,108000,102300,20.75,21.2,5700,0.45,450,-55950,Y,-146625,YES,173.43,233.85,255,258.3,227.4,,,,,,,,,
12-03-2025 11:40,0.25,141450,168,72900,98700,0.5,-2.2,-25800,2.7,0,3075,N,525,Y,22499.04,22405,22405.25,22413.95,22390.8,0.15,8521800,180,3912600,1889550,0.15,0.2,2023050,0.05,-225,161775,Y,38325,YES,30.19,10.7,10.85,11.4,10.65,3.45,710025,181,137775,111975,3.85,4,25800,0.15,-150,-84900,Y,13425,Y,174.58,255.8,259.25,268.7,250,,,,,,,,,
12-03-2025 11:45,2.05,63375,136,90900,71325,4.65,2.1,19575,2.55,0,8475,N,825,N,22497.25,22405.6,22407.65,22413.7,22397,0.3,3890925,180,4039125,3890925,0.2,0.2,148200,1.78E-15,-300,101700,N,150075,YES,29.82,10.85,11.15,11.55,10.55,-3.8,347625,176,110400,89775,-3.7,-3.7,20625,0,-75,-14250,YES,-10500,YES,175.12,260.5,256.7,265.45,252.35,,,,,,,,,
12-03-2025 11:50,-12.65,38100,137,181950,128850,-12.65,-10.75,53100,1.9,0,-3225,YES,21825,YES,22496.19,22407.65,22395,22412.8,22392,-0.6,2999025,184,5370000,4706550,-0.65,-0.65,663450,0,150,-121500,YES,170100,YES,29.54,11.1,10.5,11.6,10.45,9.05,257925,178,63450,92700,8.8,8.4,-29250,0.4,0,-6525,N,-18975,YES,175.53,256.5,265.55,267,252.55,,,,,,,,,
12-03-2025 11:55,-5.4,62025,144,125250,82050,-2.8,-3.2,43200,0.4,-75,-10650,YES,6750,N,22494.29,22395.15,22389.75,22409.2,22381,-0.2,3843375,180,4001925,4525875,-0.2,-0.2,-523950,0,675,-1575,Y,-7650,Y,29.18,10.45,10.25,11.15,9.8,0.05,443025,180,78750,73800,-0.45,-0.4,4950,0.05,0,-1575,N,5475,Y,176.26,265.35,265.4,277.2,253.05,,,,,,,,,
12-03-2025 12:00,4.6,71700,131,165600,132225,1.95,2.6,33375,0.65,0,19650,Y,-7725,Y,22492.26,22389.75,22394.35,22403.95,22387,-0.2,2580525,182,6006750,5309475,-0.2,-0.2,697275,1.78E-15,-150,-154800,YES,79200,YES,28.95,10.3,10.1,10.6,10,2.75,212175,171,84825,91200,2.3,2.3,-6375,0,0,-13200,Y,10575,N,176.61,264.85,267.6,271.3,259,,,,,,,,,
12-03-2025 12:05,12.5,37500,134,162600,70800,14,13.6,91800,0.4,0,-49050,YES,9975,N,22491.32,22394.35,22406.85,22411.75,22386.65,0.5,2777025,181,4731000,5870025,0.55,0.55,-1139025,1.78E-15,0,5475,Y,67200,N,28.71,10.05,10.55,11,9.9,-10.75,232500,172,85275,103350,-11.8,-12,-18075,0.2,0,2175,N,-2175,YES,176.96,267.6,256.85,272.9,249.85,,,,,,,,,
12-03-2025 12:10,6.15,33825,119,191925,50850,7,7.05,141075,0.05,0,17325,Y,13950,N,22490.53,22406.85,22413,22414.45,22402.75,1.2,2757900,181,6183900,5767800,1.15,1.15,416100,0,150,210300,Y,-212025,Y,28.48,10.5,11.7,11.7,10.4,-7.2,220800,175,100875,95100,-7.8,-7.8,5775,2.84E-14,75,-6450,Y,7200,N,177.27,255.55,248.35,257.8,247.25,,,,,,,,,
12-03-2025 12:15,-18.8,73500,132,201150,77250,-17.95,-15.25,123900,2.7,0,-17775,YES,13800,N,22488.89,22413.95,22395.15,22420,22394.35,-1.25,3225975,180,6540750,6619650,-1.3,-1.3,-78900,1.78E-15,75,-209700,YES,230850,YES,28.22,11.7,10.45,12,10.3,14,280050,179,103725,88800,14.85,14.75,14925,0.1,75,15750,YES,-15300,YES,177.65,247,261,262.5,244.05,,,,,,,,,
12-03-2025 12:20,2,48600,111,82350,87225,0.3,-0.25,-4875,0.55,0,-2700,N,4350,N,22487.62,22395.7,22397.7,22400,22386.9,-0.2,2137275,181,7917000,8297550,-0.2,-0.2,-380550,1.78E-15,-825,17850,Y,163875,N,28.05,10.35,10.15,10.8,10,1.45,236400,168,97800,96225,0.8,0.8,1575,5.68E-14,-75,-3900,Y,4050,N,178.02,261.7,263.15,268.8,258.65,,,,,,,,,
12-03-2025 12:25,12.25,32400,111,81150,84900,12,12.55,-3750,0.55,-150,-4350,YES,-9450,Y,22486.85,22397.25,22409.5,22411.9,22392,0.7,1736250,182,8987925,7712550,0.75,0.75,1275375,0,0,160350,Y,-100725,Y,27.91,10.15,10.85,11.15,10.1,-12.5,147450,173,102450,103875,-12.35,-12.35,-1425,2.84E-14,-75,-10950,Y,4875,N,178.23,263.55,251.05,266,249,,,,,,,,,
12-03-2025 12:30,14.25,60225,126,114825,83175,13.05,14,31650,0.95,0,5250,N,19125,YES,22485.75,22409.5,22423.75,22423.75,22408,0.7,3550500,181,7144725,7164375,0.7,0.7,-19650,1.78E-15,-1500,265050,Y,-37650,YES,27.65,10.8,11.5,11.85,10.6,-11,333675,175,89700,97125,-11.25,-11.2,-7425,0.05,0,2250,N,9075,N,178.62,251.55,240.55,253.7,238.05,,,,,,,,,
12-03-2025 12:35,-19.15,31425,96,85200,80625,-16.95,-17.2,4575,0.25,75,8025,N,-39975,Y,22485.14,22424.15,22405,22424.15,22402.4,-1.65,3312975,182,6696525,6871350,-1.7,-1.7,-174825,1.78E-15,750,-457350,YES,262200,YES,27.4,11.45,9.8,11.6,9.7,14.65,272475,171,105150,104625,15.15,15.05,525,0.1,0,17250,N,-7875,YES,178.95,241.05,255.7,256.5,238.4,,,,,,,,,
12-03-2025 12:40,-13,41175,119,184725,118275,-13,-13.05,66450,0.05,-450,-1950,YES,13875,YES,22484.17,22405,22392,22405.1,22389.7,-0.75,4104600,181,10246125,8407875,-0.75,-0.75,1838250,0,-75,2025,Y,98400,N,27.09,9.8,9.05,10,9,10.3,356325,170,93600,97200,9.65,9.95,-3600,0.3,75,-5700,Y,-900,N,179.47,255.25,265.55,268.55,253.4,,,,,,,,,
12-03-2025 12:45,-5.75,40575,110,92775,66600,-5.4,-5.4,26175,0,0,4500,N,5175,N,22483.16,22392,22386.25,22399.95,22380.2,-0.15,3457050,181,8669700,7530225,-0.2,-0.2,1139475,1.78E-15,0,120525,Y,-148500,Y,26.82,9.05,8.9,9.4,8.45,1.9,314625,172,77550,112950,1.45,1.5,-35400,0.05,150,-7650,Y,16200,N,179.96,265.9,267.8,276.05,258.8,,,,,,,,,
12-03-2025 12:50,28.25,50925,104,104850,47175,27.15,28.2,57675,1.05,525,6525,N,-9600,Y,22481.99,22386.25,22414.5,22415.35,22385.55,1.15,3199200,180,10714800,8424825,1.15,1.15,2289975,1.78E-15,-225,108600,N,-190725,Y,26.59,8.85,10,10.25,8.8,-19.25,268650,170,81000,87150,-20.4,-20.4,-6150,2.84E-14,0,-20475,Y,2400,YES,180.33,267.3,248.05,267.95,244.8,,,,,,,,,
12-03-2025 12:55,-2.7,55875,124,82650,72675,-0.95,0.35,9975,1.3,0,8475,N,1425,N,22481.11,22414.75,22412.05,22425,22412.05,0.45,4681950,179,6423075,6160800,0.45,0.45,262275,1.78E-15,-525,76425,N,-177675,N,26.28,10,10.45,11.6,9.9,-1.1,347625,179,89850,112500,-0.9,-1.05,-22650,0.15,0,6450,YES,3150,N,180.7,247.65,246.55,249.1,234.3,,,,,,,,,
12-03-2025 13:00,16.95,30225,110,95700,77550,16.95,16.6,18150,0.35,0,2025,YES,-8625,Y,22480.66,22412.05,22429,22430,22406,1.8,5073975,182,5973075,5883900,1.85,1.85,89175,0,-375,306900,Y,-303525,Y,25.97,10.35,12.15,12.2,9.8,-15.1,298500,160,90825,98700,-15.25,-15.3,-7875,0.05,0,9600,N,16050,N,181,246.55,231.45,251.15,228.6,,,,,,,,,
12-03-2025 13:05,-3.25,37875,121,67725,78675,-0.95,3.1,-10950,4.05,0,-1500,YES,13500,YES,22480.17,22430,22426.75,22435.35,22420.3,0.25,5700000,182,5084700,4938150,0.3,0.3,146550,1.78E-15,-150,-40950,YES,205650,YES,25.66,12.05,12.3,12.9,11.1,2.45,270825,173,102150,88050,1.65,1.45,14100,0.2,0,9000,N,3900,N,181.24,230,232.45,239,226.2,,,,,,,,,
12-03-2025 13:10,15.25,61800,115,78300,109950,14.6,12.5,-31650,2.1,0,-11700,YES,-3150,Y,22479.52,22426.75,22442,22447.3,22420,1.5,6858975,180,3143850,3445800,1.35,1.35,-301950,0,75,7875,Y,-256575,Y,25.31,12.35,13.85,14.4,10.75,-12.15,380550,173,103800,91425,-11.65,-11.65,12375,0,-75,-13425,Y,-6600,YES,181.55,231.4,219.25,242.5,216.3,,,,,,,,,
12-03-2025 13:15,23.35,110175,165,128550,220050,22.85,19.15,-91500,3.7,0,-17550,YES,-3975,Y,22478.92,22441.15,22464.5,22469,22441.15,4.3,16394850,180,1269225,1391700,4.5,4.45,-122475,0.05,0,51300,Y,-480525,Y,24.85,13.8,18.1,20.25,13.8,-20.75,788550,180,91950,97950,-21.1,-21.2,-6000,0.1,0,2400,N,19800,Y,181.85,219,198.25,219,194.1,,,,,,,,,
12-03-2025 13:20,10.5,119550,149,108675,104475,9.6,14.1,4200,4.5,0,-1500,N,-10425,Y,22478.8,22464.5,22475,22484.45,22454.05,2.8,11790000,179,1015950,884400,2.75,2.8,131550,0.05,0,174000,Y,-533925,Y,24.63,17.95,20.75,22.65,16.25,-8.35,686025,180,102750,103875,-8,-8.25,-1125,0.25,0,27825,YES,11625,N,181.98,198.55,190.2,204.75,183.6,,,,,,,,,
12-03-2025 13:25,-13.45,45675,133,99975,83850,-11,-13.7,16125,2.7,0,13125,N,34575,YES,22478.72,22478.5,22465.05,22479.8,22463.05,-2.35,7573725,179,1258950,957150,-2.35,-2.35,301800,3.55E-15,-675,-29850,YES,259050,YES,24.5,20.75,18.4,21.35,17.8,6.25,521250,179,103650,122250,7.1,7.2,-18600,0.1,0,2700,Y,4800,N,182.09,190.75,197,200,188.4,,,,,,,,,
12-03-2025 13:30,-3.05,66525,143,107925,214500,-2.8,-1.8,-106575,1,0,-17475,YES,-5625,Y,22478.68,22465.05,22462,22487.9,22460.4,-1.25,7926975,180,974325,1124550,-1.05,-1,-150225,0.05,-75,-109950,YES,138150,N,24.38,18.35,17.1,22.6,17.1,5.05,784275,180,95100,116625,3.2,2.95,-21525,0.25,0,9075,N,-4200,YES,182.2,197.05,202.1,202.1,179.25,,,,,,,,,
12-03-2025 13:35,-7,47850,120,85650,93975,-11,-7.85,-8325,3.15,75,5100,Y,12075,N,22478.46,22462,22455,22464.4,22448.9,-1.6,6637500,181,1540950,1642650,-1.9,-1.9,-101700,3.55E-15,-150,62400,Y,55875,N,24.19,16.85,15.25,17,14.3,7,892800,181,110325,158175,7.9,8.2,-47850,0.3,0,17475,N,-11175,YES,182.55,202.65,209.65,213.6,200.1,,,,,,,,,
12-03-2025 13:40,1.5,21075,90,51375,100650,-2.85,-1.7,-49275,1.15,-75,1650,YES,-10425,Y,22478.35,22455,22456.5,22464.95,22445,-0.65,4686975,181,1874100,1814100,-0.65,-0.65,60000,0,-75,-8850,YES,-56175,Y,24.05,15.3,14.65,16.4,13.1,0,586425,179,99000,104400,0.25,0.25,-5400,0,-150,2700,Y,-11775,YES,182.81,209.4,209.4,218.85,201.4,,,,,,,,,
12-03-2025 13:45,7.5,17250,83,58725,43500,10.35,7.1,15225,3.25,0,-12675,YES,-1875,N,22478.25,22456.5,22464,22464.95,22445.05,1.8,4186950,180,2082000,2295150,1.95,2,-213150,0.05,-150,-48900,YES,13275,YES,23.94,14.65,16.45,17,13.3,-6.45,567375,180,115425,137475,-6.75,-6.75,-22050,0,0,-19575,Y,-7575,N,183.05,209.45,203,218.7,200.2,,,,,,,,,
12-03-2025 13:50,-22.3,28950,101,56325,66975,-22.3,-19.45,-10650,2.85,0,-25350,YES,4275,N,22478.07,22462.5,22440.2,22464,22438.8,-2.3,3671850,184,1852200,1710975,-2.4,-2.4,141225,1.78E-15,225,11175,Y,123900,YES,23.84,16.35,14.05,17.05,13.85,13.25,461550,178,114450,113850,14.35,14.4,600,0.05,0,15525,YES,6750,N,183.27,203.2,216.45,219,201.8,,,,,,,,,
12-03-2025 13:55,16.3,24600,104,50850,48225,14,15,2625,1,0,23175,Y,-7950,Y,22477.92,22440.2,22456.5,22458.8,22439,1.25,2787075,183,2176800,2475300,1.35,1.35,-298500,0,-375,217575,Y,-64275,Y,23.76,14.05,15.3,15.45,13.65,-11.25,339075,180,110625,111375,-11.1,-11.15,-750,0.05,0,4200,N,17850,N,183.42,216.75,205.5,219.4,205,,,,,,,,,
12-03-2025 14:00,15.3,31275,107,66225,88725,18.05,12.95,-22500,5.1,0,2625,YES,5550,N,22477.85,22456.5,22471.8,22474,22456.5,1.8,4538175,180,1718700,1452750,2.05,2.1,265950,0.05,-150,-8100,YES,17400,YES,23.66,15.25,17.05,18.05,15.2,-9.4,475425,181,108900,112800,-10.15,-10.3,-3900,0.15,-75,1125,Y,16350,N,183.53,205.65,196.25,206.1,193.45,,,,,,,,,
12-03-2025 14:05,6.5,31575,89,60375,373200,8.6,6.9,-312825,1.7,0,5775,N,-17250,Y,22477.82,22471.5,22478,22478.95,22465.05,0.9,3963825,182,1597350,1291875,0.9,0.9,305475,0,75,23625,Y,9525,N,23.6,17.1,18,19.4,16.55,-5.3,355050,179,89250,120450,-5.55,-5.65,-31200,0.1,0,-3750,Y,16650,N,183.58,196.25,190.95,200.3,187.4,,,,,,,,,
12-03-2025 14:10,7.95,26250,98,53025,94950,4.65,5,-41925,0.35,0,19950,N,-27600,Y,22477.82,22475,22482.95,22483,22471.2,0.85,4481325,181,1286325,1432950,0.65,0.6,-146625,0.05,150,-19800,YES,-146700,Y,23.53,17.95,18.8,19.55,17,-3.75,458175,181,93675,105000,-3.9,-3.8,-11325,0.1,75,-8325,Y,-75,YES,183.62,191,187.25,194.55,183.5,,,,,,,,,
12-03-2025 14:15,29,98925,154,74250,85575,29.35,27,-11325,2.35,0,5250,N,-15225,N,22478.27,22483,22512,22512,22474.95,5.35,13891875,181,830625,972150,4.75,4.75,-141525,0,-150,169800,Y,-278400,Y,23.5,18.7,24.05,24.9,18.2,-28.05,1108875,181,100725,108375,-26.1,-26.2,-7650,0.1,-75,-5400,N,-1500,YES,183.39,187.45,159.4,189.6,159.4,,,,,,,,,
12-03-2025 14:20,-3.1,90675,143,136425,97125,-4.3,-3.1,39300,1.2,0,3900,N,50175,YES,22478.9,22513,22509.9,22520.7,22498,-3.05,10520025,182,627675,1067925,-3.15,-3.1,-440250,0.05,0,-98850,YES,93525,YES,23.45,25,21.95,25.55,19.25,1.75,1004775,182,126225,85125,2.45,2.55,41100,0.1,0,48750,YES,31050,Y,183.07,156.4,158.15,167.85,155.25,,,,,,,,,
12-03-2025 14:25,20.35,88800,141,115650,111825,17,13.8,3825,3.2,0,6900,N,-28125,Y,22479.68,22507.6,22527.95,22532,22505,3.55,8324475,180,666825,757950,3.3,3.3,-91125,0,-675,15525,Y,-143625,Y,23.47,21.7,25.25,27.35,20.7,-12.2,1054050,180,140700,102450,-11.4,-11.4,38250,2.84E-14,0,12375,N,4650,N,182.6,159.6,147.4,162.9,144.05,,,,,,,,,
12-03-2025 14:30,-3.95,109350,144,110625,57525,0.35,-3,53100,3.35,-75,-3375,YES,7125,YES,22480.78,22528,22524.05,22540.3,22517,-0.5,8707725,181,648825,777225,-0.7,-0.65,-128400,0.05,0,-134325,YES,136725,YES,23.49,25.25,24.75,27.75,21.7,-2.5,1288425,181,105150,115875,-2.1,-2,-10725,0.1,0,-450,Y,9750,N,181.93,147,144.5,154,138,,,,,,,,,
12-03-2025 14:35,-3.95,28200,116,54900,56625,-5.05,-3.95,-1725,1.1,0,-2925,N,15225,N,22481.01,22525,22521.05,22526.75,22515.2,-0.4,4997250,180,885675,777900,-0.7,-0.65,107775,0.05,0,142575,Y,134025,N,23.5,24.4,24,25.1,22.45,5.3,688350,180,115200,152550,6.35,6.3,-37350,0.05,0,47925,YES,-7275,YES,181.62,145.1,150.4,154.9,145.1,,,,,,,,,
12-03-2025 14:40,-23.6,57150,128,52200,60525,-19.05,-18.7,-8325,0.35,0,5475,N,10875,N,22481.31,22521.25,22497.65,22525,22494.65,-5.5,9588825,181,1607775,824400,-5.4,-5.4,783375,3.55E-15,150,-195225,YES,-49425,Y,23.43,24.05,18.55,25.2,17.35,15.3,1132425,176,101325,105900,15.05,14.95,-4575,0.1,0,29475,N,-47100,YES,181.27,150.9,166.2,169.35,146.35,,,,,,,,,
12-03-2025 14:45,24.05,24075,109,69825,71175,21.75,21,-1350,0.75,0,12075,N,-13500,Y,22481.46,22496.95,22521,22522.35,22496.95,5.25,9669000,180,1331100,931350,5,4.95,399750,0.05,0,118950,Y,17550,YES,23.38,18.2,23.45,23.5,18.15,-17,1051725,176,103425,114075,-16.6,-16.7,-10650,0.1,150,-3300,Y,39525,Y,180.9,167.5,150.5,168,148.05,,,,,,,,,
12-03-2025 14:50,2.7,31050,113,77100,85950,0.25,2.65,-8850,2.4,75,2475,YES,0,N,22481.71,22521,22523.7,22526.3,22516.6,0.25,5875800,182,837825,1009425,0.1,0.15,-171600,0.05,-300,116775,N,-95625,Y,23.39,23.15,23.4,25.15,22.75,0.5,670650,182,123150,135600,0.35,0.4,-12450,0.05,150,-10350,Y,5475,N,180.61,150.7,151.2,152.75,144.6,,,,,,,,,
12-03-2025 14:55,10.85,42675,102,70725,119625,11.55,11.1,-48900,0.45,0,4425,N,-17850,Y,22482.08,22523.65,22534.5,22535,22518,1.4,6017925,180,680325,1162200,1.4,1.45,-481875,0.05,-75,-131100,YES,-321300,Y,23.4,23.5,24.9,26.5,22.85,-10.35,811500,180,118425,116925,-9.75,-9.7,1500,0.05,0,-34950,Y,-5400,YES,180.22,151.6,141.25,152.8,137,,,,,,,,,
12-03-2025 15:00,-1.4,66600,140,71925,126825,-0.9,-1,-54900,0.1,0,-2250,YES,8325,YES,22482.7,22535,22533.6,22539.9,22521.15,-1.15,7137450,182,894150,871950,-1.2,-1.25,22200,0.05,0,-53100,Y,182625,YES,23.41,25.2,24.05,26.3,21.7,-0.4,872925,182,132450,117075,0.2,0.15,15375,0.05,75,16650,YES,16200,Y,179.77,140.55,140.15,148,137,,,,,,,,,
12-03-2025 15:05,6.75,75525,148,86925,120750,7.65,8.95,-33825,1.3,225,7050,N,-18750,Y,22483.46,22534.95,22541.7,22545.05,22525,2.15,5506725,180,758325,864750,1.85,1.8,-106425,0.05,-225,9150,Y,-309900,Y,23.41,24.3,26.45,26.45,21.65,-6.75,922650,181,140700,127050,-6.3,-6.15,13650,0.15,0,-50700,Y,-8775,YES,179.29,139.8,133.05,146,133.05,,,,,,,,,
12-03-2025 15:10,-11.65,118650,169,58500,113325,-12.05,-10,-54825,2.05,-225,-18825,YES,20475,YES,22484.68,22541.7,22530.05,22549,22530,-2.35,6317325,181,671325,558975,-2.4,-2.4,112350,0,0,-86700,YES,116100,YES,23.44,26.7,24.35,27.2,24,6,982050,181,157875,189150,6.55,6.6,-31275,0.05,-225,15300,YES,-38775,YES,178.7,132.2,138.2,138.95,129,,,,,,,,,
12-03-2025 15:15,-5.05,80175,152,111000,256125,-9.85,-9.2,-145125,0.65,0,-12000,N,-22200,Y,22485.23,22529.85,22524.8,22536.3,22517,-0.8,7572075,183,961500,738750,-1.05,-1.1,222750,0.05,0,-148650,YES,-92925,Y,23.43,24.25,23.45,24.5,20.95,12.1,1360200,183,164250,130050,11.7,11.8,34200,0.1,0,-6225,Y,-27900,N,178.16,138.35,150.45,152.05,137.5,,,,,,,,,
