last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price
2024-11-22 09:40:00,3.6000000000000227,2.3000000000000114,2.3499999999999943,37350,-128.25,28050,12425.0,N,110325.0,N,145.7,149.3,152.9,132.95,-0.22999999999998977
2024-11-22 09:45:00,6.550000000000011,8.349999999999994,8.5,21175,-132.9499999999971,24575,-18475.0,Y,2475.0,YES,150.0,156.55,163.7,140.2,1.0800000000000125
2024-11-22 09:50:00,-1.9000000000000057,0.05000000000001137,0.10000000000002274,25,-139.1999999999971,21500,-21525.0,Y,-875.0,YES,155.9,154.0,181.45,153.5,3.530000000000001
2024-11-22 09:55:00,-18.400000000000006,-18.849999999999994,-18.849999999999994,4950,-135.35000000000582,24925,-20850.0,N,37700.0,Y,154.35,135.95,159.45,134.5,-0.12000000000000455
2024-11-22 10:00:00,-21.000000000000014,-20.500000000000014,-20.500000000000014,-29025,-106.84999999999854,28875,30675.0,YES,53525.0,N,134.8,113.8,140.2,112.75,-2.219999999999999
2024-11-22 10:05:00,-4.0,-3.450000000000003,-3.450000000000003,-46825,-94.84999999999854,24425,31975.0,N,32275.0,N,113.8,109.8,115.9,104.1,-2.5
2024-11-22 10:10:00,1.7999999999999972,2.25,2.25,-38400,-91.0,29150,42025.0,N,26100.0,N,109.5,111.3,113.35,105.75,-1.2700000000000102
2024-11-22 10:15:00,-0.6499999999999915,-0.7999999999999972,-0.75,-9950,-92.95000000000437,25150,15350.0,N,34525.0,N,110.85,110.2,113.85,104.45,-0.6999999999999886
2024-11-22 10:20:00,14.5,13.5,13.550000000000011,-850,-92.14999999999418,25400,10750.0,N,-67450.0,YES,109.6,124.1,125.05,106.0,-1.0999999999999943
2024-11-22 10:25:00,-3.1500000000000057,-3.3499999999999943,-3.299999999999997,9325,-108.64999999999418,28650,-21750.0,Y,5000.0,Y,124.0,120.85,132.5,118.9,-0.6899999999999977
2024-11-22 10:30:00,2.950000000000003,2.8999999999999915,2.950000000000003,21375,-104.40000000000146,28000,14650.0,YES,22125.0,N,120.8,123.75,127.15,113.0,-0.46999999999999886
2024-11-22 10:35:00,-4.800000000000011,-4.25,-4.200000000000003,34500,-104.15000000000146,25575,3025.0,N,11675.0,N,124.15,119.35,128.5,117.6,-0.2600000000000193
2024-11-22 10:40:00,12.149999999999991,12.499999999999986,12.599999999999994,-425,-111.04999999999563,29525,-27300.0,Y,-58550.0,YES,118.95,131.1,138.65,117.25,-0.2699999999999818
2024-11-22 10:45:00,27.849999999999994,28.400000000000006,28.599999999999994,-34025,-126.80000000001019,26050,40450.0,YES,-101150.0,YES,131.75,159.6,170.95,129.3,0.9299999999999784
2024-11-22 10:50:00,-18.399999999999977,-18.599999999999994,-18.600000000000023,-29900,-127.15000000000146,25650,-48500.0,Y,47525.0,Y,159.2,140.8,162.7,139.75,0.45000000000001705
2024-11-22 10:55:00,-3.9000000000000057,-3.6999999999999886,-3.6999999999999886,-35950,-102.79999999998836,24875,9175.0,YES,31375.0,N,138.9,135.0,146.5,132.75,-0.05000000000001137
2024-11-22 11:00:00,-0.8000000000000114,0.3499999999999943,0.25,8400,-118.05000000000291,32850,14925.0,N,-1450.0,YES,134.65,133.85,141.0,128.65,-0.12000000000000455
2024-11-22 11:05:00,5.400000000000006,4.900000000000006,5.0,20750,-108.09999999999854,26225,12800.0,N,-1375.0,N,133.6,139.0,141.45,127.8,-0.06999999999999318
2024-11-22 11:10:00,-4.0,-4.5,-4.550000000000011,5425,-108.24999999998545,25125,-9275.0,Y,65725.0,Y,138.9,134.9,143.5,133.3,-0.030000000000001137
2024-11-22 11:15:00,2.3000000000000114,2.3499999999999943,2.3499999999999943,42525,-105.25,24975,29675.0,YES,-13175.0,YES,135.45,137.75,142.55,130.65,-0.03999999999999204
2024-11-22 11:20:00,4.25,4.700000000000017,4.650000000000006,11550,-108.95000000000437,28625,7175.0,N,-29625.0,YES,137.6,141.85,146.95,134.5,0.009999999999990905
2024-11-22 11:25:00,-3.75,-4.050000000000011,-4.099999999999994,45225,-104.70000000000437,25575,12350.0,N,15950.0,Y,141.65,137.9,147.5,134.1,-0.009999999999990905
2024-11-22 11:30:00,-3.8000000000000114,-3.75,-3.799999999999983,-11075,-104.5,31275,-27725.0,Y,88650.0,Y,136.25,132.45,137.2,130.5,-0.0800000000000125
2024-11-22 11:35:00,-14.400000000000006,-15.149999999999991,-15.200000000000003,-1250,-100.65000000000873,31225,-69275.0,Y,-37250.0,YES,132.15,117.75,136.0,113.1,-0.4300000000000068
