last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price
2025-08-04 09:40:00,-19.19999999999999,-17.30000000000001,-17.349999999999994,60375,-41.64999999999418,15525,-83475.0,N,20025.0,N,159.6,140.4,161.55,140.4,-0.7800000000000011
2025-08-04 09:45:00,13.650000000000006,10.75,10.800000000000011,18450,-135.3000000000029,59250,317025.0,Y,-136950.0,Y,141.0,154.65,154.65,128.6,-4.97999999999999
2025-08-04 09:50:00,0.39999999999997726,0.6999999999999886,0.6500000000000057,-80925,-162.80000000001746,60075,-99150.0,YES,237900.0,YES,154.55,154.95,176.2,145.95,0.3200000000000216
2025-08-04 09:55:00,-2.5,-1.8999999999999773,-1.9499999999999886,-66525,-158.54999999998836,54075,28575.0,Y,107550.0,N,154.85,152.35,158.05,149.0,-0.28000000000000114
2025-08-04 10:00:00,7.850000000000023,7.849999999999994,7.799999999999983,-25350,-148.75,60750,155400.0,Y,-58800.0,Y,152.95,160.8,161.85,147.45,-0.27000000000001023
2025-08-04 10:05:00,-3.5,-2.9499999999999886,-2.9000000000000057,-26700,-152.19999999998254,54900,-87900.0,YES,55425.0,YES,160.3,156.8,166.75,154.95,0.12999999999999545
2025-08-04 10:10:00,-0.8499999999999943,-1.0500000000000114,-1.0999999999999943,-6750,-140.70000000001164,55950,19125.0,Y,98475.0,YES,156.65,155.8,160.9,152.7,-0.06999999999999318
2025-08-04 10:15:00,4.099999999999994,4.200000000000017,4.199999999999989,-45975,-156.14999999999418,56100,-8625.0,YES,-71250.0,Y,156.6,160.7,168.95,155.05,0.19999999999998863
2025-08-04 10:20:00,7.299999999999983,8.300000000000011,8.150000000000006,38325,-146.94999999998254,57600,46875.0,Y,-82050.0,Y,160.9,168.2,173.5,158.0,0.36000000000001364
2025-08-04 10:25:00,-16.599999999999994,-16.650000000000006,-16.75,-20400,-136.89999999997963,52125,-114750.0,YES,122100.0,YES,167.95,151.35,169.4,145.5,-0.18000000000000682
2025-08-04 10:30:00,11.400000000000006,11.049999999999983,11.199999999999989,41550,-144.89999999999418,60825,43350.0,Y,48900.0,N,150.9,162.3,164.0,150.9,0.009999999999990905
2025-08-04 10:35:00,7.949999999999989,7.449999999999989,7.400000000000006,-31350,-153.20000000001164,57525,92925.0,Y,-85125.0,Y,161.3,169.25,169.7,158.7,0.14000000000001478
2025-08-04 10:40:00,-2.9000000000000057,-3.1500000000000057,-3.25,-132825,-163.40000000000873,60450,-68400.0,YES,45450.0,YES,168.5,165.6,173.6,164.15,0.30999999999997385
2025-08-04 10:45:00,-16.44999999999999,-16.25,-16.299999999999983,-61125,-146.10000000000582,54975,-83100.0,YES,-7800.0,Y,165.5,149.05,166.0,149.05,-0.05999999999997385
2025-08-04 10:50:00,6.900000000000006,7.25,7.25,-216675,-151.4499999999971,62775,101625.0,Y,46200.0,YES,149.15,156.05,159.9,145.75,-0.30000000000001137
2025-08-04 10:55:00,-2.200000000000017,-1.75,-1.950000000000017,26250,-149.29999999998836,58800,31575.0,N,87375.0,YES,156.65,154.45,159.4,151.35,-0.06999999999999318
2025-08-04 11:00:00,20.850000000000023,20.80000000000001,20.849999999999994,-236475,-164.29999999998836,63675,30675.0,N,-455325.0,Y,154.45,175.3,178.8,152.7,0.3100000000000023
2025-08-04 11:05:00,-3.8499999999999943,-4.050000000000011,-4.050000000000011,-103575,-184.0,60600,69300.0,Y,-52875.0,YES,173.85,170.0,183.4,166.1,0.7800000000000011
