last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price
10-07-2025 09:15,-11.3,-5,-4.3,40275,-649.6,22200,13875,N,-25200,N,-4.64,25543.8,25532.5,10-07-2025 09:15,-6.5,-5.05,-5.05,972975,-51.2,52950,2526975,N,1039350,N,40.85,34.35,46.8,34.35,-1.55,10-07-2025 09:15,6.3,4,4.05,12600,-45.45,34275,2777175,N,132150,N,50.3,56.6,57.5,45.5,-1.32
10-07-2025 09:20,-14.4,-15.5,-17.6,-196350,-1543.6,40050,49575,Y,48975,YES,-20.6,25532.5,25518.1,10-07-2025 09:20,-4.2,-3.8,-3.85,369375,-53,90075,2026950,N,1304400,YES,34.6,30.4,35.8,29.4,-3.71,10-07-2025 09:20,12.95,12.85,12.9,14700,-96.2,61500,531450,N,245325,Y,56.9,69.85,72.6,56.7,6.15
10-07-2025 09:25,-7.8,-4.8,-6.1,-100050,-1144.3,39900,22800,N,2400,Y,-2.38,25518,25510.2,10-07-2025 09:25,-1.3,-1.15,-1.2,61425,-51.8,102525,684975,N,853050,N,30.3,29,34.2,28.85,-1.4,10-07-2025 09:25,5.8,4.9,4.85,-18075,-92.25,68925,171675,N,-194250,YES,70,75.8,76.2,57.55,1.55
10-07-2025 09:30,-3.6,-3.2,-1.6,-1275,-1432.3,38550,-7575,YES,66075,YES,-7.55,25513.6,25510,10-07-2025 09:30,-0.3,-0.8,-0.8,109725,-45.35,108225,644850,N,742575,N,29.4,29.1,31.7,25.9,-1.56,10-07-2025 09:30,-3.1,-2.45,-2.4,30225,-103.85,62775,-243450,Y,343500,Y,77.1,74,88.4,66.1,3.9
10-07-2025 09:35,-13.4,-9.9,-10,-7425,-1449.2,37050,27525,Y,34275,N,-1.33,25510,25496.6,10-07-2025 09:35,-4.75,-4.75,-4.75,40575,-49.3,108825,-572700,YES,772200,YES,28.75,24,31.55,23.5,-1.1,10-07-2025 09:35,4.65,4.75,4.8,-17325,-101.2,66375,110475,YES,-76425,YES,74.6,79.25,86.4,64.3,1.42
10-07-2025 09:40,5.4,3,1.5,26550,-1705.7,37200,13200,N,12975,N,-1.4,25500,25505.4,10-07-2025 09:40,0.75,1,1,-183075,-46.45,122700,665550,Y,454650,N,23.9,24.65,28.2,23.05,-0.73,10-07-2025 09:40,-1.1,-0.95,-0.95,-12600,-112.15,71550,20250,N,128625,Y,79.45,78.35,85.65,74.8,1.08
10-07-2025 09:45,18.7,16.7,14.3,2475,-1189.9,41175,15825,N,10275,N,-0.85,25501,25519.7,10-07-2025 09:45,3.7,3.75,3.7,-27150,-48.35,108750,597375,N,92175,N,25.05,28.75,29.35,25,-0.44,10-07-2025 09:45,-11.75,-11.5,-11.45,-105600,-102.5,74250,54750,YES,224025,Y,78.5,66.75,81,66,0.27
10-07-2025 09:50,-38.8,-36.7,-37,-34650,-1098.3,41100,-32100,YES,20625,N,-4.21,25519.7,25480.9,10-07-2025 09:50,-7.2,-7,-7.05,67950,-45.45,124800,-587700,YES,553050,YES,28.4,21.2,28.75,20.95,-1.06,10-07-2025 09:50,31.1,31.25,31.2,-99225,-118.15,75825,-417600,Y,-781350,YES,66.95,98.05,101,66.3,2.27
10-07-2025 09:55,14.2,10.8,12.2,46425,-1029.3,42450,34725,Y,14475,N,-4.28,25480.5,25494.7,10-07-2025 09:55,2.1,2,1.95,61125,-43.85,114525,466200,Y,-27675,Y,21.4,23.5,24.45,20.65,-0.64,10-07-2025 09:55,-14.6,-14.8,-14.8,-31050,-128.6,61575,-270150,YES,234600,Y,98.8,84.2,105.65,83.15,1.95
10-07-2025 10:00,-4.3,-6.3,-9.7,26850,-1005.5,41550,33000,N,6375,N,-0.9,25489.3,25485,10-07-2025 10:00,1.15,1.2,1.2,269925,-43.6,110025,138000,N,-96375,Y,23.4,24.55,26.6,22.5,-0.39,10-07-2025 10:00,6.75,6.6,6.65,450,-119.9,71625,80100,YES,-14475,YES,84.15,90.9,98.5,77.4,0.87
10-07-2025 10:05,0.1,-1.9,-5,-124725,-944,38925,4650,N,32925,YES,-0.91,25487.5,25487.6,10-07-2025 10:05,-1.5,-1.15,-1.15,120450,-44.75,121200,57750,N,383100,YES,24.95,23.45,25.85,22.45,-0.27,10-07-2025 10:05,4.85,3.3,3.5,54675,-126.4,75075,112725,YES,-13500,N,89.05,93.9,99.55,81.8,0.76
10-07-2025 10:10,-9.6,-7,-8.2,-74700,-1085.7,53025,9075,N,5475,N,-3.42,25487.6,25478,10-07-2025 10:10,-2.7,-2.75,-2.75,132900,-45.5,120150,-592050,YES,108600,N,23.5,20.8,23.5,19.55,-0.49,10-07-2025 10:10,8.95,9.5,9.5,-13350,-139.35,64350,-365100,Y,-281925,YES,94.85,103.8,114.05,93.2,1.68
10-07-2025 10:15,6,7,9.8,-72300,-1327.4,52575,22950,N,-2625,Y,-2.03,25478,25484,10-07-2025 10:15,1.9,2.1,2.05,-460275,-44.65,131400,423075,Y,-3975,Y,20.6,22.5,23.5,20.45,-0.32,10-07-2025 10:15,-12.2,-12,-11.95,2850,-132.4,66225,-90150,YES,173475,Y,104.25,92.05,108.55,91.35,0.82
10-07-2025 10:20,4.1,2.9,4.9,-65925,-1564.4,38775,12375,N,-104925,Y,-0.55,25487.9,25492,10-07-2025 10:20,2.5,2.1,2.1,-560250,-45.35,127950,271350,N,-247725,Y,22.3,24.8,24.8,21.35,-0.19,10-07-2025 10:20,-1.95,-2.1,-2.1,-47700,-123.85,66525,-116850,Y,146175,N,92,90.05,100.05,90.05,0.37
10-07-2025 10:25,0.1,-1.7,-2.7,-481575,-1374,39075,11925,N,7950,YES,-0.37,25490,25490.1,10-07-2025 10:25,-1,-0.65,-0.6,366375,-45.35,133950,401100,Y,146925,YES,24.7,23.7,25.15,22.3,-0.18,10-07-2025 10:25,2,1.1,1.05,-188400,-115.45,63525,127200,YES,35100,N,89.25,91.25,99,87.45,0.36
10-07-2025 10:30,-1.7,0.3,-2.5,-233775,-1070.8,44100,7050,N,-2850,Y,-0.31,25485.7,25484,10-07-2025 10:30,-2.15,-2.3,-2.3,310575,-46.3,124125,-6075,YES,509325,YES,23.85,21.7,24.7,21.45,-0.17,10-07-2025 10:30,1.55,3,3,40425,-113.35,69975,57750,N,-16275,YES,90.75,92.3,96.35,84.2,0.29
10-07-2025 10:35,-4.6,-4.7,-4.6,-66300,-1010.6,39525,-3675,YES,8700,N,-0.23,25488,25483.4,10-07-2025 10:35,0.05,0,0.05,398550,-43.35,131400,-213750,YES,75975,N,21.6,21.65,22.6,19.85,-0.2,10-07-2025 10:35,-1.15,-0.9,-0.9,185700,-112.5,69075,-9900,Y,-9450,N,92.7,91.55,96.95,88.7,0.27
10-07-2025 10:40,-1.8,-3.6,-6.4,20025,-1228.6,37575,-15600,YES,750,Y,-0.5,25483.4,25481.6,10-07-2025 10:40,-1.65,-1.6,-1.65,528300,-39.7,122100,299775,Y,226050,YES,21.55,19.9,22.4,18.9,-0.22,10-07-2025 10:40,5.25,4.7,4.7,42000,-111,61650,9300,N,-112875,YES,92,97.25,101,89.5,0.34
10-07-2025 10:45,-10,-11,-8.7,261075,-853.3,44550,-30450,YES,21450,YES,-0.98,25481,25471,10-07-2025 10:45,-0.7,-0.75,-0.75,-470550,-40.8,130725,-62850,YES,182325,N,19.85,19.15,21.4,18.35,-0.25,10-07-2025 10:45,9.05,9.6,9.6,-71400,-118,65925,8325,N,-103800,N,97.15,106.2,108.45,90.4,0.54
10-07-2025 10:50,-10.6,-15,-12.7,149325,-1457.8,57150,-57600,YES,-8325,Y,-5.46,25470,25459.4,10-07-2025 10:50,-3.75,-3.85,-3.85,-204825,-35.45,119925,-625575,YES,-334425,Y,19,15.25,19,14.5,-0.67,10-07-2025 10:50,10.5,9.95,10,-59550,-145.25,57375,-347100,Y,-272025,YES,106.6,117.1,125.4,105.75,1.65
10-07-2025 10:55,1.6,5.8,1,270525,-898.7,39900,300,Y,9750,N,-1.4,25459.4,25461,10-07-2025 10:55,0.8,0.85,0.8,-62925,-38.5,131400,586800,Y,-152625,YES,15.25,16.05,16.4,14.6,-0.33,10-07-2025 10:55,-1.3,-1.75,-1.7,-40950,-151.45,65250,-76875,YES,95775,Y,116.15,114.85,124.3,111.85,0.8
10-07-2025 11:00,-10.5,-16.2,-10.5,132075,-1512.7,49200,375,N,6375,N,-1.52,25461,25450.5,10-07-2025 11:00,-1.3,-1.35,-1.4,1140000,-36.2,128400,-218700,YES,325875,YES,16.1,14.8,16.3,14,-0.28,10-07-2025 11:00,8.1,8.35,8.35,-46350,-154.7,68400,-27750,YES,-100350,YES,114.65,122.75,128.55,114.35,0.86
10-07-2025 11:05,-0.6,0.9,-3.3,119325,-1224.2,40350,750,N,-4425,Y,-1.04,25450.5,25449.9,10-07-2025 11:05,0.15,0.15,0.15,-75225,-38.7,118275,-89175,Y,-140775,Y,14.8,14.95,15.5,14.05,-0.21,10-07-2025 11:05,2.3,1.8,1.8,-19200,-154.8,66150,-36000,Y,18675,Y,123,125.3,127.95,117.9,0.55
10-07-2025 11:10,13.5,13.5,11.9,-179700,-1137.8,35775,7575,N,-21825,Y,-1.06,25447.4,25460.9,10-07-2025 11:10,1.2,1.15,1.15,697950,-38.35,140550,342075,Y,-19875,YES,14.9,16.1,16.2,14.8,-0.21,10-07-2025 11:10,-14.4,-13.85,-13.9,-27675,-146.25,68625,-197700,Y,90150,Y,125,110.6,125.4,108.2,0.45
10-07-2025 11:15,-4.4,-6.3,-4.3,-151800,-864.5,35325,-9975,YES,31500,YES,-0.84,25460.9,25456.5,10-07-2025 11:15,-2.5,-2.4,-2.4,313875,-35.6,132600,-717675,YES,904275,YES,16.15,13.65,16.15,13.65,-0.22,10-07-2025 11:15,6.8,6.5,6.5,-66825,-139.9,65625,151650,YES,-14475,YES,110.7,117.5,117.9,108.7,0.33
10-07-2025 11:20,-19.6,-21.2,-19.9,93900,-1414,39375,-24825,YES,25275,N,-3.12,25456.5,25436.9,10-07-2025 11:20,-3.15,-3.1,-3.15,-1563450,-32.45,156675,-369000,Y,-695175,Y,13.75,10.6,14.15,9.85,-0.67,10-07-2025 11:20,17.5,17.15,17.25,23100,-159.7,68400,-404475,Y,-210300,YES,117.1,134.6,138.2,114.6,1
10-07-2025 11:25,7.9,13.2,7.1,105600,-1524.1,43200,24900,Y,35475,N,-1.05,25436.9,25444.8,10-07-2025 11:25,0.35,0.3,0.3,908925,-30.7,146550,652800,Y,132300,YES,10.6,10.95,11.05,10.2,-0.33,10-07-2025 11:25,-11.75,-11.35,-11.4,-106425,-162.25,62475,-79500,YES,86175,Y,134.2,122.45,136.45,120.65,0.52
