last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9
21-04-2025 09:15:00,386.59999999999854,384.59999999999854,382.0,-5940.0,-2933.400000002235,17820.0,23820.0,N,-8610.0,N,217.77000000000407,54679.0,55065.6
21-04-2025 09:20:00,-73.80000000000291,-83.60000000000582,-69.80000000000291,7350.0,-2657.199999999255,15540.0,7170.0,N,16770.0,YES,43.08999999999651,55072.0,54998.2
21-04-2025 09:25:00,46.400000000001455,33.19999999999709,38.80000000000291,3810.0,-2715.199999999255,17640.0,-330.0,YES,-540.0,Y,8.010000000002037,54983.6,55030.0
21-04-2025 09:30:00,53.400000000001455,59.599999999998545,55.0,10470.0,-2361.6000000052154,14970.0,14610.0,N,-13920.0,Y,15.69999999999709,55030.0,55083.4
21-04-2025 09:35:00,23.400000000001455,28.0,26.80000000000291,13620.0,-1802.199999999255,13890.0,9510.0,N,4800.0,N,21.94999999999709,55088.0,55111.4
21-04-2025 09:40:00,11.19999999999709,11.80000000000291,17.0,22050.0,-1767.6000000014901,11700.0,-2190.0,YES,11910.0,N,11.830000000001746,55116.4,55127.6
21-04-2025 09:45:00,-44.19999999999709,-43.599999999998545,-39.599999999998545,9270.0,-1499.8000000044703,14580.0,-2490.0,YES,-6540.0,Y,7.790000000000873,55127.6,55083.4
21-04-2025 09:50:00,61.400000000001455,66.59999999999854,69.19999999999709,-4950.0,-1944.4000000059605,13980.0,3150.0,N,11430.0,N,7.399999999994179,55083.4,55144.8
21-04-2025 09:55:00,46.599999999998545,45.200000000004366,33.39999999999418,-17910.0,-1296.6000000014901,12600.0,9090.0,N,1500.0,Y,11.369999999995343,55144.8,55191.4
21-04-2025 10:00:00,20.0,9.799999999995634,18.599999999998545,1560.0,-2543.7999999970198,14310.0,-19290.0,YES,-13620.0,Y,9.909999999996217,55190.0,55210.0
21-04-2025 10:05:00,5.80000000000291,5.799999999995634,8.19999999999709,2250.0,-1864.4000000059605,12570.0,6090.0,Y,2910.0,N,9.919999999998254,55209.2,55215.0
21-04-2025 10:10:00,-94.0,-77.19999999999709,-85.0,10350.0,-1698.6000000052154,13530.0,-13470.0,YES,870.0,Y,5.259999999994761,55215.0,55121.0
21-04-2025 10:15:00,-50.0,-50.0,-47.80000000000291,-8700.0,-2683.8000000044703,13260.0,26250.0,Y,-8760.0,Y,3.5500000000029104,55111.0,55061.0
21-04-2025 10:20:00,-4.0,-5.80000000000291,-16.400000000001455,5370.0,-2627.400000002235,12780.0,-1410.0,YES,11760.0,YES,1.180000000000291,55061.0,55057.0
21-04-2025 10:25:00,89.0,83.0,80.79999999999563,-2250.0,-2413.1999999955297,11970.0,-5670.0,YES,-6960.0,Y,1.8100000000049477,55057.0,55146.0
21-04-2025 10:30:00,-1.1999999999970896,4.399999999994179,6.0,-4020.0,-1698.3999999985099,10260.0,-7980.0,YES,7020.0,N,1.5899999999965075,55143.6,55142.4
21-04-2025 10:35:00,-44.200000000004366,-42.80000000000291,-50.599999999998545,-13530.0,-2088.800000000745,12930.0,-3450.0,N,-6240.0,Y,1.3300000000017462,55142.4,55098.2
21-04-2025 10:40:00,51.80000000000291,48.80000000000291,50.599999999998545,5130.0,-1704.3999999985099,11910.0,4140.0,N,-4890.0,N,1.1699999999982538,55098.2,55150.0
21-04-2025 10:45:00,46.80000000000291,50.0,44.0,-124920.0,-1899.4000000022352,14190.0,-3720.0,YES,-3270.0,N,3.9400000000023283,55150.0,55196.8
21-04-2025 10:50:00,81.19999999999709,73.0,70.80000000000291,6480.0,-1477.3999999985099,12420.0,3600.0,N,1200.0,N,12.169999999998254,55194.0,55275.2
21-04-2025 10:55:00,12.39999999999418,10.599999999998545,4.0,14010.0,-1635.0,12480.0,-1800.0,YES,1830.0,N,4.939999999995052,55266.8,55279.2
21-04-2025 11:00:00,-9.19999999999709,-9.599999999998545,-11.599999999998545,11820.0,-1650.199999999255,10320.0,7620.0,N,8130.0,N,2.4800000000032014,55277.0,55267.8
21-04-2025 11:05:00,17.599999999998545,19.400000000001455,20.0,-21390.0,-1240.0,12660.0,-1710.0,YES,-15810.0,Y,5.9799999999959255,55267.8,55285.4
21-04-2025 11:10:00,12.599999999998545,17.60000000000582,12.80000000000291,12690.0,-1740.1999999955297,12720.0,-5820.0,YES,-630.0,N,4.419999999998254,55291.0,55303.6
21-04-2025 11:15:00,18.599999999998545,19.599999999998545,23.400000000001455,-14310.0,-1876.4000000022352,10230.0,6300.0,N,390.0,N,3.029999999998836,55305.0,55323.6
21-04-2025 11:20:00,-12.599999999998545,-17.60000000000582,-18.0,960.0,-1584.9999999962747,10980.0,-18390.0,YES,8400.0,N,2.289999999993597,55323.6,55311.0
21-04-2025 11:25:00,31.19999999999709,34.799999999995634,31.19999999999709,-7710.0,-2287.2000000029802,11100.0,3390.0,Y,1320.0,Y,2.279999999998836,55310.0,55341.2
21-04-2025 11:30:00,-67.59999999999854,-62.599999999998545,-60.39999999999418,-13410.0,-1901.0,11520.0,-4710.0,YES,2070.0,N,3.569999999999709,55341.2,55273.6
21-04-2025 11:35:00,29.400000000001455,30.19999999999709,30.599999999998545,-8370.0,-2204.60000000149,11340.0,-3600.0,N,660.0,Y,2.6299999999973807,55273.6,55303.0
21-04-2025 11:40:00,-31.19999999999709,-27.400000000001455,-25.0,0.0,-1892.199999999255,10110.0,1650.0,N,390.0,Y,1.2399999999979627,55303.0,55271.8
21-04-2025 11:45:00,-3.2000000000043656,-2.0,-3.8000000000029104,690.0,-1756.3999999985099,9390.0,-1980.0,YES,3450.0,N,0.7799999999988358,55279.4,55276.2
21-04-2025 11:50:00,34.80000000000291,37.400000000001455,26.80000000000291,-25560.0,-1758.6000000014901,8910.0,15900.0,N,8430.0,N,1.1699999999982538,55276.2,55311.0
21-04-2025 11:55:00,33.400000000001455,32.400000000001455,42.19999999999709,7230.0,-1524.800000000745,10860.0,1470.0,YES,9960.0,N,2.780000000006112,55311.0,55344.4
21-04-2025 12:00:00,-23.80000000000291,-17.19999999999709,-21.19999999999709,13500.0,-1910.0,11400.0,8700.0,N,2580.0,Y,1.7900000000008731,55350.0,55326.2
21-04-2025 12:05:00,23.80000000000291,13.400000000001455,15.799999999995634,-16860.0,-1955.4000000003725,10800.0,22440.0,N,5910.0,N,1.180000000000291,55326.2,55350.0
21-04-2025 12:10:00,-1.8000000000029104,-10.0,-8.599999999998545,-24780.0,-1658.2000000011176,11340.0,-15660.0,YES,-1980.0,Y,1.0899999999965075,55337.8,55336.0
21-04-2025 12:15:00,20.0,25.599999999998545,15.80000000000291,-35520.0,-2294.7999999970198,11550.0,5220.0,Y,7170.0,N,1.1999999999970896,55336.0,55356.0
21-04-2025 12:20:00,28.0,22.19999999999709,25.0,7740.0,-1829.6000000014901,11310.0,16260.0,N,-2640.0,Y,2.819999999999709,55356.0,55384.0
21-04-2025 12:25:00,-14.0,-19.599999999998545,-15.0,32430.0,-1886.8000000044703,13230.0,8700.0,N,-11070.0,Y,4.459999999999127,55384.0,55370.0
21-04-2025 12:30:00,-15.19999999999709,-11.599999999998545,-11.0,13470.0,-2490.2000000011176,11820.0,-2700.0,YES,4020.0,N,2.7399999999979627,55370.0,55354.8
21-04-2025 12:35:00,19.599999999998545,19.80000000000291,17.599999999998545,3930.0,-2423.599999997765,9060.0,-8130.0,YES,1500.0,Y,0.9599999999991269,55350.4,55370.0
21-04-2025 12:40:00,-9.80000000000291,-10.19999999999709,-11.400000000001455,-9360.0,-2126.800000000745,10410.0,4800.0,N,-6330.0,Y,1.6999999999970896,55370.0,55360.2
21-04-2025 12:45:00,30.0,25.19999999999709,25.0,6240.0,-1693.6000000014901,10680.0,-1350.0,YES,-11580.0,Y,1.3000000000029104,55360.0,55390.0
21-04-2025 12:50:00,-6.599999999998545,-4.400000000001455,-5.80000000000291,600.0,-1456.5999999977648,9540.0,-3330.0,YES,-630.0,N,1.5599999999976717,55390.0,55383.4
21-04-2025 12:55:00,14.599999999998545,12.400000000001455,10.19999999999709,510.0,-1453.7999999970198,10290.0,2220.0,N,750.0,N,2.1299999999973807,55383.4,55398.0
21-04-2025 13:00:00,-6.0,-10.200000000004366,-7.0,-990.0,-1589.4000000003725,11040.0,-1950.0,YES,5220.0,N,1.319999999999709,55398.0,55392.0
21-04-2025 13:05:00,13.599999999998545,11.799999999995634,12.599999999998545,8460.0,-1504.4000000022352,10260.0,1050.0,N,13920.0,N,1.9599999999991269,55392.0,55405.6
