last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,timestamp,cur_open,prev_open,prev_close,pre_prev_close,nifty_cur_open,nifty_prev_open,nifty_prev_close,nifty_pre_prev_close,ce_symbol,ce_cur_open,ce_prev_open,ce_prev_close,ce_pre_prev_close,pe_symbol,pe_cur_open,pe_prev_open,pe_prev_close,pe_pre_prev_close
21-08-2025 09:15,-10.6,121350,149,186450,134850,-10.2,-9.9,51600,-831.3,34050,27225,N,16200,N,25119.57,25123.8,25113.2,25124.8,25109.1,21-08-2025 09:15,-4.55,28102575,211,904725,668175,-5.4,-5.45,236550,-47.55,60975,6396825,N,1391775,N,40.55,36,42.35,34.1,38.74,21-08-2025 09:15,1.35,23744400,200,733575,445200,2.85,2.85,288375,-59.3,51075,3229200,N,642375,N,50.85,52.2,58.1,48.65,52.67,,,,,,,,,,,,,,,,,,,
21-08-2025 09:20,-13.1,150225,196,156900,247350,-12.2,-11.1,-90450,-804.6,43425,-14175,YES,43050,YES,25114.25,25113.1,25100,25122.5,25094.2,21-08-2025 09:20,-9.6,32050275,289,2302350,1355775,-9.45,-9.45,946575,-44.9,78525,680250,N,1693200,YES,36.85,27.25,36.85,27.25,35.2,21-08-2025 09:20,10.75,27972825,289,588075,689400,10.7,10.85,-101325,-69.35,67875,312825,N,-56400,YES,51.1,61.85,66.75,46.9,54.53,21-08-2025 09:20,25065.95,25074.7,25065.95,25074.4,25099.9,25113.2,25100.2,25111.1,NIFTY2582125100CE,27.25,35.65,27.45,35.1,NIFTY2582125100PE,61.9,52.5,61.95,53.6
21-08-2025 09:25,4.6,94800,155,131850,153975,1.1,4.6,-22125,-1168.6,43725,2025,N,34725,N,25112.25,25100,25104.6,25117.1,25093.5,21-08-2025 09:25,-2.65,29944125,287,2978175,2650050,-2.35,-2.3,328125,-39.95,86625,534900,N,714075,N,27.55,24.9,31.4,23.55,32.73,21-08-2025 09:25,-3.1,19020675,289,804750,775275,-3.9,-3.95,29475,-72.8,65625,277725,N,593400,Y,61.05,57.95,65.45,49.3,55.18,21-08-2025 09:25,25065.7,25065.4,25065.3,25065.95,25106.3,25099.9,25106.3,25100.2,NIFTY2582125100CE,24.95,27.25,24.9,27.45,NIFTY2582125100PE,57.65,61.9,57.95,61.95
21-08-2025 09:30,4.7,61125,141,133725,213975,6.7,2,-80250,-1075.3,36750,12225,N,1050,Y,25112.19,25104.6,25109.3,25120,25102.4,21-08-2025 09:30,1.6,26204625,289,2691150,2407125,1.8,1.75,284025,-41.95,105675,867450,Y,890250,YES,24.95,26.55,30.65,24.95,31.7,21-08-2025 09:30,-5.85,17402025,293,1076475,699375,-5.75,-5.75,377100,-67.45,68325,596100,YES,242250,N,57.65,51.8,57.65,45.4,54.47,21-08-2025 09:30,25071.05,25065.7,25071.75,25065.3,25108.9,25106.3,25109.3,25106.3,NIFTY2582125100CE,26.5,24.95,26.7,24.9,NIFTY2582125100PE,51.85,57.65,52.05,57.95
21-08-2025 09:35,-18.9,77025,138,148500,171450,-15.9,-18,-22950,-1060.9,41325,-47850,YES,15900,N,25110.5,25108.9,25090,25114.3,25089,21-08-2025 09:35,-5.6,24209025,252,3481050,2921475,-5.35,-5.4,559575,-39.3,97200,22950,N,608625,N,26.5,20.9,28.45,20.9,30.43,21-08-2025 09:35,17.45,20763600,256,665475,775050,15,15,-109575,-71.25,67125,-64125,Y,-347175,YES,51.8,69.25,69.25,50,55.42,21-08-2025 09:35,25056.85,25071.05,25057,25071.75,25090,25108.9,25090.1,25109.3,NIFTY2582125100CE,20.8,26.5,20.9,26.7,NIFTY2582125100PE,69.05,51.85,69.25,52.05
21-08-2025 09:40,4,38925,130,132075,119925,3.3,3.2,12150,-1034.1,42000,6300,Y,15075,N,25109.35,25090,25094,25098,25086,21-08-2025 09:40,-0.8,22618800,303,3832800,3458700,-0.85,-0.9,374100,-34,110475,172200,Y,603525,N,20.8,20,22.3,19.05,29.09,21-08-2025 09:40,-3.25,15560475,302,612300,499200,-2.85,-2.95,113100,-77.85,64800,161325,YES,626550,Y,68.75,65.5,68.9,60.6,56.64,21-08-2025 09:40,25060.75,25056.85,25060.1,25057,25094,25090,25094,25090.1,NIFTY2582125100CE,20.05,20.8,20,20.9,NIFTY2582125100PE,65.6,69.05,65.5,69.25
21-08-2025 09:45,27,87675,199,211725,452775,26.7,27,-241050,-697.9,43575,-1125,YES,-18150,Y,25108.17,25094,25121,25121,25090.5,21-08-2025 09:45,10.75,37289475,317,3735075,3467325,10.75,10.75,267750,-38.9,115800,1096500,Y,-1484775,Y,20,30.75,31.65,19.55,28.57,21-08-2025 09:45,-23.15,20910000,318,812850,748800,-23.1,-23.2,64050,-68.5,74100,-763350,Y,247050,N,65.6,42.45,66.85,42.25,56.03,21-08-2025 09:45,25092.65,25060.75,25092.65,25060.1,25121,25094,25120,25094,NIFTY2582125100CE,30.7,20.05,30.85,20,NIFTY2582125100PE,42.25,65.6,42.6,65.5
21-08-2025 09:50,-2.3,62475,168,98100,182400,-1,3.3,-84300,-1436.2,43800,13650,N,11550,YES,25109.41,25121.7,25119.4,25127.5,25111.5,21-08-2025 09:50,-1.6,35686800,283,3239775,2528175,-1.5,-1.55,711600,-42.2,112275,-44475,YES,620925,YES,30.8,29.2,33.15,26.9,28.8,21-08-2025 09:50,0.25,16853100,284,841650,928350,0.25,0.25,-86700,-53.3,73650,419850,YES,448800,Y,42.25,42.5,46.15,39.9,54.72,21-08-2025 09:50,25095.05,25092.35,25095.05,25092.65,25118.7,25121,25118.7,25120,NIFTY2582125100CE,29.2,30.7,29.2,30.85,NIFTY2582125100PE,42.4,42.25,42.5,42.6
21-08-2025 09:55,20.6,105375,192,145725,255525,16.9,13.1,-109800,-1255.2,48525,8475,N,-19275,Y,25112.27,25119.4,25140,25144.5,25119.4,21-08-2025 09:55,8.6,47936550,292,2094750,2682975,8.95,8.95,-588225,-47.95,101925,294975,Y,-1979400,Y,29.65,38.25,43.05,28.6,29.87,21-08-2025 09:55,-9.15,22830750,284,1244025,886950,-9,-9,357075,-51.3,75525,-361875,Y,534075,Y,42.05,32.9,42.6,31.65,52.58,21-08-2025 09:55,25104.35,25095.15,25104.35,25095.05,25140,25119.4,25138.9,25118.7,NIFTY2582125100CE,38.25,29.4,38.45,29.2,NIFTY2582125100PE,32.9,42.4,33.3,42.5
21-08-2025 10:00,24.1,145650,249,345900,233400,23.3,24,112500,-1332.6,49725,-5850,YES,-27000,Y,25117.42,25140,25164.1,25165,25133.7,21-08-2025 10:00,24.55,53934750,242,1010550,1527525,18.85,18.8,-516975,-52.75,76050,32475,N,-1839675,YES,38.25,62.8,62.8,35.6,32.44,21-08-2025 10:00,-8.5,30982350,245,2108775,1532250,-7.3,-7.3,576525,-37.5,79350,13800,YES,405750,N,33.05,24.55,34.8,24.55,49.38,21-08-2025 10:00,25127.8,25104.75,25127.8,25104.35,25160,25140,25160,25138.9,NIFTY2582125100CE,57.35,38.25,56.95,38.45,NIFTY2582125100PE,25.65,32.9,25.8,33.3
21-08-2025 10:05,-8.1,256800,231,214275,465000,-10.2,-9.2,-250725,-1074,44250,-7500,YES,67050,YES,25127.18,25164.2,25156.1,25169.7,25151.1,21-08-2025 10:05,-13.15,32392875,258,899175,924225,-13.2,-13.15,-25050,-62.75,77325,-770925,YES,1358700,YES,62.35,49.2,63.65,47,34.47,21-08-2025 10:05,2,26165325,262,2944425,2614500,2,2,329925,-35.15,101100,1834575,YES,614700,Y,24.55,26.55,27.6,24.3,46.84,21-08-2025 10:05,25119.15,25128.3,25119.15,25127.8,25153,25160,25153,25160,NIFTY2582125100CE,49.2,57.35,49.2,56.95,NIFTY2582125100PE,26.5,25.65,26.55,25.8
21-08-2025 10:10,-3,40200,136,150075,109650,-1.7,-5.7,40425,-909.8,41250,9300,N,7950,N,25128,25153,25150,25161,25148,21-08-2025 10:10,-2.55,19304700,313,1375500,1263900,-2.65,-2.55,111600,-61.6,82425,184500,Y,429075,N,49.2,46.65,52.2,43.4,35.11,21-08-2025 10:10,0.8,18811800,311,3496725,3543300,0.75,0.8,-46575,-39.05,104475,103725,N,246750,N,26.5,27.3,29.75,25.3,45.47,21-08-2025 10:10,25115.15,25119.85,25115.15,25119.15,25150,25155,25150,25153,NIFTY2582125100CE,46.65,49.2,46.8,49.2,NIFTY2582125100PE,27.15,26.5,27.35,26.55
21-08-2025 10:15,8.7,40875,138,196950,137775,9.9,9.6,59175,-979.2,33225,41400,Y,12000,N,25128.92,25151.3,25160,25166.1,25150,21-08-2025 10:15,7.3,23803875,287,1468500,1425075,7.25,7.3,43425,-62.55,79125,52125,N,108075,N,46.65,53.95,56.3,44.75,36.01,21-08-2025 10:15,-3.05,21491925,288,3526350,3366900,-3.05,-3,159450,-35.35,99975,-161850,Y,220275,N,27.15,24.1,29.4,23.3,44.02,21-08-2025 10:15,25123.65,25115.2,25123.65,25115.15,25160,25150,25160,25150,NIFTY2582125100CE,53.65,46.65,53.95,46.8,NIFTY2582125100PE,24.1,27.15,24.1,27.35
21-08-2025 10:20,-1.7,22575,118,122475,119175,-3.2,-2.1,3300,-671,41700,1350,YES,39675,YES,25129.43,25161.2,25159.5,25165,25155.5,21-08-2025 10:20,-3.6,13328625,300,1048500,1059900,-3.8,-3.8,-11400,-62.3,73125,10800,N,411600,YES,53.65,50.05,56.2,48.65,36.5,21-08-2025 10:20,-0.25,14248200,290,3620550,3431025,-0.15,-0.15,189525,-34.45,105375,822075,YES,549075,Y,24.1,23.85,25.45,22.4,43.08,21-08-2025 10:20,25122.95,25123.2,25122.95,25123.65,25159.5,25161.2,25159.5,25160,NIFTY2582125100CE,50.25,53.65,50.1,53.95,NIFTY2582125100PE,23.85,24.1,23.8,24.1
21-08-2025 10:25,10.5,53625,131,158175,161775,7.2,7.5,-3600,-1125,36225,-2250,YES,-2025,Y,25130.83,25158,25168.5,25172.4,25155,21-08-2025 10:25,5.85,20670000,259,954450,1108275,6.1,6.15,-153825,-65.25,74850,220200,Y,-595050,Y,50.15,56,60.9,49.2,37.39,21-08-2025 10:25,-0.6,14753400,271,3574275,3849375,-0.6,-0.6,-275100,-31.85,106425,-15750,Y,120300,N,23.8,23.2,25,22.4,42.18,21-08-2025 10:25,25133.65,25122.6,25132.3,25122.95,25168.4,25158,25168.5,25159.5,NIFTY2582125100CE,56,50.25,56.15,50.1,NIFTY2582125100PE,23.3,23.85,23.2,23.8
21-08-2025 10:30,4.1,72750,186,231150,128850,7.3,5.1,102300,-1161.3,38400,-5700,YES,14100,N,25132.78,25168.4,25172.5,25174.9,25162.4,21-08-2025 10:30,3.5,18831750,237,966225,1372200,3.45,3.5,-405975,-59.55,64800,-97500,YES,-223425,YES,55.9,59.4,63.3,54.9,38.27,21-08-2025 10:30,-3.05,20773350,248,4953450,4029300,-3.2,-3.15,924150,-29.95,93300,-247425,Y,270450,Y,23.15,20.1,23.9,19.2,40.89,21-08-2025 10:30,25142.25,25133.65,25142.25,25132.3,25172.5,25168.4,25172.5,25168.5,NIFTY2582125100CE,58.85,56,59.4,56.15,NIFTY2582125100PE,20.1,23.3,20.05,23.2
21-08-2025 10:35,-8.1,46425,154,136275,162825,-7.6,-8.6,-26550,-1148.9,36750,15300,Y,-9375,Y,25133.78,25172.5,25164.4,25174.5,25161.2,21-08-2025 10:35,-2.1,11835075,212,780900,941700,-2.1,-2.15,-160800,-61.05,68475,16650,Y,188325,YES,59,56.9,63.85,55.45,38.78,21-08-2025 10:35,0.7,12953775,211,5201925,5721525,0.75,0.75,-519600,-31.5,102825,199500,YES,289500,N,19.9,20.6,22.1,19.25,40.15,21-08-2025 10:35,25137.8,25142.9,25137.8,25142.25,25165.1,25172.5,25165.1,25172.5,NIFTY2582125100CE,56.9,58.85,56.7,59.4,NIFTY2582125100PE,20.6,20.1,20.7,20.05
