last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open,close,high,low,avg_trade_price
13-11-2024 09:25,-57.8,-55.95,-53.9,-9375,-1160.55,14825,3475,N,10375,N,-2.76,23924.1,23866.3,13-11-2024 09:25,-12.25,-13.3,-13.3,27025,-66.1,21325,14725,N,95650,N,84.5,72.25,87.1,71.8,-1.48,13-11-2024 09:25,30.15,32.65,32.95,3125,-108.75,19875,26475,N,-88525,N,138.7,168.85,171.05,136.7,2.83
13-11-2024 09:30,-13.95,-14,-14.25,13350,-1554.55,18225,5000,N,26900,N,-3.45,23870,23856.05,13-11-2024 09:30,-2.35,-2.1,-2.15,1625,-83.45,26650,-24875,YES,56900,N,73.1,70.75,93.25,69,-1.13,13-11-2024 09:30,12.55,12.25,12.15,-14300,-166.75,25775,22050,N,-3000,Y,167,179.55,183.15,133.35,3.82
13-11-2024 09:35,4.1,0.6,3.8,-26775,-1540.35,14850,41500,Y,1875,Y,-3.62,23856.05,23860.15,13-11-2024 09:35,0,-0.2,-0.15,15600,-73.9,24650,44475,Y,74150,N,70.8,70.8,79.2,69.9,-0.99,13-11-2024 09:35,-2.9,-1.8,-2.1,-12500,-168.55,24900,10375,N,40325,Y,179.2,176.3,179.4,159.35,3.01
13-11-2024 09:40,-28.7,-28.85,-29.9,142575,-1084.75,15100,-28700,YES,42850,YES,-9.12,23861.2,23832.5,13-11-2024 09:40,-10.5,-10.3,-10.4,-7075,-66.7,29500,-86050,YES,46600,N,70.95,60.45,73.55,60.3,-2.39,13-11-2024 09:40,18.4,18.2,18.5,-16800,-172.85,27275,2825,Y,-11650,YES,175.85,194.25,197.65,168.55,4.83
13-11-2024 09:45,-44,-45.7,-46.9,15925,-1126.2,19625,-1825,Y,55850,N,-20.12,23831.3,23787.3,13-11-2024 09:45,-12.05,-12.05,-12.05,-131275,-54.05,28850,-30000,Y,29375,N,61.5,49.45,62,48.1,-4.24,13-11-2024 09:45,32.65,32.3,32.55,-11175,-197,24900,-63600,Y,-58425,YES,190.55,223.2,232.75,186.7,7.27
13-11-2024 09:50,41.8,46.2,45.05,-129200,-1351.35,26675,76800,Y,5150,N,-6.19,23790,23831.8,13-11-2024 09:50,10.15,9.45,9.45,-4050,-63.65,32800,68100,Y,3300,N,49.95,60.1,69.05,48.65,-1.91,13-11-2024 09:50,-35.2,-32.75,-32.8,-13825,-196.35,27450,-9550,YES,28250,Y,220.95,185.75,225.3,163.6,1.98
13-11-2024 09:55,22.35,23.3,22.95,-133800,-1217.6,17700,38950,N,-35800,Y,-1.11,23831.65,23854,13-11-2024 09:55,5.95,4.95,4.9,4350,-67.6,31900,75650,N,15825,N,59.95,65.9,65.9,55.55,-0.75,13-11-2024 09:55,-19.9,-17.55,-17.25,-28275,-172.75,23450,-12050,Y,40050,N,186.3,166.4,192.35,166.4,0.72
13-11-2024 10:00,-38.1,-35.8,-34.1,39000,-1167.65,15975,14225,N,1950,YES,-0.58,23854.15,23816.05,13-11-2024 10:00,-13.1,-13.4,-13.45,40100,-64.65,24300,-13625,YES,50475,YES,64.65,51.55,65.65,51.4,-0.76,13-11-2024 10:00,32.75,29.15,29.25,-17325,-182.35,24025,14500,YES,-26525,YES,166.6,199.35,199.35,163.3,0.58
13-11-2024 10:05,-15.7,-17.2,-17.75,4150,-1306.25,17225,-6175,YES,9825,N,-3.33,23814,23798.3,13-11-2024 10:05,-4.45,-4.75,-4.75,14675,-50.1,30625,-19200,YES,55400,N,50.45,46,53.35,44.05,-1.8,13-11-2024 10:05,12.7,14.3,13.95,-5275,-223.75,25750,2075,Y,-4600,Y,201.6,214.3,225.5,193.85,2.5
13-11-2024 10:10,-25.45,-26.2,-25.95,5825,-1245.55,18425,-2925,N,5250,N,-3.35,23792.05,23766.6,13-11-2024 10:10,-6.15,-6.2,-6.15,-28150,-48.3,29675,-40900,YES,36325,N,45.5,39.35,50.65,38.9,-1.68,13-11-2024 10:10,19.1,20.55,20.45,11425,-219.9,24475,-5425,Y,-15300,YES,215.9,235,241.6,199.2,2.24
13-11-2024 10:15,14.45,19.15,18.9,36425,-1153.45,18800,48575,Y,1125,Y,-4.76,23769.05,23783.5,13-11-2024 10:15,3.7,3.95,3.9,84025,-43.55,27400,90350,Y,-13375,Y,38.9,42.6,43.35,35.65,-1.64,13-11-2024 10:15,-15.55,-16.8,-16.85,-7425,-221.3,23950,-17000,Y,4875,Y,237.7,222.15,249,215.9,1.9
13-11-2024 10:20,-2.4,-1.6,-6.45,-127825,-1341.7,14025,51500,N,-2050,Y,-2.33,23783.2,23780.8,13-11-2024 10:20,-1.4,-1.6,-1.55,32275,-47.05,32875,29425,N,1425,N,42.6,41.2,42.6,37.2,-0.9,13-11-2024 10:20,1.5,2.2,2.2,22750,-235.8,24050,-11125,N,7800,N,222.25,223.75,247.2,222.25,1.03
13-11-2024 10:25,18.65,19.2,20.8,4400,-1239.6,15850,3800,N,54400,YES,-1.63,23781.2,23799.85,13-11-2024 10:25,2.35,2.4,2.45,-22150,-53.15,35125,-14600,YES,-12900,Y,41.3,43.65,48.9,41.3,-0.93,13-11-2024 10:25,-15.7,-16.1,-16.05,-4300,-193.4,26400,3225,N,725,YES,223.7,208,223.7,196,0.7
13-11-2024 10:30,9.6,9.25,10.9,-4275,-1013.05,13725,13300,N,4300,N,-0.86,23799.85,23809.45,13-11-2024 10:30,3.35,3.3,3.3,17075,-49.35,31650,45075,Y,5450,N,43.75,47.1,47.7,38.2,-0.71,13-11-2024 10:30,-9.3,-9.25,-9.2,-1875,-188.6,22875,-1450,Y,-3150,YES,206.8,197.5,221.85,195.95,0.51
13-11-2024 10:35,-18,-17.65,-17.15,4650,-1017.7,16150,-13250,YES,250,Y,-0.68,23810,23792,13-11-2024 10:35,-5.1,-5.45,-5.5,4100,-51.35,31500,-48000,YES,72225,YES,47.2,42.1,53.65,41.55,-0.8,13-11-2024 10:35,14.35,15.1,15.15,14550,-176.8,20100,16950,N,-7875,YES,197.15,211.5,213.65,180.5,0.45
