last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,datetime,open,high,low,close
07-07-2025 11:45,-6.5,35400,142,149775,126825,-8.4,-7.6,22950,-787.2,32550,-15900,YES,17925,YES,25533.58,25535.1,25528.6,25541.8,25522.2,07-07-2025 11:45,-3.3,2441700,297,734850,877275,-3.25,-3.3,-142425,-105.8,72300,-101925,YES,43125,YES,100.6,97.3,101.6,94.45,106.61,07-07-2025 11:45,5.95,2311575,294,639075,484500,5.45,5.5,154575,-152.65,70650,88500,YES,-103650,YES,135.55,141.5,144.75,134.3,139.22,07-07-2025 11:45,25453,25453,25433.95,25438.05
07-07-2025 11:50,-2.4,34500,118,59175,169050,-2.6,-3.9,-109875,-569.7,28350,5700,Y,-16425,Y,25533.42,25526.1,25523.7,25532,25522.2,07-07-2025 11:50,0,1261050,242,996300,833025,0.1,0.05,163275,-95.35,75450,49575,Y,36000,N,97.2,97.2,98.5,95.1,106.51,07-07-2025 11:50,-0.05,1434525,251,715650,510975,-0.05,0,204675,-146.7,66375,-60525,Y,54375,Y,141.75,141.7,143.1,138.35,139.26,07-07-2025 11:50,25438.15,25445.4,25436.15,25436.4
07-07-2025 11:55,3.3,11775,66,68775,77250,3.2,4.3,-8475,-1195.8,28800,-225,YES,9300,YES,25533.37,25523.7,25527,25531,25522.9,07-07-2025 11:55,-0.55,957900,206,726225,879375,-0.2,-0.1,-153150,-97.75,68025,-114900,YES,-18900,Y,97.3,96.75,98.85,96,106.44,07-07-2025 11:55,0.1,1014750,208,543450,462375,-0.25,-0.25,81075,-142.6,66075,-19875,YES,28875,N,141.5,141.6,143.4,138.5,139.28,07-07-2025 11:55,25436.7,25442.2,25434.4,25439
07-07-2025 12:00,-9.6,30000,85,114450,77325,-6.5,-7.6,37125,-1253.7,46350,3975,N,-6525,Y,25533.17,25528.6,25519,25531.2,25512,07-07-2025 12:00,-2.35,2237925,241,727800,821550,-2.15,-2.1,-93750,-97.65,72600,-93000,Y,42225,YES,96.95,94.6,99.2,91.6,106.23,07-07-2025 12:00,2.9,2272350,239,534975,464775,2.8,2.85,70200,-144.25,67725,14100,YES,-105150,YES,141.6,144.5,150.7,138.55,139.46,07-07-2025 12:00,25439.05,25443.8,25428.1,25432.05
07-07-2025 12:05,6,18450,79,100800,79500,1,0.5,21300,-943.5,34350,2100,YES,-375,N,25533.03,25519,25525,25526,25515.7,07-07-2025 12:05,1.5,1084725,218,595800,853950,1.45,1.35,-258150,-87.2,63975,39150,Y,7125,N,94.75,96.25,96.5,93.3,106.13,07-07-2025 12:05,-1.95,1056825,213,515850,459300,-1.65,-1.8,56550,-144.2,62925,-14850,Y,45900,Y,144.6,142.65,146.8,141.05,139.53,07-07-2025 12:05,25432.15,25436.8,25428.55,25432.05
07-07-2025 12:10,-7,24525,124,63525,91500,-7,-7.5,-27975,-663.7,35175,-1875,YES,5850,N,25532.79,25520,25513,25520.8,25511,07-07-2025 12:10,-5,1816500,313,905400,836175,-5.1,-5,69225,-91.45,72225,-117225,YES,77475,YES,96.2,91.2,96.25,90.15,105.93,07-07-2025 12:10,5.8,1373175,309,481800,513225,5.3,5.45,-31425,-147.8,64725,34875,YES,-34275,YES,143.1,148.9,150,143.1,139.67,07-07-2025 12:10,25432.35,25433.25,25425.2,25430.25
07-07-2025 12:15,-2.2,57600,169,184500,83175,-2.2,-1.2,101325,-1089.1,39300,-25275,YES,1125,Y,25531.98,25513,25510.8,25513,25501,07-07-2025 12:15,0.2,2578275,307,952425,1037025,0.25,0.25,-84600,-99.75,69675,-8700,Y,-47250,Y,91.2,91.4,91.5,86.05,105.6,07-07-2025 12:15,0.55,2782575,316,404175,490200,0.5,0.35,-86025,-165.65,67500,-91800,Y,-107550,YES,148.8,149.35,158.95,148.8,140.17,07-07-2025 12:15,25430.55,25432.85,25421.25,25432.4
07-07-2025 12:20,13.1,24150,138,108375,72000,13,14.9,36375,-1288.7,35025,13275,Y,23025,YES,25531.84,25510.8,25523.9,25528.3,25509.6,07-07-2025 12:20,4.7,2976000,347,1000800,1007550,4.6,4.7,-6750,-118.85,78450,63825,Y,42075,YES,91.05,95.75,95.85,90.65,105.34,07-07-2025 12:20,-8.6,1545900,346,394500,445575,-9.2,-9.15,-51075,-153.75,64725,-2325,YES,49800,Y,149.5,140.9,150.3,140.4,140.25,07-07-2025 12:20,25432.55,25447.25,25430.15,25444.8
07-07-2025 12:25,8.8,14250,84,89100,84225,7,7,4875,-1285,32100,1575,YES,75,Y,25531.84,25527.7,25536.5,25538,25526,07-07-2025 12:25,2.45,2894025,304,777975,901650,2.4,2.45,-123675,-115.1,65925,-19350,YES,-12300,Y,95.8,98.25,99.9,95.65,105.19,07-07-2025 12:25,-5.75,1436625,294,557250,468750,-5.4,-5.4,88500,-148.5,67200,7950,N,64200,N,140.7,134.95,140.7,134.4,140.19,07-07-2025 12:25,25445.85,25452.85,25444.75,25448
07-07-2025 12:30,-5.8,12225,80,56775,94950,-1.4,-3.9,-38175,-1092.2,30900,-27600,YES,12750,N,25531.86,25536.5,25530.7,25537.9,25529.2,07-07-2025 12:30,-1.15,1827825,342,782625,783000,-1.15,-1.3,-375,-114.7,74475,-13275,N,27225,YES,98.25,97.1,99.15,96.45,105.09,07-07-2025 12:30,2.4,981750,335,730500,534825,2.35,2.3,195675,-134.15,68850,35325,YES,-34350,YES,134.9,137.3,138.5,133.6,140.14,07-07-2025 12:30,25447.5,25453.25,25445.5,25447.55
07-07-2025 12:35,-2.5,8550,63,45825,87525,-0.6,-0.8,-41700,-1047.6,30075,5775,Y,-6225,Y,25531.85,25532.5,25530,25532.5,25525,07-07-2025 12:35,-1.55,1306200,361,581100,787500,-1.85,-1.9,-206400,-107.05,64875,-28050,YES,-17325,Y,96.65,95.1,96.95,94.55,105,07-07-2025 12:35,0.4,949800,357,580575,434025,0.35,0.3,146550,-133.85,63675,14325,N,43275,Y,137.25,137.65,139.45,136.7,140.12,07-07-2025 12:35,25446.85,25448.05,25442.55,25444.65
07-07-2025 12:40,-1.9,29025,105,55725,90150,3.9,3,-34425,-717.6,31050,3450,N,-1425,N,25531.8,25531.7,25529.8,25534,25523.6,07-07-2025 12:40,1.8,1484400,358,705075,850350,1.8,1.8,-145275,-98.75,73650,27600,Y,-10050,N,95.35,97.15,98.25,93.1,104.9,07-07-2025 12:40,-2.25,888150,351,453900,471300,-2.25,-2.2,-17400,-126.35,65025,-60450,Y,20325,N,137.5,135.25,139.4,133.45,140.08,07-07-2025 12:40,25444.65,25450.3,25441.85,25450.2
07-07-2025 12:45,-7,17550,95,57450,64875,-5.6,-7.3,-7425,-1090.4,32175,-750,YES,3000,N,25531.75,25532,25525,25532.4,25520.8,07-07-2025 12:45,-3.05,1456650,363,705975,723600,-2.95,-2.95,-17625,-96.45,64275,-19200,YES,45375,YES,96.95,93.9,97,91.55,104.78,07-07-2025 12:45,2.5,844575,360,458175,532350,2.55,2.65,-74175,-138.4,67200,14325,YES,-19575,YES,135.6,138.1,140.45,135.25,140.06,07-07-2025 12:45,25448.9,25450.5,25435.4,25442.1
07-07-2025 12:50,6.9,12450,80,43650,60000,3.3,4.5,-16350,-811.8,28425,23325,Y,-4125,Y,25531.73,25524.6,25531.5,25532.4,25522.2,07-07-2025 12:50,1.35,1009350,344,698325,714150,1.35,1.2,-15825,-90.9,63600,15975,Y,37650,N,93.75,95.1,96.45,93,104.72,07-07-2025 12:50,-1,660225,348,414000,633000,-0.8,-0.8,-219000,-135.3,67200,7650,N,39075,Y,138.15,137.15,140,135,140.04,07-07-2025 12:50,25440.7,25446.3,25437.3,25445.85
07-07-2025 12:55,-22.3,88125,208,55500,166650,-18.7,-21.8,-111150,-733.8,34275,-22425,YES,-2850,N,25531.21,25531.5,25509.2,25531.6,25505.2,07-07-2025 12:55,-7.55,2412375,362,868950,807675,-7.4,-7.35,61275,-102.45,74625,-133500,YES,50250,N,95.1,87.55,95.35,86.85,104.48,07-07-2025 12:55,11.9,1990050,361,481575,664350,11.5,11.55,-182775,-142.35,67800,44925,YES,-145125,YES,137.15,149.05,151,136.8,140.14,07-07-2025 12:55,25444.75,25447.25,25421.25,25425.85
