last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low
26-08-2025 09:15:00,-21.700000000000728,144900.0,131,100875.0,127875.0,-25.799999999999272,-26.099999999998545,-27000.0,-851.1999999992549,28950.0,11250.0,N,10350.0,N,24895.94,24886.5,24864.8,24894.2,24863.1
26-08-2025 09:20:00,-42.29999999999927,388275.0,327,266175.0,176475.0,-47.599999999998545,-44.900000000001455,89700.0,-1731.5000000018626,53775.0,30825.0,N,147600.0,YES,24857.92,24857.3,24815.0,24861.2,24797.2
26-08-2025 09:25:00,-7.0,186300.0,271,119700.0,176175.0,-0.09999999999854481,0.6000000000021828,-56475.0,-1832.800000000745,54825.0,1050.0,YES,52500.0,N,24849.29,24815.0,24808.0,24828.4,24807.7
26-08-2025 09:30:00,-0.6999999999970896,308400.0,296,150675.0,155475.0,-3.899999999997817,-7.599999999998545,-4800.0,-1870.2999999988824,53775.0,18300.0,N,12300.0,N,24837.76,24808.1,24807.4,24813.4,24793.0
26-08-2025 09:35:00,-24.799999999999272,201075.0,281,164625.0,147600.0,-24.0,-26.0,17025.0,-1322.699999999255,52125.0,-27150.0,YES,13275.0,N,24830.66,24804.5,24779.7,24809.0,24770.2
26-08-2025 09:40:00,-7.5,167775.0,262,76200.0,149475.0,-9.19999999999709,-8.5,-73275.0,-1284.800000000745,47850.0,14325.0,Y,119775.0,YES,24825.36,24779.7,24772.2,24794.0,24765.0
26-08-2025 09:45:00,13.899999999997817,160350.0,287,93450.0,152700.0,13.0,12.19999999999709,-59250.0,-1808.4999999981374,44850.0,17250.0,N,-3300.0,Y,24821.0,24769.7,24783.6,24788.2,24768.3
26-08-2025 09:50:00,5.100000000002183,103050.0,250,81900.0,187500.0,1.0,1.9000000000014552,-105600.0,-1118.9000000003725,40425.0,22575.0,N,-12600.0,Y,24818.92,24783.1,24788.2,24792.0,24773.4
26-08-2025 09:55:00,14.0,84300.0,226,88425.0,108450.0,12.5,10.400000000001455,-20025.0,-920.7000000011176,40125.0,18075.0,N,-31125.0,Y,24817.85,24784.0,24798.0,24800.3,24783.5
26-08-2025 10:00:00,3.0,87825.0,234,155700.0,112125.0,2.099999999998545,2.0,43575.0,-1015.3999999985099,46500.0,32400.0,N,-14175.0,N,24816.76,24797.0,24800.0,24806.6,24781.0
26-08-2025 10:05:00,1.0999999999985448,62550.0,213,86250.0,95250.0,0.7000000000007276,0.7999999999992724,-9000.0,-1150.199999999255,39000.0,-4650.0,YES,8025.0,YES,24816.31,24800.0,24801.1,24809.7,24791.2
26-08-2025 10:10:00,-4.399999999997817,62400.0,247,195300.0,73575.0,-1.3999999999978172,-1.8999999999978172,121725.0,-936.1999999992549,38250.0,-22125.0,YES,10950.0,N,24815.83,24801.8,24797.4,24807.4,24791.4
26-08-2025 10:15:00,10.599999999998545,89175.0,252,83100.0,80850.0,10.099999999998545,10.099999999998545,2250.0,-857.5999999996275,37650.0,7500.0,Y,-9075.0,Y,24814.95,24796.0,24806.6,24813.0,24781.0
26-08-2025 10:20:00,2.5,142575.0,208,55650.0,436650.0,0.7000000000007276,1.5999999999985448,-381000.0,-888.6999999992549,34725.0,7875.0,N,15525.0,YES,24814.49,24807.5,24810.0,24810.0,24802.6
26-08-2025 10:25:00,-9.099999999998545,57750.0,216,41925.0,77025.0,-8.200000000000728,-9.099999999998545,-35100.0,-657.9000000003725,32550.0,-24975.0,YES,9225.0,N,24814.19,24810.0,24800.9,24812.1,24793.2
26-08-2025 10:30:00,-16.900000000001455,57150.0,220,48000.0,51075.0,-14.899999999997817,-13.5,-3075.0,-683.2000000011176,31950.0,9825.0,Y,-600.0,Y,24813.75,24800.9,24784.0,24804.7,24783.8
26-08-2025 10:35:00,8.400000000001455,97950.0,225,75000.0,53175.0,6.700000000000728,5.5,21825.0,-807.2999999988824,34125.0,-8100.0,YES,-225.0,N,24812.78,24784.1,24792.5,24794.7,24784.1
26-08-2025 10:40:00,-7.80000000000291,37500.0,166,161475.0,48900.0,-5.700000000000728,-7.100000000002183,112575.0,-1124.4000000003725,39750.0,-11625.0,YES,1350.0,N,24812.42,24792.9,24785.1,24795.0,24785.0
26-08-2025 10:45:00,-13.19999999999709,62850.0,192,128100.0,73500.0,-13.19999999999709,-14.099999999998545,54600.0,-970.8000000007451,36450.0,34875.0,Y,-9150.0,Y,24811.62,24785.1,24771.9,24787.8,24771.2
26-08-2025 10:50:00,3.599999999998545,82275.0,225,105150.0,118875.0,1.7000000000007276,0.2999999999992724,-13725.0,-955.0,36000.0,-30375.0,YES,15150.0,YES,24810.52,24770.9,24774.5,24781.2,24770.1
