last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,high,low
30-01-2025 09:15:00,17.44999999999709,114475.0,159,463800.0,84925.0,23.0,19.75,378875.0,-1081.7500000009313,21950.0,20550.0,N,52575.0,N,23149.83,23136.4,23153.85,23171.0,23127.15
30-01-2025 09:20:00,9.599999999998545,82225.0,169,161175.0,144050.0,9.450000000000728,11.55000000000291,17125.0,-949.5499999988824,24900.0,6275.0,N,1150.0,Y,23148.11,23156.15,23165.75,23169.0,23130.0
30-01-2025 09:25:00,-6.0,88300.0,177,49850.0,106400.0,-8.0,-9.450000000000728,-56550.0,-1062.7999999988824,19625.0,-14225.0,YES,67550.0,YES,23153.88,23162.0,23156.0,23183.0,23151.7
30-01-2025 09:30:00,22.849999999998545,246100.0,177,204975.0,110200.0,25.25,24.299999999999272,94775.0,-1209.5499999998137,20075.0,-8050.0,N,5700.0,N,23165.57,23152.4,23175.25,23205.0,23152.4
30-01-2025 09:35:00,15.75,84250.0,172,34775.0,59375.0,19.799999999999272,14.650000000001455,-24600.0,-897.0000000018626,16825.0,9350.0,N,15050.0,N,23168.94,23181.0,23196.75,23200.0,23176.8
30-01-2025 09:40:00,0.9499999999970896,85225.0,170,34425.0,67325.0,-2.2999999999992724,0.3499999999985448,-32900.0,-1081.5999999996275,17475.0,4275.0,N,10100.0,N,23171.29,23196.15,23197.1,23205.0,23164.05
30-01-2025 09:45:00,0.9000000000014552,133075.0,178,53350.0,229800.0,2.75,2.5,-176450.0,-751.8499999996275,20825.0,-6175.0,YES,25475.0,N,23177.0,23197.1,23198.0,23224.0,23193.95
30-01-2025 09:50:00,22.799999999999272,88150.0,175,39700.0,95975.0,20.700000000000728,22.049999999999272,-56275.0,-663.5,16800.0,8900.0,N,675.0,Y,23180.47,23195.2,23218.0,23227.95,23195.2
30-01-2025 09:55:00,6.450000000000728,53925.0,163,32100.0,81175.0,5.299999999999272,7.950000000000728,-49075.0,-970.7000000011176,14325.0,35000.0,Y,7100.0,N,23182.54,23218.0,23224.45,23229.8,23211.4
30-01-2025 10:00:00,3.75,94325.0,173,127225.0,231025.0,9.69999999999709,11.5,-103800.0,-767.0,20075.0,12550.0,N,-19200.0,Y,23186.37,23224.45,23228.2,23233.65,23213.45
30-01-2025 10:05:00,46.349999999998545,174225.0,175,44450.0,194475.0,43.04999999999927,43.5,-150025.0,-559.0999999996275,14950.0,-4925.0,YES,-53575.0,Y,23194.95,23228.0,23274.35,23275.0,23228.0
30-01-2025 10:10:00,-12.349999999998545,172750.0,177,50425.0,105525.0,-10.400000000001455,-10.200000000000728,-55100.0,-600.9000000003725,15325.0,-8100.0,YES,2900.0,YES,23205.07,23272.25,23259.9,23296.65,23256.0
30-01-2025 10:15:00,6.650000000001455,65675.0,169,35975.0,72425.0,4.5,1.5500000000029104,-36450.0,-770.2000000011176,14600.0,1625.0,N,19700.0,N,23207.69,23258.25,23264.9,23275.0,23256.5
30-01-2025 10:20:00,19.0,116550.0,176,45250.0,165325.0,19.099999999998545,20.0,-120075.0,-667.7500000009313,19750.0,6125.0,N,-16625.0,Y,23213.09,23265.0,23284.0,23300.0,23263.65
30-01-2025 10:25:00,16.349999999998545,92525.0,169,40075.0,208075.0,17.950000000000728,17.349999999998545,-168000.0,-577.2999999998137,19600.0,16175.0,N,-6275.0,N,23217.29,23283.65,23300.0,23308.25,23272.9
30-01-2025 10:30:00,-4.650000000001455,82925.0,165,30175.0,94800.0,-4.0,-4.0,-64625.0,-466.04999999981374,17625.0,-950.0,YES,25775.0,YES,23221.12,23301.0,23296.35,23310.0,23292.75
30-01-2025 10:35:00,-10.5,113925.0,173,33075.0,172700.0,-7.049999999999272,-5.549999999999272,-139625.0,-580.25,15825.0,-16050.0,YES,6275.0,N,23225.39,23296.35,23285.85,23300.0,23285.85
30-01-2025 10:40:00,14.5,116650.0,168,27725.0,105675.0,13.0,10.200000000000728,-77950.0,-671.4000000003725,14400.0,22700.0,Y,-6975.0,Y,23229.29,23285.55,23300.05,23308.7,23280.65
30-01-2025 10:45:00,4.950000000000728,70900.0,164,36525.0,106125.0,4.5,4.950000000000728,-69600.0,-590.9500000001863,17275.0,14525.0,N,2150.0,N,23231.71,23300.05,23305.0,23309.85,23289.15
30-01-2025 10:50:00,-43.5,77275.0,174,119000.0,123850.0,-37.150000000001455,-37.150000000001455,-4850.0,-985.9000000003725,16700.0,-15625.0,YES,24500.0,YES,23233.5,23305.0,23261.5,23309.0,23261.5
