last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price
21-01-2025 09:15,-3.7,3716775,147,245550,215325,-3.75,-3.65,30225,-84.75,32550,514200,N,263025,N,133.3,129.6,135.55,125.15,129.46,21-01-2025 09:15,1.1,4187550,138,218400,224175,0.5,0.45,-5775,-78.75,32175,514950,N,241200,N,127.8,128.9,132,124.55,128.77
21-01-2025 09:20,-1.65,3800400,181,270975,251325,-1.7,-1.75,19650,-101.95,43050,-1159200,Y,146850,N,130.8,129.15,133.05,124.3,129.02,21-01-2025 09:20,3.85,4284300,181,311775,319650,4.7,4.7,-7875,-104.15,40575,154950,N,57450,N,127.35,131.2,138.35,125.5,130.25
21-01-2025 09:25,-3.1,5635050,180,205500,270225,-2.2,-2.35,-64725,-110.6,40950,-38550,YES,-71850,YES,129.15,126.05,147.45,123.05,130.98,21-01-2025 09:25,9.1,5678100,180,296475,226800,8.05,8,69675,-108.55,40725,77100,N,8625,N,130.95,140.05,141.95,122.1,131.42
21-01-2025 09:30,36.7,6538350,179,163800,203925,37.45,37.65,-40125,-125.1,43800,4425,YES,-164025,YES,127.1,163.8,165.95,126.25,137.02,21-01-2025 09:30,-16.9,6341100,179,231675,274650,-17.15,-17.15,-42975,-107.15,40725,-80625,YES,254775,YES,138.85,121.95,142.7,121.05,131.21
21-01-2025 09:35,4.55,4500525,180,186075,229950,4.2,4.5,-43875,-132.75,36750,-15225,Y,83925,Y,164.9,169.45,172,152.8,141.86,21-01-2025 09:35,-2.4,4201875,180,249450,200475,-2.55,-2.55,48975,-87.65,39300,-2400,Y,183900,N,121.2,118.8,129.05,118.25,129.77
21-01-2025 09:40,3.05,2697900,179,180675,142650,3.45,3.3,38025,-129.7,39600,-20100,Y,-3600,YES,168.85,171.9,172.05,155.8,144.11,21-01-2025 09:40,-0.25,3405375,179,253500,227325,-0.75,-0.65,26175,-90.35,39450,7050,N,93375,N,119.15,118.9,129.45,117.9,128.99
21-01-2025 09:45,-11.6,4813875,180,185700,161775,-10.35,-10.45,23925,-142.4,41775,-87825,Y,52800,Y,171,159.4,184.2,158.05,148.34,21-01-2025 09:45,-4.3,4884900,180,222300,342825,-5.05,-5.05,-120525,-87.75,42900,-85650,YES,119700,YES,119.15,114.85,123.35,109,126.93
21-01-2025 09:50,10.05,2409075,180,254475,169050,10.25,10.3,85425,-133.85,41025,49275,YES,1950,YES,158.65,168.7,170.35,153.15,149.23,21-01-2025 09:50,3.7,3676875,180,244575,250875,3.6,3.75,-6300,-89.45,39975,77025,Y,-57600,Y,114.85,118.55,126.35,112.45,126.15
21-01-2025 09:55,25.35,3291375,181,171750,187575,24.15,23.9,-15825,-149.25,41550,16875,N,-157950,YES,169.65,195,206.2,163.6,152.52,21-01-2025 09:55,-13.75,3891825,181,242250,236850,-13.1,-13.05,5400,-89.55,44250,-119100,YES,125175,YES,118,104.25,122.3,102.8,124.66
21-01-2025 10:00,3.8,1886775,178,136575,116850,5.15,5.25,19725,-169.7,44625,8100,N,15750,Y,196.35,200.15,211,190.6,154.76,21-01-2025 10:00,-1.75,2800800,179,316800,204075,-1.3,-1.3,112725,-85.7,42000,61725,Y,43575,N,103.35,101.6,106.2,98.9,123.26
21-01-2025 10:05,10.8,1800150,180,113400,117225,10.55,10.9,-3825,-173.2,42450,-81825,Y,-49125,YES,202.05,212.85,220.55,194.3,157.13,21-01-2025 10:05,-9.2,3060375,179,329625,296400,-9.25,-9.25,33225,-80.25,43200,-5550,YES,76200,YES,101.8,92.6,107.3,90.5,121.55
21-01-2025 10:10,1.2,1228425,181,109875,128625,1.65,1.4,-18750,-186.4,40350,-21975,YES,16350,Y,214,215.2,227.25,207.4,158.82,21-01-2025 10:10,1.6,2176425,181,267300,308625,1.25,1.25,-41325,-74.6,43350,38775,Y,55275,N,92,93.6,96.2,88.35,120.27
21-01-2025 10:15,29.4,1472400,180,119775,92550,28.2,28.25,27225,-202.2,40575,-60900,Y,-82725,YES,217.5,246.9,254.55,216.75,161.38,21-01-2025 10:15,-5.75,2641350,180,305850,352275,-5.35,-5.35,-46425,-71.35,48225,-40875,YES,45675,N,92.65,86.9,93.7,84.55,118.62
21-01-2025 10:20,66.35,1808550,179,86400,99975,65.4,65.15,-13575,-253.3,44475,-6675,YES,-56850,Y,249.5,315.85,317.4,246.95,166.07,21-01-2025 10:20,-11.2,3741825,179,301875,335550,-10.7,-10.65,-33675,-68.6,47325,-138300,YES,-23100,Y,86.2,75,87.75,73.8,115.94
21-01-2025 10:25,5.85,879750,179,135750,95850,7.1,7.05,39900,-265,41025,-28725,Y,675,Y,314.4,320.25,325,292,168.64,21-01-2025 10:25,0.95,2367900,180,229575,329775,1,0.95,-100200,-63.15,43350,60000,Y,-5250,N,75.45,76.4,80.6,72.9,114.35
21-01-2025 10:30,-15.5,480825,178,115725,87600,-15.95,-15.95,28125,-268.25,47775,-22350,N,39000,Y,321.35,305.85,324.85,295.15,170.02,21-01-2025 10:30,2.95,1581675,179,310350,364050,2.9,3.05,-53700,-64.15,43950,93000,Y,29250,YES,76.2,79.15,81.4,75.65,113.41
21-01-2025 10:35,-33.45,557625,179,105075,97275,-31.55,-31.7,7800,-251.05,46200,-29550,Y,-4275,YES,305.9,272.45,308.4,269.35,171.38,21-01-2025 10:35,1.2,1712625,180,302775,323775,1.1,1.1,-21000,-71.4,46800,-11325,YES,69600,YES,78.85,80.05,84.5,77.8,112.5
21-01-2025 10:40,14.15,369975,179,81825,91500,13.05,13.1,-9675,-229.9,41850,25800,YES,-7950,YES,272.15,286.3,291.75,270.8,172.19,21-01-2025 10:40,0.3,1475850,180,326475,314325,0.3,0.35,12150,-73.2,45675,-25350,YES,-76575,Y,80.35,80.65,85.75,79.4,111.78
21-01-2025 10:45,-14.3,374625,174,75900,109275,-14.55,-14.1,-33375,-226.05,39375,-20700,Y,-225,N,287.25,272.95,297.6,269.9,173.04,21-01-2025 10:45,5.7,1493850,180,371700,378150,5.65,5.75,-6450,-75.55,44700,16650,Y,-52050,YES,80.35,86.05,87.4,77.15,111.12
21-01-2025 10:50,8.6,315075,180,112725,114300,10.05,10.1,-1575,-209.6,40050,-3750,N,-375,YES,274,282.6,286.1,262.7,173.69,21-01-2025 10:50,-0.45,1561200,181,274425,226875,-1.7,-1.75,47550,-71.45,44175,4200,N,13275,YES,85.65,85.2,90.95,83.55,110.55
21-01-2025 10:55,17.95,385875,176,103275,111525,15.55,15.15,-8250,-230.55,42075,9675,N,-15150,YES,282,299.95,300.45,272.8,174.54,21-01-2025 10:55,-8.35,1356075,180,303825,296025,-8,-7.95,7800,-72.8,45300,-91500,YES,59550,YES,84.85,76.5,87.4,76,109.99
21-01-2025 11:00,-5,360375,167,91350,89475,-4.75,-4.95,1875,-240.45,38025,-19800,Y,28575,Y,301.75,296.75,306,287.05,175.43,21-01-2025 11:00,0.75,1830300,176,342225,313800,0.45,0.4,28425,-66,47850,29775,Y,68925,N,75.8,76.55,78,69.85,109.04
21-01-2025 11:05,16.65,321900,177,102675,95700,14.95,15,6975,-233.1,42600,-8250,N,-6450,YES,298,314.65,315.5,283.1,176.23,21-01-2025 11:05,-4.95,1460100,180,440700,544950,-4.95,-4.9,-104250,-65.35,47700,6975,N,102150,YES,76.3,71.35,80.6,68.85,108.31
21-01-2025 11:10,-10.8,260175,172,76875,82200,-11.35,-11.2,-5325,-242,38400,-9375,Y,20325,Y,314.05,303.25,325,296.4,177.01,21-01-2025 11:10,1.3,1209450,180,446175,465900,1.45,1.45,-19725,-61.3,49875,4725,N,-8400,Y,71.7,73,75.3,69,107.7
21-01-2025 11:15,-6.55,286650,177,73650,86925,-6.05,-6.05,-13275,-244.4,39150,3900,N,-4650,YES,302.6,296.05,312.1,287.9,177.68,21-01-2025 11:15,-0.35,1001100,180,423900,446925,-0.45,-0.35,-23025,-62.1,44325,48075,Y,34050,YES,72.75,72.4,74.9,70.45,107.23
21-01-2025 11:20,5.25,139650,158,75075,76425,3.6,3.9,-1350,-227.75,42000,-4800,Y,-675,N,297.5,302.75,304,293.05,178.01,21-01-2025 11:20,-0.25,577800,182,417900,424800,-0.25,-0.3,-6900,-64.2,46050,4950,N,15300,N,71.9,71.65,74.05,70.8,106.95
21-01-2025 11:25,12.8,202200,161,70125,70275,12.25,12.15,-150,-237,37650,-6450,Y,-5700,YES,302.2,315,315.85,290.1,178.51,21-01-2025 11:25,-3.25,1067100,180,416850,449850,-3.05,-3,-33000,-59.15,49875,-58425,YES,7125,N,71.35,68.1,75.45,68,106.44
21-01-2025 11:30,-15.75,253125,167,67800,88200,-17.15,-17.55,-20400,-246.7,40725,-6000,N,12825,N,314.45,298.7,315.15,281.85,179.09,21-01-2025 11:30,3.2,1144125,180,578625,517350,3.45,3.6,61275,-65.65,49350,59175,Y,-52725,Y,68,71.2,76.75,67.9,105.92
21-01-2025 11:35,0.75,129000,64,29025,41250,-0.3,-0.7,-12225,-91.3,15900,20250,YES,-4275,YES,299.25,300,301.65,291.75,179.38,21-01-2025 11:35,-2.25,807975,180,481050,492975,-1.5,-1.55,-11925,-63,54150,41925,N,16800,YES,71.85,69.6,75.3,69.6,105.57
21-01-2025 11:40,-31.35,300750,174,76950,79800,-27.1,-27.1,-2850,-236.25,44925,-24225,Y,17025,Y,300,268.65,301.6,265.2,179.97,21-01-2025 11:40,8.1,1490775,181,359100,400350,6.9,6.95,-41250,-68.65,46950,112725,Y,-41025,Y,69.6,77.7,79.3,68.5,104.93
21-01-2025 11:45,-102.3,4287600,180,111900,123000,-102.15,-102.4,-11100,-193.55,41925,49425,YES,43950,Y,265.9,163.6,270.1,145.85,179.97,21-01-2025 11:45,39.95,13562775,180,207675,306075,39.3,39.5,-98400,-104.05,43500,-31425,YES,-754575,Y,78.85,118.8,132.1,77.5,105.78
21-01-2025 11:50,-9.35,3667125,174,105900,205500,-9.2,-9.25,-99600,-136.25,40575,154275,YES,114675,Y,162.6,153.25,167.5,136.3,178.14,21-01-2025 11:50,8.85,9437775,179,163875,172425,8.7,8.75,-8550,-119.95,41250,-23025,N,-233850,YES,120,128.85,148.2,112.15,108.22
21-01-2025 11:55,-0.45,2499900,181,132300,154800,0.45,0.4,-22500,-138.8,38925,3150,N,35775,N,151.2,150.75,167.2,144,177.22,21-01-2025 11:55,4.7,4690500,181,231000,212400,4.15,4,18600,-113.4,42600,109200,Y,-23250,YES,130.85,135.55,141.3,116.35,109.19
21-01-2025 12:00,11.8,1775475,180,147225,144075,11.1,11.05,3150,-137.15,39300,109050,YES,-23025,YES,147.45,159.25,161.5,145.95,176.6,21-01-2025 12:00,-6.8,2990400,180,227250,196800,-7.55,-7.45,30450,-113.05,41925,-69075,YES,121125,YES,136.65,129.85,140.35,127.45,109.88
21-01-2025 12:05,32.4,3538575,180,108900,127050,31.45,31.5,-18150,-138.65,38475,-63525,Y,-113250,YES,159.2,191.6,200.85,155.85,176.64,21-01-2025 12:05,-17.5,4731075,180,171750,162750,-17.4,-17.45,9000,-98.4,40125,-96075,YES,56025,N,129,111.5,133.8,107.5,110.34
21-01-2025 12:10,20.55,1709250,180,147225,113175,19.2,19.3,34050,-149.7,43200,17100,YES,-29250,Y,189.65,210.2,210.2,180.7,177.04,21-01-2025 12:10,-11.85,2456700,180,178500,208350,-10.5,-10.5,-29850,-86.6,40050,-27975,Y,83700,YES,113.1,101.25,118.55,101.25,110.36
21-01-2025 12:15,79.15,3332700,179,114900,87600,75.9,76.05,27300,-239,44550,-174375,Y,-45075,YES,209.45,288.6,293,208,181.02,21-01-2025 12:15,-33.75,6778125,179,195525,224925,-32.9,-33,-29400,-67.25,39375,48300,Y,58500,N,101.75,68,103.15,65.55,108.46
21-01-2025 12:20,20.7,898275,179,126750,92250,23.8,24.55,34500,-255,43950,-25500,YES,-34650,N,290.35,311.05,321.4,282,182.42,21-01-2025 12:20,-1.35,2824800,180,224400,298725,-1.9,-1.9,-74325,-60,45150,-32250,YES,103725,YES,67.1,65.75,70.2,63.95,107.55
21-01-2025 12:25,2,819450,180,124275,76800,2.1,2.25,47475,-265.65,54600,-12750,N,12675,Y,312.5,314.5,322.05,300.1,183.82,21-01-2025 12:25,0.3,2036550,180,313725,359700,0.15,0.15,-45975,-60.6,49575,73725,Y,71925,N,65.4,65.7,68.65,62.85,106.88
21-01-2025 12:30,-5.65,393675,180,96975,110250,-8.1,-8.15,-13275,-275.35,43650,-16500,Y,8475,N,316,310.35,327,306.6,184.51,21-01-2025 12:30,0.55,1478250,180,431625,432825,0.45,0.5,-1200,-60.9,49650,41175,N,107925,YES,65.05,65.6,65.7,60.85,106.38
21-01-2025 12:35,2.05,349425,173,91800,92550,1.8,1.85,-750,-271.85,45525,-12900,N,-3750,YES,312.3,314.35,326,296.65,185.1,21-01-2025 12:35,0.95,1423425,180,401700,422850,1.15,1.2,-21150,-61.95,51600,76800,Y,23175,N,64.9,65.85,69.95,62.85,105.94
21-01-2025 12:40,-7.45,246075,173,75450,91350,-7.5,-7.75,-15900,-263.85,39450,-7575,N,-1800,N,314.95,307.5,318,293.6,185.49,21-01-2025 12:40,2.7,1275750,180,426150,395925,2.65,2.7,30225,-64.7,50775,19875,N,54450,YES,65.9,68.6,70.1,65.75,105.58
21-01-2025 12:45,-4.25,210000,166,89175,93750,-2.2,-2.2,-4575,-256.05,46350,7275,N,-7875,YES,309.5,305.25,313.1,285.95,185.81,21-01-2025 12:45,0.4,1468125,180,406275,393075,0.5,0.5,13200,-65.5,41625,-18225,YES,-77775,Y,68.65,69.05,75.15,67.55,105.2
21-01-2025 12:50,-11.45,141675,158,84300,92025,-11.4,-11.05,-7725,-238.05,40875,-7725,Y,11475,N,309.8,298.35,312.3,295.3,186.03,21-01-2025 12:50,4.2,932700,180,438450,445125,4.1,4.1,-6675,-66.25,49350,58125,Y,11850,YES,68,72.2,73,67.5,104.95
21-01-2025 12:55,-55.85,760950,180,86625,79425,-55.6,-55.85,7200,-234.1,41025,6150,N,11025,N,300,244.15,302.6,225.05,186.73,21-01-2025 12:55,16.3,4354875,180,244350,287625,16.15,16.15,-43275,-76.75,44775,-19350,YES,-199725,Y,71.95,88.25,96.25,71.3,104.34
21-01-2025 13:00,-29.1,610725,180,98175,121050,-30.85,-30.95,-22875,-205.15,41550,26475,YES,18825,N,245.1,216,250,205.75,187.01,21-01-2025 13:00,13.65,3693300,180,231900,280800,14.1,14.15,-48900,-92.95,45900,-43125,YES,-76275,YES,87.75,101.4,107.3,85.8,104.21
21-01-2025 13:05,17.85,524175,179,95700,126450,13.2,13.2,-30750,-189.35,39300,-13050,Y,-375,YES,215.15,233,233,214.05,187.25,21-01-2025 13:05,-12.7,1942350,180,261075,258900,-11.15,-11.05,2175,-85.9,40125,-26700,N,68625,YES,100.7,88,102.05,88,104.09
21-01-2025 13:10,-13.2,362100,174,106125,111150,-9.95,-9.95,-5025,-185.4,43125,-4575,N,19875,Y,234.85,221.65,240.3,221.05,187.47,21-01-2025 13:10,4.75,1561650,180,262500,334875,3.75,3.8,-72375,-78.2,43425,72000,Y,-11475,Y,86.95,91.7,92.55,81,103.89
21-01-2025 13:15,65.9,613950,180,93225,119475,61.15,61.35,-26250,-211.7,41475,3600,N,-36750,YES,222.85,288.75,288.75,217.8,187.94,21-01-2025 13:15,-31.45,2514750,180,340650,335550,-30.1,-30.15,5100,-73.3,45900,-190200,YES,107250,YES,90.9,59.45,94.65,59.45,103.44
21-01-2025 13:20,-19.2,787800,179,93450,91575,-16.7,-16.9,1875,-288.5,43875,-16950,Y,-3000,Y,289.2,270,321.8,264.35,188.99,21-01-2025 13:20,10.5,3392850,180,428925,432975,9.95,10,-4050,-64.95,46500,205875,Y,66900,N,59.9,70.4,71.35,53.3,102.47
21-01-2025 13:25,-49.75,563625,178,85125,86175,-50.45,-50.75,-1050,-242.4,42450,13425,YES,12600,N,270.15,220.4,276.1,212.4,189.39,21-01-2025 13:25,17.3,3063525,180,325725,299925,17.75,17.8,25800,-74.6,46950,-43050,YES,-97725,Y,70.2,87.5,91.5,66.7,101.99
21-01-2025 13:30,5.7,585150,180,96075,90075,6.7,6.65,6000,-202.35,41250,5175,N,17850,N,224.75,230.45,241.8,204.55,189.65,21-01-2025 13:30,-2.65,3353700,180,260325,287250,-2.75,-2.75,-26925,-80.65,41325,75975,Y,-45000,YES,85,82.35,101.15,76.7,101.68
21-01-2025 13:35,0.1,436275,180,92175,99975,0.65,0.65,-7800,-213.8,43875,-5250,Y,-825,YES,230.6,230.7,249,223.95,189.91,21-01-2025 13:35,-8.35,1996575,180,274800,251175,-8.35,-8.4,23625,-69.25,46275,52050,N,37350,YES,82.1,73.75,85.05,68.6,101.35
21-01-2025 13:40,-17.3,403125,178,99075,118050,-17.7,-17.7,-18975,-205.7,43500,145500,YES,26175,Y,233.8,216.5,233.8,206.5,190.05,21-01-2025 13:40,8.15,2020725,180,280050,312225,8.35,8.35,-32175,-79.05,47550,52050,N,-6450,Y,73.35,81.5,85.45,73.1,101.07
21-01-2025 13:45,-3.35,284250,175,95025,124200,-2.8,-2.85,-29175,-190.85,43350,65625,N,8400,N,219.55,216.2,222.45,210.35,190.15,21-01-2025 13:45,4.05,1427100,179,297750,298050,4.3,4.4,-300,-76.75,42750,38775,N,-28800,Y,80.3,84.35,87.4,78.85,100.91
21-01-2025 13:50,20.8,478575,179,83775,105975,21.1,21.15,-22200,-209.6,41850,-179400,Y,-17250,YES,219,239.8,252.55,216.15,190.42,21-01-2025 13:50,-8.75,1660050,180,253950,274200,-8.6,-8.65,-20250,-70.65,42225,46425,N,42150,YES,83.55,74.8,84.8,70.35,100.66
21-01-2025 13:55,-6.8,392700,177,99375,97575,-3.9,-4.05,1800,-221.45,43350,-16500,YES,225,N,242.75,235.95,271.35,234.1,190.71,21-01-2025 13:55,0.35,1675950,180,311700,298875,-0.35,-0.35,12825,-69.35,41850,-4050,YES,38250,N,74.4,74.75,76.85,65.2,100.36
21-01-2025 14:00,-21.15,335250,170,111300,119700,-22.1,-22,-8400,-206.8,42000,-5850,N,9825,N,236.6,215.45,250.95,214.5,190.88,21-01-2025 14:00,7.75,1450800,178,294675,273525,7.85,7.85,21150,-69.65,48525,16125,Y,-54750,Y,74,81.75,82.3,67.2,100.13
21-01-2025 14:05,21.25,432975,180,113325,129825,19.05,19.2,-16500,-204.45,47775,18675,YES,-24825,YES,214.15,235.4,250.15,210,191.09,21-01-2025 14:05,-15.15,1979025,180,253425,321675,-14.75,-14.85,-68250,-65.6,41475,-67350,YES,120300,YES,82.55,67.4,83.55,64.3,99.8
21-01-2025 14:10,17.1,287700,177,126900,136800,15.9,16.15,-9900,-214.7,48075,1350,Y,-3075,Y,237.9,255,255,224,191.25,21-01-2025 14:10,-5.7,1941300,179,373875,324375,-5.4,-5.45,49500,-60.5,47175,-57300,N,70875,N,66.6,60.9,68.3,59.85,99.39
