last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,last_traded_time,ltp,vol_traded_today,non_zero_vol,bid,ask,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price
21-01-2025 14:15,18.7,427575,180,140850,104700,17.95,18,36150,-234.8,53100,-5700,Y,-9075,YES,254.45,273.15,282,243.65,191.63,21-01-2025 14:15,-0.55,1579275,181,273000,300000,-0.5,-0.55,-27000,-56.9,44850,63675,Y,23475,N,61.05,60.5,64.85,58,99.03
21-01-2025 14:20,7.55,323850,171,119100,107475,8.05,8.1,11625,-241.65,51600,-9300,Y,-5700,N,271.55,279.1,291.3,259.35,191.95,21-01-2025 14:20,-1.45,1372575,179,347175,381675,-1.45,-1.45,-34500,-57.55,43650,14925,N,25500,N,60.4,58.95,63.4,57.05,98.73
21-01-2025 14:25,-6.35,306900,179,122925,90975,-9.25,-9.25,31950,-248.95,46275,-7725,N,4575,N,278.5,272.15,294.7,267,192.27,21-01-2025 14:25,-0.15,1393725,180,336150,366750,0.55,0.55,-30600,-56.9,43725,-9525,YES,11550,N,58.95,58.8,62.7,57.35,98.41
21-01-2025 14:30,38,502725,178,95700,88950,34.35,34.55,6750,-255.9,46500,7800,N,-18375,YES,275,313,313,253,192.79,21-01-2025 14:30,-9.95,2536125,180,416700,475950,-9.65,-9.75,-59250,-58.45,48900,-285750,YES,15750,N,58.35,48.4,61.75,47.85,97.79
21-01-2025 14:35,34.45,458775,178,98100,87975,32.6,32.8,10125,-320.7,38775,-14325,Y,-2850,N,313.15,347.6,355.65,308.2,193.54,21-01-2025 14:35,-5.75,3231900,179,484725,484950,-5.9,-5.8,-225,-47.4,52425,-6750,Y,62400,YES,48.35,42.6,49.8,41.7,96.87
21-01-2025 14:40,41.25,406050,175,88725,76125,43.05,43.05,12600,-370.9,40800,1125,N,-225,N,349.7,390.95,408.8,346.55,194.43,21-01-2025 14:40,-5,3507000,178,731250,804975,-5.35,-5.4,-73725,-45.35,63225,-6900,YES,47250,N,42.4,37.4,42.9,34.65,95.77
21-01-2025 14:45,-12.4,61275,59,32100,21900,-9.95,-10.05,10200,-119.1,11625,-3600,Y,-1350,YES,392.95,380.55,398.7,376.8,194.58,21-01-2025 14:45,0.7,742800,69,372450,354600,0.85,0.8,17850,-16.6,24375,30375,Y,24225,N,37.3,38,39.35,36.3,95.54
21-01-2025 14:50,-2.75,140625,106,69000,44700,-4,-3.9,24300,-213.9,27450,-13275,Y,2625,N,385,382.25,394.05,362,195.19,21-01-2025 14:50,-3.75,2318025,152,1073850,1323825,-3.75,-3.75,-249975,-38.05,56775,-51600,YES,-41100,Y,34.2,30.45,36.1,29.1,94.18
21-01-2025 14:55,-9.35,170325,166,79800,78225,-7.8,-7.65,1575,-310.85,34200,3975,N,-1500,YES,378,368.65,383.75,356,195.52,21-01-2025 14:55,-0.1,2043825,179,1388400,1573425,-0.2,-0.15,-185025,-39.9,70800,33900,Y,55200,YES,31.3,31.2,34.5,30.55,93.52
21-01-2025 15:00,-17.8,165075,153,62025,106725,-19.25,-19.15,-44700,-284.05,40275,-10200,Y,9675,N,373,355.2,381.8,350,195.84,21-01-2025 15:00,-2.55,2608425,179,1469100,1411950,-2.4,-2.45,57150,-38,74475,-96225,YES,11025,N,30.75,28.2,31.5,27.05,92.66
21-01-2025 15:05,-11.25,245550,157,71025,306975,-11.1,-10.85,-235950,-261.35,61650,-6525,N,3225,N,354.55,343.3,376.95,343.3,196.32,21-01-2025 15:05,-0.25,2273625,180,1821525,1864650,-0.4,-0.4,-43125,-33.75,69750,181650,Y,-110400,Y,28.25,28,28.25,24.65,91.89
21-01-2025 15:10,1.45,219075,149,65250,153900,1.9,1.65,-88650,-235.65,48450,9300,N,-24375,YES,340.3,341.75,349.8,332.15,196.67,21-01-2025 15:10,-0.4,1698450,181,1919175,2097900,-0.85,-0.8,-178725,-35.55,78675,20925,N,3150,YES,28.2,27.8,28.2,26.3,91.33
21-01-2025 15:15,-9.45,202425,158,71175,152550,-9.6,-10.05,-81375,-240.9,50850,-5325,Y,-1575,Y,340.8,331.35,340.8,326.65,196.99,21-01-2025 15:15,0.05,1480050,180,1693650,1743825,-0.05,-0.05,-50175,-32,67275,-53250,YES,36450,YES,27.8,27.85,28.9,26.75,90.86
21-01-2025 15:20,0.2,167550,153,45825,190425,0.25,0.1,-144600,-163.4,43125,-14700,Y,4425,N,331.3,331.5,337.15,329.35,197.26,21-01-2025 15:20,-0.85,1547925,179,1515750,1715400,-0.9,-0.85,-199650,-30.25,63825,-7275,Y,-115275,Y,27.9,27.05,28.05,26,90.37
21-01-2025 15:25,8.05,222750,169,80925,150525,8.3,9.6,-69600,-170.05,41700,-398400,Y,-40950,YES,331.95,340,341.55,329.25,197.61,21-01-2025 15:25,-1.35,2187825,181,1463025,1244700,-1.6,-1.5,218325,-33,68850,-742875,YES,-187275,Y,27.1,25.75,27.25,24.6,89.67
