last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,open_1,close_1,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price,datetime,open,high,low,close
05-02-2025 11:50,-13,-11,-9.45,750,-604.1,21825,4650,N,-1725,Y,-0.06,23825,23812,05-02-2025 11:50,-3.4,-3.3,-3.25,237675,-44.95,60975,81150,Y,178800,YES,48,44.6,48,42.65,-0.18,05-02-2025 11:50,9.75,9.7,9.7,-206325,-89.9,54075,6900,N,-62700,YES,112.9,122.65,124.25,112.85,-0.03,05-02-2025 11:50,23749.65,23751.25,23738.35,23743.25
05-02-2025 11:55,-6.95,-6.95,-6.7,29775,-638.35,21525,11400,N,3900,N,-0.12,23812,23805.05,05-02-2025 11:55,-2.35,-2.3,-2.2,182925,-41.45,63150,-135825,YES,159000,N,44.75,42.4,45.6,41.5,-0.14,05-02-2025 11:55,4.8,4.6,4.75,58575,-98.75,51675,-34350,Y,-57825,N,122.25,127.05,129.6,120.1,0.07,05-02-2025 11:55,23743.25,23748.7,23738.6,23741.25
05-02-2025 12:00,4.45,5.45,0.5,-8025,-382.2,22800,8925,N,-4800,Y,-0.11,23805,23809.45,05-02-2025 12:00,0.05,0.2,0.2,17025,-42.5,55800,27750,Y,68625,N,42.2,42.25,43.35,41.65,-0.1,05-02-2025 12:00,-0.35,-0.45,-0.55,-71250,-98.9,48375,-1350,YES,43125,Y,127.55,127.2,128.6,123.85,0.04,05-02-2025 12:00,23742.1,23745.25,23738.7,23743.15
05-02-2025 12:05,-5.45,-5.45,-4,23475,-656.05,22875,-20475,YES,2700,N,-0.14,23809.45,23804,05-02-2025 12:05,-2.35,-2.05,-2.1,-289275,-45.25,68025,-354525,YES,21825,N,42.5,40.15,44.05,38.45,-0.26,05-02-2025 12:05,1.8,1.65,1.6,43275,-107.75,57300,27675,YES,-13650,YES,126.65,128.45,131.95,119.1,0.08,05-02-2025 12:05,23744.3,23746.75,23735.05,23736.7
05-02-2025 12:10,-3.2,-6.3,-4.7,30075,-572.25,23025,-975,N,-14025,Y,-0.31,23804,23800.8,05-02-2025 12:10,-1.15,-1,-1,-344100,-36.8,63975,279825,Y,-37575,Y,40.05,38.9,41.5,37.05,-0.22,05-02-2025 12:10,1.75,1.15,1.2,-18300,-104.7,46350,-27450,Y,-8550,N,129.1,130.85,135.15,126.05,0.14,05-02-2025 12:10,23737.45,23740.6,23724.4,23732.55
05-02-2025 12:15,15.2,14.5,15,-4875,-595.5,22425,675,N,2925,N,-0.22,23800.8,23816,05-02-2025 12:15,4.05,3.8,3.8,27000,-41.8,62550,208425,N,-80625,Y,38.9,42.95,43.7,38.15,-0.21,05-02-2025 12:15,-10.45,-10.05,-10,-54900,-99.15,50100,-34350,Y,19800,Y,130.6,120.15,133.3,117.65,0.08,05-02-2025 12:15,23733.2,23749.15,23728.85,23748.8
05-02-2025 12:20,-4,-4,-4.9,43350,-771.35,26400,-4725,YES,-1875,Y,-0.08,23816,23812,05-02-2025 12:20,-3.3,-3.2,-3.15,-8625,-40.9,67200,-155025,YES,90150,YES,42.8,39.5,43.9,39.05,-0.22,05-02-2025 12:20,4.85,4.5,4.6,-38025,-91.5,46125,47250,YES,-9900,YES,120.5,125.35,126.5,116.95,0.01,05-02-2025 12:20,23749.2,23753.85,23735.65,23736.95
05-02-2025 12:25,5.1,6.8,5.9,39750,-797.45,20775,10425,N,825,N,-0.06,23812,23817.1,05-02-2025 12:25,2.75,2.95,2.9,-105450,-42.15,62775,252075,Y,-48600,Y,39.55,42.3,43.4,39.55,-0.11,05-02-2025 12:25,-4.8,-5.15,-5.2,191175,-102.75,52800,-50850,Y,47100,Y,125.35,120.55,125.35,117.75,0.01,05-02-2025 12:25,23738.05,23742.7,23731.3,23738.45
05-02-2025 12:30,7,4.5,2.95,55200,-645.75,24000,2550,YES,-12150,Y,-0.09,23813,23820,05-02-2025 12:30,0.8,0.85,0.8,141075,-42.4,68250,75675,N,-94575,Y,42.25,43.05,43.2,39.9,-0.11,05-02-2025 12:30,-3.7,-3.7,-3.7,-12975,-102.2,49275,-15600,YES,49800,N,120.3,116.6,126.5,116.55,0,05-02-2025 12:30,23739.45,23741.2,23727.4,23740.45
05-02-2025 12:35,-3.05,-0.15,1,-2550,-756.45,24300,2925,N,25650,YES,-0.02,23820,23816.95,05-02-2025 12:35,-0.95,-0.75,-0.75,-318000,-43.05,75750,40575,N,116100,YES,43.25,42.3,44.4,41.15,-0.12,05-02-2025 12:35,1.3,0.8,0.8,-10500,-96.7,50700,70425,YES,43350,N,116.15,117.45,120,114.15,-0.04,05-02-2025 12:35,23741.25,23743.25,23734.05,23736.85
05-02-2025 12:40,-1,-3.9,-5,35250,-512.2,20025,-6300,YES,-4575,Y,-0.04,23817,23816,05-02-2025 12:40,-1.85,-1.6,-1.6,-54075,-41.85,64275,-74775,YES,53475,N,42.5,40.65,44.7,40.4,-0.11,05-02-2025 12:40,3.6,2.9,2.9,-60300,-93.4,51300,43650,N,-83775,YES,117.05,120.65,121.4,113.35,-0.04,05-02-2025 12:40,23737.35,23742.1,23729.3,23732.45
05-02-2025 12:45,-10.5,-7.65,-10.05,48450,-781.35,24750,10725,N,4950,N,-0.17,23816,23805.5,05-02-2025 12:45,-1,-0.85,-0.85,103500,-37.55,64875,36675,Y,50100,N,40.65,39.65,41.2,38.8,-0.16,05-02-2025 12:45,4.75,4.25,4.25,15300,-98.85,45750,20550,N,-27750,Y,121.05,125.8,126.55,120.1,0.03,05-02-2025 12:45,23733.5,23733.95,23719.65,23721.35
05-02-2025 12:50,4.4,4.5,5.05,21900,-739.25,25275,10275,N,-5850,Y,-0.27,23805.5,23809.9,05-02-2025 12:50,2.05,2.15,2.2,-183675,-41,66825,24150,N,-162450,Y,39.6,41.65,43,39.45,-0.12,05-02-2025 12:50,-0.65,-1.2,-1.2,-64725,-102,44550,-23250,Y,-9375,N,125.9,125.25,129.75,123.45,0.06,05-02-2025 12:50,23721.8,23724.65,23715.9,23721.9
05-02-2025 12:55,6.9,5.05,6.95,32025,-765.15,28200,3525,N,375,N,-0.1,23811,23817.9,05-02-2025 12:55,-0.25,0.05,0,-31800,-42.7,69300,-15750,YES,-13650,YES,41.95,41.7,43.15,40.15,-0.11,05-02-2025 12:55,-2.65,-3.6,-3.6,31575,-106.25,53475,-7275,N,1725,N,124.15,121.5,126.4,118.55,0.01,05-02-2025 12:55,23722.35,23727.8,23715,23722.05
05-02-2025 13:00,0.75,-0.05,0.95,31200,-545.25,25125,18525,N,1500,N,-0.06,23817.9,23818.65,05-02-2025 13:00,1.15,1.05,0.95,48975,-40.9,74775,-11025,N,-12000,N,41.25,42.4,42.6,39.3,-0.13,05-02-2025 13:00,-2.3,-2.2,-2.3,33150,-98.65,44400,43950,YES,28800,Y,121.3,119,126.8,117.7,0.01,05-02-2025 13:00,23723.2,23734.3,23712.4,23729.15
05-02-2025 13:05,4.8,7.55,4.8,-42825,-507.2,27825,-225,YES,9675,N,-0.04,23818.65,23823.45,05-02-2025 13:05,1.7,1.8,1.85,-43350,-43.45,68550,17250,Y,-127800,Y,42.5,44.2,44.5,40.85,-0.11,05-02-2025 13:05,-4.6,-4.7,-4.65,46650,-92.75,47250,-73575,Y,68850,Y,118.9,114.3,121.65,113.65,-0.03,05-02-2025 13:05,23729.8,23746,23719.55,23744.6
05-02-2025 13:10,6.95,7.65,6.9,-47550,-445.25,37575,-1950,YES,-4800,Y,0.05,23823.05,23830,05-02-2025 13:10,2.3,2.6,2.6,-167700,-45.65,69000,60225,Y,-216300,Y,44.45,46.75,47.15,43.45,-0.12,05-02-2025 13:10,-3.8,-4.1,-4,-49575,-92.35,46125,31200,YES,19875,N,114.3,110.5,115.3,109.75,-0.1,05-02-2025 13:10,23745.15,23756.35,23743.3,23755.9
05-02-2025 13:15,5,1.3,5,-9225,-807.5,26475,-5925,YES,-75,N,0.16,23830,23835,05-02-2025 13:15,-0.15,-0.3,-0.25,9600,-45.7,62775,-90975,YES,128850,YES,47.05,46.9,48,44.35,-0.1,05-02-2025 13:15,-0.1,-0.1,-0.05,-4575,-85.65,43650,213750,YES,27450,N,109.6,109.5,112.9,107.6,-0.15,05-02-2025 13:15,23756.55,23760.45,23751.35,23758.4
05-02-2025 13:20,-5.9,-6.25,-4.95,24975,-455,24975,-12450,YES,11100,N,0.08,23835.95,23830.05,05-02-2025 13:20,-3.15,-3.05,-3.1,93600,-43.6,62175,-151575,YES,95475,N,46.8,43.65,47.6,43.2,-0.09,05-02-2025 13:20,4.65,4.6,4.6,-82800,-85.85,40650,72300,N,-38925,YES,109.65,114.3,114.55,108.5,-0.08,05-02-2025 13:20,23759.25,23760.7,23745.5,23746.5
05-02-2025 13:25,-8.05,-2.9,-3.05,81225,-780.75,24300,-13800,YES,-3525,Y,0.04,23830.05,23822,05-02-2025 13:25,-0.55,-0.65,-0.6,290100,-42.4,69375,60450,Y,101475,N,43.75,43.2,46.15,42.55,-0.08,05-02-2025 13:25,2.65,2.55,2.55,-61125,-84.3,40800,-33525,Y,-50325,YES,114.05,116.7,117.55,110.7,-0.08,05-02-2025 13:25,23747.1,23758.7,23745.35,23749.3
05-02-2025 13:30,8.9,7.45,4.45,-63525,-605,35025,6300,Y,-3825,Y,0.05,23822.1,23831,05-02-2025 13:30,3,3.1,3.05,-183150,-39.95,72000,92100,Y,-115275,Y,43.1,46.1,47.4,42.7,-0.07,05-02-2025 13:30,-4.45,-4.3,-4.35,-51375,-75.25,38250,3375,YES,1800,Y,117,112.55,117.1,111.4,-0.05,05-02-2025 13:30,23750.65,23757.8,23748.55,23755.1
05-02-2025 13:35,-13.3,-11.6,-11.45,47400,-544.3,22425,5475,N,5325,N,0.04,23830.3,23817,05-02-2025 13:35,-4.75,-4.8,-4.8,104325,-41.9,62475,-225225,YES,133125,YES,46.1,41.35,47.25,40.5,-0.11,05-02-2025 13:35,8,8.2,8.25,-95025,-86.25,40650,-63225,Y,-135225,YES,112.55,120.55,122.15,110.65,-0.04,05-02-2025 13:35,23756.05,23760.2,23744.95,23747.75
05-02-2025 13:40,-8.45,-6,-8.05,39675,-701.9,22050,-3375,YES,7050,N,-0.07,23821.05,23812.6,05-02-2025 13:40,-1.95,-2.05,-1.95,-39525,-42.65,67950,-138525,Y,87600,N,41.7,39.75,41.7,36.85,-0.2,05-02-2025 13:40,6.35,6.65,6.75,-30075,-100.35,39000,-11475,YES,-70950,Y,120.3,126.65,130.4,120.15,0.06,05-02-2025 13:40,23748.75,23748.75,23732.7,23735.4
05-02-2025 13:45,7.4,3,6.95,35250,-837.25,32625,11700,N,-1650,Y,-0.1,23812.6,23820,05-02-2025 13:45,1.7,1.6,1.55,-650925,-38.6,60075,170400,Y,-40950,Y,39.5,41.2,41.3,39.3,-0.08,05-02-2025 13:45,-3.25,-3.3,-3.25,25950,-93.55,41625,-23625,Y,55875,Y,127.2,123.95,129.2,123.4,0.05,05-02-2025 13:45,23736.3,23739.9,23732.05,23739.1
05-02-2025 13:50,17.9,22.05,17.8,14100,-419.35,22800,525,YES,-33600,Y,0.04,23820,23837.9,05-02-2025 13:50,7.8,7.8,7.8,27300,-42.1,68700,55200,N,-608175,Y,41.3,49.1,49.1,40.5,-0.11,05-02-2025 13:50,-16,-15.55,-15.55,-43650,-92.4,39900,-230475,Y,24900,N,123.75,107.75,125.25,107.75,-0.07,05-02-2025 13:50,23740.65,23757.7,23736.6,23757.7
05-02-2025 13:55,5.1,5.25,9.6,-36075,-823.2,30975,1350,N,-600,YES,0.47,23837.9,23843,05-02-2025 13:55,2.8,2.9,2.9,-28950,-49.1,62475,7875,N,-153225,YES,48.8,51.6,54.45,48.35,0.03,05-02-2025 13:55,-1.9,-1.9,-1.9,66450,-80.2,38625,188400,YES,62475,Y,107.85,105.95,108.55,103.4,-0.26,05-02-2025 13:55,23758.35,23774.5,23757.05,23770.7
05-02-2025 14:00,-5.85,-0.95,-4.9,38475,-420.3,30675,-3375,YES,3150,N,0.3,23847.9,23842.05,05-02-2025 14:00,-2.8,-2.95,-2.9,-18675,-47.95,62700,13800,N,150000,YES,51.3,48.5,52.15,46.6,-0.04,05-02-2025 14:00,2.2,1.95,2.05,4575,-89.6,46800,26250,N,95400,Y,106.35,108.55,110.4,105.15,-0.17,05-02-2025 14:00,23770.5,23771.1,23760.1,23762.55
05-02-2025 14:05,-12.45,-15.55,-16,21150,-361.75,26925,-750,N,2475,Y,0.1,23842.05,23829.6,05-02-2025 14:05,-4.35,-4.45,-4.35,-109425,-46.8,66750,-3075,YES,64725,N,48.35,44,49.05,43.1,-0.08,05-02-2025 14:05,6.75,6.8,6.7,-81075,-90.85,46500,-32100,Y,-73950,YES,108.65,115.4,115.9,107.55,-0.12,05-02-2025 14:05,23762.7,23763.3,23753.1,23753.4
05-02-2025 14:10,-10,-10.05,-10,6525,-553.2,23100,-225,N,1650,Y,-0.02,23827,23817,05-02-2025 14:10,-1.85,-1.9,-1.95,-35400,-41.75,66975,39000,Y,32400,N,43.8,41.95,44.05,40.85,-0.11,05-02-2025 14:10,7.45,7.1,7.35,-65925,-97.95,46200,-79575,Y,-78750,YES,115.35,122.8,124.55,115.35,0,05-02-2025 14:10,23753.75,23754.35,23740.8,23743.1
05-02-2025 14:15,-0.15,-0.95,-0.15,-21900,-794.2,23925,3600,N,5325,N,-0.07,23817,23816.85,05-02-2025 14:15,1,1.05,0.95,-117525,-44.8,75825,100800,Y,10500,N,42.05,43.05,43.85,40.9,-0.09,05-02-2025 14:15,2,2.3,2.3,-49275,-105.9,49500,-34575,YES,-62100,N,122.85,124.85,128.8,120.05,0.04,05-02-2025 14:15,23743.55,23747.65,23736.05,23740.75
05-02-2025 14:20,-4.85,-4.2,-1.85,31725,-607.1,25650,-2250,YES,-2175,Y,-0.07,23816.85,23812,05-02-2025 14:20,-0.6,-0.7,-0.65,271875,-43.1,68175,11025,N,5850,N,43.05,42.45,44.7,41.4,-0.07,05-02-2025 14:20,2.7,2.15,2.2,-59925,-102.2,50025,3975,YES,-10650,Y,124.5,127.2,128.8,119.8,0.05,05-02-2025 14:20,23739.85,23745.85,23731.95,23734.85
05-02-2025 14:25,3.8,0.7,0.85,-4650,-652.1,20325,-7350,YES,-6225,Y,-0.04,23812,23815.8,05-02-2025 14:25,0.95,0.65,0.65,-141675,-42.1,62625,-13350,YES,27825,YES,42.45,43.4,44.65,42.15,-0.06,05-02-2025 14:25,0.55,0.85,0.85,-58650,-102.05,43125,16125,N,-27300,YES,126.95,127.5,129.4,122.3,0.04,05-02-2025 14:25,23735.95,23745.35,23734.9,23737.25
05-02-2025 14:30,-0.85,0.45,-1.95,8400,-372.7,24975,5025,N,48975,YES,-0.04,23815.85,23815,05-02-2025 14:30,0.6,0.8,0.85,-159375,-89.15,143850,-86175,YES,-42075,Y,44,44.6,46.85,43.65,-0.06,05-02-2025 14:30,-0.25,-0.75,-0.7,-39075,-97.65,48975,16125,N,-12075,N,125.1,124.85,126.85,119.3,0.02,05-02-2025 14:30,23737.45,23750.25,23736.95,23745.9
05-02-2025 14:35,-5.3,-2.1,-4.3,12900,-709.2,22575,-11475,YES,7200,N,-0.05,23817.3,23812,05-02-2025 14:35,-1.3,-1.15,-1.15,-203625,-86.7,133425,-124125,YES,91875,YES,44.7,43.4,45.85,43.4,-0.05,05-02-2025 14:35,3.5,2.4,2.35,24225,-97.7,54675,-17250,Y,-35700,YES,125.05,128.55,128.55,121.9,0.03,05-02-2025 14:35,23745.05,23752.9,23741.1,23741.8
05-02-2025 14:40,-3.35,-4.65,-4.25,42750,-391.3,33225,10350,Y,-10200,Y,-0.36,23812,23808.65,05-02-2025 14:40,1.35,1.3,1.35,-312225,-83.95,153225,166650,Y,-93300,Y,43.15,44.5,44.9,42.2,-0.06,05-02-2025 14:40,-3.45,-3.6,-3.6,14100,-93.4,48000,-15450,N,8025,Y,129,125.55,130.8,120.9,0.06,05-02-2025 14:40,23742.1,23742.55,23732.7,23735.15
05-02-2025 14:45,-0.9,-0.8,0.35,6525,-312.15,29925,-6750,YES,-5625,N,-0.37,23808.5,23807.6,05-02-2025 14:45,-0.2,-0.25,-0.3,-246900,-81.45,123525,-49050,YES,-109275,Y,44.5,44.3,45.05,43.4,-0.04,05-02-2025 14:45,1.6,1.9,1.8,4650,-99.8,47250,-32175,Y,21600,N,125.05,126.65,129.35,124.55,0.05,05-02-2025 14:45,23734.75,23735.4,23725.35,23728
05-02-2025 14:50,-0.45,-0.85,-1.85,29550,-382.9,31875,-10275,YES,-1575,N,-0.31,23807.6,23807.15,05-02-2025 14:50,-0.1,-0.3,-0.25,-222825,-81.25,127650,-263100,YES,-34725,YES,44.5,44.4,45.15,42.15,-0.05,05-02-2025 14:50,-2.2,-2.25,-2.2,-6525,-104.65,47325,-150,YES,-92775,YES,127.2,125,131.95,124.5,0.06,05-02-2025 14:50,23727.85,23731.75,23720.5,23731.7
05-02-2025 14:55,-2.15,-3.85,-4.95,-31950,-740.1,23475,-7800,N,6900,N,-0.15,23807.15,23805,05-02-2025 14:55,-1.25,-1.25,-1.3,-400350,-77.6,127725,39450,Y,34800,YES,44.45,43.2,45,42.9,-0.04,05-02-2025 14:55,5.25,5.45,5.4,-96675,-95.85,45075,358200,YES,-64050,Y,125.2,130.45,130.45,124.65,0.03,05-02-2025 14:55,23732.1,23734.45,23727.1,23730.25
05-02-2025 15:00,-31.7,-27.45,-29.15,-3450,-884.55,34575,-44325,YES,4275,N,-1.87,23807.25,23775.55,05-02-2025 15:00,-3.4,-3.5,-3.5,-351450,-70.45,124125,-236550,YES,-31575,Y,43.35,39.95,44,39.2,-0.21,05-02-2025 15:00,24.45,25.15,25.25,-39825,-124.45,48075,-275475,Y,-215625,YES,130.9,155.35,162.65,129.5,0.77,05-02-2025 15:00,23730.65,23731.25,23694.4,23698.9
05-02-2025 15:05,-8.05,-5.05,-7.5,2850,-238.5,7725,-4275,Y,2925,Y,-0.24,23778.1,23770.05,05-02-2025 15:05,-2.8,-2.75,-2.8,-104700,-15.65,30150,-197700,Y,56100,YES,40.2,37.4,40.4,37,-0.06,05-02-2025 15:05,5.45,5,4.65,-7050,-32.2,10500,-225,YES,-17025,Y,155.55,161,161.1,153,0.13,05-02-2025 15:05,23698.85,23700.7,23680.45,23699.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-02-2025 15:10,23699.75,23702.1,23693.45,23695.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-02-2025 15:15,23695.2,23700.9,23691.1,23698.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-02-2025 15:20,23699.05,23700.45,23693.25,23697.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-02-2025 15:25,23698.25,23698.85,23685.1,23686.75
