last_traded_time,ltp_x,bid_price_x,ask_price_x,bid_ask_diff_x,bid_ask_pr_diff_x,last_traded_qty_x,tot_buy_qty_x,tot_buy_sig_x,tot_sell_qty_x,tot_sell_sig_x,avg_trade_price_x,ltp_y,bid_price_y,ask_price_y,bid_ask_diff_y,bid_ask_pr_diff_y,last_traded_qty_y,tot_buy_qty_y,tot_buy_sig_y,tot_sell_qty_y,tot_sell_sig_y,avg_trade_price_y,ltp,bid_price,ask_price,bid_ask_diff,bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,final_signal
2025-06-13 14:30:00,-2.900000000001455,-2.5,-3.0,6975,-1061.2999999988824,37800,-600.0,N,3525.0,N,0.3100000000013097,-2.8500000000000227,-3.349999999999966,-3.400000000000034,-60975,-283.5,53175,-6300.0,YES,-9750.0,Y,0.16999999999995907,1.5500000000000114,1.6500000000000057,1.7000000000000028,-154350,-114.55000000000291,69825,24600.0,YES,-25425.0,YES,-0.21000000000000796,no signal
2025-06-13 14:35:00,-8.799999999999272,-8.299999999999272,-10.0,244800,-494.69999999925494,44550,18225.0,N,-21375.0,Y,0.3999999999978172,-4.350000000000023,-4.650000000000034,-4.899999999999977,-80625,-263.3500000000058,51225,3675.0,N,-1950.0,N,0.060000000000002274,1.7000000000000028,1.5,1.4500000000000028,-19425,-123.59999999999854,77025,-15600.0,Y,26250.0,Y,-0.2599999999999909,no signal
2025-06-13 14:40:00,-16.0,-14.799999999999272,-14.0,36675,-949.0999999977648,46050,-6225.0,YES,4575.0,YES,0.37000000000261934,-9.699999999999989,-8.75,-8.600000000000023,-34650,-274.29999999995925,62100,-2325.0,YES,-10950.0,Y,0.08000000000004093,5.900000000000006,6.150000000000006,6.150000000000006,-12450,-122.60000000000582,72075,39225.0,YES,-86175.0,YES,-0.37000000000000455,SELL
2025-06-13 14:45:00,-9.700000000000728,-11.0,-13.0,183450,-970.9000000003725,53175,7800.0,N,-67725.0,Y,0.41999999999825377,-3.7999999999999545,-4.4500000000000455,-4.349999999999966,10500,-274.0999999999767,58725,8100.0,N,-7575.0,N,0.049999999999954525,4.699999999999989,5.299999999999997,5.299999999999997,-43800,-133.84999999999127,78300,-12825.0,Y,-71175.0,N,-0.37999999999999545,no signal
2025-06-13 14:50:00,-5.80000000000291,-5.599999999998545,-6.599999999998545,15150,-1330.7999999988824,43800,8175.0,N,-9525.0,YES,0.18000000000029104,-6.050000000000011,-6.899999999999977,-6.899999999999977,47475,-286.29999999998836,59850,-8175.0,YES,16425.0,YES,0.0,0.5,0.6999999999999886,0.6499999999999915,25425,-136.09999999999127,62700,-29475.0,Y,-11100.0,Y,-0.21000000000000796,no signal
2025-06-13 14:55:00,-15.5,-15.200000000000728,-14.400000000001455,163725,-1019.7000000029802,51225,-55950.0,YES,31650.0,YES,-0.049999999999272404,-9.0,-8.600000000000023,-8.75,27900,-283.54999999998836,60450,-20400.0,YES,11400.0,N,-0.1099999999999568,11.5,11.599999999999994,11.700000000000003,-111375,-146.4499999999971,65550,-21375.0,N,-108900.0,YES,-0.01999999999998181,SELL
2025-06-13 15:00:00,32.599999999998545,32.400000000001455,31.5,-88650,-839.8000000026077,49200,38775.0,Y,41775.0,N,0.15999999999985448,15.050000000000011,14.550000000000011,14.550000000000011,-62025,-267.29999999998836,59775,10125.0,Y,-10350.0,Y,-0.05000000000001137,-16.44999999999999,-16.900000000000006,-17.0,82275,-132.89999999999418,73950,-42675.0,Y,80025.0,Y,-0.18000000000000682,BUY
2025-06-13 15:05:00,20.599999999998545,18.900000000001455,18.5,-270375,-533.6999999992549,44925,-9600.0,YES,-44925.0,Y,0.6399999999994179,14.800000000000011,15.75,15.600000000000023,-49200,-291.5999999999767,63075,-23775.0,YES,-3150.0,N,0.14999999999997726,-5.549999999999997,-5.6499999999999915,-5.75,-63375,-119.80000000000291,71025,-10350.0,YES,-43275.0,YES,-0.2600000000000051,SELL
2025-06-13 15:10:00,-5.19999999999709,-6.200000000000728,-7.099999999998545,39900,-724.7000000011176,46125,-6150.0,N,21525.0,YES,0.4400000000023283,-1.599999999999966,-1.0,-1.099999999999966,-74850,-269.79999999998836,51375,-2625.0,Y,4350.0,N,0.12000000000000455,4.049999999999997,3.700000000000003,3.799999999999997,-180375,-120.25000000000728,67875,-16650.0,Y,-39075.0,N,-0.1700000000000017,no signal
2025-06-13 15:15:00,-11.5,-10.299999999999272,-11.100000000002183,-51600,-688.2000000011176,54825,-16050.0,YES,-18075.0,Y,0.48999999999796273,-4.949999999999989,-4.5,-4.449999999999989,-51150,-245.0,64875,-13425.0,YES,-3375.0,Y,0.09000000000003183,4.299999999999997,4.400000000000006,4.3999999999999915,-85950,-123.44999999999709,69300,1875.0,N,-49350.0,YES,-0.1799999999999926,no signal
2025-06-13 15:20:00,16.599999999998545,11.599999999998545,11.799999999999272,-23175,-864.0,52950,-10125.0,N,-25200.0,Y,0.680000000000291,10.449999999999989,10.25,9.849999999999966,16425,-234.39999999999418,56400,-6525.0,N,-29250.0,Y,0.14999999999997726,-1.9499999999999886,-2.0,-1.9000000000000057,-241800,-122.65000000000873,79350,-48525.0,Y,-40875.0,N,-0.13000000000000966,no signal
2025-06-13 15:25:00,-1.0999999999985448,3.099999999998545,3.099999999998545,51075,-1025.0,62850,-92175.0,YES,-89850.0,Y,1.430000000000291,3.0,1.3000000000000114,2.2999999999999545,1950,-349.1000000000058,66450,-186000.0,YES,-50325.0,Y,0.29000000000002046,-8.400000000000006,-8.400000000000006,-7.5,-238950,-147.89999999999418,77550,-800700.0,Y,-185700.0,YES,-0.28000000000000114,no signal
