last_traded_time,ltp_x,bid_price_x,ask_price_x,bid_ask_diff_x,bid_ask_pr_diff_x,last_traded_qty_x,tot_buy_qty_x,tot_buy_sig_x,tot_sell_qty_x,tot_sell_sig_x,avg_trade_price_x,ltp_y,bid_price_y,ask_price_y,bid_ask_diff_y,bid_ask_pr_diff_y,last_traded_qty_y,tot_buy_qty_y,tot_buy_sig_y,tot_sell_qty_y,tot_sell_sig_y,avg_trade_price_y,ltp,bid_price,ask_price,bid_ask_diff,bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,final_signal
2025-06-13 10:05:00,1.0999999999985448,2.7000000000007276,2.2999999999992724,-7725,-1724.699999999255,40500,5550.0,N,300.0,Y,0.13000000000101863,0.14999999999997726,0.0,-0.25,-50850,-255.39999999999418,48150,-11700.0,YES,14250.0,N,0.01999999999998181,3.8999999999999773,3.6500000000000057,3.6500000000000057,-2250,-140.64999999999418,56400,-22200.0,Y,-79275.0,YES,-0.3299999999999841,no signal
2025-06-13 10:10:00,10.0,12.0,12.899999999997817,-167175,-1872.5,38700,113700.0,Y,-77550.0,Y,1.0999999999985448,8.550000000000011,8.650000000000034,8.699999999999989,-11775,-264.75,47400,-540975.0,YES,-47175.0,Y,0.9300000000000068,-3.0,-3.3000000000000114,-3.3000000000000114,30000,-129.40000000000873,53250,21750.0,YES,24750.0,Y,-0.46000000000000796,BUY
2025-06-13 10:15:00,-19.200000000000728,-15.200000000000728,-18.5,25125,-1498.800000000745,44550,25500.0,N,-2925.0,YES,0.27999999999883585,-14.399999999999977,-15.0,-15.449999999999989,-13425,-245.29999999998836,51300,-45825.0,Y,21300.0,YES,0.09000000000003183,3.25,3.1500000000000057,3.1999999999999886,55950,-124.30000000000291,57900,-5025.0,Y,13875.0,N,-0.2699999999999818,no signal
2025-06-13 10:20:00,33.0,32.29999999999927,31.900000000001455,-30525,-892.6999999973923,39675,-19425.0,YES,-8400.0,Y,0.7800000000024738,21.399999999999977,22.350000000000023,22.400000000000034,-46125,-233.15000000000873,44175,22800.0,Y,-41475.0,Y,0.3599999999999568,-6.75,-6.950000000000017,-7.049999999999983,-116550,-118.25,50400,-12975.0,Y,825.0,YES,-0.35000000000002274,BUY
2025-06-13 10:25:00,11.899999999997817,12.799999999999272,13.69999999999709,100950,-1281.0,42375,71400.0,Y,41250.0,YES,2.150000000001455,7.5,7.300000000000011,7.199999999999989,-31050,-281.25,47100,9225.0,N,6600.0,YES,1.0400000000000205,-5.400000000000006,-5.5,-5.5,9150,-123.55000000000291,53100,-69825.0,Y,35175.0,Y,-0.6799999999999784,no signal
2025-06-13 10:30:00,0.0,3.2000000000007276,0.5,41250,-448.1000000014901,20475,1725.0,YES,78450.0,YES,1.610000000000582,1.0500000000000114,0.6500000000000341,0.6999999999999886,6525,-146.54999999998836,27075,-15300.0,YES,-14700.0,Y,0.5500000000000114,-0.3499999999999943,-0.15000000000000568,-0.05000000000001137,32625,-65.75,27525,30075.0,YES,40050.0,N,-0.29000000000002046,SELL
2025-06-13 10:35:00,-6.599999999998545,-8.700000000000728,-7.799999999999272,2250,-1109.8000000026077,38700,4650.0,N,51825.0,N,1.5099999999983993,-5.800000000000011,-6.300000000000011,-6.699999999999989,-56100,-232.44999999998254,40500,-4875.0,N,-28350.0,Y,0.5199999999999818,1.5,0.9500000000000028,1.1499999999999915,39600,-98.30000000000291,45975,-43275.0,Y,39150.0,N,-0.7199999999999989,no signal
2025-06-13 10:40:00,8.299999999999272,7.0,7.700000000000728,33225,-793.0,45600,150.0,YES,15525.0,N,0.9799999999995634,3.400000000000034,3.3000000000000114,3.1999999999999886,-18075,-246.79999999998836,43275,14775.0,N,600.0,YES,0.4300000000000068,-2.450000000000003,-2.049999999999997,-2.049999999999997,6225,-106.80000000000291,52575,43725.0,YES,2775.0,YES,-0.3900000000000148,SELL
2025-06-13 10:45:00,-5.299999999999272,-4.099999999998545,-1.2999999999992724,-56925,-1079.0,34800,17025.0,N,-26475.0,Y,0.5400000000008731,-0.5,0.14999999999997726,0.4000000000000341,10425,-248.39999999999418,46575,-8325.0,YES,-28350.0,Y,0.6999999999999886,-0.5500000000000114,-0.9000000000000057,-0.9000000000000057,-19200,-108.80000000000291,58725,-66825.0,Y,7500.0,N,-0.5699999999999932,no signal
2025-06-13 10:50:00,3.900000000001455,-1.7999999999992724,-0.4000000000014552,-171375,-901.9000000003725,33600,4125.0,N,-5250.0,YES,0.6300000000010186,0.0999999999999659,0.39999999999997726,0.5,-5100,-237.1999999999971,44025,-6450.0,N,9450.0,YES,0.4500000000000455,1.0500000000000114,1.0500000000000114,1.0499999999999972,18525,-103.5,51750,42750.0,YES,-20025.0,YES,-0.46000000000000796,SELL
2025-06-13 10:55:00,-12.100000000002183,-7.400000000001455,-12.0,90675,-1054.4000000003725,32925,-38025.0,YES,1050.0,N,0.3999999999978172,-6.75,-7.4500000000000455,-7.349999999999966,-39600,-235.89999999999418,41625,-18000.0,YES,19125.0,N,0.2799999999999727,2.1000000000000085,2.3499999999999943,2.4000000000000057,63675,-108.69999999999709,48975,14625.0,N,-26175.0,YES,-0.3400000000000034,no signal
2025-06-13 11:00:00,8.0,3.7999999999992724,7.400000000001455,34050,-1156.699999999255,32400,1425.0,Y,-6975.0,Y,0.33000000000174623,2.1000000000000227,1.8999999999999773,1.8999999999999773,-48000,-240.9499999999971,46275,5400.0,Y,-975.0,Y,0.2300000000000182,-4.150000000000006,-3.75,-3.799999999999997,-1425,-111.75,55275,18525.0,N,47250.0,Y,-0.36000000000001364,BUY
2025-06-13 11:05:00,-11.700000000000728,-11.799999999999272,-11.299999999999272,33750,-1336.7999999988824,37725,-13800.0,YES,54450.0,YES,0.3500000000021828,-9.5,-10.25,-10.199999999999989,-43950,-254.05000000001746,45000,-39600.0,YES,9900.0,N,0.2699999999999818,1.75,1.4500000000000028,1.5,39000,-109.19999999999709,57675,3075.0,N,20250.0,N,-0.4299999999999784,no signal
2025-06-13 11:10:00,-16.200000000000728,-19.900000000001455,-18.700000000000728,-224925,-1303.2999999988824,41550,17475.0,Y,-6225.0,Y,0.3600000000005821,-10.699999999999989,-10.050000000000011,-10.100000000000023,-12600,-246.05000000001746,49425,5550.0,Y,3825.0,N,0.06999999999999318,6.849999999999994,6.550000000000011,6.550000000000011,79500,-121.30000000000291,58800,46050.0,YES,-72975.0,YES,-0.6199999999999761,no signal
2025-06-13 11:15:00,-2.399999999997817,-3.1999999999970896,1.0999999999985448,-78750,-1270.4000000022352,35550,-63375.0,YES,13350.0,N,0.22000000000116415,0.5,-0.19999999999998863,-0.19999999999998863,20775,-234.5,48975,-6225.0,YES,16200.0,N,-0.05000000000001137,-2.1999999999999886,-1.6500000000000057,-1.6499999999999773,55875,-121.29999999998836,52350,-27600.0,Y,50250.0,Y,-0.4000000000000057,no signal
2025-06-13 11:20:00,16.799999999999272,15.099999999998545,10.0,-203625,-1253.7000000011176,31125,13125.0,Y,8025.0,N,0.1500000000014552,4.800000000000011,4.550000000000011,4.75,-13800,-219.04999999998836,42150,10725.0,N,-9675.0,Y,-0.01999999999998181,-5.25,-5.700000000000003,-5.650000000000006,-28200,-111.30000000000291,51675,-56775.0,Y,44100.0,N,-0.29000000000002046,no signal
2025-06-13 11:25:00,-2.2999999999992724,-1.0999999999985448,3.400000000001455,-2475,-1175.6000000005588,25125,24000.0,N,-18075.0,Y,0.13999999999941792,-0.7000000000000455,0.30000000000001137,0.39999999999997726,7200,-206.15000000000873,45300,-12375.0,YES,-5325.0,N,0.03000000000002956,-1.6499999999999915,-2.1500000000000057,-2.1500000000000057,-117150,-107.95000000000437,51300,-9075.0,YES,1425.0,YES,-0.44999999999998863,no signal
2025-06-13 11:30:00,25.299999999999272,26.0,22.099999999998545,-116175,-1494.699999999255,35400,-8850.0,YES,-25950.0,Y,0.6300000000010186,16.600000000000023,16.44999999999999,16.400000000000034,32850,-252.75000000001455,46200,12975.0,Y,-6525.0,Y,0.3199999999999932,-10.700000000000003,-10.299999999999997,-10.349999999999994,-49650,-105.15000000000146,54900,-73275.0,Y,19950.0,N,-0.9199999999999875,BUY
2025-06-13 11:35:00,15.200000000000728,16.200000000000728,16.599999999998545,-65325,-963.5,34275,1650.0,N,2475.0,YES,0.6399999999994179,11.25,10.649999999999977,10.649999999999977,-30075,-270.80000000001746,54825,-12450.0,YES,-41550.0,Y,0.38999999999998636,-5.349999999999994,-5.050000000000011,-5.0,-96750,-107.34999999999127,64725,-33975.0,YES,-7650.0,YES,-0.5700000000000216,SELL
2025-06-13 11:40:00,-6.0,-13.700000000000728,-9.799999999999272,-43125,-848.2999999988824,31050,25050.0,Y,-11025.0,Y,0.6299999999973807,-4.199999999999989,-5.550000000000011,-5.649999999999977,-11325,-248.04999999998836,46200,-13500.0,YES,23175.0,YES,0.3100000000000023,3.3499999999999943,3.950000000000003,3.8500000000000085,-50550,-98.45000000000437,53025,91950.0,YES,-45450.0,YES,-0.4099999999999966,SELL
2025-06-13 11:45:00,-5.700000000000728,-7.0,-11.599999999998545,14475,-1092.8999999994412,29700,-825.0,YES,13425.0,YES,0.33000000000174623,-3.25,-3.25,-3.3000000000000114,-45825,-238.5,36375,-4575.0,N,3225.0,N,0.18999999999999773,3.6500000000000057,3.5,3.5,-171975,-97.99999999999272,55200,27750.0,N,1725.0,Y,-0.4299999999999784,no signal
2025-06-13 11:50:00,-5.0,-4.900000000001455,-3.0,36825,-1308.800000000745,30450,24150.0,Y,-300.0,Y,0.2599999999983993,-3.349999999999966,-3.9499999999999886,-3.9499999999999886,-26475,-239.30000000001746,45975,-5625.0,YES,-9225.0,Y,0.19999999999998863,1.8500000000000085,2.0,2.0,-111150,-104.70000000000437,59925,-26250.0,Y,-7350.0,YES,-0.4800000000000182,BUY
2025-06-13 11:55:00,-1.7000000000007276,-1.5,0.0,67125,-1574.5999999996275,32775,-11250.0,YES,4800.0,N,0.23000000000320142,-3.8000000000000114,-3.8000000000000114,-3.8000000000000114,-48300,-246.69999999998254,49725,-3375.0,N,14250.0,YES,0.12000000000000455,-2.3000000000000114,-2.6500000000000057,-2.5999999999999943,-61275,-109.90000000000146,52425,-15150.0,N,-4200.0,N,-0.3100000000000023,no signal
2025-06-13 12:00:00,9.400000000001455,9.400000000001455,7.900000000001455,13575,-846.1000000005588,35325,-15000.0,YES,6000.0,N,0.18999999999869033,3.0,1.3500000000000227,1.2999999999999545,-2325,-247.84999999999127,52200,15900.0,N,24975.0,N,0.12000000000000455,-1.2999999999999972,-2.0,-2.0,-101775,-105.15000000000146,54300,13875.0,YES,42075.0,Y,-0.28999999999999204,no signal
2025-06-13 12:05:00,0.0,-1.0999999999985448,-2.599999999998545,-42150,-558.9000000003725,24300,-34275.0,YES,-4350.0,Y,0.27999999999883585,1.8999999999999773,2.1999999999999886,1.849999999999966,-50700,-218.20000000001164,42150,2850.0,YES,-5700.0,Y,0.160000000000025,0.7999999999999972,0.3999999999999915,0.44999999999998863,-114300,-96.5,48825,24450.0,N,15150.0,N,-0.3200000000000216,no signal
2025-06-13 12:10:00,9.099999999998545,9.099999999998545,7.900000000001455,-14100,-820.2999999988824,33375,3600.0,Y,-11925.0,Y,0.2400000000016007,7.949999999999989,7.300000000000011,7.449999999999989,-41100,-250.09999999999127,43875,-6225.0,YES,-30975.0,Y,0.13999999999998636,-1.6500000000000057,-1.8499999999999943,-2.0,116175,-101.75,56550,-16050.0,Y,-12225.0,YES,-0.22999999999998977,BUY
2025-06-13 12:15:00,31.600000000002183,31.200000000000728,31.100000000002183,6600,-1239.199999999255,42825,5175.0,N,-10050.0,N,2.3400000000001455,28.19999999999999,28.900000000000034,28.849999999999966,-30750,-301.9000000000233,49725,5550.0,N,-26100.0,N,1.3799999999999955,-7.049999999999997,-7.050000000000011,-7.150000000000006,-155700,-107.80000000000291,57825,-41625.0,Y,-12075.0,N,-0.7599999999999909,no signal
2025-06-13 12:20:00,-21.0,-19.799999999999272,-18.600000000002183,41475,-1435.1999999973923,43050,69825.0,Y,15600.0,YES,0.819999999999709,-17.94999999999999,-18.0,-18.05000000000001,-41925,-280.30000000001746,48075,-9075.0,YES,39375.0,YES,0.6000000000000227,3.1499999999999915,3.1499999999999915,3.0999999999999943,65700,-102.29999999999563,58950,28650.0,YES,5475.0,N,-0.45000000000001705,SELL
2025-06-13 12:25:00,-4.900000000001455,-9.600000000002183,-6.799999999999272,33825,-1087.6000000014901,32775,-225.0,YES,1725.0,Y,0.5200000000004366,-5.600000000000023,-6.850000000000023,-7.0,50025,-256.30000000001746,46500,2550.0,N,13650.0,N,0.3499999999999659,4.199999999999989,4.799999999999997,4.799999999999997,33600,-95.95000000000437,58200,39675.0,N,-34200.0,YES,-0.28999999999999204,no signal
2025-06-13 12:30:00,-4.799999999999272,-4.799999999999272,-6.700000000000728,-314625,-1092.7999999998137,38775,-3975.0,YES,5925.0,N,0.4499999999970896,-3.8000000000000114,-4.0,-3.650000000000034,50700,-241.39999999999418,42900,-23100.0,YES,30900.0,N,0.2300000000000182,2.6500000000000057,2.8000000000000114,2.8000000000000114,13875,-106.50000000000728,56925,3075.0,N,-14775.0,N,-0.28999999999999204,no signal
2025-06-13 12:35:00,-6.5,-7.0,-8.799999999999272,78075,-1090.0,30075,-19950.0,YES,31875.0,YES,0.3000000000029104,-7.949999999999989,-9.150000000000034,-9.199999999999989,-9525,-275.69999999998254,43950,-11625.0,N,17175.0,N,0.18000000000000682,3.5999999999999943,3.3999999999999915,3.5,-115800,-117.44999999999709,58575,-13050.0,Y,-43050.0,YES,-0.29000000000002046,no signal
2025-06-13 12:40:00,-2.900000000001455,-5.0,-2.599999999998545,-15375,-1260.4000000003725,28425,4275.0,Y,-11700.0,Y,0.2699999999967986,-2.099999999999966,-1.1999999999999886,-1.1499999999999773,27000,-245.29999999998836,43875,9225.0,Y,10125.0,N,0.12999999999999545,-1.75,-1.7999999999999972,-1.7999999999999972,-98400,-116.45000000001164,51900,-23175.0,Y,30675.0,Y,-0.29999999999998295,BUY
2025-06-13 12:45:00,-3.0,-3.099999999998545,-0.5,-4875,-1343.1000000005588,27975,4575.0,N,-33525.0,Y,0.1500000000014552,-1.3000000000000114,-1.7000000000000455,-1.6000000000000227,-8700,-247.2499999999709,44175,-9300.0,YES,-1350.0,Y,0.10000000000002274,0.3500000000000085,0.15000000000000568,0.20000000000000284,-38700,-115.75,51375,8700.0,YES,13950.0,N,-0.25,no signal
2025-06-13 12:50:00,9.700000000000728,7.80000000000291,5.799999999999272,21525,-1227.1000000005588,33825,22875.0,N,-41400.0,Y,0.2000000000007276,4.600000000000023,5.2000000000000455,4.949999999999989,-900,-231.00000000001455,46350,8100.0,N,450.0,N,0.08999999999997499,0.3500000000000085,0.0,0.0,22650,-111.95000000000437,56250,24300.0,N,32925.0,N,-0.2400000000000091,no signal
2025-06-13 12:55:00,3.100000000002183,1.0999999999985448,2.100000000002183,-10200,-771.0,23625,-12375.0,YES,-3150.0,YES,0.1499999999978172,1.3500000000000227,0.9499999999999886,0.9499999999999886,12675,-208.85000000000582,48300,-3075.0,YES,16650.0,N,0.060000000000002274,-4.300000000000011,-3.9000000000000057,-3.799999999999997,-61950,-106.55000000000291,56325,-41475.0,Y,10650.0,N,-0.1699999999999875,no signal
2025-06-13 13:00:00,-10.400000000001455,-8.099999999998545,-10.400000000001455,-63600,-1034.300000000745,36000,-12000.0,N,9300.0,N,0.25,-7.949999999999989,-7.099999999999966,-7.050000000000011,8850,-242.4500000000262,54225,-22200.0,YES,-15150.0,Y,0.07000000000005002,1.9000000000000057,1.6500000000000057,1.75,-1875,-112.80000000000291,58725,6750.0,YES,-17700.0,YES,-0.25,no signal
2025-06-13 13:05:00,-3.0,3.0,2.900000000001455,-28725,-910.6000000005588,31350,-1425.0,N,14175.0,N,0.18000000000029104,-2.0,-2.349999999999966,-2.3000000000000114,3450,-227.35000000002037,54525,-300.0,Y,16350.0,YES,0.05999999999994543,-2.0,-1.9500000000000028,-1.9500000000000028,3150,-102.25,53550,21900.0,N,61200.0,Y,-0.18999999999999773,no signal
2025-06-13 13:10:00,10.599999999998545,6.0,7.19999999999709,11400,-710.5000000009313,24675,375.0,N,-12525.0,Y,0.13000000000101863,5.0,4.399999999999977,4.399999999999977,-61800,-238.29999999998836,46575,8550.0,N,-225.0,Y,0.07000000000005002,-4.549999999999997,-4.5,-4.6000000000000085,-7125,-108.60000000000582,63675,-43050.0,Y,5100.0,N,-0.3200000000000216,no signal
2025-06-13 13:15:00,-12.099999999998545,-10.799999999999272,-10.299999999999272,37725,-722.6000000014901,24000,-675.0,YES,21525.0,YES,0.2999999999992724,-9.400000000000034,-9.5,-9.5,-14475,-237.0,45150,16425.0,N,-17025.0,Y,0.049999999999954525,5.549999999999997,6.25,6.200000000000003,-11850,-104.49999999999272,60450,42000.0,YES,-27375.0,YES,-0.19999999999998863,SELL
2025-06-13 13:20:00,15.0,15.0,12.299999999999272,132750,-713.0999999996275,41850,1950.0,N,-23850.0,Y,0.27000000000043656,9.550000000000011,9.900000000000034,9.899999999999977,-92925,-259.0,49725,-5025.0,YES,-9525.0,N,0.07000000000005002,-3.4000000000000057,-3.5,-3.450000000000003,-58200,-111.50000000000728,63150,975.0,Y,13875.0,Y,-0.18999999999999773,no signal
2025-06-13 13:25:00,-0.9000000000014552,-3.0,-1.0,25050,-1302.5999999996275,40275,-16575.0,YES,17775.0,YES,0.23999999999796273,0.05000000000001137,0.19999999999998863,0.20000000000004547,-12525,-254.04999999998836,47850,-9150.0,YES,7875.0,N,0.06999999999999318,0.3499999999999943,0.4000000000000057,0.45000000000000284,-16275,-111.30000000000291,58350,-15600.0,Y,17025.0,N,-0.12999999999999545,no signal
2025-06-13 13:30:00,16.100000000002183,19.0,21.0,31125,-1004.8000000026077,39825,10875.0,Y,-52800.0,Y,0.6900000000023283,16.650000000000034,16.75,16.75,-49275,-305.3999999999651,58650,-15525.0,YES,-54150.0,Y,0.37999999999999545,-6.299999999999997,-6.150000000000006,-6.299999999999997,72750,-116.25000000000728,71025,-20700.0,Y,-5550.0,YES,-0.37000000000000455,BUY
2025-06-13 13:35:00,23.400000000001455,23.400000000001455,22.099999999998545,-26475,-947.8999999985099,44325,2775.0,YES,12075.0,YES,0.9500000000007276,14.449999999999989,14.399999999999977,14.349999999999966,-29850,-317.3999999999942,54975,4200.0,N,-64950.0,Y,0.5099999999999909,-5.950000000000003,-6.099999999999994,-6.150000000000006,-5625,-104.5,71250,-115050.0,Y,24750.0,Y,-0.46999999999999886,no signal
2025-06-13 13:40:00,-4.200000000000728,-3.7999999999992724,-0.9000000000014552,-5700,-1212.2000000029802,49875,56775.0,Y,-26400.0,Y,1.1199999999989814,2.6499999999999773,2.0,2.1499999999999773,-35625,-322.6499999999942,62100,-3150.0,YES,8250.0,YES,0.5500000000000114,-1.4000000000000057,-1.2999999999999972,-1.25,-271950,-101.84999999999127,78675,17700.0,YES,525.0,YES,-0.5300000000000011,SELL
2025-06-13 13:45:00,12.400000000001455,9.200000000000728,11.400000000001455,-25050,-1078.5,48675,750.0,YES,3150.0,YES,2.1200000000026193,4.449999999999989,5.100000000000023,5.0,-54675,-329.8999999999942,58125,-4125.0,YES,-3600.0,Y,0.6399999999999864,-2.450000000000003,-2.450000000000003,-2.3999999999999915,-50550,-102.40000000000873,73650,131700.0,YES,-9150.0,YES,-0.6100000000000136,SELL
2025-06-13 13:50:00,-25.799999999999272,-21.100000000002183,-21.799999999999272,-22800,-1322.0,41100,12600.0,N,6675.0,N,0.8699999999989814,-13.400000000000034,-14.449999999999989,-14.449999999999989,-21075,-319.8500000000349,59550,-5025.0,YES,2550.0,N,0.339999999999975,4.5,4.700000000000003,4.700000000000003,-23775,-100.29999999999563,69675,34650.0,N,-10200.0,YES,-0.46000000000000796,no signal
2025-06-13 13:55:00,-17.200000000000728,-14.600000000002183,-14.0,3900,-1419.300000000745,39525,-10650.0,YES,7350.0,N,0.680000000000291,-14.699999999999989,-14.599999999999966,-14.550000000000011,14550,-298.5,50100,-1350.0,N,-14400.0,Y,0.18999999999999773,2.950000000000003,3.200000000000003,3.200000000000003,50475,-118.70000000001164,74100,-2700.0,Y,-32325.0,YES,-0.5799999999999841,no signal
2025-06-13 14:00:00,4.200000000000728,4.0,4.0,254625,-1272.800000000745,41850,5250.0,N,-58575.0,Y,0.32999999999810825,0.14999999999997726,-0.75,-0.5500000000000114,4800,-288.94999999998254,57300,-1575.0,YES,1500.0,N,0.11000000000001364,-1.4500000000000028,-1.4499999999999886,-1.5,63075,-114.0,69300,-20625.0,Y,6825.0,Y,-0.3900000000000148,no signal
2025-06-13 14:05:00,6.0,1.5999999999985448,2.7000000000007276,186525,-1123.9000000003725,42375,19575.0,N,-37950.0,YES,0.7700000000004366,3.400000000000034,3.4499999999999886,3.4499999999999886,3075,-270.55000000001746,57000,19425.0,Y,26700.0,YES,0.10000000000002274,-1.0,-0.9000000000000057,-0.9500000000000028,-52125,-115.30000000000291,70650,12150.0,YES,16350.0,N,-0.3400000000000034,no signal
2025-06-13 14:10:00,-5.0,0.8000000000029104,-3.0,42600,-1586.699999999255,33825,-3825.0,YES,-4350.0,YES,0.23999999999796273,4.100000000000023,4.25,4.199999999999989,-48675,-269.05000000001746,47400,-2475.0,YES,-6450.0,Y,0.06999999999999318,-0.14999999999999147,-0.29999999999999716,-0.25,8025,-105.95000000000437,70875,18600.0,N,24075.0,N,-0.19999999999998863,no signal
2025-06-13 14:15:00,-4.0,-2.399999999997817,-3.2000000000007276,21675,-1223.6999999973923,44325,-375.0,N,2925.0,N,0.27000000000043656,-4.199999999999989,-4.0,-4.100000000000023,-15600,-270.05000000001746,50475,-525.0,N,7575.0,N,0.060000000000002274,2.3999999999999915,1.9500000000000028,2.0,76650,-108.44999999999709,75375,23925.0,N,750.0,YES,-0.27000000000001023,no signal
2025-06-13 14:20:00,-1.2999999999992724,-0.2000000000007276,-0.7999999999992724,-35025,-1124.7000000029802,39900,-3525.0,YES,27675.0,YES,0.15999999999985448,-1.1499999999999773,-0.4000000000000341,-0.39999999999997726,21375,-278.80000000004657,53625,-4050.0,YES,-225.0,Y,0.0999999999999659,0.75,0.9000000000000057,1.0,67125,-111.05000000000291,64950,3600.0,N,-48225.0,YES,-0.21999999999999886,SELL
2025-06-13 14:25:00,5.400000000001455,2.7000000000007276,3.0,8925,-810.3000000007451,37950,-3225.0,N,-7350.0,Y,0.15999999999985448,5.899999999999977,5.649999999999977,5.699999999999989,-36150,-245.54999999998836,48525,-5100.0,YES,-825.0,Y,0.08000000000004093,0.5,0.25,0.3500000000000085,-123450,-110.90000000000873,68325,-7650.0,Y,10200.0,Y,-0.1599999999999966,BUY
