last_traded_time,ltp,vol_traded_today,non_zero_vol,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_3,close_3,high,low,avg_trade_price
2025-04-02 09:15:00,3.1500000000000057,1843350.0,118,3.8499999999999943,3.950000000000017,17250,-68.89999999999418,27525,237675.0,N,53775.0,N,136.45,139.6,144.3,129.8,139.97
2025-04-02 09:20:00,17.099999999999994,5191950.0,179,19.150000000000006,19.200000000000017,-1425,-130.9499999999898,43575,-851475.0,Y,125925.0,Y,140.25,157.35,170.15,140.15,150.5
2025-04-02 09:25:00,-43.35000000000001,4660500.0,180,-42.45000000000002,-42.5,300,-112.64999999999418,44625,375.0,YES,130425.0,N,156.15,112.8,157.15,109.55,142.79
2025-04-02 09:30:00,-19.60000000000001,6207525.0,180,-18.900000000000006,-18.900000000000006,57675,-82.69999999999709,40050,188775.0,YES,232350.0,Y,113.2,93.6,116.65,93.2,129.62
2025-04-02 09:35:00,6.200000000000003,8940450.0,181,6.75,6.650000000000006,41850,-82.75,42975,211800.0,YES,143775.0,N,93.5,99.7,108.75,90.15,120.41
2025-04-02 09:40:00,18.85000000000001,8848425.0,181,20.14999999999999,20.19999999999999,47325,-90.55000000001019,55125,266550.0,YES,-202650.0,YES,100.35,119.2,121.35,92.2,116.8
2025-04-02 09:45:00,20.799999999999997,10103700.0,180,21.05000000000001,21.049999999999983,-22125,-111.24999999999272,40800,-204525.0,Y,-16875.0,Y,117.7,138.5,147.45,117.7,120.31
2025-04-02 09:50:00,-3.0,5877600.0,180,-3.950000000000017,-3.8499999999999943,-39450,-110.24999999999272,41100,-203100.0,N,6300.0,Y,137.9,134.9,151.3,131.45,122.76
2025-04-02 09:55:00,-29.250000000000014,5761875.0,180,-30.19999999999999,-30.30000000000001,-1350,-96.10000000000582,40725,109650.0,YES,106575.0,Y,135.55,106.3,138.05,94.3,121.67
2025-04-02 10:00:00,9.900000000000006,4137750.0,180,10.950000000000003,11.0,-40275,-93.50000000000728,44100,98400.0,N,3300.0,N,107.1,117.0,125.6,106.25,121.31
2025-04-02 10:05:00,-2.1000000000000085,3371325.0,180,-2.6500000000000057,-2.6000000000000085,-33525,-96.65000000000873,44850,-22950.0,Y,-54825.0,YES,116.4,114.3,129.65,110.9,121.23
2025-04-02 10:10:00,1.4500000000000028,2825400.0,180,1.4500000000000028,1.4000000000000057,-5850,-88.5,40800,106950.0,YES,35775.0,Y,113.95,115.4,116.9,105.4,120.8
2025-04-02 10:15:00,-5.299999999999997,3836850.0,176,-5.650000000000006,-5.75,-20250,-91.75,42525,9450.0,N,17175.0,N,112.2,106.9,125.0,101.65,120.37
2025-04-02 10:20:00,-0.5499999999999972,3160125.0,179,-0.04999999999999716,-0.04999999999999716,-25350,-91.04999999999563,47700,40575.0,YES,39750.0,Y,108.75,108.2,117.65,101.0,119.93
2025-04-02 10:25:00,-15.099999999999994,4132350.0,181,-15.150000000000006,-15.200000000000003,5625,-78.54999999999563,41400,-86700.0,Y,170775.0,Y,107.1,92.0,108.0,90.45,118.78
2025-04-02 10:30:00,1.2999999999999972,4504500.0,180,2.0999999999999943,2.049999999999997,9225,-88.34999999999854,44250,-8175.0,YES,59400.0,N,92.7,94.0,104.2,92.5,117.71
2025-04-02 10:35:00,-0.45000000000000284,3516075.0,181,-0.10000000000000853,-0.10000000000000853,33750,-83.45000000001164,43425,63000.0,YES,27075.0,N,94.2,93.75,105.65,93.0,116.98
2025-04-02 10:40:00,-1.0,5470275.0,181,-0.20000000000000284,-0.25,-29400,-75.94999999999709,43650,174825.0,YES,98475.0,Y,93.8,92.8,96.0,83.25,115.44
2025-04-02 10:45:00,-6.8999999999999915,3581400.0,180,-6.700000000000003,-6.75,-525,-70.80000000000291,49050,23850.0,N,180750.0,Y,92.8,85.9,93.55,84.0,114.44
2025-04-02 10:50:00,-4.650000000000006,6473250.0,180,-4.300000000000011,-4.299999999999997,-60450,-65.65000000000146,46875,10350.0,N,105525.0,N,85.45,80.8,87.0,76.1,112.34
2025-04-02 10:55:00,-1.2000000000000028,5843625.0,181,-0.5,-0.5500000000000114,35925,-73.09999999999854,56550,-38400.0,Y,-18975.0,YES,80.95,79.75,88.2,78.4,110.82
2025-04-02 11:00:00,3.6999999999999886,8114850.0,180,2.6499999999999915,2.700000000000003,7050,-65.84999999999854,53700,76875.0,YES,-9000.0,N,79.65,83.35,83.95,70.05,108.44
2025-04-02 11:05:00,-1.1500000000000057,5775825.0,181,-0.9000000000000057,-0.8999999999999915,23025,-75.74999999999272,49800,-53700.0,Y,92400.0,Y,82.4,81.25,87.25,79.25,107.32
2025-04-02 11:10:00,2.549999999999997,4628250.0,179,2.1000000000000085,2.0,25500,-69.04999999999563,48975,197400.0,YES,45975.0,N,81.45,84.0,84.5,77.2,106.36
2025-04-02 11:15:00,9.25,8977950.0,180,10.199999999999989,10.299999999999997,3900,-75.44999999999709,44700,20850.0,N,-283050.0,YES,83.85,93.1,101.6,81.0,105.48
2025-04-02 11:20:00,-2.75,6388050.0,180,-2.799999999999997,-2.6999999999999886,-64800,-70.94999999999709,45975,57975.0,YES,70275.0,Y,93.0,90.25,94.55,81.9,104.67
2025-04-02 11:25:00,5.6499999999999915,5187150.0,182,6.700000000000003,6.699999999999989,-25950,-76.59999999999127,42975,-65850.0,Y,-74250.0,YES,90.4,96.05,97.15,85.65,104.27
2025-04-02 11:30:00,-8.350000000000009,5353650.0,180,-8.450000000000003,-8.450000000000003,-63150,-82.40000000000146,47625,-70800.0,Y,104100.0,Y,96.15,87.8,98.8,84.65,103.84
2025-04-02 11:35:00,-3.3499999999999943,5625225.0,180,-3.450000000000003,-3.450000000000003,-106875,-70.00000000000364,48750,198000.0,YES,86550.0,N,87.5,84.15,88.6,76.5,103.05
2025-04-02 11:40:00,18.049999999999997,10988175.0,181,18.299999999999997,18.25,-99225,-84.70000000000437,50550,-231075.0,Y,-478650.0,YES,84.0,102.05,112.35,83.95,102.85
2025-04-02 11:45:00,-12.599999999999994,5426025.0,180,-13.150000000000006,-13.150000000000006,53475,-80.64999999999418,48825,-22950.0,YES,168975.0,Y,102.6,90.0,106.25,87.55,102.65
2025-04-02 11:50:00,3.3499999999999943,4473675.0,182,3.4000000000000057,3.450000000000003,119175,-76.35000000000582,46350,82575.0,YES,13275.0,N,89.45,92.8,97.45,88.85,102.42
2025-04-02 11:55:00,3.5,3326700.0,178,3.299999999999997,3.4000000000000057,15675,-73.19999999999709,47700,90975.0,N,27000.0,N,92.1,95.6,95.6,87.8,102.23
2025-04-02 12:00:00,-9.549999999999997,4922625.0,175,-9.550000000000011,-9.549999999999997,2100,-74.25,48000,-109425.0,Y,19875.0,N,95.55,86.0,97.7,84.5,101.95
2025-04-02 12:05:00,-2.8500000000000085,3857025.0,180,-1.7000000000000028,-1.75,-16725,-69.79999999999563,51525,240150.0,YES,119550.0,Y,85.95,83.1,89.45,81.05,101.59
