last_traded_time,ltp,vol_traded_today,non_zero_vol,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,open_2,close_2,high,low,avg_trade_price
2025-04-25 11:15:00,-12.550000000000011,1711800.0,180,-14.0,-14.0,-27000,-89.30000000001019,43725,-4575.0,YES,20325.0,N,117.9,105.35,120.65,100.3,166.04
2025-04-25 11:20:00,-2.549999999999997,1644900.0,180,-2.950000000000003,-2.9000000000000057,41700,-84.20000000000437,43050,49425.0,Y,-31200.0,Y,105.25,102.7,108.9,95.4,163.02
2025-04-25 11:25:00,2.950000000000003,1054425.0,180,3.3499999999999943,3.4000000000000057,-38700,-78.25,38550,16875.0,N,20025.0,YES,102.45,105.4,107.3,99.2,161.3
2025-04-25 11:30:00,-7.599999999999994,915900.0,180,-9.0,-8.900000000000006,-14100,-78.44999999999709,42750,-37350.0,YES,46425.0,YES,106.6,99.0,107.45,97.2,159.87
2025-04-25 11:35:00,10.649999999999991,1191075.0,180,10.849999999999994,10.900000000000006,-10950,-70.29999999998836,36825,18675.0,Y,13575.0,N,98.65,109.3,110.2,96.45,158.17
2025-04-25 11:40:00,-6.199999999999989,950100.0,178,-6.300000000000011,-6.299999999999997,-54150,-87.19999999999709,40050,-750.0,YES,53325.0,YES,109.35,103.15,111.65,100.9,156.95
2025-04-25 11:45:00,-9.149999999999991,1670625.0,180,-9.25,-9.099999999999994,-42225,-79.30000000001019,45450,12375.0,N,21375.0,N,102.8,93.65,104.25,91.6,154.5
2025-04-25 11:50:00,2.1500000000000057,1133550.0,180,2.25,2.1500000000000057,-12675,-71.30000000000291,41400,-6750.0,YES,-16800.0,Y,93.25,95.4,95.8,90.7,152.84
2025-04-25 11:55:00,0.15000000000000568,782625.0,180,-0.20000000000000284,-0.15000000000000568,10950,-74.59999999999854,45300,9450.0,N,22875.0,YES,95.25,95.4,97.3,92.75,151.79
2025-04-25 12:00:00,1.0,915150.0,180,1.1999999999999886,1.25,-87150,-75.14999999999418,51225,-14775.0,YES,-13050.0,Y,95.0,96.0,97.15,89.0,150.58
2025-04-25 12:05:00,4.650000000000006,1085925.0,180,4.150000000000006,4.150000000000006,-50100,-82.04999999999563,45375,-6750.0,N,-13575.0,Y,95.8,100.45,100.45,94.05,149.32
2025-04-25 12:10:00,13.599999999999994,2045100.0,180,14.0,14.049999999999997,-104625,-84.29999999999563,37125,33450.0,Y,-63825.0,Y,100.75,114.35,120.8,97.8,147.64
2025-04-25 12:15:00,3.450000000000003,2125050.0,180,3.25,3.299999999999997,-29700,-91.75,43350,-6825.0,YES,-48525.0,N,114.55,118.0,127.55,106.0,146.33
2025-04-25 12:20:00,-3.950000000000003,1143225.0,181,-3.8999999999999915,-3.9000000000000057,-7125,-91.79999999999563,38775,3225.0,N,45975.0,YES,118.25,114.3,120.2,109.4,145.59
2025-04-25 12:25:00,3.1500000000000057,1085925.0,180,2.6500000000000057,2.6999999999999886,2100,-93.75,40725,12750.0,N,19275.0,N,114.05,117.2,121.8,109.6,144.97
2025-04-25 12:30:00,-0.45000000000000284,1041450.0,180,-0.4000000000000057,-0.3500000000000085,-33375,-92.84999999999854,40950,1200.0,YES,52950.0,YES,116.25,115.8,121.35,112.2,144.42
2025-04-25 12:35:00,9.299999999999997,1363500.0,180,8.650000000000006,8.700000000000003,-34950,-103.19999999998981,39675,3975.0,N,-64200.0,Y,115.5,124.8,125.9,113.45,143.84
2025-04-25 12:40:00,-12.650000000000006,1676550.0,180,-13.5,-13.5,-20625,-97.80000000000291,38250,-67200.0,YES,3150.0,YES,124.65,112.0,124.9,106.6,143.01
2025-04-25 12:45:00,4.0,906900.0,180,4.349999999999994,4.349999999999994,33225,-92.70000000000437,41475,12975.0,Y,48000.0,YES,112.7,116.7,120.5,111.5,142.59
2025-04-25 12:50:00,5.8999999999999915,927000.0,180,5.75,5.75,-9000,-86.5,39300,25650.0,N,-40275.0,Y,116.7,122.6,124.4,114.05,142.22
2025-04-25 12:55:00,22.10000000000001,3412725.0,180,23.44999999999999,23.5,-7275,-106.54999999998836,41925,-19050.0,YES,-195225.0,Y,122.55,144.65,154.0,119.25,142.05
2025-04-25 13:00:00,5.350000000000023,2721750.0,180,5.5,5.550000000000011,-22575,-108.5,43500,50100.0,Y,68700.0,YES,143.2,148.55,159.7,141.6,142.38
2025-04-25 13:05:00,4.900000000000006,2880225.0,179,4.25,4.300000000000011,-16725,-113.49999999999272,39675,18225.0,N,-18825.0,Y,148.6,153.5,168.6,146.0,142.97
2025-04-25 13:10:00,6.099999999999994,1641000.0,180,7.350000000000023,7.299999999999983,-37275,-115.70000000000437,37650,50700.0,Y,-14250.0,N,153.55,159.65,160.75,146.9,143.22
2025-04-25 13:15:00,6.200000000000017,2749275.0,181,6.300000000000011,6.400000000000006,-28350,-131.0,41850,19425.0,N,24300.0,YES,160.1,166.3,173.85,157.6,144.04
2025-04-25 13:20:00,-1.450000000000017,2118000.0,180,-1.4000000000000057,-1.3499999999999943,19950,-120.54999999999563,35625,43575.0,Y,50475.0,YES,165.4,163.95,175.25,162.3,144.73
2025-04-25 13:25:00,-8.299999999999983,2159625.0,180,-7.900000000000006,-7.949999999999989,-1575,-113.69999999999709,41925,-90975.0,YES,3375.0,N,164.95,156.65,170.05,150.85,145.17
2025-04-25 13:30:00,20.400000000000006,2781525.0,180,19.900000000000006,19.899999999999977,48825,-131.79999999998836,42675,117150.0,Y,-124275.0,Y,157.25,177.65,182.55,157.25,146.09
2025-04-25 13:35:00,-4.149999999999977,3829350.0,180,-5.550000000000011,-5.449999999999989,-32700,-136.29999999998836,46500,-149250.0,YES,54750.0,YES,178.45,174.3,193.4,168.05,147.69
2025-04-25 13:40:00,10.650000000000006,2062575.0,180,9.150000000000006,9.150000000000006,-45225,-141.79999999998836,46650,112950.0,Y,7800.0,N,173.5,184.15,184.15,171.2,148.44
2025-04-25 13:45:00,14.949999999999989,2776725.0,180,7.549999999999983,7.450000000000017,-19200,-140.40000000000873,39600,27825.0,N,-17850.0,Y,182.55,197.5,197.5,177.0,149.62
2025-04-25 13:50:00,7.849999999999994,4492725.0,180,6.449999999999989,6.400000000000006,24375,-146.4499999999971,41325,-38100.0,YES,62700.0,YES,199.0,206.85,211.1,195.0,152.32
2025-04-25 13:55:00,10.300000000000011,3489675.0,181,11.800000000000011,11.849999999999994,-18975,-156.60000000000582,42000,-40575.0,YES,-61575.0,Y,206.95,217.25,224.45,200.7,154.56
2025-04-25 14:00:00,-10.850000000000023,2648625.0,180,-12.200000000000017,-12.300000000000011,-25200,-161.79999999998836,45225,-57525.0,YES,90000.0,YES,217.05,206.2,219.2,198.15,156.08
2025-04-25 14:05:00,-40.75,3039525.0,179,-40.150000000000006,-40.14999999999998,-8025,-150.60000000000582,44325,-108675.0,YES,30300.0,N,205.15,164.4,211.35,162.4,157.08
2025-04-25 14:10:00,13.900000000000006,3442875.0,181,13.049999999999983,13.299999999999983,-20625,-129.15000000000873,42450,89400.0,Y,-7575.0,Y,163.1,177.0,180.0,153.9,157.47
2025-04-25 14:15:00,20.19999999999999,3992025.0,180,19.349999999999994,19.450000000000017,-41100,-162.95000000001164,39900,48450.0,N,14400.0,YES,176.8,197.0,202.9,175.25,158.72
2025-04-25 14:20:00,-0.5,2064900.0,179,0.44999999999998863,0.5,29925,-138.14999999999418,37425,-11550.0,YES,16500.0,N,196.65,196.15,198.8,184.85,159.36
2025-04-25 14:25:00,-9.25,2223675.0,180,-10.099999999999994,-10.050000000000011,8700,-143.05000000001746,41025,-19050.0,YES,34725.0,N,196.75,187.5,198.4,174.3,159.86
2025-04-25 14:30:00,-27.099999999999994,2609850.0,180,-27.0,-27.099999999999994,-39525,-128.15000000002328,48225,-18225.0,N,63525.0,YES,188.0,160.9,188.4,154.85,160.02
2025-04-25 14:35:00,0.45000000000001705,2589600.0,181,0.8499999999999943,1.0,-9450,-118.84999999999854,41100,-4575.0,N,-17850.0,Y,160.45,160.9,166.0,147.55,159.98
2025-04-25 14:40:00,-3.0,1691700.0,180,-3.1999999999999886,-3.3499999999999943,-38850,-122.09999999999854,40125,10500.0,N,29550.0,YES,160.2,157.2,163.8,150.55,159.93
2025-04-25 14:45:00,3.200000000000017,2431650.0,180,4.25,4.199999999999989,19950,-116.69999999998981,39375,-1725.0,YES,-74475.0,Y,157.2,160.4,161.95,139.1,159.7
2025-04-25 14:50:00,6.699999999999989,3412200.0,178,5.300000000000011,5.149999999999977,-55425,-130.90000000000873,39300,2775.0,N,55350.0,YES,160.8,167.5,171.15,156.7,159.83
2025-04-25 14:55:00,-9.300000000000011,2522400.0,180,-9.300000000000011,-9.25,20700,-138.10000000000582,44100,-9750.0,YES,3225.0,N,166.9,157.6,171.9,153.05,159.9
2025-04-25 15:00:00,5.650000000000006,2298000.0,180,5.449999999999989,5.299999999999983,47850,-123.34999999999854,42150,-2475.0,N,-21150.0,Y,158.0,163.65,164.65,148.45,159.83
2025-04-25 15:05:00,-7.849999999999994,2099400.0,180,-7.599999999999994,-7.650000000000006,64125,-122.79999999998836,42375,-6750.0,YES,52725.0,YES,162.95,155.1,166.65,149.8,159.79
2025-04-25 15:10:00,-1.4499999999999886,1972725.0,180,-1.6999999999999886,-1.6500000000000057,20100,-119.45000000000437,44475,8250.0,N,-33600.0,Y,156.0,154.55,166.2,150.7,159.77
2025-04-25 15:15:00,-8.599999999999994,1557300.0,180,-8.849999999999994,-8.75,80250,-96.59999999999854,45825,-106200.0,YES,8700.0,YES,154.6,146.0,155.2,145.75,159.69
2025-04-25 15:20:00,-16.049999999999983,2447625.0,180,-16.299999999999983,-16.30000000000001,-41175,-101.85000000000582,47400,-4425.0,Y,-66900.0,Y,145.7,129.65,146.3,126.0,159.25
2025-04-25 15:25:00,-7.949999999999989,1913025.0,181,-9.300000000000011,-7.6000000000000085,36750,-123.19999999999709,43650,-674400.0,YES,-124800.0,Y,130.2,122.25,131.25,115.5,158.74
