last_traded_time,ltp,bid_price,ask_price,n_bid_ask_diff,n_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,Open_NSE:NIFTY50-INDEX,Close_9,last_traded_time,ltp,bid_price,ask_price,ce_bid_ask_diff,ce_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price,last_traded_time,ltp,bid_price,ask_price,pe_bid_ask_diff,pe_bid_ask_pr_diff,last_traded_qty,tot_buy_qty,tot_buy_sig,tot_sell_qty,tot_sell_sig,avg_trade_price
30-04-2025 09:15,42,44.1,42.2,-7950,-1175.8,34050,85275,N,-1800,N,9.89,24368,24410,30-04-2025 09:15,32.2,30.05,30,1050,-76.4,31800,10101375,N,62250,N,7.98,30-04-2025 09:15,-14.3,-14.25,-14.3,553650,-28.15,49950,7306725,N,995775,N,-6.11
30-04-2025 09:20,-15,-9.9,-12.6,-18825,-1332.2,36825,25650,N,47175,YES,11.06,24415,24400,30-04-2025 09:20,-8.5,-9.55,-9.55,-14175,-112.05,39000,-1920075,YES,145500,YES,10.09,30-04-2025 09:20,-1.55,-1.3,-1.25,-153450,-25,77475,1343100,N,461400,N,-3
30-04-2025 09:25,17,15,17.9,-13725,-1432.4,37575,24225,N,9975,N,3.41,24401,24418,30-04-2025 09:25,15.2,15.95,16.05,-8100,-96.7,38775,142125,Y,-42525,Y,0.6,30-04-2025 09:25,-0.75,-0.5,-0.45,328575,-24,80700,229425,N,516825,Y,-1.45
30-04-2025 09:30,17.1,16,18.7,5775,-1306.6,39600,40125,N,14775,N,6.18,24418,24435.1,30-04-2025 09:30,14.4,14.35,14.4,16575,-126.45,38325,-44400,YES,39525,YES,6.55,30-04-2025 09:30,-1.5,-1.45,-1.45,602025,-19.65,98475,17025,N,275325,N,-1.03
30-04-2025 09:35,12,13.9,15.9,-4500,-1556.4,40800,2100,YES,-17700,Y,6.95,24435.1,24447.1,30-04-2025 09:35,16.55,16.35,16.3,-8400,-140,40275,130425,Y,-44400,Y,4.59,30-04-2025 09:35,-1.5,-1.5,-1.5,-2416350,-20.3,110550,-399675,Y,286200,N,-0.7
30-04-2025 09:40,-7,-12.3,-9.1,18825,-1585.2,37575,16875,N,11850,YES,3.6,24449,24443.2,30-04-2025 09:40,-5.95,-6.25,-6.3,20325,-126.75,37650,-200325,YES,55950,YES,2.21,30-04-2025 09:40,0.05,0.05,0.05,-2235750,-19.5,96525,-46200,YES,241800,N,-0.44
30-04-2025 09:45,34,31.4,34.8,-69975,-934.9,31800,12075,N,-87975,Y,7.85,24437,24478.3,30-04-2025 09:45,25.55,25.55,25.7,-49650,-131.7,43350,-452700,YES,-124275,Y,4.14,30-04-2025 09:45,-0.75,-0.7,-0.7,-1206750,-19.15,93075,-61200,Y,42225,N,-0.66
30-04-2025 09:50,-5.1,-1.3,-4.2,-225,-934.8,43275,8700,N,30075,YES,9.92,24479.8,24474.7,30-04-2025 09:50,4.75,5.45,5.45,-85575,-149.25,37950,-79125,Y,30600,YES,3.68,30-04-2025 09:50,0.2,0.2,0.2,-2390100,-18.65,95925,100725,YES,59700,N,-0.33
30-04-2025 09:55,-14.6,-12.9,-13.7,-45375,-926.5,30150,23250,N,15825,N,2.27,24474.7,24462,30-04-2025 09:55,-12.1,-12.1,-12.15,-225,-138.05,41550,3558825,Y,46875,N,1.74,30-04-2025 09:55,-1.1,-1.05,-1.05,-5201025,-19.25,101025,2096925,YES,370275,Y,-0.3
30-04-2025 10:00,-15.1,-13.7,-12,47700,-762.1,30150,-61500,YES,7950,N,1.1,24462,24446.9,30-04-2025 10:00,-11.4,-10.3,-10.2,3525,-135.35,44025,-3550875,YES,30750,N,1.25,30-04-2025 10:00,0.4,0.4,0.4,-1038900,-19.65,108525,-2295900,Y,-387900,YES,-0.28
